createAt,manageObject,M8076C0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,1247727
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,1431768
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,1430506
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,1373033
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,1415685
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,1437284
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,1201232
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,1506142
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,1393100
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,1247280
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,1174278
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,1516373
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,1311406
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690501,1363678
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,1210109
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,1265332
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690501,1281195
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690501,1173039
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,1235011
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,1255010
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,1184114
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,1028427
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,975040
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,1348720
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690501,1171506
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,1511706
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690501,1332322
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,1453440
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,1095895
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690501,1195140
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,1049372
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,1393065
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,1333761
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,1465752
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,1202178
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,1495998
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,1414416
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,1343152
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,1166141
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,1227757
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,1135615
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,1270111
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,1215475
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,1165210
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,1345042
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,1322449
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,1257119
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,1227562
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,1394089
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,1390297
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,1034411
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,1043275
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,1189164
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,1068896
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,1168150
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,1090866
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,1284932
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,1145853
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,1044498
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,1109207
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,1312813
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,1205706
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,1349041
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,1367722
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,1211922
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,1067815
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,1219116
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,846487
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,893304
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,1075800
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,9948095
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,7373429
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,10382239
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,9809476
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,8601851
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,7811887
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,7734046
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,7876913
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,8020567
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,10174968
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,9696264
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,8836690
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,8768665
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,9412967
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,10488917
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,10060104
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,8840264
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,8045884
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,6537395
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,8767521
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,9487064
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,8342669
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,8268561
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,7910368
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,8557313
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,7764380
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,10565157
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,9194401
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,8117000
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,8690385
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,7830273
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,6536884
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,8760107
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,10701287
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,7614312
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,8332819
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,8620794
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,8476557
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,9266780
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,7399579
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,6250585
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,10060156
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,7114251
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,7903999
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,7975267
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,7042204
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,7257445
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,8126064
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,8410886
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,7836589
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,9055241
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,8191291
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,8474765
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,9409865
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,9195395
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,6178453
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,8403696
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,7757474
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,9194612
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,10187734
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,7750490
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,7538088
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,6457245
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,9108129
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,9254822
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,7822545
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,9044687
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,8613468
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,8901910
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,7824393
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,9474724
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,7398128
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,8187195
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,8254648
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,8825570
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,7249207
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,8545429
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,9911010
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,8469350
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,8398812
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,7618787
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,8477884
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,10359162
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,7409907
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,8992691
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,7409009
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,8560121
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,9711102
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,9855781
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,7914618
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,8267875
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,7981287
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,8913476
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,7836457
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,10421838
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,7117045
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,9420700
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,7763758
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,8703175
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,7838676
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,9059019
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,9274228
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,9852773
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,8267654
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,8199277
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,8701450
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,8773830
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,8052555
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,9925325
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,8918239
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,7046473
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,7695657
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,9919766
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,9208262
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,7764805
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,8919263
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,8990775
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,8124705
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,7551767
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,8920079
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,6904858
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,8701367
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,8340765
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,7910256
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,10287171
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,7406849
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,6691314
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,9564475
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,9844980
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,8199279
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,7409431
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,6040111
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,8274877
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,8348969
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,8709366
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,7624742
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,7917648
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,7124674
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,9212422
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,8705859
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,7410301
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,6474269
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,9566786
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,8274223
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,8200625
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,7555114
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,7623520
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,8844674
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,9421056
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,8758940
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,9187279
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,11501126
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,-585358
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,-472768
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,-539925
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,-485891
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,-539332
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,-463078
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,-571813
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,-529015
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,-451838
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,-540332
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,-588543
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,-451154
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,-584499
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,-459880
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,-500525
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,-492944
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,-562796
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,-576749
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,-656196
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,-538566
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,-485166
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,-460599
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,-502673
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,-411423
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,-542155
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,-546373
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,-529806
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,-579306
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,-539520
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,-531652
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,-440998
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,-482350
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,-433637
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,-517011
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,-544785
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,-578068
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,-524443
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,-459242
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,-522314
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,-489206
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,-476969
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,-517527
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,-473551
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,-526200
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,-410278
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,-573730
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,-505321
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,-541616
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,-573047
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,-549330
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,-508665
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,-519498
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,-440459
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,-415973
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,-542020
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,-437863
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,-504568
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,-464970
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,-498562
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,-533958
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,-423487
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,-554732
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,-495485
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,-514781
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,-534905
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,-456609
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,-559819
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,-422748
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,-455327
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,-434318
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,-441734
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,-519950
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,-579419
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,-498316
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,-578284
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,-498498
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,-509599
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,-435102
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,-487912
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,-503795
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,-698018
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,-627178
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,-583276
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,-473459
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,-640877
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,-563842
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,-551524
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,-562435
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,-517200
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,-558901
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,-569425
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,-531121
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,-491223
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,-535114
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,-435925
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,-474218
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,-582414
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,-564581
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,-487494
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,-540369
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,-583607
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,-522381
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,-351589
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,-462704
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,-564908
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,-518742
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,-557538
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,-477219
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,-568996
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,-488393
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,-468958
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,-532075
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,-457454
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,-465160
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,-598030
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,-490636
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,-483281
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,-570439
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,-529122
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,-535632
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,-503588
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,-477793
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,-528917
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,-516429
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,-378096
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,-450969
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,-505079
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,-580129
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,-440697
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,-538548
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,-545661
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,-523199
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,-537075
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,-407047
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,-431302
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,-510908
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,-476078
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,-540868
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,-561253
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,-500644
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,-523777
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,-497130
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,-540225
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,-456322
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,-571005
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,-460790
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,-512456
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,-462112
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,-489600
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,-497001
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,5196819
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,4271850
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,4425306
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,4775942
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,5351892
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,4686623
