createAt,manageObject,M8066C17,M8066C19,M8066C29,M8066C30,M8066C56,M8066C57,M8066C55,M8066C14,M8066C15,M8066C16,M8066C18,M8066C58,M8066C20,M8066C27
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,43.0,,10.0,,5.0,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,50.0,,12.0,,6.0,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,43.0,,10.0,,5.0,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,43.0,,10.0,,5.0,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,146250,630008,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,146250,630024,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,146250,629984,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,146250,629992,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,146250,630032,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,146250,629976,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,146250,630000,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,151315,630008,2.0,1.0,240431.0,49.0,,2442.0,743.0,24344.0,228.0,418.0,,1.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,146250,629968,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,146250,630040,,,,,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,152234,629976,1.0,1.0,60723.0,3278.0,6688.0,10068.0,10678.0,28256.0,1476.0,4442.0,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,149504,630008,1.0,1.0,151184.0,2538.0,6685.0,7944.0,7441.0,15240.0,623.0,1070.0,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,146671,630000,1.0,1.0,1703.0,119.0,59.0,1007.0,565.0,1896.0,61.0,154.0,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,160450,630008,1.0,1.0,961981.0,131.0,171.0,7136.0,4254.0,67520.0,487.0,162.0,,2.0
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
