createAt,manageObject,M8066C17,M8066C19,M8066C29,M8066C30,M8066C56,M8066C57,M8066C55,M8066C14,M8066C15,M8066C16,M8066C18,M8066C58,M8066C20,M8066C27
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-414225,146250,629977,,,,,,,,,,,,
2025-05-08T12:45:00.000-03:00:00,NE-MRBTS-414225,146250,630031,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-414225,146250,629969,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-414225,146250,630039,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-414225,146250,629969,,,,,,,,,,,,
2025-05-08T13:45:00.000-03:00:00,NE-MRBTS-414225,146250,630031,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-414225,146250,629977,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-414225,146250,629999,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-414225,146250,630009,,,,,,,,,,,,
2025-05-08T14:45:00.000-03:00:00,NE-MRBTS-414225,146250,629975,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-414225,146250,630033,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-414225,146250,629975,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-414225,146250,630033,,,,,,,,,,,,
2025-05-08T15:45:00.000-03:00:00,NE-MRBTS-414225,146250,629975,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-414225,146250,630009,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-414225,146250,629999,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-414225,146250,629977,,,,,,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,146250,629992,,,,,,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,36.0,,8.0,,4.0,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,47.0,,10.0,,6.0,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,47.0,,10.0,,6.0,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,147328,630032,2.0,1.0,131.0,49.0,8.0,817.0,258.0,5240.0,108.0,111.0,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,146250,630040,,,,,,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,146250,630000,,,,,,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,146250,630032,,,,,,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,146250,629976,,,,,,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,146250,630016,,,,,,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,146250,629984,,,,,,,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,146250,630024,,,,,,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,146250,629968,,,,,,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,36.0,,8.0,,4.0,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,40.0,,8.0,,5.0,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,146250,630035,,,,,,,,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,146250,629973,,,,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,146250,630013,,,,,,,,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,146250,630037,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,146250,629971,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,146250,629995,,,,,,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,146250,629981,,,,,,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,146250,630027,,,,,,,,,,,,
