createAt,manageObject,M8033C4,M8033C7,M8033C0,M8033C8
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-772601,3.0,3.0,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-772601,4.0,3.0,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-772601,4.0,4.0,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-772601,7.0,5.0,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-772601,3.0,2.0,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-772601,9.0,8.0,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-772601,11.0,10.0,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-772601,14.0,12.0,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-772601,13.0,11.0,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-772601,2.0,2.0,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-772601,6.0,5.0,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-772601,11.0,3.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-772601,,,1.0,1.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-772601,2.0,2.0,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,,
