createAt,manageObject,M8061C20,M8061C214,M8061C240,M8061C0,M8061C5,M8061C9,M8061C7,M8061C11,M8061C156,M8061C118,M8061C154,M8061C24,M8061C66,M8061C158,M8061C4,M8061C116,M8061C198,M8061C204,M8061C1,M8061C6,M8061C192,M8061C44,M8061C48,M8061C121,M8061C19,M8061C108,M8061C119,M8061C43,M8061C65
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,8.0,40.0,8.0,8.0,,8.0,149.0,32.0,336.0,144.0,,89.0,160.0,8.0,8.0,1314.0,1.0,1.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,241.0,48.0,504.0,216.0,,136.0,240.0,12.0,12.0,1984.0,1.0,1.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,207.0,48.0,504.0,216.0,,136.0,240.0,12.0,12.0,1956.0,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,7.0,35.0,7.0,7.0,,7.0,134.0,28.0,294.0,126.0,,86.0,140.0,7.0,7.0,1065.0,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,216.0,48.0,504.0,216.0,,151.0,240.0,12.0,12.0,1775.0,1.0,1.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,56.0,96.0,56.0,10.0,,10.0,179.0,40.0,420.0,180.0,,115.0,200.0,10.0,10.0,1591.0,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,154.0,36.0,378.0,162.0,,92.0,180.0,9.0,9.0,1460.0,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,231.0,48.0,504.0,216.0,,146.0,240.0,12.0,12.0,1935.0,1.0,1.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,212.0,48.0,504.0,216.0,,136.0,240.0,12.0,12.0,1940.0,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,164.0,36.0,378.0,162.0,,87.0,180.0,9.0,9.0,1466.0,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,231.0,52.0,546.0,234.0,,154.0,260.0,13.0,13.0,2074.0,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,55.0,11.0,11.0,,11.0,176.0,44.0,462.0,198.0,,128.0,220.0,11.0,11.0,1565.0,1.0,1.0,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,153.0,36.0,378.0,162.0,,107.0,180.0,9.0,9.0,1347.0,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,222.0,48.0,504.0,216.0,,141.0,240.0,12.0,12.0,1808.0,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,55.0,11.0,11.0,,11.0,210.0,44.0,462.0,198.0,,118.0,220.0,11.0,11.0,1703.0,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,157.0,36.0,378.0,162.0,,92.0,180.0,9.0,9.0,1512.0,1.0,1.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,231.0,48.0,504.0,216.0,,141.0,240.0,12.0,12.0,1834.0,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,203.0,48.0,504.0,216.0,,131.0,240.0,12.0,12.0,1960.0,2.0,2.0,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,10.0,50.0,10.0,10.0,,10.0,175.0,40.0,420.0,180.0,,100.0,200.0,10.0,10.0,1457.0,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,10.0,50.0,10.0,10.0,,10.0,177.0,40.0,420.0,180.0,,120.0,200.0,10.0,10.0,1683.0,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,241.0,52.0,546.0,234.0,,139.0,260.0,13.0,13.0,2171.0,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,169.0,36.0,378.0,162.0,,102.0,180.0,9.0,9.0,1247.0,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,55.0,11.0,11.0,,11.0,210.0,44.0,462.0,198.0,,128.0,220.0,11.0,11.0,1795.0,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,219.0,48.0,504.0,216.0,,131.0,240.0,12.0,12.0,2078.0,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,45.0,9.0,9.0,,9.0,158.0,36.0,378.0,162.0,,97.0,180.0,9.0,9.0,1363.0,1.0,1.0,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,55.0,11.0,11.0,,11.0,197.0,44.0,462.0,198.0,,123.0,220.0,11.0,11.0,1781.0,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,230.0,52.0,546.0,234.0,,159.0,260.0,13.0,13.0,2035.0,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,7.0,35.0,7.0,7.0,,7.0,131.0,28.0,294.0,126.0,,71.0,140.0,7.0,7.0,1146.0,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,226.0,48.0,504.0,216.0,,126.0,240.0,12.0,12.0,1859.0,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,222.0,48.0,504.0,216.0,,136.0,240.0,12.0,12.0,1908.0,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,7.0,35.0,7.0,7.0,,7.0,124.0,28.0,294.0,126.0,,71.0,140.0,7.0,7.0,986.0,1.0,1.0,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,236.0,52.0,546.0,234.0,,154.0,260.0,13.0,13.0,2184.0,1.0,1.0,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,55.0,11.0,11.0,,11.0,193.0,44.0,462.0,198.0,,123.0,220.0,11.0,11.0,1770.0,1.0,1.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,8.0,40.0,8.0,8.0,,8.0,145.0,32.0,336.0,144.0,,89.0,160.0,8.0,8.0,1191.0,1.0,1.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,205.0,48.0,504.0,216.0,,136.0,240.0,12.0,12.0,1783.0,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,60.0,12.0,12.0,,12.0,236.0,48.0,504.0,216.0,,141.0,240.0,12.0,12.0,1795.0,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,8.0,40.0,8.0,8.0,,8.0,166.0,32.0,336.0,144.0,,94.0,160.0,8.0,8.0,1239.0,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,256.0,52.0,546.0,234.0,,159.0,260.0,13.0,13.0,2076.0,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,65.0,13.0,13.0,,13.0,234.0,52.0,546.0,234.0,,144.0,260.0,13.0,13.0,2216.0,1.0,1.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,15.0,252.0,15.0,9.0,,9.0,143.0,33.0,558.0,144.0,,1625.0,378.0,7.0,7.0,1084.0,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,11.0,67.0,11.0,11.0,,11.0,193.0,44.0,462.0,198.0,,161.0,220.0,11.0,11.0,1784.0,1.0,1.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,18.0,1370.0,18.0,16.0,,16.0,3945.0,67.0,2034.0,228.0,,11117.0,1742.0,10.0,10.0,3899.0,2.0,2.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,7.0,42.0,7.0,7.0,,7.0,121.0,28.0,294.0,126.0,,94.0,140.0,7.0,7.0,1104.0,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,15.0,84.0,15.0,15.0,,15.0,270.0,60.0,630.0,270.0,,214.0,300.0,15.0,15.0,2197.0,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,14.0,73.0,14.0,14.0,,14.0,259.0,57.0,588.0,252.0,,177.0,280.0,14.0,14.0,2322.0,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,50.0,9.0,9.0,,9.0,157.0,36.0,378.0,162.0,,121.0,180.0,9.0,9.0,1383.0,1.0,1.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,71.0,13.0,13.0,,13.0,222.0,52.0,546.0,234.0,,169.0,260.0,13.0,13.0,2225.0,1.0,1.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,75.0,13.0,13.0,,13.0,224.0,52.0,546.0,234.0,,183.0,260.0,13.0,13.0,2029.0,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,47.0,9.0,8.0,,8.0,131.0,32.0,336.0,144.0,,93.0,160.0,8.0,8.0,1125.0,1.0,1.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,64.0,13.0,12.0,,12.0,224.0,48.0,504.0,216.0,,145.0,240.0,12.0,12.0,1880.0,1.0,1.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,68.0,12.0,12.0,,12.0,206.0,48.0,504.0,216.0,,168.0,240.0,12.0,12.0,1975.0,1.0,1.0,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,9.0,44.0,9.0,8.0,,8.0,146.0,34.0,336.0,144.0,,93.0,160.0,8.0,8.0,1295.0,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,12.0,65.0,12.0,12.0,,12.0,223.0,48.0,504.0,216.0,,171.0,240.0,12.0,12.0,1822.0,2.0,2.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,23.0,97.0,23.0,18.0,,18.0,323.0,87.0,756.0,324.0,,214.0,360.0,18.0,18.0,2839.0,1.0,1.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,13.0,66.0,13.0,13.0,,13.0,230.0,52.0,546.0,234.0,,154.0,260.0,13.0,13.0,1911.0,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,17.0,90.0,17.0,17.0,,17.0,316.0,68.0,714.0,306.0,,214.0,340.0,17.0,17.0,2791.0,1.0,1.0,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,15.0,59.0,15.0,10.0,,10.0,190.0,43.0,420.0,180.0,,115.0,200.0,10.0,10.0,1581.0,1.0,1.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,7.0,39.0,7.0,7.0,,7.0,135.0,28.0,294.0,126.0,,90.0,140.0,7.0,7.0,1048.0,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,5.0,25.0,5.0,5.0,,5.0,89.0,20.0,210.0,90.0,,65.0,100.0,5.0,5.0,776.0,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,4.0,20.0,4.0,4.0,,4.0,68.0,16.0,168.0,72.0,,47.0,80.0,4.0,4.0,653.0,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,5.0,25.0,5.0,5.0,,5.0,100.0,20.0,210.0,90.0,,65.0,100.0,5.0,5.0,715.0,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,6.0,30.0,6.0,6.0,,6.0,115.0,24.0,252.0,108.0,,63.0,120.0,6.0,6.0,932.0,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900000,900000,900000,900000,4.0,20.0,4.0,4.0,,4.0,64.0,16.0,168.0,72.0,,42.0,80.0,4.0,4.0,578.0,1.0,1.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900001,900000,900000,900000,5.0,25.0,5.0,5.0,,5.0,87.0,20.0,210.0,90.0,,60.0,100.0,5.0,5.0,627.0,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,900,900,900,11,900001,900000,900000,900000,5.0,25.0,5.0,5.0,,5.0,82.0,20.0,210.0,90.0,,60.0,100.0,5.0,5.0,691.0,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,6.0,1.0,1.0,,1.0,33.0,7.0,60.0,30.0,,8.0,26.0,1.0,1.0,2288.0,2.0,2.0,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,5.0,2126.0,5.0,4.0,1.0,4.0,16291.0,180.0,2802.0,222.0,,19168.0,2564.0,2.0,2.0,295.0,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,15.0,25.0,15.0,2.0,,2.0,29.0,21.0,84.0,36.0,,26.0,40.0,2.0,2.0,331.0,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,12.0,1392.0,12.0,3.0,,3.0,6578.0,16.0,1674.0,24.0,,12344.0,1638.0,,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,33.0,2.0,2.0,,2.0,58.0,25.0,120.0,48.0,,93.0,64.0,2.0,2.0,2406.0,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,7.0,31.0,7.0,4.0,,4.0,76.0,32.0,174.0,78.0,,62.0,80.0,4.0,4.0,651.0,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,8.0,138.0,8.0,4.0,,4.0,62.0,31.0,264.0,72.0,,732.0,176.0,3.0,3.0,507.0,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,9.0,116.0,9.0,3.0,,3.0,85.0,81.0,240.0,102.0,,591.0,122.0,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,6.0,4539.0,6.0,4.0,2.0,4.0,32353.0,7.0,5466.0,18.0,1.0,41159.0,5432.0,,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,3.0,629.0,3.0,3.0,,3.0,2053.0,47.0,876.0,114.0,,5041.0,750.0,1.0,1.0,222.0,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,14.0,1.0,1.0,,1.0,17.0,9.0,42.0,18.0,,31.0,20.0,1.0,1.0,129.0,1.0,1.0,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,17.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,116.0,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,42.0,2.0,1.0,,1.0,18.0,5.0,96.0,24.0,,305.0,68.0,1.0,1.0,2340.0,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,19.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,105.0,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,19.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,122.0,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,20.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,113.0,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,21.0,7.0,42.0,18.0,,13.0,20.0,1.0,1.0,140.0,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,18.0,7.0,42.0,18.0,,13.0,20.0,1.0,1.0,161.0,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,11.0,1.0,1.0,,1.0,22.0,13.0,60.0,24.0,,13.0,32.0,1.0,1.0,187.0,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,26.0,31.0,26.0,1.0,,1.0,17.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,119.0,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,19.0,8.0,42.0,18.0,,13.0,20.0,1.0,1.0,147.0,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,34.0,19.0,54.0,30.0,,8.0,20.0,1.0,1.0,174.0,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,13.0,4.0,42.0,18.0,,8.0,20.0,1.0,1.0,141.0,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,19.0,2.0,2.0,,2.0,45.0,16.0,102.0,48.0,,47.0,46.0,2.0,2.0,2537.0,2.0,2.0,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,27.0,2101.0,27.0,2.0,1.0,2.0,16024.0,7.0,2532.0,18.0,,18928.0,2506.0,1.0,1.0,112.0,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,20.0,2177.0,20.0,5.0,1.0,5.0,16080.0,40.0,2658.0,66.0,,19193.0,2576.0,2.0,2.0,276.0,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,94.0,2277.0,94.0,6.0,1.0,6.0,15087.0,38.0,2742.0,84.0,,19376.0,2634.0,3.0,3.0,389.0,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,13.0,89.0,13.0,7.0,,7.0,149.0,35.0,348.0,144.0,,231.0,176.0,7.0,7.0,5378.0,4.0,4.0,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,36.0,77.0,36.0,7.0,,7.0,145.0,64.0,312.0,138.0,,84.0,146.0,7.0,7.0,3284.0,2.0,2.0,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,8.0,1758.0,8.0,3.0,,3.0,10802.0,9.0,2148.0,30.0,,15737.0,2106.0,1.0,1.0,149.0,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,16.0,45.0,16.0,4.0,,4.0,189.0,102.0,240.0,162.0,,44.0,66.0,3.0,3.0,2674.0,2.0,2.0,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,15.0,46.0,15.0,3.0,,3.0,65.0,38.0,150.0,72.0,,73.0,66.0,3.0,3.0,481.0,,,,,
