createAt,manageObject,M8061C20,M8061C214,M8061C240,M8061C0,M8061C5,M8061C9,M8061C7,M8061C11,M8061C156,M8061C118,M8061C154,M8061C24,M8061C66,M8061C158,M8061C4,M8061C116,M8061C198,M8061C204,M8061C1,M8061C6,M8061C192,M8061C44,M8061C48,M8061C121,M8061C19,M8061C108,M8061C119,M8061C43,M8061C65
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,61.0,65.0,61.0,1.0,,1.0,19.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,147.0,1.0,1.0,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,118.0,122.0,118.0,1.0,,1.0,19.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,176.0,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,88.0,87.0,88.0,,,,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,42.0,47.0,42.0,1.0,,1.0,17.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,198.0,1.0,1.0,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,88.0,88.0,88.0,,,,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,57.0,92.0,57.0,2.0,,2.0,103.0,53.0,138.0,78.0,,21.0,52.0,2.0,2.0,424.0,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,33.0,128.0,33.0,8.0,,8.0,150.0,63.0,396.0,162.0,,171.0,202.0,7.0,7.0,1531.0,1.0,1.0,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,37.0,69.0,37.0,8.0,,8.0,151.0,32.0,336.0,144.0,,99.0,160.0,8.0,8.0,1611.0,1.0,1.0,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,47.0,55.0,47.0,1.0,,1.0,20.0,4.0,42.0,18.0,,8.0,20.0,1.0,1.0,180.0,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,36.0,51.0,36.0,2.0,,2.0,38.0,8.0,84.0,36.0,,39.0,40.0,2.0,2.0,1398.0,1.0,1.0,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,24.0,40.0,24.0,4.0,,4.0,79.0,16.0,168.0,72.0,,42.0,80.0,4.0,4.0,724.0,1.0,1.0,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,167.0,179.0,167.0,2.0,,2.0,35.0,8.0,84.0,36.0,,21.0,40.0,2.0,2.0,385.0,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,43.0,48.0,43.0,1.0,,1.0,16.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,217.0,1.0,1.0,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,78.0,82.0,78.0,,,,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,46.0,44.0,46.0,,,,,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,49.0,57.0,49.0,,,,,,,,,,,,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,77.0,77.0,77.0,,,,,,,,,,,,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,9.0,7.0,9.0,,,,,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,59.0,60.0,59.0,,,,,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,11.0,10.0,11.0,,,,,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,116.0,117.0,116.0,,,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,59.0,63.0,59.0,,,,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,114.0,114.0,114.0,,,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,79.0,79.0,79.0,,,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,30.0,29.0,30.0,,,,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,84.0,88.0,84.0,,,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,64.0,68.0,64.0,,,,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,68.0,76.0,68.0,,,,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,63.0,63.0,63.0,,,,,,,,,,,,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,51.0,55.0,51.0,,,,,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,53.0,57.0,53.0,,,,,,,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,46.0,58.0,46.0,1.0,,1.0,26.0,24.0,24.0,24.0,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,62.0,70.0,62.0,,,,,,,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,174.0,174.0,174.0,,,,,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,170.0,170.0,170.0,,,,,,,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,55.0,79.0,55.0,,,,,,,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,17.0,221.0,17.0,1.0,,1.0,12.0,9.0,240.0,12.0,,1593.0,224.0,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,52.0,110.0,52.0,1.0,,1.0,14.0,10.0,78.0,12.0,,269.0,62.0,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,48.0,56.0,48.0,,,,,,,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,78.0,82.0,78.0,,,,,,,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,
