createAt,manageObject,M8035C0,M8035C1,M8035C2,M8035C5,M8035C6
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-772601,881.0,1319.0,1.0,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-772601,966.0,1367.0,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-772601,1069.0,1432.0,15.0,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-772601,1075.0,1601.0,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-772601,1036.0,1710.0,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-772601,1019.0,1441.0,1.0,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-772601,754.0,1344.0,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-772601,791.0,1327.0,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-772601,1272.0,1782.0,1.0,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-772601,1451.0,1800.0,2.0,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-772601,905.0,1587.0,2.0,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-772601,1163.0,1690.0,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-772601,1091.0,1528.0,1.0,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-772601,999.0,1478.0,2.0,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-772601,860.0,1282.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-772601,951.0,1260.0,2.0,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-772601,846.0,1296.0,1.0,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-772601,1068.0,1373.0,1.0,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-772601,820.0,1227.0,1.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-772601,1052.0,1400.0,1.0,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-772601,1234.0,1663.0,1.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-772601,803.0,1282.0,4.0,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-772601,895.0,1276.0,3.0,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-772601,937.0,1481.0,1.0,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-772601,979.0,1659.0,2.0,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-772601,969.0,1632.0,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-772601,962.0,1368.0,6.0,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-772601,792.0,1173.0,41.0,122967.0,1.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-772601,792.0,1157.0,5.0,240628.0,
