createAt,manageObject,M8047C0,M8047C1,M8047C2,M8047C3,M8047C9,M8047C10,M8047C11,M8047C14,M8047C17,M8047C18,M8047C19,M8047C20,M8047C21,M8047C22,M8047C23,M8047C24,M8047C25,M8047C26,M8047C4,M8047C5,M8047C13,M8047C6,M8047C15,M8047C16
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,436773024.0,22131232,224934.0,224949,4908.0,51023.0,16144,1330.0,3486.0,613.0,188045.0,120801,5079144.0,74952.0,218985.0,209889,680496.0,69497.0,56826438.0,3128887,104.0,152410,42614.0,69883.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,436773024.0,22131232,224934.0,224949,4908.0,51023.0,16144,1330.0,3486.0,613.0,188045.0,120801,5079144.0,74952.0,218985.0,209889,680496.0,69497.0,56826438.0,3128887,104.0,152410,42614.0,69883.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,436773024.0,22131232,224934.0,224949,4908.0,51023.0,16144,1330.0,3486.0,613.0,188045.0,120801,5079144.0,74952.0,218985.0,209889,680496.0,69497.0,56826438.0,3128887,104.0,152410,42614.0,69883.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,436773024.0,22131232,224934.0,224949,4908.0,51023.0,16144,1330.0,3486.0,613.0,188045.0,120801,5079144.0,74952.0,218985.0,209889,680496.0,69497.0,56826438.0,3128887,104.0,152410,42614.0,69883.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,578436784.0,31546872,50188.0,82921,13216.0,73673.0,27236,57.0,11408.0,2502.0,48323.0,39346,20030184.0,186122.0,47708.0,69908,6434232.0,342094.0,76256104.0,5534919,42.0,65756,38215.0,88029.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,578436784.0,31546872,50188.0,82921,13216.0,73673.0,27236,57.0,11408.0,2502.0,48323.0,39346,20030184.0,186122.0,47708.0,69908,6434232.0,342094.0,76256104.0,5534919,42.0,65756,38215.0,88029.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,578436784.0,31546872,50188.0,82921,13216.0,73673.0,27236,57.0,11408.0,2502.0,48323.0,39346,20030184.0,186122.0,47708.0,69908,6434232.0,342094.0,76256104.0,5534919,42.0,65756,38215.0,88029.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,578436784.0,31546872,50188.0,82921,13216.0,73673.0,27236,57.0,11408.0,2502.0,48323.0,39346,20030184.0,186122.0,47708.0,69908,6434232.0,342094.0,76256104.0,5534919,42.0,65756,38215.0,88029.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,1858902256.0,53999992,166005.0,140224,17921.0,204206.0,54406,181.0,11833.0,3466.0,160750.0,87611,27636344.0,281049.0,160959.0,123781,12642216.0,589908.0,240767642.0,9752029,829.0,168180,86560.0,151695.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,1858902256.0,53999992,166005.0,140224,17921.0,204206.0,54406,181.0,11833.0,3466.0,160750.0,87611,27636344.0,281049.0,160959.0,123781,12642216.0,589908.0,240767642.0,9752029,829.0,168180,86560.0,151695.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,1858902256.0,53999992,166005.0,140224,17921.0,204206.0,54406,181.0,11833.0,3466.0,160750.0,87611,27636344.0,281049.0,160959.0,123781,12642216.0,589908.0,240767642.0,9752029,829.0,168180,86560.0,151695.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,1858902256.0,53999992,166005.0,140224,17921.0,204206.0,54406,181.0,11833.0,3466.0,160750.0,87611,27636344.0,281049.0,160959.0,123781,12642216.0,589908.0,240767642.0,9752029,829.0,168180,86560.0,151695.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,638316808.0,48289016,193941.0,377639,10408.0,77075.0,27799,946.0,7089.0,1146.0,186369.0,297489,9335816.0,146357.0,186149.0,296029,866488.0,88301.0,82742634.0,6628432,4455.0,167219,49609.0,91832.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,638316808.0,48289016,193941.0,377639,10408.0,77075.0,27799,946.0,7089.0,1146.0,186369.0,297489,9335816.0,146357.0,186149.0,296029,866488.0,88301.0,82742634.0,6628432,4455.0,167219,49609.0,91832.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,638316808.0,48289016,193941.0,377639,10408.0,77075.0,27799,946.0,7089.0,1146.0,186369.0,297489,9335816.0,146357.0,186149.0,296029,866488.0,88301.0,82742634.0,6628432,4455.0,167219,49609.0,91832.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,638316808.0,48289016,193941.0,377639,10408.0,77075.0,27799,946.0,7089.0,1146.0,186369.0,297489,9335816.0,146357.0,186149.0,296029,866488.0,88301.0,82742634.0,6628432,4455.0,167219,49609.0,91832.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,2091946840.0,150921200,454325.0,816109,51360.0,346828.0,179831,2785.0,37865.0,6590.0,435122.0,602344,52909688.0,928574.0,435408.0,605455,4000888.0,317294.0,274956515.0,20558850,11232.0,358512,71686.0,238544.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,2091946840.0,150921200,454325.0,816109,51360.0,346828.0,179831,2785.0,37865.0,6590.0,435122.0,602344,52909688.0,928574.0,435408.0,605455,4000888.0,317294.0,274956515.0,20558850,11232.0,358512,71686.0,238544.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,2091946840.0,150921200,454325.0,816109,51360.0,346828.0,179831,2785.0,37865.0,6590.0,435122.0,602344,52909688.0,928574.0,435408.0,605455,4000888.0,317294.0,274956515.0,20558850,11232.0,358512,71686.0,238544.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,2091946840.0,150921200,454325.0,816109,51360.0,346828.0,179831,2785.0,37865.0,6590.0,435122.0,602344,52909688.0,928574.0,435408.0,605455,4000888.0,317294.0,274956515.0,20558850,11232.0,358512,71686.0,238544.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,29848288.0,4723552,4888.0,27463,2673.0,6176.0,6199,8.0,2082.0,410.0,3994.0,17867,3323608.0,32656.0,3852.0,24637,492640.0,40471.0,4561026.0,797190,28.0,7906,13273.0,26068.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,29848288.0,4723552,4888.0,27463,2673.0,6176.0,6199,8.0,2082.0,410.0,3994.0,17867,3323608.0,32656.0,3852.0,24637,492640.0,40471.0,4561026.0,797190,28.0,7906,13273.0,26068.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,29848288.0,4723552,4888.0,27463,2673.0,6176.0,6199,8.0,2082.0,410.0,3994.0,17867,3323608.0,32656.0,3852.0,24637,492640.0,40471.0,4561026.0,797190,28.0,7906,13273.0,26068.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,29848288.0,4723552,4888.0,27463,2673.0,6176.0,6199,8.0,2082.0,410.0,3994.0,17867,3323608.0,32656.0,3852.0,24637,492640.0,40471.0,4561026.0,797190,28.0,7906,13273.0,26068.0
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,281469048.0,19310544,71460.0,210192,8177.0,37863.0,18081,864.0,5827.0,843.0,63599.0,142012,6828640.0,89270.0,63734.0,151990,746312.0,82824.0,38144004.0,2809449,113.0,58121,30741.0,63433.0
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,281469048.0,19310544,71460.0,210192,8177.0,37863.0,18081,864.0,5827.0,843.0,63599.0,142012,6828640.0,89270.0,63734.0,151990,746312.0,82824.0,38144004.0,2809449,113.0,58121,30741.0,63433.0
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,281469048.0,19310544,71460.0,210192,8177.0,37863.0,18081,864.0,5827.0,843.0,63599.0,142012,6828640.0,89270.0,63734.0,151990,746312.0,82824.0,38144004.0,2809449,113.0,58121,30741.0,63433.0
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,281469048.0,19310544,71460.0,210192,8177.0,37863.0,18081,864.0,5827.0,843.0,63599.0,142012,6828640.0,89270.0,63734.0,151990,746312.0,82824.0,38144004.0,2809449,113.0,58121,30741.0,63433.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,77912784.0,12826176,15299.0,78526,6913.0,15436.0,12612,117.0,5047.0,1131.0,12710.0,50498,9151448.0,90213.0,12689.0,70673,728560.0,90708.0,12162672.0,1894508,134.0,22396,50775.0,80731.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,77912784.0,12826176,15299.0,78526,6913.0,15436.0,12612,117.0,5047.0,1131.0,12710.0,50498,9151448.0,90213.0,12689.0,70673,728560.0,90708.0,12162672.0,1894508,134.0,22396,50775.0,80731.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,77912784.0,12826176,15299.0,78526,6913.0,15436.0,12612,117.0,5047.0,1131.0,12710.0,50498,9151448.0,90213.0,12689.0,70673,728560.0,90708.0,12162672.0,1894508,134.0,22396,50775.0,80731.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,77912784.0,12826176,15299.0,78526,6913.0,15436.0,12612,117.0,5047.0,1131.0,12710.0,50498,9151448.0,90213.0,12689.0,70673,728560.0,90708.0,12162672.0,1894508,134.0,22396,50775.0,80731.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,616338688.0,47223584,63539.0,182622,11789.0,77700.0,23754,233.0,9453.0,1567.0,57540.0,119157,12766752.0,152580.0,57434.0,152443,2877776.0,219682.0,79933527.0,6942909,790.0,70775,62562.0,105994.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,616338688.0,47223584,63539.0,182622,11789.0,77700.0,23754,233.0,9453.0,1567.0,57540.0,119157,12766752.0,152580.0,57434.0,152443,2877776.0,219682.0,79933527.0,6942909,790.0,70775,62562.0,105994.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,616338688.0,47223584,63539.0,182622,11789.0,77700.0,23754,233.0,9453.0,1567.0,57540.0,119157,12766752.0,152580.0,57434.0,152443,2877776.0,219682.0,79933527.0,6942909,790.0,70775,62562.0,105994.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,616338688.0,47223584,63539.0,182622,11789.0,77700.0,23754,233.0,9453.0,1567.0,57540.0,119157,12766752.0,152580.0,57434.0,152443,2877776.0,219682.0,79933527.0,6942909,790.0,70775,62562.0,105994.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,503409392.0,26440544,62222.0,129154,7292.0,58759.0,18031,50.0,5388.0,882.0,59116.0,74908,7125552.0,91114.0,58713.0,102231,3251784.0,177359.0,65051325.0,4218287,71.0,63914,39086.0,67708.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,503409392.0,26440544,62222.0,129154,7292.0,58759.0,18031,50.0,5388.0,882.0,59116.0,74908,7125552.0,91114.0,58713.0,102231,3251784.0,177359.0,65051325.0,4218287,71.0,63914,39086.0,67708.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,503409392.0,26440544,62222.0,129154,7292.0,58759.0,18031,50.0,5388.0,882.0,59116.0,74908,7125552.0,91114.0,58713.0,102231,3251784.0,177359.0,65051325.0,4218287,71.0,63914,39086.0,67708.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,503409392.0,26440544,62222.0,129154,7292.0,58759.0,18031,50.0,5388.0,882.0,59116.0,74908,7125552.0,91114.0,58713.0,102231,3251784.0,177359.0,65051325.0,4218287,71.0,63914,39086.0,67708.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,1693033000.0,184222024,242329.0,580785,64212.0,345292.0,207004,271.0,57276.0,7889.0,228844.0,359571,63428816.0,821423.0,231059.0,534386,1084784.0,157458.0,224025779.0,23932442,162.0,257906,63890.0,275799.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,1693033000.0,184222024,242329.0,580785,64212.0,345292.0,207004,271.0,57276.0,7889.0,228844.0,359571,63428816.0,821423.0,231059.0,534386,1084784.0,157458.0,224025779.0,23932442,162.0,257906,63890.0,275799.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,1693033000.0,184222024,242329.0,580785,64212.0,345292.0,207004,271.0,57276.0,7889.0,228844.0,359571,63428816.0,821423.0,231059.0,534386,1084784.0,157458.0,224025779.0,23932442,162.0,257906,63890.0,275799.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,1693033000.0,184222024,242329.0,580785,64212.0,345292.0,207004,271.0,57276.0,7889.0,228844.0,359571,63428816.0,821423.0,231059.0,534386,1084784.0,157458.0,224025779.0,23932442,162.0,257906,63890.0,275799.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1476809528.0,36670072,363038.0,167915,9297.0,153864.0,57418,9595.0,7670.0,1255.0,349774.0,77623,10102904.0,148895.0,355620.0,150987,4594760.0,557275.0,190781224.0,5919928,22.0,271111,42780.0,78228.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1476809528.0,36670072,363038.0,167915,9297.0,153864.0,57418,9595.0,7670.0,1255.0,349774.0,77623,10102904.0,148895.0,355620.0,150987,4594760.0,557275.0,190781224.0,5919928,22.0,271111,42780.0,78228.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1476809528.0,36670072,363038.0,167915,9297.0,153864.0,57418,9595.0,7670.0,1255.0,349774.0,77623,10102904.0,148895.0,355620.0,150987,4594760.0,557275.0,190781224.0,5919928,22.0,271111,42780.0,78228.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1476809528.0,36670072,363038.0,167915,9297.0,153864.0,57418,9595.0,7670.0,1255.0,349774.0,77623,10102904.0,148895.0,355620.0,150987,4594760.0,557275.0,190781224.0,5919928,22.0,271111,42780.0,78228.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,190118816.0,28872560,29709.0,111392,11603.0,32788.0,24338,16.0,9534.0,1878.0,25849.0,79037,15004568.0,143272.0,23991.0,79575,2614616.0,193006.0,26925625.0,4663452,,39033,40353.0,83742.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,190118816.0,28872560,29709.0,111392,11603.0,32788.0,24338,16.0,9534.0,1878.0,25849.0,79037,15004568.0,143272.0,23991.0,79575,2614616.0,193006.0,26925625.0,4663452,,39033,40353.0,83742.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,190118816.0,28872560,29709.0,111392,11603.0,32788.0,24338,16.0,9534.0,1878.0,25849.0,79037,15004568.0,143272.0,23991.0,79575,2614616.0,193006.0,26925625.0,4663452,,39033,40353.0,83742.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,190118816.0,28872560,29709.0,111392,11603.0,32788.0,24338,16.0,9534.0,1878.0,25849.0,79037,15004568.0,143272.0,23991.0,79575,2614616.0,193006.0,26925625.0,4663452,,39033,40353.0,83742.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,160920392.0,29277808,18732.0,51856,8198.0,25526.0,19093,99.0,6572.0,1628.0,17023.0,24386,13039568.0,136235.0,17353.0,42163,1973200.0,131727.0,22929444.0,4402875,,27881,41185.0,73966.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,160920392.0,29277808,18732.0,51856,8198.0,25526.0,19093,99.0,6572.0,1628.0,17023.0,24386,13039568.0,136235.0,17353.0,42163,1973200.0,131727.0,22929444.0,4402875,,27881,41185.0,73966.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,160920392.0,29277808,18732.0,51856,8198.0,25526.0,19093,99.0,6572.0,1628.0,17023.0,24386,13039568.0,136235.0,17353.0,42163,1973200.0,131727.0,22929444.0,4402875,,27881,41185.0,73966.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,160920392.0,29277808,18732.0,51856,8198.0,25526.0,19093,99.0,6572.0,1628.0,17023.0,24386,13039568.0,136235.0,17353.0,42163,1973200.0,131727.0,22929444.0,4402875,,27881,41185.0,73966.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,191286352.0,502863976,17078.0,263910,30794.0,53175.0,58405,4.0,29758.0,2499.0,15807.0,207718,19734392.0,221575.0,15498.0,138487,1240304.0,83318.0,27238912.0,63380719,,50469,50075.0,157766.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,191286352.0,502863976,17078.0,263910,30794.0,53175.0,58405,4.0,29758.0,2499.0,15807.0,207718,19734392.0,221575.0,15498.0,138487,1240304.0,83318.0,27238912.0,63380719,,50469,50075.0,157766.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,191286352.0,502863976,17078.0,263910,30794.0,53175.0,58405,4.0,29758.0,2499.0,15807.0,207718,19734392.0,221575.0,15498.0,138487,1240304.0,83318.0,27238912.0,63380719,,50469,50075.0,157766.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,191286352.0,502863976,17078.0,263910,30794.0,53175.0,58405,4.0,29758.0,2499.0,15807.0,207718,19734392.0,221575.0,15498.0,138487,1240304.0,83318.0,27238912.0,63380719,,50469,50075.0,157766.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,949062464.0,55489152,109878.0,102244,17332.0,115662.0,53954,3.0,12019.0,3205.0,105972.0,37529,25642784.0,215018.0,105390.0,84552,5373872.0,359234.0,125967968.0,8896859,,119813,30746.0,90342.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,949062464.0,55489152,109878.0,102244,17332.0,115662.0,53954,3.0,12019.0,3205.0,105972.0,37529,25642784.0,215018.0,105390.0,84552,5373872.0,359234.0,125967968.0,8896859,,119813,30746.0,90342.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,949062464.0,55489152,109878.0,102244,17332.0,115662.0,53954,3.0,12019.0,3205.0,105972.0,37529,25642784.0,215018.0,105390.0,84552,5373872.0,359234.0,125967968.0,8896859,,119813,30746.0,90342.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,949062464.0,55489152,109878.0,102244,17332.0,115662.0,53954,3.0,12019.0,3205.0,105972.0,37529,25642784.0,215018.0,105390.0,84552,5373872.0,359234.0,125967968.0,8896859,,119813,30746.0,90342.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,684091888.0,20713776,51838.0,54924,9304.0,73006.0,39947,2.0,3807.0,2502.0,51467.0,25178,20033624.0,137913.0,51359.0,49580,1280096.0,120418.0,92924758.0,3200117,,63565,23889.0,54259.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,684091888.0,20713776,51838.0,54924,9304.0,73006.0,39947,2.0,3807.0,2502.0,51467.0,25178,20033624.0,137913.0,51359.0,49580,1280096.0,120418.0,92924758.0,3200117,,63565,23889.0,54259.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,684091888.0,20713776,51838.0,54924,9304.0,73006.0,39947,2.0,3807.0,2502.0,51467.0,25178,20033624.0,137913.0,51359.0,49580,1280096.0,120418.0,92924758.0,3200117,,63565,23889.0,54259.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,684091888.0,20713776,51838.0,54924,9304.0,73006.0,39947,2.0,3807.0,2502.0,51467.0,25178,20033624.0,137913.0,51359.0,49580,1280096.0,120418.0,92924758.0,3200117,,63565,23889.0,54259.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,272599416.0,11751000,21359.0,26936,3621.0,30357.0,16476,,2492.0,696.0,21218.0,12826,5570944.0,44354.0,21183.0,25093,744024.0,61992.0,35668999.0,1778315,,26214,14039.0,30815.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,272599416.0,11751000,21359.0,26936,3621.0,30357.0,16476,,2492.0,696.0,21218.0,12826,5570944.0,44354.0,21183.0,25093,744024.0,61992.0,35668999.0,1778315,,26214,14039.0,30815.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,272599416.0,11751000,21359.0,26936,3621.0,30357.0,16476,,2492.0,696.0,21218.0,12826,5570944.0,44354.0,21183.0,25093,744024.0,61992.0,35668999.0,1778315,,26214,14039.0,30815.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,272599416.0,11751000,21359.0,26936,3621.0,30357.0,16476,,2492.0,696.0,21218.0,12826,5570944.0,44354.0,21183.0,25093,744024.0,61992.0,35668999.0,1778315,,26214,14039.0,30815.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,57180216.0,195939504,8553.0,75606,10940.0,19935.0,24985,11.0,9424.0,845.0,7499.0,58687,6795128.0,72151.0,7286.0,49002,527176.0,45848.0,8490417.0,24757052,,20038,20750.0,57651.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,57180216.0,195939504,8553.0,75606,10940.0,19935.0,24985,11.0,9424.0,845.0,7499.0,58687,6795128.0,72151.0,7286.0,49002,527176.0,45848.0,8490417.0,24757052,,20038,20750.0,57651.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,57180216.0,195939504,8553.0,75606,10940.0,19935.0,24985,11.0,9424.0,845.0,7499.0,58687,6795128.0,72151.0,7286.0,49002,527176.0,45848.0,8490417.0,24757052,,20038,20750.0,57651.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,57180216.0,195939504,8553.0,75606,10940.0,19935.0,24985,11.0,9424.0,845.0,7499.0,58687,6795128.0,72151.0,7286.0,49002,527176.0,45848.0,8490417.0,24757052,,20038,20750.0,57651.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,225414488.0,22611128,17935.0,50502,6253.0,29729.0,15790,,4708.0,1338.0,17492.0,19672,10681168.0,83071.0,17305.0,33854,1654776.0,124364.0,30810424.0,3508977,,26836,18543.0,41929.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,225414488.0,22611128,17935.0,50502,6253.0,29729.0,15790,,4708.0,1338.0,17492.0,19672,10681168.0,83071.0,17305.0,33854,1654776.0,124364.0,30810424.0,3508977,,26836,18543.0,41929.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,225414488.0,22611128,17935.0,50502,6253.0,29729.0,15790,,4708.0,1338.0,17492.0,19672,10681168.0,83071.0,17305.0,33854,1654776.0,124364.0,30810424.0,3508977,,26836,18543.0,41929.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,225414488.0,22611128,17935.0,50502,6253.0,29729.0,15790,,4708.0,1338.0,17492.0,19672,10681168.0,83071.0,17305.0,33854,1654776.0,124364.0,30810424.0,3508977,,26836,18543.0,41929.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,492526304.0,27764296,51236.0,59814,9773.0,59907.0,30343,1.0,6998.0,1586.0,48238.0,24019,12736600.0,112069.0,47133.0,47729,3454576.0,268660.0,65593536.0,4544137,,55994,22729.0,57571.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,492526304.0,27764296,51236.0,59814,9773.0,59907.0,30343,1.0,6998.0,1586.0,48238.0,24019,12736600.0,112069.0,47133.0,47729,3454576.0,268660.0,65593536.0,4544137,,55994,22729.0,57571.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,492526304.0,27764296,51236.0,59814,9773.0,59907.0,30343,1.0,6998.0,1586.0,48238.0,24019,12736600.0,112069.0,47133.0,47729,3454576.0,268660.0,65593536.0,4544137,,55994,22729.0,57571.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,492526304.0,27764296,51236.0,59814,9773.0,59907.0,30343,1.0,6998.0,1586.0,48238.0,24019,12736600.0,112069.0,47133.0,47729,3454576.0,268660.0,65593536.0,4544137,,55994,22729.0,57571.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,753510240.0,30130584,79058.0,68715,9775.0,84536.0,30846,19.0,6915.0,1978.0,75901.0,30391,15622704.0,131383.0,75950.0,61516,3083664.0,247083.0,98957495.0,4773698,,74751,19335.0,51494.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,753510240.0,30130584,79058.0,68715,9775.0,84536.0,30846,19.0,6915.0,1978.0,75901.0,30391,15622704.0,131383.0,75950.0,61516,3083664.0,247083.0,98957495.0,4773698,,74751,19335.0,51494.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,753510240.0,30130584,79058.0,68715,9775.0,84536.0,30846,19.0,6915.0,1978.0,75901.0,30391,15622704.0,131383.0,75950.0,61516,3083664.0,247083.0,98957495.0,4773698,,74751,19335.0,51494.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,753510240.0,30130584,79058.0,68715,9775.0,84536.0,30846,19.0,6915.0,1978.0,75901.0,30391,15622704.0,131383.0,75950.0,61516,3083664.0,247083.0,98957495.0,4773698,,74751,19335.0,51494.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,970889040.0,32291200,116616.0,72102,12901.0,108355.0,41965,12.0,9375.0,2269.0,109410.0,28591,17635088.0,150944.0,108386.0,64498,5215928.0,406950.0,127317730.0,5440690,,104685,17053.0,60636.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,970889040.0,32291200,116616.0,72102,12901.0,108355.0,41965,12.0,9375.0,2269.0,109410.0,28591,17635088.0,150944.0,108386.0,64498,5215928.0,406950.0,127317730.0,5440690,,104685,17053.0,60636.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,970889040.0,32291200,116616.0,72102,12901.0,108355.0,41965,12.0,9375.0,2269.0,109410.0,28591,17635088.0,150944.0,108386.0,64498,5215928.0,406950.0,127317730.0,5440690,,104685,17053.0,60636.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,970889040.0,32291200,116616.0,72102,12901.0,108355.0,41965,12.0,9375.0,2269.0,109410.0,28591,17635088.0,150944.0,108386.0,64498,5215928.0,406950.0,127317730.0,5440690,,104685,17053.0,60636.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,1780031440.0,54639512,186955.0,133003,17463.0,193694.0,58018,,11599.0,2895.0,181153.0,54719,23232376.0,227374.0,179916.0,117114,5729080.0,576644.0,230177730.0,8723718,,170344,14084.0,69279.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,1780031440.0,54639512,186955.0,133003,17463.0,193694.0,58018,,11599.0,2895.0,181153.0,54719,23232376.0,227374.0,179916.0,117114,5729080.0,576644.0,230177730.0,8723718,,170344,14084.0,69279.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,1780031440.0,54639512,186955.0,133003,17463.0,193694.0,58018,,11599.0,2895.0,181153.0,54719,23232376.0,227374.0,179916.0,117114,5729080.0,576644.0,230177730.0,8723718,,170344,14084.0,69279.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,1780031440.0,54639512,186955.0,133003,17463.0,193694.0,58018,,11599.0,2895.0,181153.0,54719,23232376.0,227374.0,179916.0,117114,5729080.0,576644.0,230177730.0,8723718,,170344,14084.0,69279.0
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,2323885944.0,75064536,250775.0,212927,18373.0,251021.0,67698,,12787.0,2812.0,243726.0,103423,22661464.0,245201.0,243040.0,192453,5196184.0,528537.0,297890424.0,11461161,,228234,14418.0,73638.0
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,2323885944.0,75064536,250775.0,212927,18373.0,251021.0,67698,,12787.0,2812.0,243726.0,103423,22661464.0,245201.0,243040.0,192453,5196184.0,528537.0,297890424.0,11461161,,228234,14418.0,73638.0
