createAt,manageObject,M8012C0,M8012C2,M8012C12,M8012C16,M8012C17,M8012C18,M8012C70,M8012C71,M8012C75,M8012C76,M8012C77,M8012C78,M8012C79,M8012C80,M8012C107,M8012C108,M8012C133,M8012C134,M8012C164,M8012C173,M8012C187,M8012C191,M8012C197,M8012C205,M8012C206,M8012C212,M8012C213,M8012C263,M8012C267,M8012C302,M8012C303,M8012C304,M8012C307,M8012C22,M8012C25,M8012C19,M8012C20,M8012C23,M8012C26,M8012C27,M8012C28,M8012C29,M8012C30,M8012C31,M8012C32,M8012C33,M8012C34,M8012C35,M8012C36,M8012C38,M8012C39,M8012C40,M8012C41,M8012C42,M8012C43,M8012C45,M8012C46,M8012C47,M8012C74,M8012C81,M8012C82,M8012C83,M8012C84,M8012C85,M8012C86,M8012C87,M8012C88,M8012C90,M8012C148,M8012C149,M8012C150,M8012C179,M8012C180,M8012C183,M8012C184,M8012C214,M8012C215,M8012C219,M8012C1,M8012C3,M8012C48,M8012C49,M8012C50,M8012C51,M8012C52,M8012C53,M8012C54,M8012C55,M8012C56,M8012C57,M8012C58,M8012C59,M8012C60,M8012C61,M8012C62,M8012C63,M8012C64,M8012C65,M8012C66,M8012C67,M8012C68,M8012C89,M8012C144,M8012C145,M8012C146,M8012C147,M8012C152,M8012C153,M8012C154,M8012C155,M8012C181,M8012C182,M8012C185,M8012C186,M8012C255,M8012C256,M8012C257,M8012C258,M8012C293,M8012C69,M8012C37,M8012C44
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,399521,75790.0,16.0,11.0,6609.0,396043,14.0,6595.0,18.0,391865.0,14.0,20.0,6450.0,391118.0,25696168.0,80885.0,2542161760.0,104219.0,20294.0,97242.0,2542161760.0,104219.0,46236.0,391862.0,6609.0,16640.0,22256.0,175536888.0,539536.0,2650862000.0,118536.0,2542161760.0,104219.0,547.0,23263.0,6373616.0,386742786.0,57.0,3453.0,62155.0,1926.0,17939.0,3472.0,64648.0,23182.0,15621.0,64968.0,18652.0,12360.0,36841.0,48487.0,226944.0,13497.0,38067.0,36775.0,457283.0,1214162.0,3254594.0,4.0,4911444.0,7673299.0,14953048.0,18794260.0,16902425.0,22779026.0,86848318.0,285288996.0,142355.0,,,6705230.0,26689.0,34310.0,26471.0,34310.0,13290.0,72245.0,216093.0,986.0,9154.0,13805.0,36299.0,269021.0,400732.0,300373.0,234560.0,158054.0,188145.0,131923.0,114073.0,97306.0,103724.0,94169.0,104324.0,85623.0,84586.0,93963.0,102248.0,140491.0,137741.0,97859.0,43210.0,116896.0,258346.0,317054.0,376633.0,531576.0,726781.0,1780926.0,4633006.0,,,,,116896.0,218459.0,250767.0,365292.0,43210.0,1.0,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,145473,59909.0,13.0,11.0,3132.0,145164,14.0,3118.0,17.0,140976.0,14.0,16.0,3038.0,140704.0,16286168.0,39641.0,1001477272.0,65850.0,9450.0,47031.0,1001477272.0,65850.0,6652.0,140984.0,3132.0,4627.0,4441.0,34987312.0,106683.0,996862272.0,69225.0,1001477272.0,65850.0,624.0,19138.0,2991255.0,131667712.0,47.0,2250.0,26872.0,1108.0,9540.0,2205.0,4297.0,6707.0,2184.0,4523.0,8446.0,4209.0,68235.0,27667.0,24845.0,27873.0,17683.0,10381.0,24072.0,52769.0,190818.0,4.0,240495.0,470073.0,929969.0,1720646.0,3279526.0,3346221.0,36022277.0,153580490.0,43060.0,,,1389670.0,23088.0,34325.0,23042.0,34325.0,8050.0,14436.0,37699.0,501.0,3651.0,8582.0,15892.0,91860.0,81830.0,49790.0,51396.0,96870.0,283811.0,344144.0,356319.0,225527.0,86375.0,68456.0,65875.0,85718.0,70935.0,78939.0,130328.0,164402.0,137827.0,42463.0,18575.0,83383.0,171454.0,234822.0,258258.0,299791.0,338688.0,479314.0,723692.0,,,,,83383.0,120887.0,178057.0,245892.0,18575.0,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,147062,26857.0,15.0,10.0,1426.0,147038,12.0,1414.0,16.0,142850.0,12.0,19.0,1366.0,142599.0,7197928.0,32833.0,1083586944.0,44684.0,5776.0,41188.0,1083586944.0,44684.0,3460.0,142861.0,1426.0,1693.0,2143.0,17185008.0,50923.0,1089212184.0,57423.0,1083586944.0,44684.0,116.0,12986.0,1325648.0,140834643.0,23.0,2821.0,18861.0,594.0,8544.0,880.0,1850.0,5997.0,1696.0,253.0,2652.0,1710.0,34146.0,14540.0,2465.0,1309.0,10523.0,2486.0,3630.0,10315.0,85723.0,3.0,187996.0,437721.0,840126.0,1638633.0,3413060.0,3921032.0,37961431.0,119634451.0,39925.0,,,1788569.0,27724.0,34263.0,27416.0,34045.0,4895.0,7417.0,20931.0,49.0,1973.0,8283.0,17885.0,56230.0,51881.0,20015.0,14407.0,14821.0,15306.0,11722.0,12315.0,12644.0,11399.0,12487.0,9455.0,7431.0,10646.0,14572.0,15209.0,15556.0,43943.0,31483.0,10610.0,32217.0,116201.0,177521.0,181424.0,148281.0,181391.0,532656.0,484816.0,,,,,32217.0,98885.0,139186.0,167374.0,10610.0,1.0,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,150785,35891.0,21.0,12.0,2197.0,149957,16.0,2181.0,24.0,145760.0,15.0,28.0,2099.0,145502.0,9938296.0,50806.0,888911128.0,42708.0,8127.0,36396.0,888911128.0,42708.0,15646.0,145777.0,2197.0,8631.0,17212.0,135084424.0,387373.0,940940376.0,52000.0,888911128.0,42708.0,321.0,10062.0,2040444.0,141309091.0,28.0,2143.0,55587.0,4610.0,26620.0,8501.0,19077.0,10747.0,4809.0,1763.0,5533.0,6865.0,91476.0,21538.0,9945.0,20660.0,17808.0,9617.0,10914.0,40837.0,206230.0,7.0,310752.0,982903.0,2368778.0,3279894.0,2869919.0,5485258.0,24485724.0,141022323.0,47911.0,,,1409869.0,25965.0,34169.0,25622.0,34169.0,10969.0,21823.0,73149.0,74.0,3391.0,10350.0,21179.0,109359.0,62258.0,15876.0,11948.0,11530.0,21377.0,22364.0,22592.0,25334.0,34931.0,40843.0,35368.0,34589.0,50149.0,44691.0,34686.0,68286.0,78444.0,66102.0,18479.0,48849.0,206198.0,351439.0,251234.0,226698.0,297187.0,826866.0,896951.0,,,,,48849.0,92787.0,165208.0,180255.0,18479.0,1.0,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,168164,40323.0,16.0,11.0,4719.0,167821,14.0,4704.0,19.0,163637.0,15.0,21.0,4256.0,163310.0,25998104.0,60732.0,1202001488.0,69230.0,16517.0,59051.0,1202001488.0,69230.0,8941.0,163642.0,4719.0,5410.0,3381.0,26202600.0,123495.0,1210461896.0,74722.0,1202001488.0,69230.0,976.0,11379.0,4190377.0,158675513.0,50.0,2035.0,95347.0,61103.0,86439.0,98875.0,240525.0,341815.0,710473.0,844728.0,1309972.0,955997.0,1415068.0,1570391.0,1601088.0,2271636.0,2269106.0,1189642.0,1682326.0,612043.0,719342.0,7.0,719458.0,874028.0,1601906.0,2445149.0,2860658.0,4263928.0,38204664.0,134224510.0,60020.0,55978.0,82227.0,1576345.0,23254.0,34125.0,22866.0,34125.0,9625.0,21475.0,55532.0,260.0,5718.0,177772.0,45067.0,110116.0,475878.0,110608.0,80005.0,117961.0,100922.0,140468.0,201761.0,254873.0,232102.0,265718.0,251737.0,231489.0,276178.0,243224.0,269324.0,269692.0,330435.0,296485.0,29812.0,49122.0,475652.0,730125.0,297479.0,200555.0,315504.0,588687.0,704341.0,1830.0,3344.0,1696.0,2875.0,49122.0,114986.0,178191.0,174835.0,29812.0,2.0,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,117053,34432.0,12.0,9.0,3559.0,116939,12.0,3548.0,13.0,112760.0,12.0,16.0,3094.0,112428.0,18357248.0,69955.0,847233912.0,114346.0,14936.0,100778.0,847233912.0,114346.0,6101.0,112763.0,3559.0,3460.0,1452.0,11374504.0,73028.0,861229768.0,114535.0,847233912.0,114346.0,1062.0,12890.0,3025260.0,109863968.0,38.0,1490.0,320002.0,176772.0,321047.0,645587.0,2293839.0,6489140.0,7991758.0,4588454.0,2433352.0,1292851.0,1594696.0,2541608.0,6519844.0,8736872.0,8595528.0,5101922.0,7917903.0,5243689.0,3575319.0,7.0,1883349.0,1207425.0,1990472.0,2237441.0,3294108.0,4192446.0,26508266.0,27570494.0,83351.0,435913.0,382248.0,1181477.0,11451.0,34137.0,10824.0,34137.0,19500.0,26840.0,50855.0,224.0,4277.0,46403.0,31013.0,136136.0,83503.0,31012.0,28165.0,45124.0,60044.0,70505.0,75432.0,75881.0,93660.0,120839.0,145553.0,141343.0,175169.0,241147.0,322533.0,449635.0,351249.0,336638.0,28275.0,28313.0,511072.0,1090311.0,167981.0,63446.0,134659.0,291762.0,180462.0,,,,,28313.0,69427.0,89616.0,69975.0,28275.0,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,160340,44345.0,17.0,19.0,13976.0,159964,23.0,13951.0,22.0,155788.0,24.0,22.0,12899.0,155047.0,89920032.0,172320.0,1176817080.0,323464.0,42961.0,273001.0,1176817080.0,323464.0,10962.0,155786.0,13976.0,5545.0,1409.0,11177056.0,138345.0,1195556544.0,332380.0,1176817080.0,323464.0,7318.0,13663.0,12786617.0,153538085.0,137.0,1689.0,1621060.0,810526.0,1880029.0,2653498.0,5576292.0,11092612.0,17451694.0,21245201.0,21235286.0,12385394.0,11619926.0,13273474.0,20760790.0,20387701.0,13463872.0,4576459.0,6537716.0,3160581.0,2820764.0,7.0,1419922.0,1924644.0,1435190.0,213976.0,44409.0,45508.0,44683.0,39345.0,212462.0,1289631.0,1279785.0,459196.0,5434.0,19269.0,4925.0,19269.0,13514.0,26188.0,65872.0,1827.0,13703.0,91619.0,54948.0,344112.0,102104.0,54957.0,71204.0,98521.0,154099.0,152459.0,259207.0,342034.0,275668.0,294400.0,331654.0,398111.0,488903.0,871685.0,1532239.0,3104973.0,2991727.0,1740597.0,70333.0,130459.0,1669281.0,2085656.0,324077.0,90703.0,79085.0,75585.0,38892.0,13570.0,18444.0,12766.0,18444.0,130459.0,166042.0,143646.0,126359.0,70333.0,1.0,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,34082,5712.0,17.0,12.0,6110.0,34148,17.0,6093.0,21.0,29961.0,17.0,22.0,5638.0,29862.0,40079240.0,31132.0,220886584.0,24844.0,10210.0,22247.0,220886584.0,24844.0,5116.0,29973.0,6110.0,3749.0,998.0,7973840.0,71442.0,223571192.0,23613.0,220886584.0,24844.0,6986.0,13491.0,5605579.0,29659338.0,86.0,496.0,95628.0,69047.0,117908.0,118596.0,142258.0,348871.0,671898.0,1035035.0,1202673.0,1133529.0,2113968.0,2324047.0,2452657.0,1560832.0,796605.0,465235.0,1245079.0,1317282.0,3425622.0,3.0,3050539.0,2459944.0,3099459.0,3463029.0,1191033.0,607058.0,822556.0,58178.0,27766.0,39198.0,139810.0,340190.0,10828.0,23402.0,10684.0,23402.0,14592.0,20053.0,41095.0,682.0,6188.0,10851.0,19197.0,50205.0,123973.0,12018.0,21225.0,16345.0,32219.0,30616.0,49484.0,67655.0,58314.0,65710.0,78585.0,178430.0,367238.0,838886.0,1534721.0,1780042.0,747831.0,353627.0,17691.0,14528.0,400713.0,1174272.0,224300.0,19291.0,12174.0,10870.0,3539.0,11711.0,12089.0,11248.0,12089.0,14528.0,21949.0,30339.0,20148.0,17691.0,1.0,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,5343,450.0,19.0,15.0,459.0,5564,20.0,439.0,23.0,1369.0,19.0,24.0,369.0,1363.0,1874064.0,2804.0,8612256.0,1178.0,869.0,912.0,8612256.0,1178.0,976.0,1388.0,459.0,826.0,216.0,1718272.0,30310.0,8794728.0,810.0,8612256.0,1178.0,399.0,5706.0,364135.0,1353121.0,19.0,89.0,19833.0,1459.0,8079.0,1173.0,4386.0,13163.0,6233.0,1637.0,13142.0,33589.0,76825.0,131275.0,115651.0,47475.0,57503.0,41162.0,64549.0,126280.0,353797.0,3.0,328501.0,153126.0,45720.0,40763.0,40159.0,62442.0,35140.0,53444.0,2434.0,,,38909.0,12994.0,13512.0,12917.0,13359.0,9257.0,10286.0,15139.0,17.0,743.0,1287.0,4821.0,5066.0,58642.0,3183.0,4423.0,4032.0,19678.0,8022.0,2948.0,3425.0,4723.0,8456.0,13411.0,4688.0,9751.0,15541.0,14788.0,20724.0,39222.0,70758.0,2399.0,1671.0,191451.0,291448.0,82595.0,4357.0,7066.0,9107.0,6502.0,,,,,1671.0,5108.0,4856.0,6644.0,2399.0,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,146405,45529.0,19.0,19.0,6788.0,146232,24.0,6765.0,21.0,142046.0,23.0,22.0,5780.0,141557.0,36358456.0,95966.0,1074817528.0,168807.0,19549.0,150940.0,1074817528.0,168807.0,7392.0,142053.0,6788.0,4392.0,981.0,7946288.0,86978.0,1092384808.0,169296.0,1074817528.0,168807.0,575.0,10576.0,5698887.0,139024717.0,65.0,1668.0,91974.0,32335.0,106846.0,293882.0,657703.0,1447832.0,2388901.0,4226084.0,8368996.0,8088472.0,13425283.0,20441826.0,32051286.0,31847374.0,22326106.0,9829423.0,14140445.0,6700306.0,5019950.0,4.0,1349609.0,718400.0,530939.0,231686.0,63584.0,40314.0,55148.0,16887.0,127508.0,278021.0,2053434.0,1212683.0,7934.0,15673.0,7540.0,15673.0,12983.0,35018.0,72353.0,539.0,7421.0,32535.0,27685.0,75375.0,80470.0,60848.0,62914.0,56834.0,141210.0,187515.0,236256.0,275654.0,301382.0,380674.0,425345.0,422621.0,556780.0,647897.0,621125.0,578868.0,527029.0,652266.0,35509.0,35642.0,756429.0,1722392.0,156581.0,51027.0,61217.0,78881.0,63001.0,,,,,35642.0,69693.0,68247.0,58732.0,35509.0,1.0,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,112190,27290.0,10.0,14.0,4932.0,112126,17.0,4916.0,11.0,107949.0,15.0,14.0,4137.0,107664.0,26256592.0,42233.0,822078680.0,72224.0,8938.0,70181.0,822078680.0,72224.0,6043.0,107951.0,4932.0,3541.0,1498.0,11906616.0,67423.0,829151784.0,72567.0,822078680.0,72224.0,954.0,20544.0,4081198.0,106736303.0,56.0,1612.0,36529.0,3908.0,46808.0,189968.0,322461.0,784725.0,1018725.0,1147201.0,1731136.0,1638188.0,2379805.0,4027474.0,11379985.0,15332378.0,11786578.0,4311921.0,5626398.0,2717545.0,4805994.0,2.0,4811499.0,7477631.0,15360619.0,20241620.0,9399321.0,4092811.0,1995238.0,42370.0,68686.0,52686.0,802638.0,1622307.0,11253.0,23059.0,11233.0,23059.0,5879.0,9922.0,30346.0,285.0,5377.0,2206.0,2969.0,6999.0,104977.0,6211.0,12187.0,9650.0,12693.0,26483.0,20377.0,27522.0,26099.0,47521.0,49837.0,59465.0,136350.0,188129.0,228319.0,353718.0,503745.0,605458.0,17113.0,,987718.0,2328733.0,612334.0,,,2536.0,,,,,,,,,,17113.0,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,21400,5510.0,15.0,14.0,1826.0,21526,17.0,1809.0,18.0,17342.0,19.0,18.0,1575.0,17266.0,8450856.0,19516.0,125652136.0,29631.0,6617.0,22550.0,125652136.0,29631.0,2649.0,17353.0,1826.0,2221.0,647.0,5129496.0,33681.0,128523344.0,28673.0,125652136.0,29631.0,604.0,8248.0,1561369.0,16893314.0,32.0,422.0,128116.0,59892.0,193098.0,308719.0,495052.0,641554.0,961143.0,1478521.0,1332190.0,1377016.0,1621629.0,1959545.0,3746207.0,3245615.0,1827673.0,406263.0,567487.0,320850.0,248824.0,3.0,136504.0,220438.0,256063.0,553606.0,278744.0,97459.0,81955.0,27264.0,22968.0,98073.0,258209.0,96329.0,5646.0,9941.0,5635.0,9941.0,6555.0,14784.0,24154.0,161.0,2296.0,6495.0,9908.0,130367.0,117281.0,30663.0,25887.0,47197.0,101941.0,113173.0,137559.0,110580.0,78490.0,41624.0,42713.0,45356.0,79989.0,88626.0,102870.0,116043.0,135584.0,63311.0,16405.0,16806.0,261421.0,843842.0,141107.0,25579.0,19824.0,35210.0,8748.0,,,,,16806.0,21516.0,18148.0,24861.0,16405.0,1.0,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,5279,322.0,15.0,9.0,714.0,5488,13.0,701.0,17.0,1299.0,11.0,19.0,590.0,1294.0,2994560.0,2122.0,5443648.0,385.0,802.0,314.0,5443648.0,385.0,1129.0,1314.0,714.0,955.0,441.0,3519832.0,15312.0,5806344.0,338.0,5443648.0,385.0,812.0,1068.0,586028.0,1275550.0,22.0,73.0,10877.0,851.0,4604.0,676.0,1701.0,4223.0,2772.0,609.0,4633.0,3606.0,16281.0,14603.0,23335.0,34524.0,50382.0,26971.0,53923.0,69642.0,62011.0,2.0,98277.0,114964.0,214247.0,112645.0,106691.0,280235.0,204084.0,153753.0,2280.0,,,48391.0,,,,,3392.0,4211.0,9458.0,15.0,999.0,4242.0,2120.0,4699.0,60177.0,32.0,293.0,1041.0,3127.0,8631.0,6350.0,3965.0,6033.0,3572.0,339.0,11027.0,1551.0,5575.0,3505.0,14528.0,19561.0,31406.0,2700.0,,199758.0,523022.0,143493.0,,,23369.0,123085.0,,,,,,,,,2700.0,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,4126,98.0,11.0,8.0,742.0,4378,10.0,731.0,13.0,192.0,10.0,14.0,683.0,189.0,4961432.0,939.0,478440.0,116.0,583.0,57.0,478440.0,116.0,427.0,203.0,742.0,402.0,113.0,899632.0,4017.0,505528.0,36.0,478440.0,116.0,4422.0,284.0,680679.0,185624.0,76.0,28.0,4750.0,154.0,5652.0,462.0,1687.0,3485.0,1920.0,41.0,2015.0,912.0,8820.0,1752.0,1784.0,1023.0,10507.0,1132.0,7732.0,3343.0,4830.0,2.0,3225.0,20986.0,11874.0,11495.0,58621.0,49813.0,37908.0,81043.0,747.0,,,,,,,,2095.0,2865.0,5646.0,80.0,806.0,874.0,864.0,1584.0,24143.0,84.0,41.0,262.0,171.0,832.0,37.0,109.0,1358.0,398.0,789.0,1496.0,3051.0,1677.0,2464.0,1051.0,10148.0,52977.0,1172.0,,292896.0,414848.0,183167.0,,,,,,,,,,,,,1172.0,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,4726,278.0,12.0,7.0,458.0,4964,10.0,449.0,14.0,776.0,10.0,15.0,358.0,773.0,1905056.0,1701.0,3590952.0,329.0,518.0,236.0,3590952.0,329.0,760.0,789.0,458.0,687.0,274.0,2188536.0,9078.0,3740728.0,201.0,3590952.0,329.0,556.0,1685.0,354215.0,764304.0,27.0,80.0,5411.0,202.0,8532.0,858.0,773.0,3513.0,1696.0,287.0,2254.0,1254.0,8631.0,3215.0,10124.0,1308.0,12946.0,4574.0,8043.0,10924.0,8324.0,2.0,22228.0,54254.0,84416.0,208159.0,101334.0,132709.0,234754.0,162494.0,1422.0,,,23938.0,,,,,2167.0,2245.0,5410.0,6.0,613.0,3981.0,1951.0,2436.0,41124.0,101.0,293.0,112.0,1150.0,,1770.0,315.0,193.0,97.0,339.0,468.0,419.0,5208.0,2384.0,10195.0,15104.0,32470.0,1697.0,,201360.0,318682.0,72283.0,,,,,,,,,,,,,1697.0,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,6955,480.0,9.0,6.0,315.0,7200,7.0,307.0,10.0,3012.0,7.0,11.0,244.0,3005.0,1234024.0,1869.0,20041480.0,876.0,367.0,832.0,20041480.0,876.0,593.0,3021.0,315.0,428.0,322.0,2580936.0,9341.0,20573896.0,892.0,20041480.0,876.0,244.0,7466.0,240567.0,2999559.0,24.0,433.0,4239.0,176.0,5490.0,418.0,814.0,3239.0,1536.0,82.0,2042.0,1108.0,6300.0,2336.0,2295.0,558.0,7672.0,339.0,847.0,3352.0,2951.0,2.0,4679.0,44032.0,113947.0,133065.0,467649.0,1164436.0,1490048.0,76706.0,1711.0,,,7324.0,24060.0,24633.0,24060.0,24633.0,2365.0,2557.0,5023.0,,439.0,45.0,808.0,404.0,26995.0,73.0,41.0,22.0,287.0,134.0,,,1194.0,,254.0,639.0,1531.0,306.0,2052.0,2870.0,4730.0,9016.0,1080.0,,93866.0,262523.0,74256.0,,,,,,,,,,,,,1080.0,2.0,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,4097,77.0,12.0,7.0,167.0,4349,11.0,158.0,14.0,159.0,10.0,16.0,125.0,158.0,444272.0,407.0,362848.0,60.0,187.0,35.0,362848.0,60.0,347.0,172.0,167.0,327.0,103.0,822936.0,4284.0,367072.0,22.0,362848.0,60.0,129.0,111.0,123572.0,157213.0,11.0,26.0,5092.0,143.0,6066.0,594.0,1642.0,11808.0,1824.0,123.0,2254.0,2508.0,3969.0,1533.0,2635.0,93.0,8715.0,789.0,2416.0,3352.0,1172.0,7.0,4211.0,8557.0,16834.0,18748.0,24925.0,35855.0,28487.0,91253.0,677.0,,,,,,,,3009.0,3100.0,5193.0,2.0,298.0,166.0,918.0,648.0,32147.0,69.0,41.0,,210.0,67.0,194.0,,109.0,194.0,282.0,654.0,351.0,993.0,644.0,1644.0,7571.0,17546.0,822.0,,109880.0,120374.0,44057.0,,,,18185.0,,,,,,,,,822.0,1.0,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,4374,163.0,15.0,8.0,234.0,4618,11.0,223.0,17.0,431.0,11.0,18.0,177.0,427.0,726992.0,772.0,1408824.0,142.0,259.0,95.0,1408824.0,142.0,468.0,445.0,234.0,411.0,209.0,1710880.0,6577.0,1491184.0,81.0,1408824.0,142.0,154.0,1110.0,175896.0,419156.0,13.0,59.0,5612.0,242.0,7362.0,616.0,1211.0,4418.0,2336.0,164.0,2940.0,2679.0,4662.0,2190.0,3655.0,1488.0,11550.0,2034.0,1690.0,3068.0,3232.0,2.0,15250.0,10783.0,25945.0,83310.0,139840.0,130100.0,56027.0,130087.0,902.0,,,,,,,,2830.0,3158.0,6309.0,2.0,391.0,707.0,1123.0,764.0,27980.0,32.0,69.0,49.0,153.0,,57.0,217.0,170.0,170.0,735.0,1400.0,2849.0,2902.0,2778.0,2439.0,7522.0,22413.0,1089.0,,107948.0,231462.0,49727.0,,,,,,,,,,,,,1089.0,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,4100,130.0,12.0,8.0,197.0,4345,10.0,186.0,15.0,157.0,10.0,17.0,153.0,156.0,728280.0,426.0,273656.0,104.0,177.0,43.0,273656.0,104.0,306.0,170.0,197.0,293.0,106.0,843104.0,3302.0,320232.0,20.0,273656.0,104.0,299.0,189.0,151287.0,148387.0,16.0,33.0,5353.0,400.0,6912.0,616.0,717.0,3977.0,2016.0,82.0,2744.0,2337.0,3843.0,1533.0,2125.0,558.0,11655.0,226.0,847.0,2666.0,879.0,3.0,4693.0,3303.0,11383.0,23388.0,14329.0,32355.0,48464.0,153843.0,595.0,,,,,,,,1854.0,2040.0,4566.0,2.0,330.0,131.0,1174.0,676.0,19054.0,224.0,147.0,49.0,115.0,,288.0,170.0,99.0,,,343.0,1334.0,1181.0,2819.0,3138.0,6880.0,16264.0,833.0,,107498.0,178611.0,50861.0,,,634.0,2611.0,,,,,,,,,833.0,1.0,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,5479,479.0,10.0,6.0,193.0,5725,8.0,185.0,12.0,1541.0,8.0,14.0,146.0,1536.0,607728.0,1305.0,9713248.0,565.0,341.0,506.0,9713248.0,565.0,479.0,1552.0,193.0,419.0,257.0,2073568.0,7739.0,9882424.0,489.0,9713248.0,565.0,163.0,9883.0,143134.0,1522338.0,13.0,204.0,4359.0,136.0,5130.0,682.0,1367.0,2952.0,1920.0,164.0,2058.0,1596.0,9891.0,1971.0,2465.0,744.0,8715.0,2478.0,1449.0,3213.0,4697.0,2.0,7063.0,50398.0,49733.0,452917.0,671115.0,507281.0,62861.0,186880.0,1231.0,,,28008.0,21802.0,21802.0,21802.0,21802.0,2403.0,2860.0,4879.0,3.0,333.0,767.0,1088.0,1038.0,26708.0,75.0,410.0,,255.0,251.0,228.0,630.0,170.0,288.0,249.0,3055.0,855.0,1036.0,1813.0,5794.0,10457.0,17564.0,1166.0,,113031.0,171741.0,36640.0,,,,,,,,,,,,,1166.0,1.0,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,4221,88.0,9.0,6.0,231.0,4475,8.0,222.0,10.0,291.0,7.0,10.0,183.0,292.0,891544.0,522.0,741656.0,73.0,237.0,54.0,741656.0,73.0,362.0,302.0,231.0,325.0,178.0,1416568.0,5649.0,764040.0,45.0,741656.0,73.0,424.0,1015.0,182242.0,289564.0,20.0,49.0,3668.0,154.0,4482.0,462.0,546.0,2857.0,1312.0,123.0,1960.0,1368.0,3843.0,1533.0,1785.0,1023.0,8302.0,338.0,605.0,1200.0,6125.0,2.0,8110.0,19230.0,78697.0,77444.0,55095.0,49903.0,41505.0,49716.0,675.0,,,,,,,,2674.0,2816.0,4550.0,3.0,340.0,207.0,742.0,634.0,41620.0,96.0,,49.0,217.0,152.0,151.0,,85.0,1314.0,480.0,375.0,,459.0,1772.0,3269.0,6126.0,13164.0,835.0,,94702.0,180993.0,62169.0,,,,,,,,,,,,,835.0,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,4057,64.0,11.0,6.0,221.0,4313,9.0,214.0,12.0,129.0,9.0,14.0,171.0,126.0,870360.0,428.0,147632.0,24.0,172.0,14.0,147632.0,24.0,276.0,139.0,221.0,269.0,102.0,824120.0,3291.0,162776.0,10.0,147632.0,24.0,198.0,295.0,169570.0,125797.0,22.0,26.0,3409.0,143.0,6048.0,638.0,1683.0,3198.0,1344.0,164.0,1715.0,1083.0,4221.0,657.0,1020.0,558.0,7140.0,,1450.0,1732.0,1945.0,2.0,3083.0,3822.0,3567.0,11965.0,31890.0,66299.0,12696.0,56132.0,512.0,,,5538.0,,,,,2259.0,2446.0,4404.0,1.0,332.0,245.0,756.0,583.0,79498.0,32.0,53.0,215.0,190.0,67.0,,233.0,148.0,,141.0,996.0,1523.0,153.0,1892.0,2973.0,7016.0,9493.0,714.0,,47158.0,208984.0,68841.0,,,,,,,,,,,,,714.0,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,4185,127.0,13.0,9.0,239.0,4433,13.0,227.0,15.0,244.0,12.0,18.0,193.0,243.0,1107136.0,948.0,823928.0,90.0,361.0,64.0,823928.0,90.0,373.0,258.0,239.0,345.0,125.0,1000200.0,4140.0,848168.0,55.0,823928.0,90.0,237.0,475.0,200942.0,250639.0,20.0,39.0,5633.0,132.0,10714.0,726.0,1022.0,5727.0,1792.0,164.0,2287.0,1710.0,3780.0,1387.0,4760.0,372.0,9037.0,1241.0,1693.0,2678.0,3533.0,4.0,3878.0,28359.0,47612.0,51101.0,42405.0,61204.0,29320.0,93840.0,716.0,,,7649.0,,,,,2472.0,2781.0,5337.0,9.0,348.0,396.0,770.0,720.0,64717.0,490.0,1811.0,5983.0,20447.0,5796.0,3073.0,3582.0,7133.0,2298.0,4083.0,2523.0,3773.0,7890.0,19080.0,70001.0,45479.0,33298.0,1044.0,,43322.0,97851.0,18424.0,,,,,,,,,,,,,1044.0,1.0,,
