createAt,manageObject,M8012C0,M8012C2,M8012C12,M8012C16,M8012C17,M8012C18,M8012C70,M8012C71,M8012C75,M8012C76,M8012C77,M8012C78,M8012C79,M8012C80,M8012C107,M8012C108,M8012C133,M8012C134,M8012C164,M8012C173,M8012C187,M8012C191,M8012C197,M8012C205,M8012C206,M8012C212,M8012C213,M8012C263,M8012C267,M8012C302,M8012C303,M8012C304,M8012C307,M8012C22,M8012C25,M8012C19,M8012C20,M8012C23,M8012C26,M8012C27,M8012C28,M8012C29,M8012C30,M8012C31,M8012C32,M8012C33,M8012C34,M8012C35,M8012C36,M8012C38,M8012C39,M8012C40,M8012C41,M8012C42,M8012C43,M8012C45,M8012C46,M8012C47,M8012C74,M8012C81,M8012C82,M8012C83,M8012C84,M8012C85,M8012C86,M8012C87,M8012C88,M8012C90,M8012C148,M8012C149,M8012C150,M8012C179,M8012C180,M8012C183,M8012C184,M8012C214,M8012C215,M8012C219,M8012C1,M8012C3,M8012C48,M8012C49,M8012C50,M8012C51,M8012C52,M8012C53,M8012C54,M8012C55,M8012C56,M8012C57,M8012C58,M8012C59,M8012C60,M8012C61,M8012C62,M8012C63,M8012C64,M8012C65,M8012C66,M8012C67,M8012C68,M8012C89,M8012C144,M8012C145,M8012C146,M8012C147,M8012C152,M8012C153,M8012C154,M8012C155,M8012C181,M8012C182,M8012C185,M8012C186,M8012C255,M8012C256,M8012C257,M8012C258,M8012C293,M8012C69,M8012C37,M8012C44
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,726109,179730.0,183.0,115.0,31286.0,722222,149.0,31137.0,209.0,720525.0,148.0,230.0,28439.0,718109.0,189264088.0,599704.0,5405795344.0,442219.0,245355.0,397654.0,,,48252.0,720630.0,31286.0,32854.0,15595.0,,,5482643512.0,432615.0,,,1238.0,28233.0,28001781.0,709923309.0,248.0,6309.0,342908.0,198381.0,354197.0,347198.0,487180.0,659065.0,1088079.0,1396810.0,1951363.0,2085674.0,3333620.0,4514994.0,5909253.0,6908229.0,6610519.0,5183123.0,11816565.0,8819253.0,9777710.0,34.0,11820516.0,26206579.0,38883650.0,49404618.0,115557027.0,73389903.0,462953171.0,55964856.0,328383.0,15152.0,137081.0,1477621.0,18412.0,32886.0,12867.0,32138.0,127375.0,164731.0,360625.0,4887.0,33689.0,312579.0,538371.0,3855106.0,2180578.0,2795358.0,1903696.0,1342335.0,1329475.0,1035855.0,1092075.0,1073623.0,1019202.0,1096171.0,1162390.0,1268851.0,1253220.0,1371067.0,1452500.0,1871059.0,2098378.0,1398918.0,385060.0,1057947.0,2385273.0,2517670.0,2111312.0,1830035.0,1799088.0,3066752.0,4206974.0,2063.0,6856.0,1201.0,4838.0,1057947.0,1750718.0,1967084.0,1723814.0,385060.0,8.0,334.0,8715.0
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,557602,136549.0,207.0,119.0,45364.0,554532,154.0,45210.0,236.0,552798.0,151.0,255.0,42810.0,550755.0,298052576.0,611319.0,4151593032.0,439816.0,310077.0,401027.0,,,59809.0,552936.0,45364.0,43039.0,12729.0,,,4192328624.0,427213.0,,,4393.0,23979.0,42437018.0,546364470.0,377.0,4856.0,360036.0,180088.0,318802.0,228277.0,392819.0,761728.0,1078236.0,1083955.0,1363674.0,1373203.0,1845931.0,2955415.0,5628945.0,9627324.0,8624287.0,7767724.0,19837537.0,18624302.0,21729873.0,33.0,26315249.0,40219653.0,46474032.0,43823178.0,73096107.0,50477458.0,245258254.0,59290560.0,326483.0,27774.0,152082.0,2434812.0,14213.0,25158.0,9777.0,20944.0,131972.0,156931.0,386960.0,7123.0,49900.0,345727.0,509051.0,2646318.0,3311448.0,3894937.0,2141598.0,1622064.0,1958647.0,2009481.0,2725409.0,3162212.0,2648679.0,2343130.0,2146917.0,2342672.0,2476872.0,2890164.0,3450711.0,4250117.0,4750787.0,2494230.0,394782.0,2322197.0,2199901.0,2144621.0,1828814.0,1779778.0,1791819.0,2964569.0,4370350.0,2545.0,9975.0,1711.0,6369.0,2322197.0,1993913.0,1865908.0,1765441.0,394782.0,7.0,1110.0,8639.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,1185434,255709.0,196.0,122.0,43294.0,1181748,156.0,43139.0,224.0,1180014.0,154.0,245.0,40146.0,1176281.0,278949904.0,704141.0,9088947320.0,724494.0,271204.0,678880.0,,,40924.0,1180155.0,43294.0,25790.0,11019.0,,,9210279072.0,724364.0,,,2105.0,24676.0,39369072.0,1170131266.0,350.0,10423.0,399124.0,144413.0,173122.0,158141.0,285462.0,507175.0,1100528.0,1101092.0,1232968.0,1528032.0,2778447.0,4580554.0,6483884.0,8589964.0,6687639.0,4912035.0,9702866.0,7542475.0,8435575.0,34.0,13695858.0,38461234.0,93031389.0,127954229.0,217021186.0,116387569.0,723930448.0,42945810.0,495183.0,13160.0,119619.0,1193808.0,19564.0,26780.0,13775.0,25722.0,129616.0,147073.0,323687.0,6096.0,43999.0,275341.0,478117.0,2285495.0,2242387.0,3875671.0,3136004.0,2359647.0,2562225.0,1830517.0,1604150.0,1435994.0,1262859.0,1170172.0,1095656.0,1181438.0,1162381.0,1158246.0,1250918.0,2096972.0,2292303.0,1344000.0,354663.0,1678628.0,3203978.0,3900666.0,2912828.0,3353857.0,3325286.0,4779704.0,3538919.0,2394.0,6109.0,1491.0,4409.0,1678628.0,2956656.0,3478592.0,2810384.0,354663.0,7.0,2512.0,11222.0
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-341601,1240408,313502.0,212.0,133.0,46620.0,1235965,170.0,46448.0,241.0,1234228.0,167.0,263.0,42176.0,1229895.0,287796304.0,825403.0,9395841024.0,1014658.0,270508.0,883663.0,,,53432.0,1234368.0,46620.0,32268.0,14554.0,,,9554568104.0,1022884.0,,,3729.0,24707.0,41453024.0,1218163513.0,368.0,10826.0,329407.0,165479.0,285256.0,304027.0,685940.0,1202137.0,2187128.0,2431925.0,3749978.0,4634676.0,7464458.0,10561080.0,13357907.0,16347903.0,10535511.0,9229399.0,16658608.0,12738184.0,14513701.0,35.0,16353721.0,26552427.0,49052094.0,85205261.0,206034212.0,144823582.0,857998579.0,38293089.0,553512.0,27072.0,118422.0,955740.0,18669.0,27932.0,11917.0,25788.0,142536.0,185275.0,407954.0,5922.0,49719.0,359449.0,735358.0,2514666.0,2331064.0,2670646.0,2265676.0,2036296.0,2559726.0,2294102.0,2377377.0,2317529.0,2057046.0,2002394.0,1894846.0,1946744.0,1846962.0,1831264.0,1940851.0,2479101.0,2351282.0,1273552.0,372733.0,1586167.0,2647390.0,3608091.0,2857578.0,3516260.0,4312437.0,4975260.0,4386587.0,2554.0,6759.0,1373.0,4548.0,1586167.0,2321416.0,3054851.0,2746445.0,372733.0,8.0,9701.0,82614.0
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-341601,1268470,259175.0,218.0,135.0,91408.0,1263904,170.0,91240.0,247.0,1262165.0,169.0,271.0,79856.0,1258073.0,569442944.0,1009546.0,9646278368.0,824681.0,427229.0,737390.0,,,62451.0,1262308.0,91408.0,36542.0,15058.0,,,9771818792.0,787725.0,,,3130.0,28058.0,79099281.0,1247412369.0,703.0,11086.0,289563.0,239637.0,362947.0,278834.0,458205.0,591527.0,801816.0,846275.0,1226362.0,1565894.0,2556046.0,3875477.0,6285650.0,10676294.0,11544183.0,13259952.0,27551042.0,19884231.0,16907114.0,35.0,19552919.0,29169286.0,41379744.0,65263632.0,131165350.0,75501970.0,806339540.0,236188653.0,526658.0,11934.0,91415.0,1791594.0,19358.0,32632.0,12765.0,26733.0,138846.0,191581.0,434690.0,12006.0,85922.0,564030.0,644386.0,2795716.0,3363756.0,4143933.0,2896569.0,2553608.0,3028259.0,2686265.0,3194720.0,3547717.0,3698513.0,4251793.0,5020110.0,6147450.0,7698593.0,9418555.0,8873225.0,8683316.0,7155571.0,3117208.0,474011.0,3165385.0,3806757.0,4683802.0,3968802.0,4186726.0,4081838.0,4367469.0,2980904.0,3470.0,7455.0,2130.0,6168.0,3165385.0,3619329.0,4266038.0,3887842.0,474011.0,8.0,3836.0,12173.0
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-341601,241822,64391.0,159.0,103.0,26277.0,239549,130.0,26147.0,181.0,237844.0,130.0,202.0,23522.0,237015.0,147372384.0,220216.0,1676006712.0,121276.0,106231.0,108617.0,,,42678.0,237962.0,26277.0,34072.0,16493.0,,,1695314872.0,112866.0,,,2147.0,21198.0,23381535.0,234690372.0,208.0,2088.0,88158.0,65642.0,196384.0,50119.0,86165.0,185979.0,186050.0,179908.0,354951.0,432922.0,914306.0,2040311.0,3423003.0,3984783.0,3748165.0,2479071.0,8627804.0,8557146.0,9459720.0,31.0,11857325.0,17347558.0,18382054.0,12801328.0,22647732.0,16745255.0,103984886.0,54826365.0,141947.0,1321.0,49426.0,1237146.0,18762.0,31447.0,15671.0,31280.0,90807.0,105270.0,268334.0,3652.0,28366.0,240539.0,269417.0,865346.0,1426613.0,1004867.0,938738.0,1011573.0,1319587.0,1185154.0,1264699.0,1320056.0,1268828.0,1272904.0,1206785.0,1341691.0,1258816.0,1223169.0,1299839.0,1684643.0,2355147.0,1275232.0,173649.0,1694193.0,1954188.0,1786252.0,1823946.0,1794662.0,1526805.0,1744350.0,1779137.0,2526.0,7781.0,2044.0,7710.0,1694193.0,1789311.0,1554738.0,1776023.0,173649.0,7.0,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-341601,165161,34296.0,160.0,100.0,108590.0,163176,128.0,108461.0,182.0,161473.0,126.0,200.0,105408.0,160826.0,817206232.0,630964.0,1097879080.0,87975.0,481938.0,76588.0,,,49459.0,161587.0,108590.0,41934.0,15983.0,,,1115002104.0,82935.0,,,13251.0,22832.0,105148058.0,159735870.0,947.0,1432.0,166114.0,99520.0,156115.0,78710.0,100944.0,202628.0,343746.0,650094.0,974314.0,1288034.0,1932146.0,2621596.0,3294812.0,3845998.0,2646358.0,1708721.0,3951754.0,5168152.0,5088183.0,30.0,5717778.0,9351738.0,11525540.0,10253443.0,22205234.0,21562681.0,61325841.0,21173754.0,126679.0,6526.0,40947.0,707641.0,17678.0,32017.0,15036.0,31899.0,94168.0,110172.0,297385.0,13776.0,99994.0,304774.0,257303.0,2791074.0,3057196.0,5420994.0,4510974.0,4280642.0,5327118.0,5390880.0,7882249.0,8595333.0,6292425.0,4550278.0,4162859.0,3599855.0,2740735.0,2271404.0,1873660.0,2101833.0,2431785.0,1773278.0,479813.0,2328869.0,3059352.0,3575134.0,4698400.0,6173205.0,6031704.0,8410840.0,22646996.0,2772.0,14191.0,1965.0,13740.0,2328869.0,2908078.0,3369286.0,4655916.0,479813.0,6.0,157.0,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-341601,889676,77759.0,161.0,106.0,27163.0,887714,133.0,27030.0,183.0,886002.0,132.0,204.0,24865.0,883559.0,167504664.0,325423.0,6909438064.0,375529.0,105566.0,360826.0,,,26902.0,886127.0,27163.0,18846.0,7352.0,,,6943999280.0,370194.0,,,3357.0,32238.0,24321791.0,879447433.0,218.0,7861.0,92701.0,68031.0,111100.0,67503.0,98695.0,250078.0,403545.0,627221.0,1921141.0,2863040.0,5475911.0,7970502.0,8687214.0,8392445.0,5689803.0,4165182.0,12483896.0,10789671.0,10864172.0,29.0,12237793.0,15425749.0,14830345.0,15318115.0,35752470.0,22109031.0,368611764.0,399198834.0,322785.0,4787.0,243041.0,1415162.0,22777.0,34921.0,18393.0,34921.0,113542.0,127303.0,241219.0,2978.0,29257.0,47099.0,224806.0,959325.0,1291406.0,1219592.0,789263.0,940147.0,827562.0,676500.0,744183.0,741549.0,646338.0,641682.0,667989.0,781149.0,693097.0,721327.0,699306.0,1098070.0,1427940.0,628665.0,172553.0,1114874.0,2686632.0,3523573.0,3098643.0,2833263.0,2742823.0,3093152.0,2371667.0,2424.0,9651.0,1780.0,5972.0,1114874.0,2463960.0,3284960.0,3071693.0,172553.0,7.0,157.0,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-341601,617799,125747.0,197.0,122.0,22962.0,614775,154.0,22809.0,222.0,613031.0,152.0,244.0,21204.0,611057.0,146026696.0,615564.0,4609983288.0,478298.0,270883.0,435738.0,,,47538.0,613187.0,22962.0,24197.0,12664.0,,,4655686840.0,468643.0,,,1120.0,18257.0,20800904.0,606859208.0,185.0,5399.0,274666.0,158943.0,182993.0,140505.0,199752.0,340333.0,413528.0,566332.0,788822.0,1014200.0,1302863.0,1961987.0,3612459.0,5594907.0,5133780.0,4258894.0,10781211.0,13287019.0,20333232.0,33.0,27852706.0,40692753.0,45219445.0,41784628.0,64631979.0,43443578.0,307212954.0,98157162.0,348465.0,5800.0,75698.0,2863290.0,14349.0,22167.0,10432.0,20836.0,101267.0,128921.0,336093.0,5011.0,22835.0,171705.0,432213.0,1793064.0,3383191.0,4994352.0,3122233.0,2079281.0,1972129.0,1338306.0,1253484.0,1211476.0,1109137.0,1086849.0,1034130.0,1019261.0,932582.0,889416.0,847859.0,1056582.0,1089763.0,397318.0,299799.0,410213.0,732614.0,723016.0,468141.0,528369.0,556138.0,801672.0,902423.0,1570.0,3995.0,1027.0,3055.0,410213.0,538375.0,490540.0,424887.0,299799.0,7.0,445.0,10506.0
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-341601,956157,158485.0,196.0,119.0,28166.0,954379,151.0,28014.0,221.0,952631.0,150.0,241.0,26065.0,950005.0,180984600.0,658989.0,7419425240.0,631668.0,261664.0,604737.0,,,29640.0,952790.0,28166.0,19521.0,5452.0,,,7489871872.0,628960.0,,,1232.0,20083.0,25423106.0,945736152.0,226.0,8434.0,101516.0,107294.0,129942.0,74908.0,111275.0,209594.0,305816.0,444206.0,540443.0,514248.0,589395.0,941712.0,1600404.0,3921056.0,4188411.0,3814103.0,13251976.0,17721807.0,20836060.0,30.0,19882081.0,26782591.0,40521699.0,38167637.0,111448417.0,88780856.0,515449562.0,198229872.0,507313.0,2648.0,37973.0,5069978.0,14370.0,26689.0,11272.0,26689.0,124190.0,135093.0,283110.0,5734.0,27745.0,149000.0,396571.0,1701756.0,5325969.0,4822325.0,2600389.0,1986836.0,1940572.0,1478913.0,1313253.0,1224606.0,1152186.0,1126244.0,1088603.0,1120137.0,1087946.0,1056497.0,1084696.0,1266806.0,1228191.0,511134.0,307894.0,602709.0,1054490.0,1126025.0,945981.0,971245.0,1125697.0,1801220.0,1822202.0,1664.0,6348.0,1243.0,4918.0,602709.0,802656.0,808231.0,880493.0,307894.0,7.0,,618.0
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-341601,188358,40899.0,169.0,113.0,12236.0,187668,144.0,12091.0,194.0,185935.0,143.0,213.0,11200.0,185356.0,77882256.0,265495.0,1422237576.0,136618.0,118894.0,123983.0,,,18135.0,186080.0,12236.0,13724.0,3917.0,,,1427841344.0,127705.0,,,1230.0,14440.0,11063829.0,184888495.0,100.0,1681.0,172798.0,91665.0,104632.0,144480.0,199479.0,219214.0,225677.0,259676.0,310221.0,505686.0,621329.0,1689154.0,4124658.0,5749365.0,3103204.0,1892402.0,4997643.0,3698584.0,4030687.0,31.0,4660474.0,9556416.0,8991792.0,6162125.0,15137289.0,15368622.0,98426771.0,35839233.0,127786.0,4666.0,52706.0,1256977.0,12318.0,20201.0,9924.0,20132.0,109565.0,140523.0,231686.0,2350.0,13110.0,243313.0,409318.0,1660004.0,1951070.0,2319083.0,1408425.0,1090960.0,1412789.0,970840.0,868260.0,736007.0,692245.0,625358.0,525662.0,497336.0,430173.0,402310.0,397892.0,502001.0,433038.0,220922.0,198209.0,163669.0,452322.0,598760.0,326072.0,261404.0,296848.0,640113.0,506617.0,1261.0,3471.0,975.0,2403.0,163669.0,267185.0,302138.0,265505.0,198209.0,7.0,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-341601,246343,107085.0,159.0,105.0,14749.0,243984,134.0,14615.0,182.0,242269.0,132.0,201.0,13572.0,241440.0,87811656.0,267844.0,1667050008.0,172491.0,125106.0,150627.0,,,32745.0,242402.0,14749.0,22452.0,12129.0,,,1714976552.0,163016.0,,,921.0,17600.0,13408110.0,233428430.0,119.0,2103.0,165429.0,109771.0,168292.0,167955.0,209388.0,270169.0,263498.0,373229.0,546256.0,610036.0,918208.0,2240628.0,3579533.0,6232487.0,5783591.0,4523408.0,9690152.0,6876313.0,9449530.0,29.0,14413715.0,29801014.0,37492871.0,29071989.0,40403677.0,21952568.0,92088778.0,33390543.0,150161.0,18867.0,59709.0,1286939.0,13698.0,32001.0,11173.0,29449.0,107234.0,146957.0,293640.0,2454.0,16570.0,252327.0,409129.0,1327092.0,1737681.0,1803607.0,1355340.0,1165305.0,1360616.0,955707.0,937697.0,921370.0,862868.0,830479.0,831426.0,952654.0,975896.0,918116.0,882343.0,797698.0,734154.0,475791.0,195439.0,218852.0,648498.0,769680.0,366225.0,282543.0,371063.0,938974.0,1227835.0,1520.0,6142.0,1189.0,3885.0,218852.0,318796.0,346783.0,267734.0,195439.0,6.0,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-341601,200950,69458.0,185.0,119.0,20103.0,199088,151.0,19952.0,210.0,197356.0,149.0,231.0,18593.0,196580.0,123506608.0,359778.0,1391746864.0,145305.0,179607.0,127095.0,,,39500.0,197499.0,20103.0,30931.0,11069.0,,,1421692136.0,142154.0,,,3356.0,19209.0,18454794.0,192744271.0,164.0,1724.0,98139.0,134353.0,188262.0,165718.0,206991.0,315426.0,349574.0,497191.0,876301.0,1309709.0,1825754.0,3405567.0,4810695.0,7250214.0,7504700.0,6226946.0,15186699.0,13234230.0,16192450.0,31.0,17723306.0,20475870.0,20060374.0,16525260.0,22059960.0,14301428.0,60850349.0,15840039.0,150576.0,5837.0,65949.0,1447308.0,12172.0,26906.0,9681.0,25966.0,114322.0,130185.0,298032.0,3569.0,22505.0,355490.0,507070.0,1716349.0,2469578.0,2266697.0,1502785.0,1417573.0,1907534.0,1751918.0,1576532.0,1321402.0,1180948.0,1034434.0,1060726.0,1289012.0,1210695.0,1165757.0,1092281.0,1090886.0,1184865.0,445965.0,262550.0,576705.0,866418.0,1007001.0,834407.0,695118.0,780449.0,1390292.0,1827187.0,1749.0,4354.0,1304.0,3807.0,576705.0,686237.0,738296.0,749301.0,262550.0,6.0,,309.0
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-341601,85687,27263.0,173.0,119.0,15897.0,84613,151.0,15747.0,198.0,82879.0,149.0,219.0,14561.0,82481.0,96395256.0,237843.0,549589936.0,93153.0,106119.0,80698.0,,,28706.0,83024.0,15897.0,22356.0,7803.0,,,563659840.0,86490.0,,,2171.0,12104.0,14439260.0,81159845.0,129.0,732.0,321185.0,150044.0,198288.0,206927.0,301145.0,418589.0,646490.0,741692.0,940025.0,1080238.0,1469760.0,2186566.0,2747606.0,3504631.0,3403874.0,2480415.0,6274138.0,4666563.0,4223387.0,32.0,4334877.0,5467781.0,5013484.0,4438271.0,7675071.0,7761823.0,29230864.0,11098137.0,97536.0,15304.0,52064.0,634916.0,9479.0,30265.0,7684.0,29662.0,114164.0,127544.0,251657.0,2434.0,18432.0,146530.0,332592.0,1442346.0,1561975.0,1238165.0,1040606.0,1114453.0,1205015.0,930750.0,985924.0,979245.0,926023.0,757693.0,676558.0,816310.0,830408.0,858752.0,1007608.0,1092847.0,1093538.0,724999.0,178353.0,426864.0,964043.0,1005276.0,835703.0,492443.0,577318.0,1000482.0,1192644.0,1899.0,8414.0,1469.0,8101.0,426864.0,462914.0,471178.0,441162.0,178353.0,8.0,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-341601,272704,95827.0,184.0,128.0,22123.0,270540,161.0,21962.0,210.0,268840.0,160.0,231.0,20325.0,267759.0,131517032.0,665638.0,1880665984.0,296788.0,348343.0,253598.0,,,51316.0,268951.0,22123.0,35944.0,9952.0,,,1937929872.0,286899.0,,,1603.0,13982.0,20115429.0,258329666.0,179.0,2360.0,318521.0,213328.0,306120.0,244827.0,387114.0,675664.0,978299.0,1174092.0,1962268.0,2486104.0,3815230.0,5856416.0,6922088.0,8350467.0,6935637.0,5486677.0,15708359.0,13901892.0,14167703.0,33.0,13936690.0,17042161.0,14274941.0,11574367.0,22757611.0,16584835.0,134808008.0,44986647.0,234154.0,24995.0,158471.0,1296623.0,9782.0,22208.0,7017.0,21493.0,129429.0,179019.0,386581.0,5492.0,23903.0,345977.0,560129.0,4419932.0,3310962.0,4806094.0,3034315.0,2092502.0,1816306.0,1242320.0,1112116.0,1086411.0,1078276.0,973691.0,1038551.0,964160.0,1025022.0,864426.0,782620.0,854974.0,847457.0,388263.0,438626.0,348223.0,603304.0,733444.0,481355.0,470230.0,594450.0,1498098.0,4050347.0,1417.0,3816.0,879.0,3284.0,348223.0,369957.0,415487.0,416422.0,438626.0,7.0,471.0,113.0
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-341601,332592,114843.0,188.0,117.0,28046.0,330222,148.0,27898.0,213.0,328530.0,147.0,232.0,25915.0,327187.0,173025512.0,712210.0,2335265664.0,376443.0,373070.0,320722.0,,,49787.0,328631.0,28046.0,33763.0,10852.0,,,2419655352.0,372274.0,,,2387.0,25778.0,25678438.0,319878787.0,229.0,2852.0,560578.0,277080.0,385103.0,473683.0,743720.0,994399.0,1472023.0,1705797.0,2655419.0,3733756.0,4861118.0,6509450.0,7533282.0,10761356.0,9974599.0,8851251.0,25426855.0,24812780.0,25305732.0,31.0,25208240.0,32989267.0,27290677.0,21667972.0,31133879.0,19443680.0,130416872.0,19342401.0,272420.0,53781.0,186995.0,1317237.0,10129.0,29193.0,7045.0,25424.0,119603.0,185094.0,391312.0,7274.0,26522.0,323193.0,529720.0,6621727.0,3875014.0,5682295.0,3625156.0,2630732.0,2740784.0,2113303.0,2023779.0,1821577.0,1590738.0,1436278.0,1316101.0,1282106.0,1156698.0,1049271.0,913026.0,956092.0,899187.0,395532.0,524708.0,394657.0,610538.0,675800.0,496260.0,517298.0,690071.0,1533841.0,1749864.0,1307.0,4363.0,779.0,3299.0,394657.0,423894.0,417105.0,425893.0,524708.0,8.0,1330.0,2516.0
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-341601,238391,59111.0,190.0,132.0,14569.0,237406,168.0,14401.0,216.0,235676.0,165.0,238.0,13111.0,234876.0,89874752.0,491366.0,1774263160.0,195734.0,243633.0,175117.0,,,22931.0,235812.0,14569.0,16945.0,4879.0,,,1807792600.0,213359.0,,,1870.0,21487.0,12909402.0,232079224.0,118.0,2155.0,191886.0,116193.0,139831.0,213307.0,410555.0,574400.0,809265.0,795422.0,946752.0,965275.0,1434672.0,2194668.0,4243785.0,9824046.0,8383352.0,3882714.0,8749028.0,8820587.0,11566232.0,35.0,12249930.0,12376668.0,9594311.0,7430573.0,15347413.0,10868435.0,134382873.0,27702405.0,167853.0,23597.0,128006.0,1666490.0,11600.0,27646.0,9153.0,22007.0,85000.0,119344.0,247044.0,3196.0,14291.0,416297.0,388495.0,4938609.0,2186105.0,2783310.0,1248536.0,772880.0,781284.0,581717.0,575972.0,624822.0,686554.0,769695.0,790662.0,803376.0,819543.0,722406.0,722364.0,765421.0,801544.0,285461.0,373643.0,260419.0,500651.0,632985.0,420389.0,352490.0,518529.0,842349.0,1046246.0,1042.0,6714.0,678.0,4894.0,260419.0,326244.0,338784.0,324843.0,373643.0,6.0,471.0,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-341601,109613,20436.0,173.0,109.0,12593.0,108952,139.0,12453.0,198.0,107211.0,138.0,218.0,11576.0,106790.0,81004624.0,288017.0,791154048.0,72929.0,210940.0,64736.0,,,18386.0,107364.0,12593.0,15025.0,4744.0,,,800387632.0,89606.0,,,1315.0,30964.0,11498872.0,106305725.0,106.0,992.0,78857.0,73865.0,90753.0,52231.0,89510.0,167337.0,444542.0,963546.0,1837323.0,1925172.0,1918640.0,2138831.0,3321436.0,6092238.0,4505891.0,3230900.0,7477070.0,5516323.0,4979338.0,31.0,4244657.0,5017202.0,5204943.0,4207672.0,8083947.0,6928998.0,34578250.0,15375417.0,80403.0,9938.0,79980.0,365216.0,13911.0,34739.0,11891.0,34498.0,101931.0,114787.0,208536.0,3082.0,12337.0,125145.0,267304.0,1908796.0,2360719.0,3545871.0,2033546.0,901740.0,642109.0,390250.0,349534.0,360079.0,367414.0,361382.0,351932.0,326167.0,353733.0,508051.0,536067.0,667523.0,692577.0,308385.0,250988.0,291947.0,546617.0,613542.0,385591.0,297774.0,357386.0,621685.0,646309.0,1255.0,4492.0,1067.0,2957.0,291947.0,359657.0,372309.0,333773.0,250988.0,7.0,394.0,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-341601,200060,66388.0,176.0,106.0,18170.0,198720,136.0,18034.0,199.0,196990.0,134.0,219.0,16260.0,196155.0,103561264.0,261611.0,1418487120.0,186032.0,104836.0,167981.0,,,32177.0,197128.0,18170.0,26059.0,8582.0,,,1446285200.0,194227.0,,,2820.0,22398.0,16106992.0,192254842.0,144.0,1724.0,125046.0,108955.0,119266.0,92935.0,217427.0,519947.0,1387122.0,2040238.0,4707780.0,8697716.0,11273066.0,6502762.0,4307810.0,7358819.0,9848481.0,8443529.0,18490496.0,10331165.0,9804404.0,30.0,9314562.0,12448062.0,11707728.0,9853445.0,17434133.0,12843177.0,70354121.0,15165657.0,164893.0,24629.0,184049.0,1228014.0,10879.0,26294.0,8517.0,25577.0,128882.0,141244.0,281788.0,2657.0,20753.0,151106.0,370017.0,1478785.0,1600853.0,1482494.0,1001199.0,930138.0,1019739.0,735636.0,740190.0,789801.0,829680.0,928664.0,1072641.0,1043807.0,954909.0,917475.0,936840.0,1302348.0,1656325.0,680631.0,191335.0,693399.0,992122.0,1037570.0,679723.0,685075.0,880570.0,1655034.0,3245991.0,2162.0,6504.0,1577.0,5673.0,693399.0,802817.0,718252.0,595448.0,191335.0,7.0,845.0,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-341601,119445,33489.0,182.0,121.0,79362.0,116051,155.0,79208.0,209.0,114320.0,154.0,231.0,77519.0,113771.0,569303880.0,464091.0,537013208.0,53761.0,289778.0,41480.0,,,75862.0,114458.0,79362.0,68794.0,40633.0,,,552934176.0,56272.0,,,2658.0,13512.0,77146939.0,112472249.0,697.0,1015.0,97884.0,74904.0,210386.0,52855.0,69001.0,121246.0,115806.0,179927.0,239351.0,358249.0,543564.0,783714.0,1112147.0,1875845.0,2511236.0,1728467.0,3912508.0,4430252.0,5031283.0,33.0,5428241.0,7827395.0,12442224.0,12344628.0,22959458.0,25460395.0,36478538.0,4790460.0,125346.0,1554.0,24203.0,504052.0,16537.0,26558.0,12920.0,22435.0,106152.0,139144.0,409345.0,11908.0,75481.0,145894.0,348870.0,1364063.0,2511316.0,2471193.0,1974717.0,1919455.0,2676486.0,2805680.0,4630170.0,7429336.0,8956523.0,9649634.0,8914858.0,7600037.0,6700536.0,6743468.0,6709128.0,6102368.0,4511986.0,1694979.0,339504.0,1120980.0,1179142.0,1255315.0,1080307.0,874945.0,876115.0,1347408.0,1150938.0,3280.0,6588.0,2659.0,6427.0,1120980.0,998465.0,982703.0,1004792.0,339504.0,8.0,,450.0
