createAt,manageObject,M8089C6,M8089C7,M8089C8,M8089C3,M8089C4,M8089C5
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690501,41,41,40.0,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,34,34,28.0,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,34,34,28.0,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,34,34,28.0,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,34,34,28.0,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,23,22,19.0,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,23,22,19.0,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,23,22,19.0,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,23,22,19.0,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,31,31,27.0,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,31,31,27.0,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,31,31,27.0,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,31,31,27.0,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,2,2,3.0,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,2,2,3.0,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,2,2,3.0,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,2,2,3.0,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,8,8,6.0,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,8,8,6.0,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,8,8,6.0,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,8,8,6.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,8,8,7.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,8,8,7.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,8,8,7.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,8,8,7.0,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,11,11,6.0,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,11,11,6.0,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,11,11,6.0,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,11,11,6.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,42,42,25.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,42,42,25.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,42,42,25.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,42,42,25.0,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,14,14,8.0,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,14,14,8.0,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,14,14,8.0,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,14,14,8.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,5,5,2.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,5,5,2.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,5,5,2.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,5,5,2.0,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,8,2,2.0,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,8,2,2.0,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,8,2,2.0,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,8,2,2.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,2,2,2.0,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,5.0,5.0,1.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,5.0,5.0,1.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,5.0,5.0,1.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,5.0,5.0,1.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,3,3,2.0,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,1,1,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,1,1,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,1,1,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,1,1,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,1,1,1.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,5,5,3.0,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,5,5,3.0,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,5,5,3.0,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,5,5,3.0,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,14,14,14.0,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,14,14,14.0,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,14,14,14.0,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,14,14,14.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,7,7,6.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,7,7,6.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,7,7,6.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,7,7,6.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,3,3,3.0,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,8,8,8.0,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,8,8,8.0,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,8,8,8.0,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,8,8,8.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,10,10,8.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,10,10,8.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,10,10,8.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,10,10,8.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,31,30,16.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,31,30,16.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,31,30,16.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,31,30,16.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,17,17,11.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,17,17,11.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,17,17,11.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,17,17,11.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,21,21,16.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,21,21,16.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,21,21,16.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,21,21,16.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,7,7,5.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,7,7,5.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,7,7,5.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,7,7,5.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,17,17,12.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,17,17,12.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,17,17,12.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,17,17,12.0,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,15,15,8.0,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,15,15,8.0,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,15,15,8.0,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,15,15,8.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,31,30,21.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,31,30,21.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,31,30,21.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,31,30,21.0,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,16,16,8.0,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,16,16,8.0,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,16,16,8.0,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,16,16,8.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,38,37,26.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,38,37,26.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,38,37,26.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,38,37,26.0,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,27,27,14.0,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,27,27,14.0,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,27,27,14.0,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,27,27,14.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,12,12,9.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,12,12,9.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,12,12,9.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,12,12,9.0,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,16,16,14.0,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,16,16,14.0,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,16,16,14.0,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,16,16,14.0,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,15,14,9.0,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,15,14,9.0,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,15,14,9.0,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,15,14,9.0,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,20,20,17.0,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,20,20,17.0,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,20,20,17.0,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,20,20,17.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,12,12,6.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,12,12,6.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,12,12,6.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,12,12,6.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,19,19,13.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,19,19,13.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,19,19,13.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,19,19,13.0,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,27,27,22.0,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,27,27,22.0,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,27,27,22.0,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,27,27,22.0,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,33,32,23.0,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,33,32,23.0,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,33,32,23.0,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,33,32,23.0,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,23,23,20.0,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,23,23,20.0,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,23,23,20.0,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,23,23,20.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,64,62,44.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,64,62,44.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,64,62,44.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,64,62,44.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,7,7,7.0,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,65,65,50.0,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,65,65,50.0,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,65,65,50.0,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,65,65,50.0,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,64,64,59.0,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,64,64,59.0,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,64,64,59.0,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,64,64,59.0,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,66,65,53.0,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,66,65,53.0,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,66,65,53.0,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,66,65,53.0,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,45,45,42.0,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,45,45,42.0,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,45,45,42.0,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,45,45,42.0,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,70,70,60.0,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,70,70,60.0,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,70,70,60.0,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,70,70,60.0,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,52,52,45.0,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,52,52,45.0,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,52,52,45.0,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,52,52,45.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,62,62,54.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,62,62,54.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,62,62,54.0,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,62,62,54.0,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,31,31,26.0,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,31,31,26.0,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,31,31,26.0,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,31,31,26.0,,,
