createAt,manageObject,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C61,M8010C62,M8010C67,M8010C57,M8010C58,M8010C60,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C112,M8010C113
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,17.0,6.0,22.0,66.0,368.0,244.0,347.0,940.0,1186.0,1462.0,1408.0,3396.0,2716.0,2387.0,2685.0,26359.0,-3961.0,4506.0,538.0,14068.0,2292.0,1685,12410.0,1223.0,332.0,,,,2.0,4.0,71.0,95.0,231.0,502.0,867.0,875.0,1033.0,230.0,165.0,61.0,211.0,52915.0,4357.0
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,10.0,21.0,85.0,114.0,218.0,432.0,412.0,704.0,973.0,1018.0,1253.0,1815.0,2873.0,2306.0,1530.0,38038.0,-2781.0,1504.0,-324.0,10719.0,2901.0,1709,10257.0,54.0,63.0,,,,1.0,2.0,12.0,14.0,27.0,26.0,70.0,119.0,167.0,66.0,56.0,14.0,53.0,51016.0,716.0
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,51.0,98.0,57.0,255.0,347.0,536.0,566.0,1423.0,1143.0,2151.0,1612.0,2224.0,1681.0,1309.0,997.0,33852.0,-3512.0,2711.0,-136.0,10951.0,2219.0,1760,10315.0,149.0,175.0,1.0,,,,1.0,7.0,37.0,213.0,364.0,391.0,474.0,942.0,496.0,103.0,50.0,68.0,51373.0,3705.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,26.0,9.0,16.0,26.0,41.0,102.0,898.0,1988.0,2446.0,1412.0,2806.0,4345.0,2574.0,1568.0,1568.0,32440.0,-2754.0,2903.0,8.0,16744.0,6253.0,1737,15603.0,561.0,235.0,4.0,3.0,3.0,4.0,5.0,29.0,74.0,254.0,453.0,552.0,966.0,1214.0,466.0,180.0,399.0,548.0,69371.0,5872.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,31.0,11.0,15.0,23.0,30.0,111.0,184.0,359.0,509.0,709.0,684.0,1441.0,1259.0,1013.0,798.0,17898.0,-10613.0,3020.0,-215.0,14165.0,5925.0,1763,13537.0,182.0,80.0,,,1.0,1.0,6.0,28.0,34.0,36.0,108.0,156.0,116.0,221.0,138.0,73.0,157.0,594.0,37805.0,2695.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,9.0,12.0,9.0,48.0,90.0,148.0,562.0,615.0,308.0,2338.0,2251.0,2749.0,3353.0,842.0,737.0,18908.0,-6230.0,2245.0,-155.0,13079.0,5443.0,1769,12086.0,337.0,55.0,3.0,1.0,,3.0,8.0,28.0,31.0,52.0,154.0,2116.0,1818.0,52.0,11.0,7.0,42.0,83.0,47017.0,4468.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,16.0,30.0,28.0,65.0,55.0,142.0,713.0,175.0,192.0,680.0,6954.0,3885.0,5825.0,1437.0,1253.0,24258.0,-3313.0,4235.0,259.0,10717.0,2067.0,1742,8167.0,2146.0,19.0,,,,,,,6.0,18.0,28.0,465.0,6606.0,831.0,43.0,36.0,27.0,106.0,29463.0,8375.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,3.0,3.0,6.0,19.0,29.0,70.0,129.0,182.0,408.0,692.0,3378.0,3006.0,2362.0,1617.0,1252.0,22083.0,-2458.0,2501.0,-8.0,7452.0,1628.0,1755,6612.0,433.0,59.0,,,,2.0,9.0,5.0,20.0,27.0,115.0,308.0,2494.0,738.0,272.0,184.0,179.0,609.0,32140.0,4978.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,,2.0,5.0,7.0,12.0,33.0,77.0,443.0,517.0,533.0,616.0,1516.0,1004.0,1396.0,1428.0,9514.0,-1840.0,2970.0,263.0,5036.0,671.0,1754,4457.0,364.0,113.0,,1.0,,1.0,1.0,4.0,30.0,365.0,428.0,316.0,154.0,153.0,173.0,274.0,242.0,306.0,16465.0,2457.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,314.0,11.0,40.0,31.0,75.0,293.0,1079.0,3461.0,6522.0,10477.0,10000.0,9344.0,11545.0,8872.0,6026.0,15219.0,-6519.0,3159.0,-514.0,40380.0,5741.0,1699,29180.0,10833.0,2389.0,7.0,1.0,7.0,4.0,5.0,35.0,151.0,754.0,2358.0,3022.0,2254.0,2521.0,3243.0,2865.0,2177.0,4605.0,40644.0,23938.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,537.0,18.0,92.0,64.0,82.0,337.0,952.0,1771.0,4508.0,6216.0,6976.0,6581.0,8891.0,9751.0,7474.0,24553.0,-6439.0,4682.0,-547.0,33474.0,4898.0,1665,21607.0,11561.0,2001.0,11.0,1.0,1.0,7.0,5.0,57.0,295.0,367.0,2040.0,2600.0,2167.0,2417.0,3198.0,3717.0,2750.0,5943.0,33909.0,26379.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,799.0,21.0,18.0,63.0,211.0,285.0,764.0,1634.0,6363.0,16180.0,13241.0,10797.0,12663.0,16493.0,7920.0,24777.0,-6732.0,4394.0,-125.0,73211.0,6542.0,1529,40778.0,32024.0,2985.0,4.0,2.0,,11.0,18.0,60.0,155.0,417.0,1895.0,6159.0,4644.0,3816.0,4214.0,3558.0,2110.0,4061.0,51450.0,33155.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,643.0,24.0,66.0,88.0,186.0,418.0,5672.0,17753.0,19419.0,24112.0,26264.0,19906.0,21780.0,18025.0,12918.0,37486.0,-6423.0,5000.0,506.0,321340.0,23270.0,1535,183561.0,138199.0,4283.0,6.0,2.0,3.0,3.0,9.0,19.0,112.0,8429.0,9044.0,12038.0,6884.0,6106.0,7635.0,4028.0,3074.0,6270.0,82280.0,66464.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,525.0,21.0,46.0,31.0,87.0,370.0,1483.0,13132.0,13662.0,9249.0,13101.0,11390.0,14829.0,15869.0,11891.0,29093.0,-9471.0,5000.0,789.0,219433.0,15084.0,1450,109996.0,109130.0,3466.0,2.0,7.0,1.0,2.0,12.0,82.0,111.0,8667.0,7659.0,4296.0,2965.0,3543.0,5273.0,2951.0,2976.0,5987.0,52710.0,44430.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,681.0,30.0,53.0,89.0,131.0,228.0,611.0,5252.0,5430.0,5773.0,8273.0,9047.0,10436.0,8712.0,5335.0,27433.0,-5743.0,5000.0,-91.0,38684.0,6679.0,1638,27882.0,10459.0,1626.0,18.0,1.0,9.0,7.0,13.0,48.0,159.0,3779.0,2805.0,2489.0,1706.0,1995.0,3525.0,3071.0,1732.0,9838.0,29051.0,31139.0
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-772601,778.0,220.0,399.0,480.0,121.0,912.0,1588.0,10154.0,13139.0,19591.0,18103.0,11958.0,17131.0,15615.0,10980.0,43619.0,-5617.0,4357.0,894.0,151191.0,5910.0,1447,47666.0,103171.0,3527.0,1.0,2.0,1.0,3.0,29.0,53.0,167.0,3085.0,4106.0,10694.0,10498.0,3649.0,4527.0,4300.0,4644.0,14735.0,38576.0,65307.0
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-772601,471.0,126.0,286.0,269.0,251.0,1136.0,3105.0,11939.0,14886.0,20355.0,21535.0,30924.0,29434.0,30520.0,28935.0,92904.0,-5524.0,5000.0,648.0,285493.0,44953.0,1533,153578.0,132765.0,4135.0,9.0,4.0,5.0,27.0,48.0,96.0,767.0,4886.0,6478.0,8228.0,7261.0,8432.0,8417.0,8986.0,12704.0,43444.0,72055.0,111745.0
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-772601,663.0,23.0,60.0,68.0,111.0,4623.0,6515.0,9974.0,16978.0,47311.0,62478.0,69524.0,91107.0,73869.0,28651.0,118980.0,-5232.0,5000.0,1197.0,310008.0,26539.0,1358,145793.0,163890.0,4490.0,1.0,4.0,6.0,12.0,24.0,2374.0,3626.0,5388.0,6333.0,13212.0,10578.0,24667.0,51067.0,49989.0,15169.0,52414.0,66751.0,235202.0
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-772601,845.0,102.0,327.0,214.0,228.0,444.0,748.0,21265.0,28809.0,60473.0,41053.0,29258.0,39422.0,27694.0,21813.0,76052.0,-6408.0,5000.0,668.0,340580.0,25994.0,1399,91927.0,248516.0,6966.0,6.0,3.0,7.0,5.0,5.0,35.0,179.0,1503.0,4774.0,25917.0,26130.0,17705.0,21768.0,12446.0,8201.0,19498.0,74793.0,141767.0
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-772601,954.0,119.0,697.0,594.0,498.0,1794.0,4749.0,17833.0,55457.0,52505.0,60827.0,70999.0,42744.0,47222.0,26345.0,55800.0,-5568.0,4953.0,893.0,1151720.0,76072.0,1376,375865.0,776895.0,8002.0,8.0,,,4.0,27.0,106.0,376.0,3405.0,4048.0,14995.0,39135.0,52679.0,19980.0,12453.0,7506.0,8676.0,98375.0,178073.0
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-772601,986.0,232.0,1172.0,861.0,371.0,2822.0,4848.0,7163.0,51627.0,34975.0,57594.0,51589.0,18504.0,20047.0,11849.0,24246.0,-5833.0,4778.0,663.0,872149.0,60655.0,1389,197319.0,674800.0,6508.0,6.0,6.0,4.0,4.0,44.0,850.0,2741.0,1193.0,1647.0,5735.0,40185.0,43085.0,3711.0,1868.0,1301.0,2194.0,67965.0,115576.0
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-772601,567.0,26.0,120.0,54.0,149.0,2131.0,5554.0,7267.0,38748.0,38681.0,71668.0,38460.0,21179.0,45628.0,20891.0,59433.0,-7297.0,5000.0,815.0,918510.0,57578.0,1370,431933.0,487220.0,5264.0,5.0,2.0,,4.0,8.0,1009.0,397.0,924.0,1554.0,7164.0,49995.0,26287.0,6051.0,5802.0,8313.0,12369.0,112913.0,120147.0
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-772601,320.0,4.0,45.0,10.0,35.0,145.0,4666.0,7891.0,26983.0,46842.0,43068.0,32917.0,15542.0,51626.0,18617.0,33069.0,-6352.0,5000.0,1079.0,883448.0,51091.0,1339,409290.0,474038.0,4439.0,1.0,,,,14.0,55.0,189.0,653.0,2937.0,16527.0,31406.0,24053.0,5889.0,7159.0,7670.0,5908.0,79011.0,102527.0
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-772601,548.0,10.0,35.0,59.0,80.0,387.0,3022.0,2149.0,25275.0,33282.0,49335.0,52796.0,28502.0,31852.0,13206.0,53281.0,-5927.0,5000.0,1103.0,572456.0,35667.0,1351,181769.0,390537.0,3190.0,5.0,7.0,2.0,4.0,5.0,90.0,1663.0,531.0,2649.0,9481.0,37039.0,28835.0,11656.0,3688.0,3854.0,7055.0,80891.0,105957.0
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-772601,365.0,20.0,25.0,38.0,181.0,231.0,521.0,1639.0,17125.0,38438.0,53327.0,39386.0,21201.0,22208.0,13528.0,74006.0,-6111.0,5000.0,729.0,350456.0,37718.0,1407,115978.0,234236.0,2255.0,8.0,3.0,2.0,6.0,20.0,87.0,114.0,276.0,2429.0,3961.0,31010.0,30069.0,10826.0,5552.0,3220.0,19955.0,69807.0,111156.0
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-772601,301.0,10.0,70.0,44.0,58.0,116.0,197.0,1645.0,16124.0,42364.0,54156.0,16270.0,18368.0,16964.0,25910.0,60454.0,-6267.0,5000.0,814.0,313718.0,39210.0,1407,85152.0,228348.0,3526.0,2.0,2.0,10.0,1.0,9.0,8.0,14.0,69.0,2296.0,5481.0,40155.0,11067.0,10000.0,7663.0,8322.0,22868.0,38445.0,110013.0
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-772601,365.0,29.0,80.0,43.0,161.0,306.0,596.0,1209.0,9839.0,22753.0,34533.0,9508.0,12022.0,25454.0,36767.0,67014.0,-6419.0,5000.0,476.0,221464.0,17582.0,1407,104960.0,116274.0,4514.0,4.0,1.0,3.0,8.0,57.0,79.0,151.0,278.0,1149.0,2996.0,26585.0,5068.0,3084.0,6587.0,7709.0,18092.0,77359.0,71748.0
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-772601,488.0,3350.0,1626.0,1993.0,625.0,688.0,1771.0,5999.0,7354.0,29162.0,29180.0,38846.0,18708.0,29513.0,21489.0,36311.0,-13500.0,5000.0,-1544.0,579777.0,51484.0,1499,194631.0,385334.0,3548.0,1.0,,3.0,4.0,7.0,13.0,59.0,1036.0,2587.0,4693.0,8725.0,24669.0,7255.0,10690.0,9063.0,14826.0,28858.0,114564.0
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-772601,584.0,7818.0,1516.0,880.0,1061.0,406.0,3636.0,2380.0,7329.0,28521.0,33816.0,36693.0,35177.0,49122.0,28252.0,62560.0,-13500.0,5000.0,-2468.0,652573.0,55923.0,1509,256146.0,396775.0,4978.0,1.0,,3.0,2.0,13.0,27.0,64.0,92.0,612.0,2385.0,6524.0,19103.0,22044.0,22097.0,11944.0,16387.0,63420.0,134789.0
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-772601,328.0,900.0,605.0,550.0,250.0,727.0,1612.0,1774.0,6330.0,28341.0,37033.0,43614.0,61075.0,20948.0,10629.0,22249.0,-13500.0,5000.0,553.0,656243.0,38639.0,1359,163774.0,492319.0,2211.0,4.0,1.0,6.0,6.0,2.0,26.0,36.0,221.0,316.0,2918.0,13202.0,20932.0,38247.0,12583.0,1661.0,1707.0,36613.0,115639.0
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-772601,725.0,129.0,193.0,500.0,1032.0,2492.0,2172.0,3643.0,8390.0,15552.0,49846.0,69461.0,107192.0,22097.0,3694.0,10995.0,-10417.0,5000.0,754.0,495505.0,20434.0,1375,84647.0,410686.0,2097.0,3.0,1.0,2.0,1.0,31.0,153.0,344.0,794.0,2077.0,3714.0,6759.0,26552.0,68768.0,12718.0,768.0,2686.0,48433.0,147179.0
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-772601,369.0,6307.0,564.0,1933.0,1415.0,2691.0,1077.0,2252.0,5246.0,13721.0,47530.0,53026.0,91617.0,38554.0,9798.0,8885.0,-13289.0,5000.0,-22.0,557552.0,28820.0,1365,113686.0,443616.0,3045.0,2.0,,1.0,7.0,31.0,62.0,111.0,581.0,1751.0,4666.0,5111.0,18672.0,48998.0,33251.0,5747.0,4806.0,23475.0,148474.0
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-772601,676.0,679.0,351.0,118.0,212.0,2587.0,1273.0,2403.0,6484.0,14463.0,28240.0,29181.0,38194.0,32207.0,25681.0,30605.0,-7078.0,5000.0,13.0,347823.0,23707.0,1415,83147.0,264354.0,1918.0,5.0,6.0,3.0,9.0,16.0,57.0,267.0,797.0,2552.0,5407.0,8098.0,14960.0,17075.0,14405.0,9804.0,12899.0,28365.0,98373.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-772601,472.0,182.0,702.0,444.0,83.0,762.0,723.0,1529.0,10583.0,12441.0,10090.0,15870.0,49336.0,49649.0,16308.0,28151.0,-4980.0,5000.0,510.0,464483.0,21446.0,1366,152181.0,312065.0,2519.0,2.0,2.0,1.0,1.0,1.0,21.0,118.0,386.0,1648.0,3039.0,1249.0,1606.0,23040.0,30021.0,9928.0,10091.0,29044.0,86066.0
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-772601,411.0,113.0,130.0,122.0,56.0,385.0,504.0,782.0,2323.0,5932.0,6821.0,3866.0,5270.0,10449.0,15913.0,93372.0,-4584.0,3104.0,-1296.0,137833.0,2686.0,1428,35179.0,102406.0,1175.0,5.0,1.0,3.0,9.0,9.0,103.0,78.0,106.0,825.0,2056.0,983.0,476.0,1552.0,5828.0,8650.0,45507.0,12436.0,67151.0
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-772601,435.0,59.0,172.0,199.0,14.0,134.0,164.0,389.0,752.0,2667.0,4727.0,3117.0,5468.0,7195.0,8679.0,52914.0,-4570.0,3052.0,-1287.0,66307.0,1289.0,1522,16469.0,49626.0,985.0,3.0,,,2.0,,9.0,16.0,34.0,58.0,533.0,740.0,319.0,1287.0,3759.0,4411.0,26333.0,10603.0,39296.0
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-772601,310.0,1.0,171.0,14.0,52.0,60.0,429.0,376.0,3934.0,7655.0,6232.0,5032.0,5579.0,10633.0,10193.0,47417.0,-4952.0,4587.0,-1009.0,129044.0,7772.0,1525,19933.0,108886.0,1159.0,3.0,,,,3.0,12.0,6.0,276.0,3256.0,1610.0,1811.0,539.0,883.0,6137.0,5795.0,23994.0,12786.0,44509.0
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-772601,457.0,9.0,363.0,7.0,19.0,75.0,201.0,199.0,962.0,2959.0,4384.0,3212.0,4964.0,9511.0,7640.0,46804.0,-3875.0,3561.0,-1628.0,65804.0,589.0,1521,14174.0,51442.0,1073.0,3.0,,,,4.0,16.0,51.0,8.0,41.0,423.0,1443.0,485.0,954.0,5023.0,4397.0,22069.0,10863.0,35659.0
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-772601,285.0,25.0,1207.0,71.0,7.0,163.0,54.0,456.0,744.0,2144.0,2144.0,3255.0,4473.0,9302.0,7279.0,40904.0,-3598.0,2223.0,-1706.0,58547.0,1058.0,1543,12901.0,45447.0,1158.0,,,,,,3.0,,8.0,33.0,131.0,728.0,481.0,750.0,4431.0,3287.0,19472.0,10120.0,32709.0
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-772601,377.0,98.0,130.0,122.0,53.0,148.0,363.0,413.0,389.0,961.0,2373.0,3614.0,9399.0,13071.0,8696.0,45364.0,-5197.0,4198.0,-453.0,94413.0,681.0,1461,13976.0,80243.0,801.0,1.0,,,,4.0,3.0,75.0,62.0,181.0,500.0,958.0,222.0,810.0,5130.0,4208.0,25725.0,8455.0,38967.0
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-772601,425.0,65.0,182.0,22.0,7.0,124.0,153.0,108.0,531.0,2865.0,4634.0,12098.0,40228.0,33183.0,8956.0,12716.0,-3828.0,3638.0,136.0,197567.0,991.0,1377,23725.0,173644.0,936.0,,,,1.0,2.0,11.0,17.0,25.0,82.0,661.0,1442.0,2455.0,17878.0,16847.0,7209.0,6159.0,8823.0,54154.0
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-772601,331.0,3.0,32.0,5.0,7.0,28.0,94.0,64.0,498.0,1975.0,4152.0,3193.0,8754.0,15340.0,8787.0,46167.0,-4709.0,3125.0,-1068.0,92937.0,765.0,1472,16218.0,76526.0,903.0,1.0,,,1.0,3.0,15.0,44.0,13.0,184.0,1137.0,1499.0,399.0,1611.0,6245.0,4540.0,25067.0,7742.0,40637.0
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-772601,268.0,5.0,52.0,11.0,13.0,31.0,21.0,38.0,367.0,1624.0,3672.0,3333.0,4172.0,4354.0,5032.0,32861.0,-4114.0,4116.0,270.0,10038.0,540.0,1713,7651.0,2198.0,770.0,1.0,1.0,,1.0,1.0,8.0,5.0,5.0,108.0,558.0,1163.0,473.0,427.0,2809.0,3359.0,16353.0,6986.0,25230.0
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-772601,254.0,11.0,32.0,4.0,15.0,68.0,144.0,84.0,503.0,2724.0,5845.0,10557.0,27668.0,19019.0,10752.0,29855.0,-5053.0,5000.0,84.0,174033.0,1087.0,1390,17537.0,156307.0,927.0,2.0,,1.0,,6.0,32.0,6.0,15.0,138.0,851.0,1567.0,1184.0,11288.0,10601.0,6072.0,19089.0,7194.0,50715.0
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-772601,289.0,30.0,37.0,73.0,119.0,102.0,219.0,2893.0,7303.0,7527.0,8849.0,12222.0,22431.0,24992.0,9105.0,47177.0,-4494.0,4045.0,-302.0,65134.0,861.0,1404,25300.0,39595.0,1630.0,4.0,8.0,,14.0,9.0,19.0,95.0,2785.0,6118.0,4648.0,3052.0,963.0,1052.0,5597.0,3869.0,18511.0,56465.0,46705.0
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-772601,571.0,6.0,33.0,4.0,12.0,70.0,71.0,170.0,929.0,3388.0,3700.0,3147.0,7222.0,7106.0,3900.0,27362.0,-4938.0,3523.0,-269.0,10369.0,395.0,1727,7201.0,2966.0,1153.0,1.0,,,2.0,4.0,24.0,47.0,34.0,142.0,1601.0,1086.0,547.0,1663.0,4474.0,3043.0,11878.0,10551.0,24528.0
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-772601,12.0,11.0,26.0,4.0,4.0,17.0,23.0,59.0,464.0,2778.0,3535.0,2462.0,3583.0,6445.0,9489.0,17405.0,-4508.0,4211.0,-12.0,9676.0,1003.0,1729,7104.0,2329.0,971.0,3.0,,,,1.0,8.0,8.0,33.0,204.0,1576.0,913.0,449.0,445.0,4381.0,7070.0,5281.0,9760.0,20500.0
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-772601,455.0,12.0,31.0,12.0,45.0,65.0,90.0,615.0,1091.0,2609.0,2862.0,2942.0,4334.0,2607.0,2269.0,23091.0,-4818.0,3973.0,-228.0,8696.0,793.0,1744,6595.0,1887.0,909.0,6.0,1.0,,3.0,3.0,3.0,40.0,373.0,350.0,976.0,1097.0,324.0,585.0,1941.0,1715.0,9847.0,9023.0,18728.0
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-772601,336.0,3.0,189.0,7.0,3.0,39.0,51.0,346.0,1069.0,1269.0,2573.0,2059.0,2192.0,1519.0,1241.0,22786.0,-4684.0,3351.0,-389.0,9392.0,311.0,1724,6552.0,2653.0,1097.0,,,,,,6.0,7.0,128.0,488.0,616.0,1179.0,384.0,108.0,775.0,746.0,10412.0,7805.0,19143.0
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-772601,420.0,28.0,56.0,23.0,22.0,75.0,96.0,124.0,659.0,1976.0,3349.0,3244.0,3358.0,3641.0,2698.0,20766.0,-4021.0,3528.0,43.0,7376.0,633.0,1756,5675.0,1510.0,826.0,3.0,,,,2.0,13.0,8.0,5.0,76.0,428.0,1395.0,707.0,769.0,1812.0,2206.0,8846.0,7768.0,16357.0
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-772601,424.0,23.0,58.0,14.0,5.0,26.0,60.0,145.0,632.0,2444.0,3215.0,2740.0,3286.0,3371.0,3540.0,23937.0,-4313.0,2552.0,-369.0,7432.0,493.0,1749,5768.0,1501.0,878.0,,,,,1.0,2.0,2.0,16.0,80.0,498.0,1172.0,336.0,637.0,1702.0,3038.0,10456.0,7617.0,18125.0
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-772601,153.0,3.0,3.0,7.0,2.0,16.0,143.0,498.0,917.0,1227.0,2284.0,13622.0,16183.0,7072.0,3025.0,12212.0,-4559.0,3856.0,1198.0,151125.0,1216.0,1409,11004.0,139882.0,841.0,2.0,,,2.0,,4.0,4.0,20.0,68.0,345.0,1019.0,6652.0,7897.0,3165.0,1667.0,4872.0,10769.0,33384.0
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-772601,326.0,148.0,840.0,121.0,13.0,3390.0,178.0,501.0,1175.0,2023.0,3930.0,3623.0,4235.0,2948.0,1540.0,6713.0,-4744.0,4792.0,-204.0,12069.0,1344.0,1726,8152.0,3685.0,1388.0,2.0,,,,1.0,3.0,6.0,13.0,120.0,828.0,1137.0,898.0,1392.0,1572.0,828.0,1414.0,9679.0,19867.0
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-772601,356.0,176.0,188.0,71.0,33.0,2261.0,250.0,796.0,1610.0,2346.0,4701.0,3174.0,5782.0,3865.0,1383.0,22775.0,-3883.0,5000.0,202.0,12262.0,613.0,1702,8998.0,3051.0,1001.0,3.0,,1.0,4.0,3.0,9.0,131.0,347.0,307.0,646.0,1090.0,433.0,2466.0,2848.0,737.0,9289.0,8995.0,22254.0
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-772601,371.0,1.0,74.0,51.0,101.0,127.0,173.0,719.0,1308.0,4793.0,5445.0,4768.0,7360.0,6596.0,2685.0,26489.0,-4995.0,4352.0,-759.0,21996.0,863.0,1662,11274.0,10475.0,1275.0,6.0,,2.0,8.0,37.0,15.0,116.0,517.0,291.0,582.0,1213.0,915.0,2593.0,4597.0,1513.0,11271.0,14420.0,23657.0
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-772601,414.0,6.0,54.0,28.0,42.0,172.0,282.0,774.0,2867.0,5247.0,4822.0,7080.0,10344.0,10405.0,4081.0,31999.0,-6254.0,3611.0,-905.0,24410.0,2523.0,1653,15308.0,8783.0,1301.0,2.0,1.0,,2.0,6.0,21.0,90.0,202.0,626.0,886.0,1978.0,2987.0,3968.0,5289.0,2096.0,9656.0,24164.0,27774.0
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-772601,526.0,81.0,113.0,91.0,75.0,265.0,317.0,302.0,1716.0,6317.0,10130.0,14992.0,14489.0,18313.0,10707.0,37496.0,-6890.0,5000.0,-800.0,38646.0,8023.0,1661,23131.0,15220.0,1333.0,8.0,,1.0,8.0,12.0,68.0,63.0,33.0,361.0,2548.0,3882.0,5038.0,3197.0,10297.0,5959.0,14102.0,24965.0,46450.0
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-772601,530.0,266.0,417.0,360.0,110.0,869.0,2532.0,3671.0,5375.0,6892.0,6528.0,12022.0,24147.0,34487.0,25376.0,94351.0,-7691.0,3561.0,-316.0,208627.0,13378.0,1419,58656.0,149566.0,2442.0,2.0,1.0,5.0,9.0,9.0,80.0,79.0,294.0,835.0,1650.0,2341.0,3630.0,4963.0,17442.0,14797.0,24068.0,73529.0,73704.0
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-772601,591.0,85.0,343.0,226.0,286.0,882.0,1876.0,3342.0,6959.0,11158.0,12238.0,14397.0,19926.0,20698.0,20833.0,67582.0,-7808.0,5000.0,-115.0,141451.0,16704.0,1647,68922.0,72711.0,3283.0,13.0,,1.0,15.0,53.0,281.0,566.0,861.0,1989.0,3864.0,4154.0,5175.0,7106.0,6706.0,8950.0,22526.0,56381.0,63061.0
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-772601,637.0,56.0,192.0,273.0,128.0,710.0,872.0,3350.0,7778.0,11228.0,19686.0,15002.0,16615.0,26459.0,17921.0,50386.0,-6583.0,5000.0,378.0,210755.0,13232.0,1476,123277.0,87179.0,3715.0,9.0,1.0,1.0,13.0,35.0,93.0,244.0,1589.0,3434.0,3785.0,8270.0,6613.0,8682.0,9381.0,5196.0,13960.0,62941.0,64178.0
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-772601,378.0,147.0,561.0,2672.0,3610.0,2011.0,1904.0,3896.0,4447.0,5938.0,6022.0,7280.0,9848.0,16293.0,19684.0,50960.0,-6209.0,4685.0,-636.0,156997.0,10834.0,1533,38449.0,118259.0,2015.0,9.0,65.0,329.0,1496.0,1280.0,251.0,447.0,610.0,1065.0,1453.0,1448.0,2597.0,4136.0,8054.0,9737.0,22709.0,31257.0,55282.0
