createAt,manageObject,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C61,M8010C62,M8010C67,M8010C57,M8010C58,M8010C60,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C112,M8010C113
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690501,4.0,3.0,6.0,34.0,157.0,1025.0,8445.0,6222.0,15833.0,34872.0,25195.0,35722.0,29803.0,10508.0,6707.0,27796.0,-7727.0,5000.0,-2424.0,306914.0,2040.0,1130,163885.0,142884.0,2819.0,,,3.0,8.0,73.0,413.0,2906.0,1885.0,6179.0,12011.0,10834.0,17711.0,14148.0,3903.0,3141.0,9131.0,44994.0,82111.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690501,42.0,22.0,36.0,107.0,192.0,498.0,6084.0,1631.0,5056.0,9516.0,4021.0,6862.0,16262.0,15956.0,11259.0,41072.0,-6716.0,5000.0,-1973.0,90889.0,1494.0,1240,58059.0,32655.0,2923.0,4.0,5.0,9.0,58.0,66.0,211.0,2576.0,526.0,1539.0,3531.0,2234.0,4189.0,8328.0,6614.0,4840.0,13725.0,22925.0,48341.0
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-690501,7.0,13.0,9.0,43.0,123.0,230.0,2350.0,704.0,2868.0,8316.0,5042.0,11028.0,27565.0,21633.0,11157.0,39948.0,-7965.0,5000.0,-2931.0,47819.0,1290.0,1167,22170.0,25459.0,1174.0,3.0,,,,1.0,28.0,1377.0,349.0,1389.0,3613.0,2844.0,6009.0,14599.0,11724.0,4476.0,16406.0,12605.0,62788.0
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690501,26.0,157.0,91.0,119.0,166.0,300.0,6157.0,1345.0,4660.0,14344.0,7628.0,14366.0,29498.0,24385.0,13040.0,31561.0,-6677.0,4576.0,-2709.0,96642.0,3831.0,1196,38968.0,57509.0,1786.0,3.0,19.0,13.0,16.0,14.0,78.0,3318.0,242.0,1775.0,6041.0,4874.0,8666.0,15499.0,10354.0,4404.0,9892.0,18299.0,64560.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690501,112.0,38.0,30.0,43.0,414.0,535.0,3235.0,1223.0,4211.0,11488.0,8299.0,15906.0,29356.0,21851.0,11790.0,17633.0,-8876.0,1562.0,-3942.0,56104.0,3565.0,1329,38332.0,17625.0,1982.0,3.0,,2.0,13.0,240.0,251.0,1814.0,371.0,1571.0,4830.0,4815.0,9684.0,12515.0,7137.0,2128.0,1883.0,31646.0,46840.0
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690501,21.0,156.0,470.0,230.0,2314.0,3827.0,9611.0,1254.0,4268.0,13768.0,9209.0,16644.0,28594.0,33610.0,24930.0,36581.0,-10169.0,5000.0,-3273.0,182996.0,3484.0,1108,128972.0,53883.0,4220.0,2.0,,4.0,45.0,476.0,1914.0,6130.0,408.0,2208.0,6861.0,5154.0,8355.0,14821.0,13937.0,6575.0,3405.0,41281.0,73750.0
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-690501,55.0,1114.0,3334.0,1688.0,1597.0,13346.0,18311.0,1370.0,3615.0,3467.0,3587.0,5172.0,17628.0,34901.0,25363.0,46394.0,-13007.0,5000.0,-5332.0,150141.0,2674.0,1217,117642.0,32386.0,3348.0,9.0,54.0,586.0,610.0,537.0,3532.0,15403.0,414.0,2578.0,976.0,1550.0,2502.0,5594.0,10776.0,4941.0,6410.0,49424.0,74703.0
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690501,60.0,1447.0,1675.0,1530.0,304.0,9010.0,6936.0,2261.0,3086.0,6112.0,5971.0,10929.0,25976.0,29046.0,21576.0,61827.0,-10268.0,5000.0,-3891.0,109760.0,5116.0,1234,84801.0,24810.0,7662.0,12.0,3.0,14.0,17.0,28.0,180.0,1856.0,88.0,476.0,1814.0,2328.0,5873.0,9243.0,8219.0,4210.0,15615.0,64455.0,73753.0
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690501,21.0,492.0,516.0,1038.0,512.0,3240.0,5858.0,2853.0,5301.0,8362.0,6954.0,8012.0,14565.0,15238.0,10982.0,29294.0,-10176.0,5000.0,-3785.0,57826.0,4965.0,1302,44153.0,13490.0,4506.0,,28.0,18.0,30.0,115.0,597.0,2729.0,570.0,1665.0,2765.0,3108.0,3469.0,5763.0,5027.0,1902.0,4768.0,42200.0,39495.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690501,8.0,12.0,27.0,219.0,529.0,742.0,1617.0,1405.0,4063.0,7533.0,5710.0,8297.0,15083.0,15774.0,10902.0,31710.0,-7092.0,3862.0,-2087.0,48809.0,3836.0,1309,28927.0,19687.0,1730.0,,1.0,8.0,54.0,134.0,249.0,1163.0,571.0,1952.0,2602.0,3109.0,4587.0,8379.0,5966.0,3229.0,6243.0,27676.0,37943.0
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-690501,99.0,4.0,15.0,174.0,363.0,1136.0,4758.0,6108.0,7631.0,10890.0,11022.0,9293.0,17098.0,19204.0,9134.0,29899.0,-7038.0,5000.0,-1974.0,141677.0,32696.0,1576,112273.0,29217.0,2568.0,13.0,,4.0,135.0,269.0,551.0,2837.0,3105.0,2943.0,2819.0,3828.0,3502.0,5528.0,4571.0,2151.0,5594.0,62630.0,38047.0
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690501,5.0,25.0,25.0,92.0,555.0,1172.0,2393.0,2313.0,2614.0,4825.0,2754.0,6574.0,15403.0,14490.0,11014.0,51008.0,-8030.0,4183.0,-3346.0,73396.0,5207.0,1292,45024.0,28168.0,1221.0,1.0,1.0,5.0,26.0,441.0,759.0,1259.0,657.0,1049.0,1389.0,1315.0,2581.0,6018.0,6340.0,5462.0,17289.0,29295.0,44585.0
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690501,7.0,6.0,13.0,30.0,85.0,1314.0,8328.0,370.0,3896.0,15257.0,7074.0,11732.0,23285.0,26598.0,18899.0,74901.0,-10845.0,5000.0,-3781.0,101221.0,2144.0,1135,47538.0,53479.0,4221.0,1.0,2.0,2.0,3.0,42.0,1160.0,5818.0,173.0,3034.0,7666.0,5732.0,5890.0,10147.0,11469.0,7335.0,20723.0,36332.0,79016.0
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690501,25.0,68.0,146.0,49.0,27.0,1295.0,7371.0,120.0,5015.0,13169.0,6625.0,7978.0,14683.0,11621.0,8159.0,35185.0,-10545.0,2166.0,-3672.0,48177.0,1717.0,1258,28286.0,19666.0,2855.0,,,,,26.0,748.0,7056.0,55.0,4839.0,9186.0,6480.0,3495.0,2851.0,1606.0,1483.0,6253.0,24981.0,45070.0
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-690501,96.0,367.0,1699.0,558.0,248.0,3226.0,15580.0,1064.0,6189.0,16382.0,9746.0,14120.0,24564.0,26219.0,16927.0,30270.0,-13181.0,1437.0,-6584.0,248575.0,5640.0,1141,211435.0,36938.0,3951.0,1.0,2.0,,30.0,61.0,816.0,12944.0,579.0,4840.0,10140.0,6563.0,5961.0,7249.0,3732.0,2638.0,3236.0,39552.0,69319.0
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690501,20.0,30.0,192.0,26.0,65.0,387.0,4425.0,2468.0,6672.0,10684.0,5918.0,10001.0,21605.0,33291.0,41626.0,76190.0,-7269.0,1166.0,-2938.0,178627.0,20569.0,1176,123290.0,55147.0,4272.0,1.0,,2.0,11.0,55.0,230.0,1973.0,268.0,1986.0,4704.0,2496.0,5252.0,12282.0,15335.0,10238.0,11829.0,79859.0,67038.0
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690501,11.0,41.0,20.0,245.0,12.0,526.0,4548.0,465.0,2070.0,4486.0,4822.0,7635.0,20974.0,16838.0,17761.0,24284.0,-8657.0,816.0,-3153.0,115965.0,3092.0,1160,106615.0,9197.0,1999.0,4.0,1.0,,3.0,4.0,194.0,1339.0,78.0,630.0,1314.0,1949.0,1990.0,5602.0,3101.0,2006.0,2297.0,66250.0,21974.0
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690501,28.0,48.0,121.0,30.0,38.0,160.0,2613.0,554.0,1497.0,7501.0,6231.0,10416.0,78156.0,58511.0,35945.0,51707.0,-6326.0,2488.0,-3252.0,217973.0,11691.0,1278,173619.0,44167.0,1924.0,5.0,16.0,9.0,3.0,7.0,72.0,1489.0,158.0,790.0,3454.0,4432.0,4438.0,9991.0,16000.0,12680.0,16109.0,133330.0,69575.0
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-690501,23.0,35.0,216.0,87.0,63.0,302.0,4941.0,355.0,1442.0,4621.0,2908.0,9063.0,73596.0,79342.0,24504.0,44726.0,-6101.0,5000.0,-3103.0,135030.0,3032.0,1189,100570.0,34275.0,2912.0,7.0,11.0,12.0,56.0,19.0,182.0,1706.0,231.0,1163.0,1782.0,1725.0,5221.0,25177.0,11586.0,9714.0,21139.0,94814.0,79605.0
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690501,35.0,32.0,136.0,90.0,57.0,331.0,2092.0,1750.0,7960.0,12109.0,11172.0,18759.0,58230.0,77035.0,17683.0,32574.0,-9959.0,5000.0,-1090.0,129482.0,3213.0,1205,96830.0,32509.0,2471.0,14.0,6.0,12.0,42.0,16.0,215.0,1927.0,821.0,5360.0,6755.0,7438.0,8944.0,32083.0,12807.0,2815.0,9070.0,63995.0,88178.0
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690501,16.0,11.0,159.0,21.0,156.0,2592.0,6388.0,5292.0,9731.0,17645.0,14894.0,28863.0,75335.0,58636.0,15436.0,18043.0,-8759.0,5000.0,-1959.0,221142.0,2616.0,1182,155458.0,65539.0,2962.0,5.0,1.0,,9.0,85.0,1229.0,3768.0,2442.0,5443.0,7869.0,7203.0,13777.0,28036.0,7859.0,4650.0,4460.0,80680.0,86702.0
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690501,30.0,673.0,738.0,453.0,890.0,2051.0,15206.0,6157.0,12469.0,32434.0,26009.0,23823.0,51164.0,64338.0,28449.0,37774.0,-7883.0,5000.0,-2479.0,209168.0,17338.0,1268,141902.0,67124.0,7919.0,6.0,341.0,205.0,183.0,326.0,1181.0,11458.0,3217.0,8360.0,20547.0,18398.0,9861.0,13118.0,7868.0,5343.0,8337.0,84259.0,108771.0
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-690501,12.0,79.0,784.0,662.0,1766.0,1916.0,3838.0,3235.0,3923.0,8330.0,7756.0,8128.0,21225.0,24372.0,7778.0,10315.0,-9668.0,5000.0,-2486.0,95736.0,6254.0,1380,88598.0,6997.0,1840.0,6.0,33.0,196.0,328.0,807.0,1063.0,2264.0,1339.0,1379.0,2897.0,3173.0,2739.0,4214.0,1644.0,1855.0,1463.0,52536.0,25712.0
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690501,24.0,217.0,1098.0,191.0,76.0,1106.0,3478.0,3611.0,6454.0,9526.0,8716.0,12442.0,31262.0,27146.0,24845.0,52099.0,-7466.0,5000.0,-692.0,133390.0,11894.0,1262,69210.0,64036.0,4196.0,,1.0,,7.0,45.0,280.0,1441.0,2868.0,4152.0,4085.0,3654.0,5331.0,11859.0,10619.0,9007.0,18684.0,33023.0,76921.0
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690501,180.0,287.0,488.0,465.0,683.0,1449.0,1249.0,1539.0,2427.0,2918.0,6427.0,7937.0,16135.0,12737.0,15745.0,76781.0,-5692.0,5000.0,-23.0,175176.0,45757.0,1348,127221.0,47838.0,2182.0,1.0,,,1.0,,2.0,89.0,477.0,682.0,900.0,2514.0,3191.0,6359.0,4494.0,5640.0,26204.0,42946.0,53593.0
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690501,50.0,636.0,1431.0,828.0,98.0,3170.0,1601.0,2556.0,4270.0,6701.0,14120.0,19578.0,25152.0,19748.0,25079.0,62456.0,-6756.0,5000.0,1848.0,196421.0,41747.0,1148,94696.0,101587.0,2357.0,,,,,,1.0,452.0,594.0,1157.0,2925.0,4502.0,7760.0,11541.0,9783.0,12563.0,24414.0,19735.0,91375.0
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-690501,159.0,205.0,268.0,568.0,799.0,2050.0,3562.0,4125.0,3834.0,5108.0,6737.0,7220.0,9411.0,9045.0,8225.0,17386.0,-6486.0,5000.0,-453.0,82846.0,22611.0,1506,63248.0,19475.0,1535.0,59.0,131.0,85.0,230.0,304.0,333.0,1444.0,1856.0,1202.0,1867.0,2557.0,2967.0,3965.0,2782.0,1936.0,5414.0,33217.0,27735.0
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690501,8.0,42.0,492.0,63.0,49.0,77.0,418.0,1005.0,2867.0,3846.0,2077.0,773.0,905.0,1216.0,894.0,7933.0,-4907.0,2634.0,-704.0,34826.0,4713.0,1511,33867.0,847.0,371.0,1.0,7.0,240.0,47.0,13.0,2.0,12.0,23.0,15.0,51.0,292.0,444.0,579.0,409.0,528.0,1957.0,13461.0,4650.0
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690501,3.0,24.0,16.0,5.0,38.0,49.0,172.0,234.0,480.0,396.0,385.0,695.0,949.0,956.0,722.0,5233.0,-3316.0,925.0,-444.0,4095.0,1919.0,1509,3776.0,213.0,249.0,1.0,,,2.0,4.0,10.0,37.0,88.0,49.0,122.0,313.0,538.0,575.0,139.0,452.0,1230.0,3741.0,3561.0
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690501,6.0,5.0,149.0,443.0,503.0,266.0,200.0,233.0,295.0,380.0,657.0,1140.0,958.0,1003.0,1101.0,4462.0,-4916.0,1505.0,-695.0,4107.0,1315.0,1511,3846.0,145.0,239.0,1.0,1.0,80.0,243.0,230.0,90.0,42.0,62.0,52.0,99.0,399.0,806.0,551.0,146.0,405.0,729.0,5435.0,3943.0
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690501,4.0,1.0,,,,1.0,14.0,2.0,27.0,194.0,836.0,958.0,772.0,1289.0,1120.0,4258.0,-4293.0,,-696.0,2940.0,1173.0,1492,2621.0,219.0,262.0,1.0,,,,,,13.0,1.0,22.0,170.0,828.0,860.0,360.0,189.0,351.0,588.0,2870.0,3384.0
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,,,,,20.0,,32.0,103.0,411.0,697.0,395.0,1011.0,780.0,4972.0,-2958.0,250.0,-370.0,2618.0,1154.0,1498,2405.0,110.0,209.0,1.0,,,,,,20.0,,32.0,64.0,398.0,585.0,203.0,140.0,368.0,1354.0,2644.0,3169.0
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690501,16.0,9.0,22.0,51.0,24.0,48.0,108.0,108.0,245.0,672.0,789.0,1312.0,2543.0,2335.0,2089.0,15216.0,-6947.0,5000.0,-528.0,9371.0,1662.0,1413,7535.0,1703.0,662.0,2.0,,,,,,44.0,37.0,131.0,279.0,504.0,896.0,1952.0,806.0,877.0,4096.0,7368.0,9637.0
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690501,4.0,,3.0,1.0,2.0,5.0,29.0,77.0,217.0,325.0,657.0,914.0,1159.0,1488.0,1429.0,12582.0,-6137.0,3508.0,-913.0,5074.0,1480.0,1475,4316.0,637.0,632.0,1.0,,,,,,14.0,7.0,47.0,118.0,170.0,620.0,603.0,341.0,261.0,3923.0,7012.0,6112.0
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690501,31.0,10.0,14.0,72.0,25.0,466.0,64.0,89.0,88.0,83.0,190.0,513.0,778.0,1054.0,1509.0,9011.0,-4977.0,624.0,-847.0,4345.0,1391.0,1481,3811.0,376.0,450.0,,,,,1.0,1.0,16.0,3.0,45.0,23.0,163.0,385.0,390.0,173.0,286.0,2076.0,6192.0,4250.0
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690501,10.0,31.0,119.0,101.0,22.0,207.0,497.0,43.0,157.0,1735.0,472.0,1501.0,2996.0,3810.0,3320.0,14620.0,-5042.0,2635.0,-482.0,5703.0,1396.0,1455,5111.0,451.0,443.0,3.0,,,3.0,,13.0,276.0,10.0,71.0,361.0,250.0,871.0,1433.0,1780.0,1169.0,4889.0,6732.0,11776.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690501,128.0,859.0,847.0,499.0,515.0,2517.0,2882.0,633.0,1324.0,5447.0,3733.0,7008.0,10424.0,15359.0,9853.0,26188.0,-11266.0,2587.0,-3457.0,25742.0,2610.0,1345,18800.0,6800.0,3055.0,10.0,6.0,8.0,22.0,169.0,676.0,1924.0,166.0,696.0,1965.0,2960.0,5208.0,5745.0,3067.0,1535.0,7307.0,22373.0,37709.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690501,120.0,51.0,418.0,691.0,537.0,1190.0,3774.0,592.0,2112.0,9611.0,6076.0,11799.0,18387.0,14887.0,9502.0,24787.0,-10060.0,1047.0,-2769.0,160414.0,2634.0,1143,145718.0,14543.0,2851.0,35.0,5.0,349.0,634.0,470.0,1063.0,2428.0,143.0,1212.0,2449.0,3094.0,4156.0,5622.0,4600.0,1852.0,5156.0,55793.0,33167.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690501,82.0,132.0,168.0,164.0,331.0,537.0,2040.0,685.0,1844.0,9817.0,3557.0,4801.0,11976.0,18651.0,15697.0,26180.0,-7549.0,1817.0,-1913.0,28372.0,3191.0,1348,19534.0,8696.0,1299.0,25.0,17.0,28.0,73.0,111.0,248.0,1551.0,240.0,985.0,2128.0,2704.0,3350.0,5314.0,5089.0,4012.0,16520.0,15007.0,42289.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690501,31.0,26.0,64.0,96.0,291.0,2073.0,16389.0,457.0,5058.0,16173.0,9380.0,19544.0,33670.0,38345.0,11433.0,39488.0,-8543.0,5000.0,-741.0,156724.0,5956.0,1137,57905.0,98639.0,3183.0,18.0,1.0,47.0,69.0,244.0,1930.0,12303.0,295.0,4664.0,8668.0,8263.0,12832.0,18219.0,9283.0,2607.0,9660.0,26507.0,88797.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690501,143.0,1935.0,1850.0,422.0,578.0,3631.0,9834.0,2482.0,4735.0,20456.0,8673.0,15600.0,27651.0,33755.0,19988.0,38133.0,-10385.0,3968.0,-3651.0,140362.0,10481.0,1320,94897.0,45289.0,7681.0,56.0,39.0,82.0,114.0,204.0,1109.0,6710.0,535.0,2972.0,9069.0,6036.0,9113.0,11295.0,9247.0,3863.0,5700.0,46559.0,80427.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690501,106.0,2434.0,2926.0,750.0,1325.0,6339.0,15656.0,3323.0,10863.0,26109.0,12523.0,22612.0,29225.0,42531.0,23378.0,59584.0,-13500.0,5000.0,-4743.0,313806.0,4566.0,1153,240979.0,72653.0,13195.0,36.0,104.0,77.0,191.0,439.0,2438.0,12005.0,870.0,5686.0,11145.0,7693.0,10880.0,9547.0,5616.0,3163.0,7428.0,84502.0,98767.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690501,344.0,1533.0,2218.0,3072.0,1671.0,15327.0,20573.0,8289.0,16758.0,38493.0,26654.0,38861.0,57792.0,62668.0,47193.0,147055.0,-13500.0,5000.0,-1744.0,578055.0,9296.0,1157,221703.0,356224.0,11985.0,60.0,50.0,106.0,192.0,508.0,1863.0,12833.0,2048.0,8779.0,15638.0,12745.0,15305.0,20826.0,18289.0,13132.0,57977.0,92893.0,215605.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690501,198.0,1048.0,2470.0,1400.0,1768.0,7500.0,21581.0,7465.0,17780.0,33654.0,23024.0,37028.0,48618.0,43665.0,30121.0,111987.0,-13500.0,5000.0,-1670.0,352166.0,12392.0,1190,227681.0,124267.0,13543.0,24.0,77.0,88.0,147.0,369.0,1410.0,10751.0,2215.0,7926.0,12111.0,8383.0,9730.0,10075.0,7803.0,6429.0,36605.0,143157.0,132465.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690501,207.0,2449.0,2218.0,2642.0,3276.0,8383.0,16134.0,9399.0,15456.0,28656.0,24595.0,37122.0,54110.0,49606.0,40895.0,233070.0,-11381.0,5000.0,208.0,381829.0,21806.0,1250,215067.0,166534.0,7539.0,27.0,373.0,186.0,421.0,1115.0,2234.0,6880.0,1240.0,4755.0,8541.0,8102.0,11982.0,20739.0,15723.0,11751.0,87851.0,147994.0,198431.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690501,85.0,1380.0,1600.0,1042.0,1004.0,6242.0,13951.0,4124.0,13029.0,30402.0,20976.0,31564.0,45575.0,39267.0,29048.0,198407.0,-12802.0,5000.0,78.0,144409.0,3556.0,1176,102155.0,41970.0,10670.0,10.0,101.0,106.0,103.0,491.0,1706.0,8755.0,931.0,5769.0,11607.0,8758.0,11098.0,15481.0,10713.0,7282.0,73591.0,106270.0,175094.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690501,220.0,2804.0,2484.0,2772.0,4635.0,16734.0,23257.0,8618.0,15379.0,30693.0,22793.0,37336.0,49406.0,38220.0,25368.0,161917.0,-10611.0,5000.0,-809.0,181477.0,5893.0,1244,131432.0,49769.0,12309.0,86.0,634.0,220.0,654.0,1556.0,4753.0,11622.0,2785.0,6215.0,8437.0,8094.0,10717.0,15574.0,11338.0,6713.0,54472.0,134997.0,163307.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690501,663.0,3004.0,8025.0,3011.0,1508.0,15999.0,43326.0,6497.0,15678.0,44664.0,24891.0,41404.0,92054.0,73750.0,60682.0,232511.0,-10992.0,5000.0,485.0,531926.0,8704.0,1070,227001.0,304757.0,16555.0,20.0,157.0,19.0,122.0,638.0,2902.0,29697.0,2116.0,6988.0,15036.0,11958.0,15657.0,22591.0,24923.0,19411.0,91699.0,129755.0,293792.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,260.0,4769.0,11734.0,4571.0,6005.0,25256.0,70207.0,14392.0,29914.0,74796.0,46184.0,56213.0,76202.0,78542.0,56889.0,184840.0,-13500.0,5000.0,-402.0,671033.0,10023.0,1143,410035.0,260856.0,32281.0,5.0,761.0,176.0,535.0,2313.0,7456.0,34328.0,2063.0,7655.0,16330.0,12208.0,17534.0,30940.0,23051.0,14448.0,39953.0,247441.0,286207.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,410.0,4246.0,4940.0,2993.0,2678.0,17706.0,65613.0,8059.0,14721.0,52720.0,25642.0,40966.0,73963.0,81279.0,64430.0,199794.0,-9920.0,5000.0,-1331.0,503414.0,8686.0,1108,296045.0,207256.0,23785.0,3.0,36.0,58.0,208.0,946.0,6305.0,44893.0,1670.0,3654.0,9595.0,9567.0,15612.0,34125.0,32691.0,18363.0,47574.0,161075.0,271585.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,265.0,3289.0,3574.0,3668.0,4259.0,13859.0,60656.0,8067.0,21594.0,63127.0,33975.0,52611.0,78663.0,60243.0,45158.0,265216.0,-10085.0,5000.0,-735.0,542834.0,14591.0,1192,336482.0,206282.0,19629.0,59.0,139.0,123.0,628.0,1675.0,3009.0,37339.0,1649.0,5876.0,17553.0,11271.0,20900.0,34595.0,19332.0,11816.0,84131.0,188341.0,279241.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,365.0,1929.0,3743.0,2553.0,1381.0,21880.0,51440.0,4539.0,10595.0,31369.0,17576.0,31244.0,51892.0,59792.0,51564.0,346208.0,-9945.0,5000.0,533.0,485524.0,10553.0,1120,241943.0,243440.0,16581.0,64.0,70.0,111.0,107.0,269.0,3286.0,25701.0,856.0,4064.0,8108.0,6599.0,12406.0,18629.0,20884.0,17395.0,145420.0,114046.0,309335.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,412.0,671.0,747.0,1024.0,901.0,5158.0,18264.0,3352.0,10287.0,27932.0,12111.0,18477.0,68738.0,58877.0,41804.0,311590.0,-8851.0,5000.0,2128.0,393635.0,16700.0,1144,159095.0,234372.0,7474.0,32.0,178.0,112.0,166.0,188.0,847.0,6742.0,739.0,3569.0,7814.0,5738.0,7888.0,22047.0,24642.0,13748.0,146481.0,101513.0,262351.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,33.0,479.0,740.0,750.0,1555.0,3749.0,19322.0,4179.0,6014.0,18441.0,8146.0,17701.0,38030.0,32884.0,22782.0,366696.0,-13198.0,5000.0,1989.0,432873.0,7986.0,1129,177866.0,254815.0,4747.0,,261.0,498.0,359.0,733.0,1408.0,12041.0,921.0,2109.0,4452.0,3998.0,9044.0,18250.0,12985.0,7478.0,171102.0,69156.0,277406.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,110.0,1736.0,1283.0,1383.0,4022.0,12107.0,49052.0,10639.0,24072.0,55592.0,32623.0,41513.0,61646.0,63185.0,47176.0,169273.0,-8417.0,5000.0,-409.0,536478.0,21484.0,1287,330401.0,206123.0,13433.0,17.0,1039.0,268.0,476.0,1359.0,3347.0,22618.0,2964.0,9202.0,14081.0,12622.0,19054.0,27710.0,23055.0,16838.0,63792.0,153461.0,232051.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,103.0,553.0,667.0,1087.0,2411.0,6199.0,53599.0,8404.0,20736.0,55999.0,34373.0,54114.0,139951.0,78533.0,44971.0,101654.0,-8941.0,5000.0,-2023.0,463677.0,32790.0,1270,304768.0,158720.0,12410.0,14.0,178.0,189.0,353.0,847.0,1598.0,14921.0,1656.0,7894.0,16031.0,14059.0,25951.0,64793.0,26470.0,12859.0,33687.0,173074.0,222761.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,116.0,444.0,680.0,1343.0,3540.0,6763.0,26510.0,6934.0,19653.0,33769.0,17303.0,28608.0,114226.0,63776.0,26564.0,83745.0,-11542.0,5000.0,-1549.0,424030.0,17000.0,1155,259280.0,164540.0,6683.0,10.0,149.0,93.0,260.0,666.0,1466.0,7956.0,1543.0,8835.0,12872.0,6052.0,12238.0,53653.0,28283.0,6711.0,27539.0,124528.0,168273.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,62.0,169.0,198.0,488.0,2237.0,8807.0,38019.0,12146.0,28826.0,60847.0,29414.0,44684.0,152813.0,85047.0,49873.0,137095.0,-10576.0,5000.0,-1026.0,585217.0,11899.0,1076,300524.0,284607.0,13841.0,16.0,19.0,28.0,208.0,1054.0,4942.0,14909.0,3691.0,9746.0,19516.0,9225.0,18632.0,74431.0,31245.0,20348.0,44588.0,174628.0,253210.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,162.0,568.0,607.0,2208.0,4277.0,5772.0,60662.0,7824.0,21353.0,48297.0,28520.0,46543.0,117645.0,58539.0,26645.0,139027.0,-8784.0,5000.0,-1612.0,491049.0,14480.0,1207,295104.0,195779.0,14613.0,18.0,196.0,250.0,1540.0,1976.0,1444.0,15557.0,1241.0,6082.0,11880.0,5216.0,22570.0,44841.0,28251.0,11008.0,53719.0,173505.0,205651.0
