createAt,manageObject,M8011C86,M8011C95,M8011C101,M8011C107,M8011C189,M8011C191,M8011C25,M8011C26,M8011C27,M8011C28,M8011C29,M8011C30,M8011C31,M8011C32,M8011C33,M8011C34,M8011C36,M8011C37,M8011C51,M8011C54,M8011C57,M8011C58,M8011C79,M8011C226,M8011C12,M8011C13,M8011C14,M8011C15,M8011C16,M8011C17,M8011C18,M8011C19,M8011C20,M8011C21,M8011C23,M8011C24,M8011C38,M8011C39,M8011C40,M8011C41,M8011C42,M8011C43,M8011C44,M8011C45,M8011C46,M8011C47,M8011C49,M8011C50,M8011C55,M8011C56,M8011C60,M8011C61,M8011C74,M8011C227,M8011C297,M8011C298,M8011C323,M8011C324,M8011C325,M8011C326,M8011C327,M8011C328,M8011C317,M8011C321,M8011C322,M8011C318,M8011C319,M8011C320,M8011C59
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,30.0,30.0,840550,48174,11258,6.0,1.0,1.0,1.0,2.0,1.0,6.0,92,12,272445,1083.0,,1.0,900000,1083.0,896286,3552.0,46.0,11.0,8.0,9.0,1.0,87.0,,,80.0,1.0,12289104,,372.0,65296,244.0,,,,,4152674,3600000,12674.0,,2.0,826362,73638,900000,12674.0,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,25.0,25.0,838649,50062,11270,9.0,1.0,,2.0,1.0,,6.0,92,12,279761,755.0,,2.0,900000,755.0,893635,6294.0,21.0,3.0,2.0,8.0,,37.0,,,80.0,1.0,12285936,,416.0,66988,153.0,,,,,4159867,3600000,19867.0,,2.0,826758,73242,900000,19867.0,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,34.0,34.0,842217,46456,11307,11.0,2.0,1.0,1.0,,,5.0,92,12,266027,1537.0,,1.0,900000,1537.0,897855,1869.0,48.0,7.0,16.0,11.0,,194.0,,,80.0,1.0,12291200,,505.0,63558,458.0,,,,,4149348,3600000,9348.0,,2.0,826113,73887,900000,9348.0,,,,,,,,,,,,,,,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,37.0,37.0,841940,46252,11365,157.0,17.0,46.0,84.0,38.0,26.0,75.0,92,12,273375,10089.0,,2.0,900000,10089.0,893393,4267.0,510.0,94.0,249.0,166.0,11.0,1310.0,,,80.0,2.0,12294448,,6121.0,63856,634.0,,,,,4180425,3600000,40425.0,,2.0,825714,74286,900000,40541.0,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,29.0,29.0,842745,46000,11251,3.0,,,1.0,,,,64,12,263148,482.0,,1.0,900000,482.0,898766,1190.0,34.0,5.0,1.0,3.0,1.0,,,,64.0,,12290968,,199.0,62882,221.0,,,,,4143912,3600000,3912.0,,1.0,826136,73864,900000,3796.0,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,41.0,41.0,842434,45877,11314,89.0,12.0,11.0,71.0,67.0,13.0,112.0,92,12,270980,8990.0,,1.0,900000,8990.0,893874,2666.0,975.0,511.0,819.0,356.0,60.0,739.0,,,80.0,2.0,12295952,,3199.0,64605,1931.0,,,,,4180605,3600000,40605.0,,2.0,825491,74509,900000,40605.0,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,35.0,35.0,842691,45685,11302,60.0,21.0,24.0,60.0,43.0,26.0,88.0,92,12,269104,7902.0,,1.0,900000,7902.0,896197,1955.0,548.0,163.0,215.0,124.0,19.0,777.0,,2.0,95.0,1.0,12292216,,3237.0,63332,651.0,,,,,4165706,3600000,25706.0,,2.0,825953,74047,900000,25706.0,,,,,,,,,,,,,,,
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,50.0,50.0,754678,43488,11099,982.0,1485.0,1286.0,8543.0,5586.0,1627.0,71226.0,92,100,2242154,1981524.0,1.0,3.0,900000,1981524.0,822271,34853.0,12711.0,3895.0,5776.0,3906.0,389.0,15659.0,105.0,435.0,100.0,32.0,12437536,26.0,155882.0,84920,16174.0,4.0,3.0,,,4705644,3600000,565644.0,1.0,3.0,807803,92197,900000,565826.0,5.0,2.0,,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,74.0,74.0,692316,42976,11853,2697.0,1518.0,3095.0,15097.0,9441.0,3260.0,117747.0,92,160,3601871,3339177.0,2.0,4.0,900000,3339177.0,755211,77738.0,17618.0,7181.0,11500.0,5918.0,1207.0,22733.0,307.0,587.0,100.0,55.0,12712704,90.0,268572.0,117857,35868.0,16.0,6.0,1.0,12.0,5093747,3600000,953747.0,2.0,4.0,773412,126588,900000,953570.0,22.0,13.0,,3.0,,8.0,7.0,4.0,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,121.0,121.0,753293,43831,11778,1917.0,990.0,2502.0,8294.0,4824.0,2043.0,70528.0,92,99,2237628,1975870.0,1.0,3.0,900000,1975870.0,732857,84029.0,38713.0,8382.0,14107.0,8644.0,3193.0,7723.0,1088.0,1264.0,100.0,54.0,13361920,4518.0,93472.0,118611,162490.0,1564.0,61.0,153.0,1074.0,5069329,3600000,929329.0,2.0,3.0,692260,207740,900000,929352.0,393.0,2459.0,9.0,9.0,40.0,421.0,87.0,392.0,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,90.0,90.0,722535,45881,14303,3428.0,2258.0,2666.0,10688.0,7419.0,2823.0,87999.0,92,126,2826997,2562283.0,2.0,4.0,900000,2562283.0,602509,161198.0,64713.0,17164.0,20341.0,11106.0,2298.0,18656.0,458.0,1557.0,100.0,92.0,13579032,225.0,262101.0,122198,168589.0,133.0,126.0,6.0,39.0,5728082,3600000,1588082.0,4.0,4.0,665134,234866,900000,1588138.0,107.0,197.0,2.0,55.0,1.0,31.0,8.0,81.0,,,,,,,
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,88.0,88.0,818549,49732,14060,1456.0,626.0,619.0,1781.0,1504.0,535.0,11138.0,92,31,698810,433264.0,1.0,4.0,900000,433264.0,778396,76865.0,19169.0,5517.0,6053.0,3644.0,612.0,9276.0,95.0,373.0,95.0,37.0,12588616,32.0,145763.0,76663,26103.0,14.0,5.0,,12.0,4760556,3600000,620556.0,1.0,4.0,788943,111057,900000,620472.0,14.0,17.0,,1.0,,7.0,1.0,7.0,,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,82.0,82.0,823736,46216,12276,1113.0,635.0,544.0,1557.0,1464.0,406.0,12053.0,92,30,663936,399622.0,,3.0,900000,399622.0,819434,48154.0,16897.0,2781.0,2332.0,1100.0,117.0,8977.0,69.0,139.0,100.0,25.0,12642520,3.0,71687.0,78109,32667.0,10.0,,,3.0,4572509,3600000,432509.0,1.0,3.0,782096,117904,900000,432912.0,7.0,6.0,,,,1.0,1.0,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,73.0,73.0,761804,42275,12108,1719.0,2796.0,1326.0,7674.0,6184.0,1528.0,62586.0,92,92,2071253,1810079.0,1.0,4.0,900000,1810079.0,776074,54290.0,29324.0,6480.0,7388.0,4266.0,809.0,19316.0,486.0,1567.0,100.0,48.0,12699688,115.0,197478.0,71236,39224.0,69.0,1.0,,1.0,4970653,3600000,830653.0,2.0,3.0,775120,124880,900000,830258.0,36.0,35.0,1.0,,,,1.0,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,75.0,75.0,790198,43140,11790,1157.0,708.0,683.0,5228.0,3265.0,1015.0,42816.0,92,65,1464838,1203824.0,1.0,3.0,900000,1203824.0,840059,28447.0,6349.0,1844.0,2284.0,2617.0,127.0,18097.0,96.0,80.0,100.0,27.0,12393296,6.0,113979.0,74716,11921.0,,4.0,,,4618596,3600000,478596.0,1.0,3.0,813318,86682,900000,478600.0,,4.0,,3.0,,,,3.0,,,,,,,
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,77.0,77.0,663581,36855,10930,2166.0,3478.0,1845.0,17526.0,12452.0,3370.0,147797.0,92,193,4342367,4082537.0,3.0,4.0,900000,4082537.0,808717,48485.0,13585.0,4044.0,3394.0,2156.0,279.0,18594.0,200.0,546.0,100.0,36.0,12455064,110.0,297146.0,88395,15271.0,11.0,,1.0,1.0,4769972,3600000,629972.0,1.0,3.0,805612,94388,900000,630057.0,11.0,2.0,,,,,,,1.0,1.0,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,58.0,58.0,640048,36029,10490,2376.0,1867.0,2499.0,20643.0,12319.0,3776.0,169953.0,92,218,4904146,4644596.0,3.0,4.0,900000,4644596.0,813066,38020.0,7363.0,4173.0,3719.0,3008.0,248.0,29605.0,203.0,595.0,100.0,44.0,12472408,64.0,305295.0,109634,12473.0,6.0,,,,4908110,3600000,768110.0,1.0,4.0,803449,96551,900000,768069.0,4.0,2.0,,,,,,,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,69.0,69.0,687823,39298,10827,1931.0,4441.0,2838.0,15847.0,11562.0,2966.0,122467.0,92,166,3736167,3476413.0,2.0,4.0,900000,3476413.0,812432,39472.0,9903.0,4477.0,4250.0,3255.0,245.0,25019.0,273.0,674.0,100.0,41.0,12497536,48.0,245189.0,102723,17847.0,10.0,,1.0,1.0,4861135,3600000,721135.0,1.0,3.0,800221,99779,900000,722325.0,8.0,4.0,,,,,,,1.0,1.0,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,65.0,65.0,666308,39432,11031,2768.0,2023.0,2339.0,17802.0,11577.0,3911.0,142809.0,92,189,4249714,3989944.0,3.0,4.0,900000,3989944.0,777195,40157.0,8833.0,6027.0,6823.0,7106.0,564.0,50042.0,947.0,2306.0,100.0,70.0,12592776,168.0,317640.0,117154,18505.0,22.0,,,1.0,5369524,3600000,1229524.0,2.0,4.0,788503,111497,900000,1230112.0,19.0,4.0,,,,,,,,,,,,,
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,71.0,71.0,667395,39856,11497,3125.0,3398.0,2235.0,18180.0,13276.0,3997.0,137041.0,92,186,4193554,3933870.0,3.0,4.0,900000,3933870.0,758654,52348.0,10159.0,7361.0,5875.0,5013.0,657.0,55857.0,1266.0,2810.0,100.0,78.0,12566912,90.0,386423.0,77970,12280.0,8.0,2.0,,,5510649,3600000,1370649.0,2.0,4.0,791560,108440,900000,1369534.0,6.0,4.0,,,,,,,1.0,1.0,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,108.0,108.0,762904,42826,11628,1621.0,1669.0,1296.0,8529.0,5832.0,1678.0,62017.0,92,91,2058222,1797856.0,1.0,4.0,900000,1797856.0,799564,42754.0,16260.0,7572.0,7248.0,4506.0,520.0,20624.0,332.0,620.0,100.0,43.0,12598968,115.0,176592.0,83892,26425.0,24.0,12.0,,,4889193,3600000,749193.0,1.0,4.0,787731,112269,900000,749099.0,22.0,14.0,,7.0,,,1.0,6.0,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,83.0,83.0,782558,46225,11882,1326.0,1691.0,1091.0,5691.0,4260.0,1054.0,44222.0,92,69,1557856,1296754.0,1.0,3.0,900000,1296754.0,833260,30518.0,9281.0,3472.0,5644.0,3715.0,354.0,13383.0,137.0,236.0,100.0,28.0,12380248,14.0,139167.0,71048,5636.0,2.0,,,,4633997,3600000,493997.0,1.0,3.0,814953,85047,900000,493392.0,2.0,,,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,80.0,80.0,827873,45399,11764,1263.0,564.0,459.0,1680.0,1197.0,423.0,9378.0,92,26,586981,325803.0,,3.0,900000,325803.0,841318,27188.0,12372.0,3093.0,4466.0,2866.0,252.0,8283.0,37.0,125.0,95.0,22.0,12555816,14.0,60085.0,70021,23346.0,1.0,,,2.0,4522143,3600000,382143.0,1.0,3.0,792909,107091,900000,382152.0,3.0,,,,,,,,,,,,,,
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,82.0,82.0,819413,45525,11751,800.0,584.0,562.0,2450.0,1850.0,581.0,16484.0,92,34,773030,509248.0,,3.0,900000,509248.0,839068,17648.0,15027.0,5023.0,10054.0,3327.0,602.0,9229.0,11.0,11.0,95.0,26.0,12379680,9.0,81354.0,70912,8659.0,1.0,,,,4594158,3600000,454158.0,1.0,2.0,815131,84869,900000,454129.0,1.0,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,87.0,87.0,769315,42285,11152,1160.0,845.0,983.0,8676.0,4810.0,1406.0,59368.0,92,86,1934994,1674900.0,1.0,3.0,900000,1674900.0,824913,35378.0,9337.0,2963.0,6496.0,2484.0,287.0,17419.0,201.0,522.0,100.0,32.0,12546704,2.0,143152.0,72906,20658.0,5.0,,,,4702153,3600000,562153.0,1.0,3.0,794162,105838,900000,562153.0,4.0,1.0,,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,59.0,59.0,815480,44347,11484,755.0,430.0,470.0,2845.0,1710.0,645.0,21834.0,92,39,885624,626062.0,,3.0,900000,626062.0,854185,22081.0,4896.0,1707.0,2911.0,2319.0,277.0,10999.0,206.0,419.0,100.0,20.0,12426336,84.0,73441.0,66559,13920.0,35.0,,,,4487653,3600000,347653.0,1.0,4.0,809108,90892,900000,348622.0,21.0,14.0,,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,51.0,51.0,792173,43581,11717,1256.0,569.0,1163.0,4905.0,2990.0,1220.0,40426.0,92,63,1407756,1148198.0,1.0,3.0,900000,1148198.0,800925,29562.0,23054.0,7406.0,14364.0,7449.0,912.0,15837.0,104.0,387.0,100.0,43.0,12784048,198.0,59476.0,99891,78433.0,31.0,2.0,2.0,17.0,4894582,3600000,754582.0,1.0,3.0,764449,135551,900000,755281.0,17.0,35.0,,,,,,,,,,,,,
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,33.0,33.0,804528,43974,11549,911.0,316.0,848.0,4127.0,2312.0,937.0,30498.0,92,50,1138838,879384.0,1.0,2.0,900000,879384.0,843588,25407.0,9501.0,2868.0,5775.0,4492.0,323.0,7998.0,25.0,23.0,95.0,22.0,12509872,8.0,50651.0,94868,28675.0,1.0,,,1.0,4523981,3600000,383981.0,1.0,2.0,798944,101056,900000,382313.0,2.0,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,36.0,36.0,805990,44226,11567,922.0,340.0,953.0,3737.0,2613.0,935.0,28717.0,92,49,1088002,828640.0,1.0,2.0,900000,828640.0,828113,34044.0,15592.0,4037.0,7139.0,3539.0,347.0,7114.0,14.0,61.0,95.0,25.0,12575384,18.0,42692.0,93945,49821.0,15.0,,1.0,,4577519,3600000,437519.0,1.0,2.0,790584,109416,900000,438588.0,8.0,8.0,,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,118.0,118.0,737128,40809,11073,1251.0,1150.0,1389.0,11187.0,6205.0,2295.0,87513.0,92,119,2679279,2419653.0,2.0,2.0,900000,2419653.0,830347,31893.0,5833.0,2438.0,3452.0,4112.0,321.0,20776.0,225.0,603.0,95.0,33.0,12627976,244.0,136864.0,103765,42258.0,13.0,,,3.0,4710751,3600000,570751.0,1.0,3.0,783988,116012,900000,569682.0,12.0,4.0,,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,37.0,37.0,826814,44552,11403,383.0,145.0,368.0,1678.0,1052.0,359.0,13246.0,92,28,624965,365775.0,,2.0,900000,365775.0,880850,9184.0,2319.0,610.0,1133.0,887.0,54.0,4952.0,5.0,6.0,95.0,8.0,12412456,,24114.0,70219,11438.0,,,,1.0,4284466,3600000,144466.0,,2.0,810827,89173,900000,145714.0,1.0,,,,,,,,,,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,44.0,44.0,754263,41348,11241,1212.0,1810.0,1513.0,9092.0,6257.0,1861.0,71403.0,92,101,2285799,2026377.0,1.0,3.0,900000,2026377.0,844307,30085.0,5715.0,2250.0,3051.0,2081.0,297.0,12039.0,28.0,147.0,95.0,22.0,12516688,52.0,114404.0,86149,32754.0,19.0,,,,4526208,3600000,386208.0,1.0,3.0,798005,101995,900000,384966.0,5.0,14.0,,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,110.0,110.0,812722,46775,11859,1783.0,1917.0,1473.0,2797.0,2062.0,740.0,17872.0,92,39,862765,600279.0,1.0,3.0,900000,600279.0,807363,54552.0,10504.0,2512.0,3637.0,2297.0,197.0,18584.0,76.0,278.0,95.0,34.0,12838040,22.0,80100.0,74376,51420.0,11.0,1.0,,1.0,4740480,3600000,600480.0,1.0,3.0,757648,142352,900000,600813.0,7.0,6.0,,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,110.0,110.0,717507,42813,11881,2687.0,4377.0,12085.0,12129.0,7756.0,2616.0,86149.0,92,130,2934577,2673339.0,2.0,4.0,900000,2673339.0,708806,44079.0,30505.0,13056.0,16840.0,11397.0,2451.0,65367.0,2978.0,4521.0,100.0,107.0,12663704,323.0,350822.0,94166,25164.0,38.0,,1.0,,6021940,3600000,1881940.0,3.0,4.0,779613,120387,900000,1882444.0,14.0,25.0,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,73.0,73.0,779084,44081,12095,1856.0,804.0,1652.0,6562.0,4017.0,1451.0,48398.0,92,75,1680197,1420171.0,1.0,3.0,900000,1420171.0,756645,30153.0,13473.0,8357.0,17918.0,13512.0,2702.0,47945.0,4829.0,4466.0,100.0,85.0,12480584,131.0,227732.0,82951,20637.0,12.0,,,,5630613,3600000,1490613.0,2.0,3.0,802461,97539,900000,1491012.0,5.0,7.0,,,,,,,,,,,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,77.0,77.0,738616,41232,11239,1578.0,3102.0,3222.0,10350.0,8242.0,2098.0,80321.0,92,115,2585116,2325222.0,1.0,3.0,900000,2325222.0,801926,23740.0,8306.0,6073.0,12497.0,11671.0,617.0,34379.0,361.0,430.0,100.0,56.0,12368104,69.0,218218.0,78707,7925.0,11.0,,,,5124412,3600000,984412.0,1.0,3.0,816507,83493,900000,985605.0,6.0,5.0,,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,78.0,78.0,795655,45161,12274,1657.0,724.0,1613.0,4849.0,3137.0,1163.0,33767.0,92,58,1301414,1040592.0,1.0,3.0,900000,1040592.0,604733,108763.0,52175.0,11364.0,17647.0,14245.0,2236.0,76018.0,2533.0,10286.0,100.0,139.0,13069792,165.0,256088.0,134608,78877.0,27.0,9.0,7.0,42.0,6569308,3600000,2429308.0,4.0,4.0,728783,171217,900000,2428545.0,35.0,50.0,3.0,7.0,6.0,26.0,19.0,23.0,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,68.0,68.0,662792,38429,12267,3741.0,3354.0,2432.0,17597.0,12758.0,3938.0,142692.0,92,192,4315322,4054060.0,3.0,4.0,900000,4054060.0,666097,119613.0,34839.0,12661.0,13661.0,8508.0,1722.0,38668.0,1202.0,3029.0,100.0,90.0,12862752,245.0,435157.0,105372,55689.0,32.0,5.0,1.0,,5707859,3600000,1567859.0,3.0,4.0,754285,145715,900000,1567069.0,22.0,16.0,,,1.0,,1.0,,2.0,2.0,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,105.0,105.0,705426,40293,11618,2603.0,1795.0,2069.0,13399.0,8163.0,2535.0,112099.0,92,150,3370565,3109379.0,2.0,4.0,900000,3109379.0,704221,101009.0,35788.0,10768.0,13218.0,7910.0,1499.0,22331.0,991.0,2265.0,100.0,69.0,13111800,771.0,262568.0,122984,84818.0,142.0,90.0,62.0,202.0,5349625,3600000,1209625.0,2.0,4.0,723861,176139,900000,1208882.0,234.0,262.0,50.0,57.0,41.0,140.0,112.0,176.0,2.0,4.0,1.0,,1.0,2.0,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,86.0,86.0,739703,43173,12290,1949.0,886.0,779.0,9969.0,6016.0,1684.0,83551.0,92,114,2561451,2300033.0,2.0,3.0,900000,2300033.0,743566,80626.0,27163.0,6166.0,10080.0,5212.0,632.0,25563.0,357.0,635.0,100.0,58.0,12610080,224.0,254276.0,79429,38895.0,15.0,1.0,21.0,22.0,5143370,3600000,1003370.0,2.0,4.0,786045,113955,900000,1003574.0,32.0,27.0,,,9.0,5.0,4.0,10.0,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,120.0,120.0,482282,29060,9114,3028.0,2297.0,4422.0,36407.0,20629.0,6371.0,306390.0,92,378,8514963,8253593.0,5.0,4.0,900000,8253593.0,388494,284138.0,121254.0,30529.0,35787.0,14343.0,4555.0,16565.0,1497.0,2838.0,100.0,147.0,14726160,5978.0,472605.0,177773,432358.0,1112.0,200.0,227.0,1788.0,6678425,3600000,2538425.0,6.0,4.0,521918,378082,900000,2540583.0,1541.0,1786.0,61.0,147.0,189.0,1685.0,649.0,1433.0,2.0,2.0,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,98.0,98.0,752401,42180,11920,2261.0,853.0,861.0,8874.0,5340.0,1724.0,73586.0,92,103,2305995,2045657.0,1.0,4.0,900000,2045657.0,771390,60853.0,19554.0,7360.0,8777.0,6033.0,751.0,23689.0,574.0,1019.0,100.0,52.0,12657320,50.0,220759.0,68482,44384.0,15.0,,,,5043454,3600000,903454.0,2.0,4.0,779602,120398,900000,903506.0,9.0,6.0,1.0,,,,,1.0,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,90.0,90.0,660658,37413,10595,1533.0,1441.0,1657.0,17886.0,10467.0,2802.0,155548.0,92,197,4430922,4168100.0,3.0,3.0,900000,4168100.0,776425,63272.0,19713.0,5894.0,6312.0,2980.0,444.0,23995.0,234.0,731.0,100.0,48.0,12551904,122.0,310374.0,89552,29686.0,54.0,,,,4975126,3600000,835126.0,2.0,4.0,794260,105740,900000,832855.0,47.0,7.0,,,,,,,,,,,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,102.0,102.0,762978,43969,12227,1708.0,849.0,1410.0,8464.0,4757.0,1342.0,62296.0,92,91,2060235,1798461.0,1.0,4.0,900000,1798461.0,784357,70047.0,19376.0,5204.0,4690.0,2150.0,391.0,12992.0,191.0,602.0,100.0,37.0,12901696,658.0,143617.0,88539,77304.0,147.0,8.0,12.0,966.0,4794890,3600000,654890.0,1.0,4.0,749808,150192,900000,654895.0,457.0,676.0,4.0,2.0,6.0,683.0,212.0,483.0,1.0,1.0,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,117.0,117.0,742346,42378,12139,2129.0,1177.0,1735.0,10876.0,6515.0,2007.0,78698.0,92,112,2514429,2251019.0,2.0,4.0,900000,2251019.0,740608,101253.0,20368.0,5906.0,5423.0,3462.0,478.0,20877.0,266.0,1359.0,100.0,52.0,13088160,230.0,191404.0,97269,86833.0,120.0,19.0,1.0,21.0,5050210,3600000,910210.0,2.0,4.0,725850,174150,900000,911339.0,102.0,59.0,3.0,7.0,,3.0,6.0,7.0,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,98.0,98.0,820057,46081,11887,919.0,701.0,447.0,2121.0,1499.0,533.0,15755.0,92,33,750092,485122.0,,3.0,900000,485122.0,838833,37454.0,9322.0,2662.0,3197.0,1501.0,255.0,6575.0,72.0,129.0,95.0,19.0,12609624,24.0,65786.0,68352,29684.0,14.0,1.0,,1.0,4480703,3600000,340703.0,1.0,3.0,786919,113081,900000,339287.0,6.0,10.0,,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,93.0,93.0,717215,41531,11447,2265.0,1162.0,1936.0,12387.0,7908.0,2253.0,101896.0,92,137,3077325,2813343.0,2.0,3.0,900000,2813343.0,657055,149674.0,59138.0,10799.0,8090.0,3133.0,445.0,10646.0,155.0,865.0,100.0,64.0,12986360,102.0,282303.0,104558,82903.0,26.0,,,7.0,5256000,3600000,1116000.0,3.0,3.0,739185,160815,900000,1117299.0,19.0,14.0,1.0,,,6.0,1.0,6.0,,,,,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,84.0,84.0,549459,31406,9354,1756.0,1864.0,2944.0,29408.0,15997.0,5005.0,252807.0,92,312,7031916,6771410.0,5.0,4.0,900000,6771410.0,736095,91864.0,17901.0,7240.0,5193.0,3698.0,506.0,34300.0,679.0,2524.0,100.0,65.0,13457264,3687.0,428727.0,146086,106779.0,513.0,113.0,60.0,119.0,5271290,3600000,1131290.0,2.0,4.0,680240,219760,900000,1130276.0,684.0,121.0,12.0,46.0,30.0,52.0,114.0,26.0,5.0,5.0,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,129.0,129.0,500867,30133,8763,1950.0,2493.0,5535.0,33755.0,17451.0,6180.0,292873.0,92,360,8098207,7837357.0,5.0,4.0,900000,7837357.0,699693,97438.0,33461.0,11956.0,12395.0,7136.0,1516.0,31356.0,1298.0,3751.0,100.0,78.0,13749848,3796.0,340907.0,229691,170984.0,581.0,141.0,107.0,427.0,5498223,3600000,1358223.0,3.0,4.0,643866,256134,900000,1357938.0,821.0,435.0,24.0,60.0,48.0,116.0,186.0,62.0,13.0,12.0,12.0,1.0,2.0,8.0,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,79.0,79.0,746478,42247,11239,1336.0,595.0,817.0,9597.0,5462.0,1609.0,80620.0,92,109,2442617,2180115.0,1.0,3.0,900000,2180115.0,738679,103431.0,25860.0,5895.0,6111.0,2905.0,667.0,14179.0,412.0,1861.0,100.0,48.0,13281448,716.0,128847.0,101279,130919.0,178.0,48.0,71.0,87.0,4979377,3600000,839377.0,2.0,4.0,702317,197683,900000,839688.0,213.0,171.0,13.0,6.0,23.0,36.0,14.0,64.0,1.0,3.0,,,,2.0,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,89.0,89.0,503837,30644,8814,1965.0,2242.0,5342.0,34179.0,17529.0,5653.0,289795.0,92,357,8028473,7767903.0,5.0,4.0,900000,7767903.0,628759,139249.0,47263.0,15373.0,18446.0,9579.0,2101.0,33869.0,1096.0,4265.0,100.0,98.0,13790848,1787.0,434616.0,224463,167166.0,244.0,120.0,147.0,325.0,5835682,3600000,1695682.0,3.0,4.0,638649,261351,900000,1695420.0,386.0,450.0,7.0,44.0,78.0,169.0,125.0,173.0,2.0,2.0,,,,,
