createAt,manageObject,M8029C207,M8029C209,M8029C210,M8029C211,M8029C31,M8029C32,M8029C186,M8029C187,M8029C188,M8029C189,M8029C190,M8029C191,M8029C192,M8029C193,M8029C194,M8029C196,M8029C198,M8029C199,M8029C200,M8029C201,M8029C202,M8029C203,M8029C204,M8029C205,M8029C224,M8029C195,M8029C197,M8029C208
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,20.0,93.0,733.0,100,46.0,328.0,610.0,1234.0,1439.0,1310.0,62.0,68.0,88.0,75.0,10.0,15.0,511.0,1110.0,1295.0,1202.0,60.0,66.0,88.0,72.0,90000,14.0,7.0,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,23.0,107.0,954.0,100,75.0,330.0,553.0,725.0,827.0,703.0,48.0,22.0,41.0,20.0,9.0,1.0,470.0,698.0,779.0,675.0,40.0,22.0,39.0,20.0,90000,1.0,3.0,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,16.0,83.0,720.0,100,48.0,288.0,387.0,452.0,381.0,315.0,52.0,40.0,30.0,21.0,2.0,1.0,324.0,395.0,347.0,286.0,51.0,37.0,29.0,21.0,90000,4.0,2.0,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,22.0,80.0,740.0,100,58.0,224.0,386.0,453.0,505.0,724.0,34.0,23.0,39.0,73.0,6.0,1.0,328.0,425.0,460.0,633.0,34.0,23.0,39.0,73.0,90000,1.0,4.0,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,10.0,70.0,566.0,100,32.0,172.0,187.0,297.0,283.0,275.0,21.0,33.0,29.0,25.0,7.0,4.0,140.0,243.0,240.0,223.0,21.0,33.0,27.0,25.0,90000,5.0,7.0,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,18.0,72.0,972.0,100,45.0,235.0,735.0,1026.0,1120.0,1068.0,62.0,87.0,103.0,102.0,13.0,16.0,621.0,868.0,958.0,913.0,60.0,87.0,101.0,102.0,90000,16.0,14.0,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,14.0,73.0,1031.0,100,51.0,232.0,201.0,259.0,189.0,187.0,20.0,10.0,9.0,16.0,2.0,,177.0,242.0,177.0,164.0,20.0,10.0,9.0,16.0,90000,2.0,3.0,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,20.0,80.0,1425.0,100,48.0,212.0,268.0,528.0,537.0,563.0,3.0,13.0,14.0,22.0,1.0,9.0,261.0,478.0,488.0,507.0,3.0,13.0,12.0,22.0,90000,9.0,9.0,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,23.0,68.0,2196.0,100,42.0,186.0,356.0,545.0,615.0,722.0,17.0,30.0,19.0,29.0,2.0,1.0,332.0,507.0,592.0,689.0,16.0,30.0,19.0,29.0,90000,2.0,1.0,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,22.0,54.0,1464.0,100,57.0,215.0,705.0,1059.0,1264.0,1646.0,69.0,88.0,82.0,90.0,7.0,5.0,616.0,963.0,1164.0,1534.0,69.0,88.0,80.0,89.0,90000,2.0,6.0,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,23.0,78.0,2956.0,100,57.0,203.0,310.0,481.0,545.0,706.0,17.0,24.0,29.0,45.0,3.0,5.0,281.0,433.0,498.0,631.0,16.0,23.0,25.0,43.0,90000,5.0,8.0,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,23.0,88.0,2605.0,100,72.0,249.0,1112.0,1479.0,1855.0,1978.0,155.0,171.0,183.0,140.0,13.0,17.0,914.0,1227.0,1610.0,1774.0,150.0,165.0,181.0,137.0,90000,22.0,16.0,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,20.0,64.0,3081.0,100,49.0,206.0,453.0,592.0,536.0,642.0,53.0,63.0,38.0,61.0,13.0,11.0,350.0,497.0,460.0,528.0,52.0,60.0,36.0,61.0,90000,9.0,14.0,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,24.0,56.0,3213.0,100,39.0,206.0,297.0,521.0,513.0,497.0,46.0,42.0,42.0,26.0,1.0,3.0,247.0,467.0,461.0,464.0,41.0,40.0,40.0,26.0,90000,2.0,1.0,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,23.0,54.0,3037.0,100,31.0,174.0,727.0,1097.0,979.0,904.0,34.0,46.0,43.0,21.0,22.0,36.0,609.0,807.0,785.0,679.0,27.0,35.0,31.0,18.0,90000,58.0,41.0,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,21.0,41.0,4282.0,100,23.0,131.0,1519.0,1830.0,1828.0,1577.0,149.0,218.0,149.0,145.0,11.0,48.0,1339.0,1499.0,1488.0,1267.0,143.0,213.0,146.0,143.0,90000,29.0,42.0,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,24.0,56.0,5017.0,100,49.0,155.0,1411.0,2105.0,2335.0,2430.0,129.0,184.0,180.0,187.0,8.0,17.0,1250.0,1854.0,2091.0,2193.0,127.0,181.0,175.0,187.0,90000,17.0,13.0,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,24.0,48.0,6033.0,100,62.0,171.0,1743.0,2396.0,2593.0,2289.0,114.0,241.0,229.0,131.0,13.0,25.0,1590.0,2110.0,2268.0,2105.0,109.0,240.0,226.0,128.0,90000,11.0,14.0,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,25.0,55.0,6227.0,100,39.0,152.0,1353.0,3454.0,5289.0,6175.0,126.0,221.0,337.0,336.0,17.0,48.0,1171.0,3110.0,4791.0,5671.0,106.0,205.0,304.0,311.0,90000,35.0,46.0,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,25.0,40.0,6574.0,100,73.0,183.0,2020.0,3245.0,3553.0,3300.0,229.0,332.0,365.0,265.0,,12.0,1791.0,2869.0,3147.0,2970.0,228.0,326.0,361.0,263.0,90000,13.0,14.0,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,24.0,18.0,5448.0,100,54.0,121.0,6360.0,9269.0,10136.0,11788.0,502.0,832.0,929.0,695.0,164.0,303.0,5320.0,7648.0,8258.0,10178.0,437.0,724.0,768.0,588.0,90000,252.0,284.0,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,25.0,30.0,7464.0,100,79.0,164.0,1472.0,2275.0,2513.0,2411.0,140.0,253.0,316.0,239.0,10.0,25.0,1289.0,1957.0,2134.0,2116.0,118.0,207.0,260.0,225.0,90000,18.0,15.0,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,24.0,17.0,10213.0,100,87.0,157.0,1359.0,2208.0,2715.0,3012.0,164.0,295.0,409.0,414.0,8.0,17.0,1190.0,1880.0,2285.0,2546.0,123.0,202.0,304.0,295.0,90000,15.0,23.0,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,25.0,22.0,4967.0,100,57.0,125.0,3151.0,5055.0,5638.0,5197.0,186.0,462.0,577.0,466.0,29.0,34.0,2855.0,4497.0,4947.0,4586.0,180.0,440.0,554.0,458.0,90000,27.0,41.0,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,25.0,31.0,2775.0,100,55.0,141.0,2771.0,3282.0,3263.0,2977.0,290.0,382.0,313.0,285.0,28.0,17.0,2372.0,2838.0,2879.0,2642.0,284.0,371.0,300.0,267.0,90000,14.0,14.0,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,25.0,25.0,3856.0,100,35.0,132.0,8263.0,9895.0,7686.0,6501.0,882.0,1257.0,831.0,749.0,33.0,59.0,7248.0,8326.0,6625.0,5580.0,867.0,1244.0,826.0,740.0,90000,82.0,46.0,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,26.0,44.0,3542.0,100,16.0,127.0,1009.0,1389.0,1436.0,1570.0,121.0,199.0,177.0,131.0,14.0,10.0,836.0,1143.0,1224.0,1371.0,117.0,195.0,158.0,117.0,90000,12.0,17.0,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,24.0,53.0,6980.0,100,26.0,138.0,1074.0,1305.0,1073.0,901.0,47.0,90.0,98.0,86.0,4.0,3.0,1011.0,1179.0,953.0,795.0,46.0,84.0,95.0,86.0,90000,8.0,5.0,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,23.0,47.0,39638.0,100,35.0,141.0,773.0,1196.0,633.0,446.0,90.0,147.0,148.0,92.0,11.0,19.0,651.0,996.0,445.0,343.0,87.0,145.0,146.0,87.0,90000,19.0,4.0,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,25.0,36.0,34626.0,100,32.0,102.0,462.0,1409.0,1374.0,1153.0,69.0,169.0,189.0,115.0,2.0,4.0,395.0,1229.0,1180.0,1034.0,57.0,160.0,165.0,115.0,90000,4.0,1.0,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,25.0,28.0,40683.0,100,31.0,85.0,117.0,392.0,444.0,399.0,8.0,13.0,26.0,15.0,1.0,2.0,106.0,370.0,410.0,384.0,8.0,9.0,21.0,15.0,90000,2.0,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,24.0,50.0,6675.0,100,30.0,128.0,126.0,148.0,138.0,116.0,1.0,6.0,10.0,10.0,2.0,1.0,117.0,142.0,125.0,106.0,1.0,6.0,10.0,10.0,90000,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,25.0,41.0,7428.0,100,22.0,95.0,714.0,1568.0,1385.0,1083.0,99.0,213.0,228.0,148.0,4.0,4.0,606.0,1350.0,1149.0,922.0,88.0,188.0,203.0,136.0,90000,6.0,4.0,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,25.0,34.0,6915.0,100,38.0,124.0,474.0,939.0,885.0,949.0,72.0,129.0,139.0,116.0,2.0,6.0,402.0,810.0,751.0,832.0,56.0,95.0,98.0,88.0,90000,5.0,3.0,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,14.0,50.0,7430.0,100,34.0,122.0,664.0,764.0,783.0,592.0,81.0,121.0,163.0,90.0,2.0,2.0,575.0,630.0,622.0,498.0,69.0,99.0,130.0,85.0,90000,3.0,1.0,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,13.0,39.0,6042.0,100,35.0,114.0,199.0,296.0,194.0,243.0,25.0,44.0,36.0,43.0,3.0,4.0,166.0,246.0,153.0,197.0,14.0,30.0,25.0,39.0,90000,4.0,2.0,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,14.0,32.0,13017.0,100,52.0,125.0,233.0,312.0,204.0,119.0,23.0,59.0,34.0,31.0,,2.0,210.0,244.0,167.0,88.0,21.0,39.0,27.0,26.0,90000,5.0,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,12.0,37.0,20539.0,100,53.0,127.0,285.0,483.0,569.0,478.0,118.0,225.0,344.0,273.0,23.0,67.0,185.0,270.0,281.0,250.0,37.0,84.0,104.0,98.0,90000,40.0,46.0,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,15.0,35.0,13036.0,100,49.0,107.0,218.0,256.0,270.0,159.0,37.0,44.0,70.0,43.0,4.0,12.0,185.0,205.0,183.0,105.0,24.0,24.0,36.0,29.0,90000,7.0,5.0,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,17.0,48.0,18018.0,100,29.0,114.0,149.0,328.0,346.0,246.0,46.0,114.0,130.0,53.0,5.0,23.0,96.0,205.0,192.0,175.0,29.0,64.0,58.0,29.0,90000,13.0,11.0,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,14.0,46.0,23770.0,100,38.0,125.0,65.0,213.0,271.0,240.0,16.0,45.0,75.0,63.0,,7.0,48.0,169.0,193.0,176.0,14.0,22.0,42.0,48.0,90000,4.0,4.0,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,18.0,56.0,9539.0,100,45.0,152.0,325.0,450.0,315.0,305.0,26.0,30.0,43.0,51.0,3.0,1.0,284.0,409.0,269.0,237.0,26.0,30.0,41.0,51.0,90000,4.0,5.0,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,18.0,42.0,8966.0,100,34.0,122.0,209.0,265.0,322.0,408.0,18.0,30.0,23.0,28.0,10.0,5.0,155.0,211.0,279.0,351.0,18.0,30.0,22.0,25.0,90000,7.0,8.0,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,14.0,53.0,4389.0,100,34.0,134.0,186.0,410.0,378.0,439.0,23.0,32.0,33.0,34.0,1.0,6.0,156.0,362.0,319.0,362.0,21.0,30.0,31.0,33.0,90000,4.0,11.0,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,16.0,32.0,3425.0,100,42.0,106.0,336.0,1279.0,2292.0,2087.0,12.0,109.0,245.0,201.0,,3.0,324.0,1169.0,2033.0,1878.0,12.0,109.0,245.0,201.0,90000,,2.0,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,11.0,28.0,2222.0,100,48.0,116.0,53.0,125.0,161.0,141.0,1.0,3.0,3.0,2.0,,4.0,52.0,109.0,142.0,121.0,1.0,3.0,3.0,2.0,90000,3.0,5.0,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,17.0,36.0,2577.0,100,50.0,148.0,189.0,340.0,234.0,142.0,6.0,22.0,10.0,7.0,2.0,1.0,175.0,294.0,216.0,136.0,6.0,21.0,9.0,7.0,90000,6.0,1.0,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,12.0,51.0,2020.0,100,44.0,150.0,139.0,162.0,230.0,206.0,4.0,6.0,16.0,18.0,4.0,1.0,120.0,153.0,209.0,182.0,4.0,6.0,15.0,18.0,90000,1.0,1.0,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,11.0,55.0,2026.0,100,36.0,144.0,66.0,148.0,174.0,152.0,1.0,3.0,,10.0,,3.0,65.0,141.0,161.0,137.0,1.0,3.0,,10.0,90000,1.0,1.0,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,17.0,72.0,1971.0,100,34.0,154.0,167.0,451.0,543.0,561.0,1.0,9.0,8.0,23.0,1.0,3.0,163.0,430.0,519.0,517.0,1.0,9.0,8.0,22.0,90000,3.0,5.0,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,22.0,52.0,1933.0,100,29.0,137.0,78.0,190.0,226.0,217.0,,,5.0,15.0,,1.0,78.0,186.0,216.0,197.0,,,5.0,7.0,90000,1.0,2.0,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,25.0,48.0,1745.0,100,13.0,111.0,114.0,203.0,262.0,319.0,12.0,6.0,26.0,12.0,,1.0,102.0,190.0,233.0,290.0,12.0,6.0,23.0,11.0,90000,2.0,4.0,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,12.0,51.0,3463.0,100,38.0,154.0,127.0,234.0,247.0,272.0,9.0,15.0,12.0,16.0,1.0,3.0,114.0,215.0,225.0,240.0,9.0,15.0,11.0,16.0,90000,1.0,4.0,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,22.0,54.0,2494.0,100,34.0,215.0,543.0,638.0,511.0,389.0,27.0,47.0,21.0,23.0,1.0,,512.0,586.0,489.0,358.0,27.0,47.0,21.0,23.0,90000,1.0,2.0,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,21.0,39.0,2634.0,100,13.0,145.0,96.0,251.0,275.0,270.0,16.0,40.0,32.0,28.0,,7.0,78.0,187.0,215.0,235.0,16.0,33.0,29.0,24.0,90000,7.0,2.0,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,21.0,49.0,1403.0,100,5.0,133.0,72.0,126.0,165.0,154.0,1.0,4.0,10.0,14.0,1.0,1.0,67.0,106.0,150.0,139.0,1.0,3.0,9.0,14.0,90000,4.0,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,15.0,53.0,434.0,100,20.0,167.0,120.0,224.0,244.0,324.0,8.0,13.0,11.0,14.0,,,111.0,211.0,233.0,310.0,8.0,10.0,11.0,14.0,90000,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,25.0,45.0,433.0,100,45.0,209.0,1495.0,2179.0,1967.0,1972.0,212.0,194.0,142.0,210.0,17.0,36.0,1212.0,1869.0,1682.0,1681.0,211.0,192.0,139.0,205.0,90000,28.0,19.0,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,22.0,38.0,1053.0,100,52.0,184.0,431.0,416.0,382.0,304.0,55.0,54.0,55.0,21.0,20.0,2.0,300.0,329.0,318.0,242.0,55.0,54.0,54.0,20.0,90000,8.0,11.0,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,17.0,52.0,953.0,100,38.0,161.0,233.0,400.0,471.0,529.0,18.0,19.0,16.0,23.0,2.0,5.0,208.0,369.0,436.0,487.0,18.0,19.0,16.0,22.0,90000,5.0,5.0,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,16.0,35.0,780.0,100,20.0,104.0,163.0,241.0,290.0,294.0,12.0,23.0,18.0,16.0,2.0,4.0,143.0,210.0,256.0,278.0,12.0,22.0,18.0,16.0,90000,2.0,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,15.0,54.0,522.0,100,57.0,186.0,133.0,270.0,210.0,233.0,7.0,13.0,16.0,12.0,3.0,1.0,115.0,231.0,190.0,208.0,6.0,12.0,15.0,12.0,90000,6.0,3.0,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,17.0,71.0,656.0,100,57.0,205.0,135.0,247.0,268.0,324.0,1.0,9.0,11.0,21.0,,,134.0,234.0,256.0,298.0,1.0,9.0,11.0,20.0,90000,1.0,1.0,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,23.0,60.0,782.0,100,58.0,188.0,695.0,979.0,1239.0,1445.0,47.0,56.0,101.0,129.0,3.0,2.0,637.0,917.0,1129.0,1290.0,47.0,55.0,101.0,128.0,90000,2.0,7.0,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,20.0,59.0,1402.0,100,47.0,153.0,303.0,446.0,384.0,391.0,21.0,38.0,32.0,21.0,,2.0,281.0,400.0,344.0,366.0,21.0,37.0,32.0,21.0,90000,2.0,1.0,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,24.0,55.0,1404.0,100,46.0,207.0,1089.0,1005.0,824.0,943.0,123.0,106.0,69.0,53.0,4.0,6.0,958.0,877.0,738.0,867.0,117.0,99.0,65.0,53.0,90000,7.0,7.0,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,16.0,75.0,2264.0,100,44.0,182.0,231.0,451.0,497.0,500.0,25.0,20.0,23.0,13.0,6.0,5.0,186.0,402.0,454.0,446.0,24.0,20.0,23.0,12.0,90000,8.0,10.0,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,14.0,63.0,1685.0,100,55.0,193.0,115.0,255.0,216.0,208.0,9.0,18.0,14.0,11.0,,1.0,106.0,211.0,197.0,193.0,9.0,18.0,14.0,11.0,90000,9.0,1.0,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,22.0,54.0,1569.0,100,16.0,148.0,334.0,849.0,1061.0,1130.0,10.0,17.0,36.0,34.0,5.0,36.0,294.0,677.0,858.0,928.0,10.0,14.0,32.0,28.0,90000,29.0,35.0,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,24.0,43.0,1034.0,100,25.0,145.0,2285.0,3671.0,4018.0,3626.0,142.0,353.0,458.0,429.0,23.0,47.0,2043.0,3157.0,3372.0,3064.0,141.0,348.0,450.0,423.0,90000,40.0,32.0,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,24.0,33.0,845.0,100,34.0,161.0,490.0,798.0,812.0,1010.0,76.0,61.0,56.0,82.0,2.0,10.0,403.0,686.0,714.0,872.0,68.0,60.0,49.0,70.0,90000,10.0,13.0,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,17.0,99.0,1048.0,100,43.0,210.0,336.0,596.0,666.0,678.0,8.0,17.0,21.0,14.0,12.0,17.0,280.0,466.0,555.0,540.0,8.0,13.0,21.0,13.0,90000,26.0,27.0,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,19.0,91.0,2335.0,100,32.0,207.0,313.0,557.0,471.0,381.0,34.0,54.0,58.0,39.0,2.0,5.0,268.0,484.0,397.0,334.0,33.0,54.0,56.0,39.0,90000,6.0,2.0,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,24.0,82.0,1409.0,100,28.0,206.0,941.0,1221.0,1085.0,967.0,110.0,155.0,110.0,111.0,15.0,13.0,774.0,955.0,924.0,805.0,109.0,155.0,110.0,109.0,90000,30.0,13.0,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,17.0,54.0,1008.0,100,42.0,209.0,580.0,592.0,498.0,487.0,55.0,60.0,42.0,29.0,6.0,9.0,498.0,472.0,417.0,382.0,52.0,60.0,41.0,29.0,90000,11.0,19.0,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,20.0,56.0,1679.0,100,40.0,189.0,965.0,1157.0,944.0,785.0,64.0,89.0,118.0,107.0,3.0,1.0,887.0,1066.0,818.0,678.0,63.0,89.0,117.0,107.0,90000,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,17.0,73.0,1437.0,100,56.0,214.0,947.0,1058.0,1078.0,964.0,118.0,71.0,117.0,100.0,5.0,4.0,801.0,925.0,941.0,833.0,118.0,69.0,114.0,100.0,90000,14.0,6.0,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,20.0,74.0,1281.0,100,52.0,215.0,290.0,434.0,568.0,617.0,28.0,29.0,49.0,31.0,9.0,16.0,226.0,357.0,457.0,492.0,28.0,26.0,40.0,31.0,90000,12.0,23.0,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,23.0,68.0,2500.0,100,69.0,266.0,479.0,617.0,519.0,472.0,43.0,64.0,52.0,40.0,4.0,7.0,417.0,513.0,437.0,376.0,43.0,51.0,51.0,40.0,90000,11.0,15.0,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,16.0,71.0,1261.0,100,47.0,283.0,142.0,402.0,368.0,363.0,2.0,13.0,15.0,17.0,3.0,7.0,125.0,357.0,321.0,295.0,2.0,13.0,12.0,17.0,90000,8.0,14.0,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,18.0,50.0,1205.0,100,66.0,208.0,373.0,781.0,917.0,958.0,27.0,79.0,65.0,64.0,2.0,7.0,337.0,684.0,835.0,875.0,27.0,73.0,58.0,61.0,90000,6.0,5.0,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,19.0,84.0,1474.0,100,63.0,279.0,212.0,334.0,305.0,269.0,17.0,21.0,12.0,12.0,1.0,3.0,191.0,287.0,276.0,246.0,17.0,20.0,12.0,12.0,90000,6.0,3.0,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,18.0,19.0,1763.0,100,24.0,141.0,238.0,453.0,502.0,648.0,20.0,28.0,15.0,25.0,2.0,14.0,209.0,343.0,431.0,512.0,20.0,28.0,14.0,24.0,90000,22.0,26.0,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,5.0,636.0,10382.0,100,264.0,1859.0,1030.0,2255.0,3008.0,2488.0,64.0,85.0,326.0,133.0,7.0,17.0,884.0,1973.0,2437.0,2165.0,57.0,79.0,311.0,130.0,90000,20.0,14.0,20.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,5.0,662.0,12842.0,100,300.0,2056.0,2512.0,2788.0,2974.0,2742.0,386.0,236.0,298.0,180.0,34.0,46.0,1953.0,2318.0,2427.0,2292.0,342.0,219.0,282.0,164.0,90000,39.0,39.0,20.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,4.0,610.0,15137.0,100,202.0,2192.0,3228.0,4022.0,4269.0,4330.0,279.0,243.0,360.0,257.0,44.0,51.0,2669.0,3401.0,3601.0,3685.0,262.0,231.0,347.0,251.0,90000,74.0,73.0,19.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,5.0,599.0,14180.0,100,160.0,2375.0,5009.0,5057.0,4950.0,4953.0,381.0,335.0,482.0,307.0,83.0,66.0,4131.0,4267.0,4048.0,4218.0,358.0,317.0,459.0,285.0,90000,79.0,63.0,21.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,4.0,556.0,13319.0,100,198.0,1717.0,2966.0,5568.0,6627.0,6571.0,297.0,399.0,695.0,610.0,28.0,61.0,2474.0,4924.0,5620.0,5617.0,258.0,352.0,650.0,568.0,90000,39.0,57.0,21.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,5.0,487.0,13569.0,100,161.0,1517.0,6654.0,8361.0,10048.0,9181.0,557.0,567.0,1253.0,759.0,33.0,36.0,5877.0,7541.0,8517.0,8127.0,488.0,523.0,1180.0,728.0,90000,20.0,35.0,22.0
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-341601,5.0,412.0,11639.0,100,180.0,1577.0,4714.0,6136.0,6530.0,5500.0,441.0,581.0,717.0,505.0,165.0,259.0,3468.0,4489.0,4517.0,3937.0,310.0,380.0,559.0,422.0,90000,228.0,197.0,23.0
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-341601,4.0,412.0,12393.0,100,183.0,1604.0,1232.0,1789.0,1780.0,1411.0,160.0,192.0,245.0,132.0,26.0,28.0,934.0,1424.0,1366.0,1154.0,125.0,161.0,227.0,122.0,90000,30.0,20.0,17.0
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-341601,4.0,315.0,10946.0,100,97.0,1245.0,1390.0,1522.0,1413.0,1128.0,165.0,151.0,158.0,101.0,54.0,40.0,947.0,1151.0,1033.0,834.0,134.0,127.0,135.0,89.0,90000,39.0,43.0,18.0
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-341601,5.0,194.0,10377.0,100,58.0,721.0,343.0,432.0,449.0,366.0,45.0,48.0,57.0,46.0,22.0,15.0,207.0,306.0,314.0,268.0,36.0,37.0,49.0,39.0,90000,15.0,9.0,17.0
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-341601,5.0,173.0,10466.0,100,60.0,708.0,175.0,376.0,378.0,376.0,18.0,25.0,21.0,23.0,,3.0,147.0,285.0,320.0,304.0,17.0,22.0,20.0,20.0,90000,10.0,5.0,14.0
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-341601,5.0,139.0,9585.0,100,40.0,575.0,314.0,346.0,440.0,299.0,43.0,37.0,44.0,39.0,4.0,22.0,249.0,253.0,283.0,203.0,35.0,32.0,32.0,30.0,90000,10.0,10.0,13.0
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-341601,5.0,170.0,7638.0,100,54.0,587.0,4563.0,5411.0,4991.0,3503.0,263.0,278.0,672.0,408.0,139.0,129.0,3597.0,4096.0,3530.0,2582.0,224.0,232.0,632.0,371.0,90000,194.0,98.0,24.0
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-341601,5.0,221.0,6249.0,100,46.0,641.0,2705.0,3681.0,5594.0,3967.0,196.0,289.0,1119.0,484.0,16.0,17.0,2398.0,3245.0,4274.0,3350.0,178.0,275.0,1084.0,447.0,90000,8.0,12.0,25.0
