createAt,manageObject,M8029C207,M8029C209,M8029C210,M8029C211,M8029C31,M8029C32,M8029C186,M8029C187,M8029C188,M8029C189,M8029C190,M8029C191,M8029C192,M8029C193,M8029C194,M8029C196,M8029C198,M8029C199,M8029C200,M8029C201,M8029C202,M8029C203,M8029C204,M8029C205,M8029C224,M8029C195,M8029C197,M8029C208
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,5.0,304.0,867.0,100,114.0,584.0,1142.0,2053.0,2431.0,2531.0,160.0,181.0,248.0,363.0,6.0,16.0,963.0,1848.0,2155.0,2125.0,122.0,138.0,169.0,301.0,90000,10.0,17.0,17.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,5.0,303.0,729.0,100,116.0,592.0,565.0,807.0,924.0,933.0,26.0,52.0,59.0,67.0,2.0,3.0,525.0,735.0,859.0,859.0,26.0,51.0,51.0,60.0,90000,5.0,3.0,17.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,5.0,284.0,590.0,100,121.0,555.0,1110.0,1460.0,1512.0,1646.0,150.0,136.0,155.0,168.0,19.0,24.0,920.0,1257.0,1285.0,1372.0,102.0,106.0,116.0,120.0,90000,21.0,37.0,20.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,5.0,318.0,642.0,100,111.0,584.0,338.0,890.0,1014.0,1493.0,24.0,83.0,68.0,117.0,4.0,3.0,298.0,773.0,940.0,1356.0,23.0,83.0,64.0,105.0,90000,9.0,8.0,22.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,4.0,314.0,652.0,100,116.0,598.0,1192.0,2481.0,2378.0,2653.0,67.0,165.0,190.0,194.0,3.0,6.0,1116.0,2309.0,2166.0,2415.0,56.0,161.0,185.0,183.0,90000,2.0,11.0,25.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,4.0,265.0,558.0,100,49.0,456.0,1110.0,3508.0,5674.0,9147.0,89.0,324.0,258.0,866.0,1.0,4.0,1022.0,3180.0,5411.0,8284.0,77.0,316.0,248.0,846.0,90000,1.0,3.0,24.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,4.0,279.0,631.0,100,124.0,570.0,752.0,1484.0,1268.0,1907.0,75.0,222.0,80.0,205.0,4.0,6.0,667.0,1246.0,1167.0,1684.0,70.0,201.0,74.0,179.0,90000,9.0,11.0,19.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,5.0,292.0,817.0,100,145.0,631.0,195.0,702.0,644.0,778.0,24.0,109.0,41.0,77.0,,1.0,171.0,584.0,599.0,694.0,22.0,93.0,36.0,77.0,90000,6.0,3.0,15.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,4.0,297.0,906.0,100,139.0,677.0,139.0,296.0,347.0,405.0,9.0,15.0,20.0,26.0,1.0,2.0,126.0,268.0,319.0,379.0,7.0,12.0,20.0,26.0,90000,3.0,,19.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,4.0,285.0,638.0,100,88.0,455.0,834.0,1194.0,1149.0,1333.0,142.0,112.0,105.0,133.0,2.0,6.0,690.0,1065.0,1023.0,1180.0,136.0,105.0,99.0,131.0,90000,5.0,5.0,20.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,4.0,261.0,625.0,100,97.0,493.0,633.0,1171.0,1167.0,1276.0,86.0,62.0,102.0,123.0,,7.0,545.0,1102.0,1036.0,1135.0,81.0,52.0,94.0,114.0,90000,2.0,5.0,16.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690501,4.0,253.0,584.0,100,94.0,506.0,367.0,1102.0,848.0,1095.0,45.0,82.0,65.0,71.0,3.0,2.0,311.0,1018.0,776.0,1024.0,43.0,78.0,65.0,71.0,90000,3.0,,17.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690501,4.0,276.0,618.0,100,42.0,418.0,215.0,287.0,316.0,334.0,23.0,23.0,29.0,25.0,3.0,,190.0,260.0,287.0,309.0,14.0,23.0,27.0,22.0,90000,1.0,,16.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690501,4.0,305.0,558.0,100,97.0,516.0,342.0,505.0,663.0,1291.0,30.0,63.0,65.0,171.0,2.0,8.0,304.0,442.0,581.0,1115.0,25.0,52.0,50.0,142.0,90000,,6.0,15.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690501,4.0,252.0,808.0,100,110.0,469.0,321.0,332.0,334.0,383.0,52.0,53.0,59.0,65.0,3.0,2.0,267.0,284.0,272.0,316.0,32.0,32.0,49.0,44.0,90000,5.0,2.0,17.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690501,4.0,241.0,433.0,100,80.0,406.0,853.0,1443.0,1634.0,1748.0,130.0,207.0,180.0,182.0,4.0,18.0,715.0,1227.0,1418.0,1545.0,109.0,145.0,137.0,154.0,90000,12.0,9.0,18.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690501,4.0,303.0,558.0,100,130.0,510.0,776.0,1081.0,1139.0,1119.0,74.0,98.0,112.0,100.0,4.0,11.0,693.0,958.0,992.0,947.0,65.0,82.0,97.0,80.0,90000,9.0,20.0,15.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690501,4.0,72.0,286.0,100,25.0,267.0,78.0,120.0,169.0,171.0,8.0,9.0,15.0,18.0,2.0,2.0,63.0,108.0,146.0,152.0,7.0,8.0,14.0,14.0,90000,1.0,1.0,17.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690501,4.0,214.0,345.0,100,55.0,330.0,298.0,451.0,485.0,577.0,27.0,30.0,32.0,55.0,2.0,4.0,266.0,410.0,436.0,516.0,20.0,26.0,31.0,42.0,90000,4.0,3.0,12.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,4.0,161.0,371.0,100,41.0,284.0,250.0,393.0,323.0,300.0,40.0,30.0,22.0,26.0,1.0,1.0,206.0,358.0,292.0,270.0,30.0,28.0,22.0,21.0,90000,2.0,1.0,9.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,4.0,144.0,254.0,100,31.0,231.0,879.0,684.0,501.0,273.0,81.0,49.0,28.0,46.0,6.0,,763.0,616.0,463.0,214.0,75.0,46.0,26.0,46.0,90000,4.0,3.0,9.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,4.0,132.0,532.0,100,17.0,216.0,959.0,1913.0,1848.0,2011.0,86.0,135.0,162.0,177.0,39.0,44.0,714.0,1628.0,1518.0,1645.0,82.0,131.0,154.0,173.0,90000,39.0,50.0,22.0
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,4.0,123.0,288.0,100,19.0,219.0,1087.0,1549.0,1435.0,1402.0,112.0,125.0,139.0,128.0,47.0,56.0,786.0,1187.0,1097.0,1161.0,107.0,118.0,115.0,116.0,90000,63.0,31.0,18.0
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,4.0,113.0,217.0,100,23.0,208.0,996.0,630.0,510.0,454.0,129.0,87.0,64.0,74.0,31.0,12.0,747.0,491.0,395.0,346.0,122.0,83.0,61.0,71.0,90000,12.0,8.0,13.0
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,4.0,108.0,213.0,100,20.0,206.0,98.0,187.0,160.0,274.0,15.0,27.0,32.0,52.0,1.0,2.0,84.0,156.0,126.0,218.0,11.0,23.0,23.0,49.0,90000,2.0,1.0,17.0
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,4.0,123.0,236.0,100,24.0,213.0,224.0,312.0,239.0,351.0,15.0,20.0,17.0,34.0,3.0,5.0,191.0,258.0,195.0,302.0,13.0,19.0,17.0,29.0,90000,6.0,5.0,17.0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,4.0,126.0,246.0,100,18.0,213.0,49.0,52.0,118.0,247.0,10.0,3.0,5.0,19.0,1.0,,37.0,49.0,113.0,228.0,6.0,3.0,5.0,19.0,90000,,,13.0
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,4.0,103.0,540.0,100,21.0,235.0,458.0,808.0,1030.0,1213.0,20.0,30.0,51.0,86.0,1.0,1.0,439.0,777.0,975.0,1127.0,15.0,30.0,51.0,86.0,90000,,,12.0
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,4.0,124.0,271.0,100,35.0,262.0,2025.0,3288.0,3841.0,3190.0,88.0,146.0,355.0,287.0,3.0,2.0,1925.0,3143.0,3478.0,2904.0,88.0,138.0,355.0,273.0,90000,1.0,1.0,17.0
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,5.0,121.0,225.0,100,9.0,206.0,142.0,195.0,213.0,531.0,23.0,22.0,29.0,67.0,2.0,,121.0,170.0,184.0,461.0,10.0,20.0,17.0,59.0,90000,1.0,2.0,12.0
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,4.0,159.0,287.0,100,23.0,287.0,5.0,9.0,20.0,20.0,1.0,2.0,1.0,1.0,,1.0,4.0,7.0,15.0,15.0,1.0,2.0,1.0,1.0,90000,,1.0,9.0
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,4.0,145.0,296.0,100,43.0,294.0,231.0,555.0,493.0,706.0,20.0,45.0,60.0,101.0,,,211.0,506.0,433.0,601.0,15.0,45.0,60.0,98.0,90000,1.0,1.0,25.0
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,4.0,158.0,329.0,100,43.0,308.0,1115.0,1080.0,1192.0,1257.0,107.0,117.0,135.0,147.0,,1.0,1008.0,963.0,1053.0,1110.0,106.0,117.0,133.0,147.0,90000,,,25.0
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,4.0,119.0,331.0,100,13.0,201.0,,49.0,14.0,340.0,,9.0,,65.0,,,,36.0,14.0,278.0,,9.0,,48.0,90000,1.0,3.0,27.0
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,4.0,105.0,165.0,100,12.0,164.0,,15.0,3.0,5.0,,7.0,,,,,,8.0,3.0,5.0,,6.0,,,90000,,,13.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,4.0,102.0,193.0,100,10.0,175.0,,2.0,3.0,2.0,,,,,,,,2.0,3.0,2.0,,,,,90000,,,20.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,4.0,106.0,587.0,100,21.0,177.0,,3.0,,14.0,,1.0,,,,,,2.0,,14.0,,1.0,,,90000,,,25.0
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,4.0,91.0,149.0,100,7.0,149.0,,2.0,,9.0,,,,1.0,,,,2.0,,8.0,,,,1.0,90000,,,24.0
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,4.0,100.0,157.0,100,11.0,152.0,,,,2.0,,,,,,,,,,2.0,,,,,90000,,,20.0
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690501,4.0,108.0,167.0,100,6.0,165.0,13.0,24.0,17.0,16.0,,,,,,,13.0,24.0,17.0,16.0,,,,,90000,,,14.0
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,4.0,96.0,147.0,100,6.0,147.0,,,,,,,,,,,,,,,,,,,90000,,,19.0
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,4.0,103.0,189.0,100,7.0,166.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,90000,,,20.0
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690501,4.0,118.0,176.0,100,6.0,175.0,,10.0,4.0,45.0,,1.0,,1.0,,,,9.0,4.0,44.0,,1.0,,1.0,90000,,,22.0
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690501,4.0,98.0,152.0,100,5.0,145.0,,,2.0,,,,,,,,,,2.0,,,,,,90000,,,10.0
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,4.0,118.0,196.0,100,9.0,195.0,55.0,123.0,126.0,149.0,2.0,,13.0,13.0,,1.0,53.0,121.0,109.0,136.0,2.0,,13.0,11.0,90000,,,15.0
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,4.0,124.0,276.0,100,13.0,208.0,62.0,77.0,148.0,140.0,1.0,2.0,1.0,2.0,1.0,1.0,57.0,75.0,143.0,137.0,1.0,2.0,1.0,2.0,90000,,,17.0
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,4.0,126.0,289.0,100,18.0,214.0,47.0,91.0,85.0,95.0,3.0,10.0,13.0,9.0,,,44.0,77.0,72.0,86.0,3.0,10.0,13.0,9.0,90000,1.0,,16.0
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,4.0,140.0,230.0,100,21.0,211.0,42.0,41.0,46.0,43.0,10.0,5.0,9.0,3.0,,2.0,32.0,36.0,35.0,40.0,9.0,5.0,5.0,2.0,90000,,,12.0
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,4.0,106.0,173.0,100,9.0,172.0,396.0,723.0,617.0,990.0,71.0,125.0,87.0,149.0,,,325.0,594.0,530.0,841.0,70.0,124.0,82.0,149.0,90000,1.0,,22.0
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,4.0,102.0,164.0,100,1.0,160.0,1127.0,999.0,1007.0,1082.0,87.0,67.0,75.0,116.0,,,1040.0,932.0,932.0,966.0,83.0,66.0,72.0,114.0,90000,,,13.0
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690501,4.0,100.0,161.0,100,3.0,159.0,2412.0,2018.0,1571.0,1640.0,144.0,151.0,151.0,241.0,,1.0,2268.0,1866.0,1421.0,1399.0,144.0,147.0,141.0,238.0,90000,,,18.0
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,4.0,121.0,685.0,100,39.0,229.0,1502.0,1747.0,1710.0,1957.0,95.0,96.0,139.0,196.0,2.0,8.0,1399.0,1628.0,1549.0,1710.0,93.0,96.0,126.0,178.0,90000,6.0,16.0,22.0
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690501,4.0,137.0,262.0,100,46.0,260.0,396.0,639.0,807.0,1064.0,21.0,43.0,61.0,105.0,,1.0,375.0,596.0,742.0,944.0,21.0,42.0,59.0,100.0,90000,,4.0,25.0
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,4.0,148.0,269.0,100,11.0,239.0,428.0,1158.0,1291.0,1184.0,48.0,95.0,117.0,104.0,,17.0,380.0,1048.0,1107.0,1030.0,41.0,86.0,114.0,102.0,90000,5.0,13.0,25.0
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,4.0,163.0,261.0,100,11.0,246.0,10.0,14.0,16.0,61.0,1.0,,1.0,3.0,,,9.0,14.0,15.0,58.0,1.0,,1.0,3.0,90000,,,22.0
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690501,4.0,152.0,251.0,100,22.0,251.0,47.0,120.0,140.0,219.0,3.0,11.0,8.0,24.0,,1.0,44.0,106.0,129.0,184.0,3.0,10.0,8.0,24.0,90000,1.0,3.0,21.0
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,4.0,154.0,267.0,100,18.0,264.0,6.0,81.0,106.0,385.0,,19.0,2.0,43.0,,,6.0,62.0,104.0,336.0,,19.0,2.0,39.0,90000,,1.0,21.0
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,4.0,141.0,653.0,100,19.0,248.0,427.0,406.0,427.0,147.0,60.0,30.0,33.0,5.0,1.0,3.0,363.0,376.0,382.0,142.0,60.0,30.0,33.0,5.0,90000,,,24.0
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,4.0,153.0,275.0,100,31.0,275.0,15.0,53.0,79.0,119.0,1.0,1.0,2.0,2.0,,2.0,14.0,52.0,69.0,111.0,1.0,1.0,2.0,2.0,90000,,1.0,22.0
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,4.0,158.0,286.0,100,24.0,280.0,164.0,726.0,782.0,1074.0,24.0,137.0,172.0,216.0,3.0,26.0,143.0,583.0,598.0,856.0,11.0,93.0,69.0,141.0,90000,8.0,17.0,26.0
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,4.0,144.0,687.0,100,43.0,282.0,712.0,952.0,842.0,868.0,38.0,62.0,61.0,64.0,12.0,5.0,631.0,869.0,762.0,784.0,37.0,62.0,59.0,64.0,90000,6.0,6.0,23.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,4.0,142.0,292.0,100,60.0,292.0,502.0,1034.0,871.0,1107.0,54.0,153.0,95.0,145.0,5.0,15.0,438.0,824.0,738.0,920.0,43.0,115.0,73.0,130.0,90000,22.0,12.0,21.0
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,4.0,170.0,314.0,100,68.0,300.0,62.0,97.0,110.0,77.0,5.0,4.0,11.0,6.0,,1.0,57.0,89.0,100.0,71.0,5.0,3.0,7.0,4.0,90000,1.0,,17.0
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,4.0,173.0,824.0,100,32.0,306.0,,,,,,,,,,,,,,,,,,,90000,,,15.0
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,4.0,144.0,273.0,100,22.0,257.0,,3.0,,,,,,,,,,3.0,,,,,,,90000,,,20.0
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,4.0,142.0,384.0,100,2.0,231.0,38.0,46.0,72.0,87.0,4.0,3.0,8.0,5.0,,,34.0,43.0,64.0,82.0,4.0,3.0,8.0,5.0,90000,,,19.0
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,4.0,163.0,437.0,100,19.0,301.0,390.0,434.0,471.0,527.0,40.0,34.0,44.0,70.0,,3.0,350.0,401.0,425.0,461.0,34.0,26.0,31.0,46.0,90000,1.0,4.0,11.0
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,4.0,203.0,465.0,100,87.0,398.0,275.0,331.0,422.0,577.0,25.0,30.0,41.0,53.0,,1.0,250.0,297.0,376.0,524.0,23.0,30.0,41.0,52.0,90000,1.0,,18.0
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,4.0,247.0,484.0,100,107.0,464.0,450.0,591.0,573.0,638.0,42.0,41.0,40.0,37.0,,1.0,408.0,539.0,529.0,601.0,40.0,41.0,40.0,37.0,90000,3.0,,16.0
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,5.0,289.0,670.0,100,122.0,547.0,271.0,599.0,633.0,752.0,48.0,68.0,74.0,81.0,2.0,4.0,225.0,532.0,548.0,671.0,34.0,57.0,61.0,64.0,90000,1.0,5.0,19.0
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,5.0,227.0,1020.0,100,138.0,496.0,218.0,615.0,600.0,773.0,19.0,52.0,63.0,65.0,,3.0,199.0,544.0,531.0,704.0,15.0,41.0,55.0,64.0,90000,5.0,1.0,18.0
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,5.0,273.0,650.0,100,176.0,623.0,478.0,831.0,877.0,1046.0,57.0,96.0,94.0,61.0,,3.0,419.0,727.0,775.0,985.0,55.0,88.0,87.0,61.0,90000,3.0,,14.0
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,5.0,285.0,594.0,100,140.0,568.0,314.0,847.0,1117.0,1480.0,38.0,60.0,75.0,200.0,,2.0,276.0,777.0,1032.0,1269.0,38.0,59.0,61.0,198.0,90000,3.0,3.0,18.0
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,5.0,239.0,517.0,100,133.0,497.0,925.0,1297.0,1634.0,1739.0,96.0,129.0,198.0,216.0,2.0,5.0,831.0,1168.0,1440.0,1516.0,84.0,119.0,174.0,205.0,90000,1.0,3.0,20.0
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,5.0,298.0,681.0,100,171.0,655.0,565.0,809.0,922.0,1114.0,62.0,78.0,95.0,89.0,2.0,6.0,493.0,687.0,805.0,996.0,47.0,65.0,80.0,79.0,90000,11.0,9.0,20.0
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,5.0,292.0,794.0,100,124.0,609.0,1339.0,1525.0,1633.0,2647.0,133.0,172.0,172.0,336.0,3.0,4.0,1190.0,1326.0,1450.0,2262.0,128.0,165.0,162.0,325.0,90000,7.0,15.0,19.0
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,5.0,306.0,871.0,100,96.0,593.0,1283.0,1814.0,1741.0,2303.0,174.0,220.0,240.0,320.0,8.0,10.0,1094.0,1554.0,1496.0,1939.0,155.0,203.0,203.0,278.0,90000,12.0,19.0,18.0
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,5.0,356.0,724.0,100,116.0,683.0,885.0,1192.0,1162.0,1526.0,118.0,99.0,97.0,139.0,2.0,9.0,759.0,1041.0,1034.0,1357.0,114.0,94.0,85.0,128.0,90000,13.0,8.0,19.0
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,4.0,319.0,658.0,100,98.0,615.0,1017.0,1882.0,1916.0,3758.0,179.0,330.0,196.0,410.0,2.0,11.0,827.0,1527.0,1680.0,3320.0,170.0,318.0,192.0,410.0,90000,7.0,7.0,20.0
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,4.0,311.0,876.0,100,55.0,528.0,1118.0,1259.0,1574.0,2374.0,228.0,181.0,175.0,259.0,11.0,9.0,849.0,1070.0,1363.0,2038.0,228.0,163.0,173.0,227.0,90000,6.0,24.0,20.0
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,5.0,244.0,673.0,100,68.0,484.0,1081.0,1137.0,1597.0,2061.0,118.0,88.0,169.0,211.0,1.0,6.0,958.0,1043.0,1410.0,1836.0,99.0,86.0,163.0,204.0,90000,1.0,4.0,21.0
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,5.0,240.0,817.0,100,76.0,441.0,212.0,422.0,531.0,759.0,15.0,28.0,36.0,78.0,1.0,2.0,193.0,384.0,492.0,676.0,13.0,23.0,29.0,64.0,90000,4.0,4.0,23.0
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,5.0,223.0,480.0,100,126.0,479.0,1148.0,1178.0,1345.0,1649.0,119.0,88.0,117.0,190.0,4.0,5.0,1023.0,1085.0,1213.0,1459.0,97.0,82.0,105.0,158.0,90000,1.0,5.0,22.0
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,5.0,195.0,371.0,100,81.0,362.0,1107.0,1463.0,1391.0,1160.0,120.0,155.0,195.0,153.0,2.0,5.0,984.0,1308.0,1201.0,1005.0,93.0,117.0,151.0,122.0,90000,5.0,5.0,23.0
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,5.0,203.0,411.0,100,128.0,403.0,266.0,437.0,529.0,772.0,36.0,47.0,43.0,51.0,,1.0,230.0,387.0,482.0,721.0,34.0,46.0,42.0,50.0,90000,1.0,,24.0
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,5.0,262.0,542.0,100,136.0,513.0,742.0,1064.0,1267.0,1094.0,55.0,86.0,103.0,80.0,2.0,22.0,679.0,957.0,1066.0,961.0,51.0,86.0,103.0,80.0,90000,4.0,13.0,24.0
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,5.0,319.0,858.0,100,144.0,636.0,603.0,1053.0,1078.0,1086.0,51.0,66.0,73.0,94.0,4.0,8.0,539.0,952.0,970.0,963.0,43.0,59.0,73.0,84.0,90000,10.0,8.0,18.0
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,5.0,302.0,635.0,100,86.0,542.0,909.0,1289.0,1507.0,1970.0,56.0,90.0,89.0,131.0,6.0,10.0,832.0,1182.0,1393.0,1773.0,56.0,83.0,74.0,120.0,90000,5.0,18.0,20.0
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,5.0,330.0,1036.0,100,123.0,625.0,552.0,909.0,948.0,1030.0,70.0,89.0,89.0,76.0,5.0,11.0,465.0,790.0,817.0,907.0,68.0,85.0,86.0,67.0,90000,9.0,13.0,25.0
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,5.0,373.0,911.0,100,131.0,618.0,269.0,468.0,599.0,647.0,29.0,45.0,71.0,79.0,1.0,5.0,234.0,386.0,518.0,550.0,24.0,38.0,52.0,61.0,90000,10.0,7.0,23.0
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,4.0,388.0,1326.0,100,130.0,677.0,259.0,403.0,371.0,506.0,19.0,72.0,47.0,50.0,5.0,7.0,218.0,328.0,316.0,449.0,17.0,49.0,32.0,43.0,90000,8.0,2.0,15.0
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,5.0,365.0,818.0,100,151.0,685.0,490.0,584.0,542.0,597.0,87.0,96.0,67.0,77.0,1.0,1.0,402.0,485.0,476.0,513.0,73.0,76.0,62.0,67.0,90000,2.0,3.0,17.0
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,5.0,347.0,660.0,100,127.0,616.0,168.0,177.0,154.0,165.0,27.0,33.0,20.0,15.0,,1.0,141.0,144.0,130.0,148.0,26.0,30.0,17.0,15.0,90000,,,16.0
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,5.0,361.0,694.0,100,188.0,669.0,484.0,442.0,360.0,416.0,44.0,41.0,34.0,39.0,2.0,2.0,432.0,394.0,324.0,361.0,42.0,40.0,30.0,38.0,90000,2.0,2.0,18.0
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,4.0,282.0,741.0,100,106.0,635.0,755.0,857.0,918.0,1120.0,78.0,76.0,71.0,107.0,2.0,1.0,674.0,777.0,843.0,1013.0,73.0,75.0,66.0,105.0,90000,,,15.0
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,4.0,195.0,464.0,100,48.0,373.0,266.0,302.0,311.0,420.0,32.0,28.0,27.0,48.0,2.0,3.0,228.0,271.0,269.0,353.0,22.0,24.0,24.0,46.0,90000,2.0,5.0,23.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,13.0,85.0,238.0,100,21.0,215.0,325.0,349.0,340.0,363.0,24.0,20.0,15.0,14.0,,2.0,301.0,325.0,317.0,347.0,23.0,20.0,15.0,10.0,90000,1.0,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,10.0,97.0,281.0,100,24.0,260.0,172.0,296.0,305.0,260.0,7.0,22.0,6.0,16.0,,1.0,164.0,266.0,294.0,239.0,5.0,20.0,6.0,16.0,90000,2.0,1.0,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,5.0,83.0,269.0,100,31.0,252.0,107.0,199.0,242.0,236.0,6.0,11.0,11.0,12.0,,2.0,92.0,165.0,218.0,197.0,4.0,11.0,11.0,12.0,90000,5.0,5.0,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,5.0,52.0,1133.0,100,19.0,185.0,20.0,52.0,56.0,23.0,,5.0,4.0,,,,20.0,47.0,51.0,23.0,,5.0,4.0,,90000,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,5.0,45.0,210.0,100,8.0,161.0,23.0,68.0,70.0,50.0,1.0,2.0,4.0,,,,21.0,58.0,66.0,48.0,1.0,1.0,4.0,,90000,1.0,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,23.0,62.0,282.0,100,21.0,199.0,791.0,758.0,823.0,867.0,151.0,74.0,69.0,80.0,2.0,8.0,629.0,667.0,724.0,758.0,150.0,72.0,67.0,74.0,90000,2.0,7.0,
