createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,41,332,387.0,382.0,2.0,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,71,2709,404.0,391.0,1.0,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-772601,4.0,,4.0,,47,762,347.0,340.0,4.0,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,53,1304,547.0,527.0,1.0,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,42,161,395.0,385.0,2.0,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-772601,,,,,58,2006,511.0,504.0,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,40,329,480.0,473.0,1.0,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-772601,,,,,41,442,435.0,434.0,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-772601,,,,,81,2094,463.0,455.0,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,39,259,456.0,450.0,1.0,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-772601,3.0,,3.0,,45,489,423.0,420.0,3.0,35.0,35.0,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,45,479,424.0,422.0,2.0,50.0,54.0,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-772601,,,,,39,243,448.0,440.0,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-772601,,,,,58,1317,340.0,335.0,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-772601,3.0,,3.0,,42,490,352.0,350.0,3.0,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-772601,,,,,43,270,232.0,229.0,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-772601,,,,,72,2783,372.0,372.0,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,47,406,416.0,414.0,2.0,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-772601,,,,,55,2440,465.0,458.0,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,65,2446,448.0,447.0,1.0,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-772601,3.0,,3.0,,50,1161,403.0,401.0,3.0,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,46,838,458.0,457.0,1.0,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,46,519,400.0,400.0,2.0,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-772601,,,,,58,1606,514.0,507.0,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,49,1839,458.0,456.0,1.0,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,49,1330,517.0,514.0,1.0,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-772601,3.0,3.0,2.0,2.0,42,536,530.0,524.0,,43.0,43.0,1.0,1.0,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,45,535,655.0,638.0,1.0,41.0,56.0,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-772601,4.0,3.0,4.0,3.0,41,829,603.0,599.0,1.0,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,2.0,,45,1210,634.0,619.0,2.0,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-772601,3.0,,3.0,,43,896,582.0,568.0,3.0,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,47,1219,786.0,773.0,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-772601,,,,,46,1104,929.0,905.0,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,2.0,1.0,60,2171,701.0,690.0,1.0,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,45,459,747.0,735.0,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-772601,,,,,45,434,694.0,684.0,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,2.0,1.0,46,1050,734.0,716.0,1.0,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,56,2896,610.0,601.0,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-772601,,,,,48,1064,848.0,835.0,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-772601,2.0,2.0,2.0,2.0,51,892,688.0,680.0,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,45,512,621.0,605.0,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-772601,2.0,2.0,2.0,2.0,55,1167,711.0,704.0,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,49,1006,606.0,598.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-772601,,,,,57,1145,503.0,495.0,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-772601,,,,,51,1035,612.0,604.0,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-772601,,,,,49,914,511.0,508.0,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-772601,,,,,40,473,577.0,572.0,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-772601,,,,,44,1290,518.0,511.0,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-772601,,,,,55,1189,623.0,613.0,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-772601,1.0,,1.0,,54,2375,627.0,618.0,1.0,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,44,843,545.0,537.0,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-772601,,,,,44,514,741.0,728.0,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-772601,1.0,1.0,1.0,1.0,52,2160,904.0,878.0,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-772601,11.0,6.0,10.0,6.0,45,712,886.0,877.0,5.0,,,1.0,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-772601,2.0,1.0,,,64,2405,585.0,580.0,1.0,,,2.0,1.0,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-772601,4.0,2.0,2.0,2.0,48,1283,582.0,579.0,2.0,,,2.0,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-772601,2.0,,1.0,,68,1991,463.0,454.0,2.0,,,1.0,,,
