createAt,manageObject,M8036C0,M8036C1,M8036C2
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,4.0,4.0,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,2.0,1.0,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,7.0,8.0,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,18.0,17.0,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,3.0,1.0,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,12.0,12.0,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,3.0,2.0,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,4.0,4.0,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,4.0,5.0,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,4.0,4.0,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,8.0,8.0,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,8.0,8.0,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,22.0,22.0,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,8.0,8.0,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,3.0,2.0,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,6.0,6.0,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,4.0,2.0,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,4.0,4.0,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,6.0,6.0,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,10.0,9.0,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,6.0,6.0,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,3.0,2.0,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,1.0,1.0,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,2.0,2.0,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,3.0,3.0,
