createAt,manageObject,M8051C11,M8051C16,M8051C17,M8051C23,M8051C24,M8051C34,M8051C44,M8051C52,M8051C54,M8051C55,M8051C56,M8051C57,M8051C58,M8051C60,M8051C61,M8051C62,M8051C63,M8051C64,M8051C65,M8051C68,M8051C71,M8051C73,M8051C74,M8051C75,M8051C79,M8051C80,M8051C81,M8051C83,M8051C86,M8051C87,M8051C88,M8051C89,M8051C90,M8051C121,M8051C122,M8051C148,M8051C149,M8051C152,M8051C155,M8051C161,M8051C162,M8051C171,M8051C179,M8051C132,M8051C133,M8051C165,M8051C101,M8051C102,M8051C105,M8051C106,M8051C107,M8051C108,M8051C115,M8051C95,M8051C98,M8051C99,M8051C100,M8051C103,M8051C104,M8051C109,M8051C110,M8051C125,M8051C126,M8051C66,M8051C72,M8051C51,M8051C136,M8051C82,M8051C67,M8051C15,M8051C85,M8051C6,M8051C14,M8051C31,M8051C37,M8051C41,M8051C47,M8051C70,M8051C159,M8051C160,M8051C8,M8051C50,M8051C153,M8051C1,M8051C46,M8051C36,M8051C40,M8051C91,M8051C0,M8051C9,M8051C180,M8051C4
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,32.0,900,32.0,900,,,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,4.0,1.0,1.0,35.0,900000,150.0,900000,100.0,1.0,100.0,900,100.0,206.0,900000,169.0,900000,100.0,1.0,103.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,3.0,,1.0,,1.0,90.0,900,90.0,900,,,,3.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,,,10.0,1.0,1.0,590.0,900000,658.0,900000,100.0,1.0,100.0,900,100.0,2998.0,900000,2192.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,6.0,,1.0,,1.0,269.0,900,268.0,900,,,,6.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,6.0,,1.0,2.0,1.0,,1.0,,,,30.0,2.0,2.0,5798.0,900000,1907.0,900000,100.0,1.0,100.0,900,100.0,9126.0,900000,7400.0,900000,100.0,1.0,101.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,7.0,,2.0,,2.0,235.0,900,232.0,900,,,,7.0,,,,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,7.0,,1.0,4.0,2.0,,1.0,,,,26.0,2.0,2.0,2709.0,900000,815.0,900000,100.0,1.0,100.0,900,100.0,2520.0,900000,1798.0,900000,100.0,1.0,101.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,5.0,,2.0,,2.0,87.0,900,86.0,900,,,,5.0,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,5.0,,1.0,4.0,2.0,,1.0,,,,10.0,2.0,2.0,271.0,900000,357.0,900000,100.0,1.0,100.0,900,100.0,134.0,900000,238.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,12.0,,2.0,,2.0,152.0,900,150.0,900,,,,12.0,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,12.0,,1.0,2.0,2.0,,1.0,,,,18.0,2.0,2.0,1099.0,900000,354.0,900000,100.0,1.0,100.0,900,100.0,243.0,900000,313.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,7.0,,2.0,,2.0,99.0,900,99.0,900,,,,7.0,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,7.0,,1.0,1.0,2.0,,1.0,,,,12.0,2.0,2.0,240.0,900000,577.0,900000,100.0,1.0,100.0,900,100.0,310.0,900000,316.0,900000,100.0,1.0,102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,43.0,900,42.0,900,,,,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,5.0,1.0,1.0,174.0,900000,226.0,900000,100.0,1.0,100.0,900,100.0,38.0,900000,129.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,12.0,,2.0,,1.0,146.0,900,144.0,900,,,,12.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,12.0,,1.0,2.0,1.0,,1.0,,,,17.0,1.0,1.0,1917.0,900000,364.0,900000,100.0,1.0,100.0,900,100.0,397.0,900000,424.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,4.0,,2.0,,1.0,60.0,900,59.0,900,,,,4.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,4.0,,,,1.0,,1.0,,,,7.0,1.0,1.0,131.0,900000,232.0,900000,100.0,1.0,100.0,900,100.0,134.0,900000,246.0,900000,100.0,1.0,108.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,11.0,,2.0,,2.0,121.0,900,121.0,900,,,,11.0,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,11.0,,1.0,8.0,2.0,,1.0,,,,14.0,2.0,2.0,159.0,900000,517.0,900000,100.0,1.0,100.0,900,100.0,453.0,900000,560.0,900000,100.0,1.0,102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,,,,2.0,,,1.0,2.0,9.0,,2.0,,2.0,289.0,900,287.0,900,,,,9.0,,,,2.0,2.0,1.0,,2.0,,2.0,2.0,2.0,13.0,,1.0,4.0,2.0,,2.0,,,,34.0,3.0,3.0,1891.0,900000,1957.0,900000,100.0,1.0,100.0,900,100.0,6824.0,900000,5523.0,900000,100.0,1.0,102.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,,,,1.0,,,1.0,1.0,6.0,,1.0,,1.0,61.0,900,61.0,900,,,,6.0,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,6.0,,1.0,2.0,1.0,,1.0,,,,7.0,1.0,1.0,154.0,900000,154.0,900000,100.0,1.0,100.0,900,100.0,35.0,900000,153.0,900000,100.0,1.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,,,7.0,3.0,1.0,,2.0,3.0,13.0,,3.0,,3.0,275.0,900,273.0,900,,,,13.0,,,,3.0,3.0,1.0,1.0,2.0,,3.0,2.0,3.0,20.0,7.0,1.0,2.0,3.0,,3.0,,1.0,,31.0,3.0,3.0,3824.0,900000,1565.0,900000,100.0,1.0,100.0,900,100.0,6545.0,900000,5277.0,900000,100.0,1.0,102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,,,,2.0,,,1.0,2.0,14.0,,2.0,,2.0,276.0,900,272.0,900,,,,14.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,14.0,,1.0,9.0,2.0,,2.0,,,,31.0,2.0,2.0,5328.0,900000,1378.0,900000,100.0,1.0,100.0,900,100.0,4122.0,900000,3232.0,900000,100.0,1.0,101.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,13.0,3.0,1.0,1.0,3.0,3.0,98.0,2.0,5.0,2.0,5.0,2060.0,900,2057.0,900,2.0,2.0,1.0,98.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,111.0,13.0,2.0,75.0,5.0,1.0,3.0,1.0,1.0,1.0,230.0,5.0,5.0,127234.0,900000,110173.0,900000,106.0,4.0,106.0,900,105.0,135965.0,900000,84342.0,900000,105.0,3.0,144.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,1.0,2.0,116.0,5.0,2.0,2.0,4.0,4.0,132.0,5.0,8.0,5.0,8.0,4209.0,900,4205.0,900,5.0,4.0,1.0,132.0,3.0,1.0,3.0,8.0,7.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,264.0,116.0,2.0,102.0,8.0,2.0,5.0,3.0,2.0,2.0,469.0,8.0,8.0,224441.0,900000,200231.0,900000,108.0,4.0,108.0,900,109.0,271375.0,900000,158961.0,900000,109.0,3.0,183.0,6.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,43.0,4.0,2.0,2.0,3.0,4.0,76.0,3.0,6.0,3.0,6.0,2719.0,900,2712.0,900,3.0,2.0,1.0,76.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,139.0,43.0,2.0,53.0,6.0,1.0,4.0,1.0,2.0,1.0,308.0,7.0,7.0,143820.0,900000,110405.0,900000,108.0,3.0,108.0,900,126.0,243692.0,900000,205466.0,900000,126.0,4.0,144.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,65.0,6.0,2.0,2.0,4.0,5.0,166.0,5.0,8.0,5.0,8.0,4364.0,900,4360.0,900,5.0,4.0,1.0,166.0,3.0,2.0,3.0,8.0,6.0,1.0,2.0,4.0,1.0,6.0,4.0,6.0,254.0,65.0,2.0,122.0,8.0,2.0,6.0,3.0,2.0,2.0,489.0,8.0,8.0,205214.0,900000,163188.0,900000,109.0,4.0,109.0,900,116.0,449597.0,900000,325983.0,900000,116.0,5.0,185.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,1.0,4.0,76.0,5.0,1.0,2.0,3.0,5.0,285.0,6.0,8.0,6.0,8.0,4967.0,900,4962.0,900,6.0,4.0,1.0,285.0,4.0,3.0,4.0,8.0,6.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,361.0,76.0,2.0,151.0,8.0,4.0,5.0,4.0,1.0,4.0,556.0,8.0,8.0,102671.0,900000,53914.0,900000,105.0,4.0,105.0,900,114.0,225495.0,900000,130639.0,900000,114.0,4.0,165.0,6.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,80.0,3.0,1.0,3.0,4.0,3.0,103.0,5.0,7.0,5.0,7.0,4096.0,900,4094.0,900,5.0,4.0,2.0,103.0,2.0,1.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,183.0,80.0,1.0,33.0,7.0,2.0,3.0,2.0,1.0,2.0,457.0,7.0,7.0,82795.0,900000,36324.0,900000,104.0,3.0,104.0,900,103.0,116485.0,900000,82345.0,900000,103.0,3.0,131.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,97.0,4.0,1.0,3.0,4.0,4.0,61.0,4.0,8.0,4.0,8.0,3936.0,900,3932.0,900,4.0,4.0,2.0,61.0,2.0,1.0,2.0,8.0,7.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,183.0,97.0,1.0,29.0,8.0,2.0,4.0,2.0,1.0,2.0,439.0,8.0,8.0,152628.0,900000,109520.0,900000,106.0,3.0,106.0,900,113.0,209255.0,900000,135784.0,900000,113.0,3.0,149.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,81.0,4.0,1.0,2.0,4.0,4.0,100.0,4.0,7.0,4.0,7.0,3632.0,900,3626.0,900,4.0,4.0,1.0,100.0,2.0,1.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,183.0,81.0,1.0,19.0,7.0,2.0,4.0,2.0,1.0,2.0,405.0,7.0,7.0,116820.0,900000,72201.0,900000,104.0,3.0,104.0,900,104.0,115611.0,900000,65707.0,900000,104.0,3.0,130.0,4.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,42.0,4.0,1.0,3.0,4.0,4.0,104.0,4.0,7.0,4.0,7.0,3987.0,900,3983.0,900,4.0,4.0,1.0,104.0,2.0,1.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,165.0,42.0,1.0,14.0,7.0,1.0,4.0,2.0,1.0,1.0,444.0,7.0,7.0,258085.0,900000,229715.0,900000,112.0,4.0,112.0,900,109.0,236085.0,900000,108768.0,900000,109.0,4.0,156.0,6.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,19.0,3.0,1.0,3.0,4.0,3.0,99.0,5.0,7.0,5.0,7.0,4255.0,900,4252.0,900,5.0,5.0,2.0,99.0,1.0,1.0,1.0,7.0,7.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,143.0,19.0,,,7.0,1.0,3.0,1.0,1.0,1.0,474.0,7.0,7.0,293148.0,900000,262891.0,900000,112.0,4.0,112.0,900,108.0,226677.0,900000,102295.0,900000,108.0,4.0,172.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,,3.0,,3.0,4.0,3.0,165.0,4.0,7.0,4.0,7.0,4014.0,900,4011.0,900,4.0,4.0,1.0,165.0,2.0,2.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,171.0,,2.0,83.0,7.0,2.0,3.0,2.0,,2.0,448.0,7.0,7.0,240066.0,900000,202124.0,900000,112.0,4.0,112.0,900,109.0,202638.0,900000,101464.0,900000,109.0,4.0,169.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,2.0,3.0,,4.0,,3.0,4.0,4.0,254.0,5.0,8.0,5.0,8.0,4759.0,900,4752.0,900,5.0,5.0,2.0,254.0,3.0,3.0,3.0,8.0,7.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,254.0,,2.0,61.0,8.0,3.0,4.0,3.0,,3.0,530.0,8.0,8.0,286055.0,900000,251271.0,900000,119.0,5.0,119.0,900,111.0,219211.0,900000,139795.0,900000,111.0,4.0,209.0,7.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,2.0,3.0,60.0,6.0,1.0,3.0,4.0,5.0,248.0,6.0,8.0,6.0,8.0,5394.0,900,5392.0,900,6.0,5.0,1.0,248.0,3.0,2.0,3.0,8.0,7.0,1.0,2.0,4.0,1.0,6.0,4.0,6.0,338.0,60.0,1.0,86.0,8.0,3.0,6.0,3.0,1.0,3.0,601.0,8.0,8.0,296463.0,900000,252199.0,900000,116.0,5.0,116.0,900,113.0,259565.0,900000,162091.0,900000,113.0,4.0,228.0,6.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,2.0,3.0,98.0,6.0,1.0,3.0,4.0,6.0,155.0,5.0,9.0,5.0,9.0,4685.0,900,4678.0,900,5.0,5.0,1.0,155.0,3.0,2.0,3.0,9.0,8.0,1.0,2.0,5.0,1.0,6.0,5.0,6.0,264.0,98.0,2.0,59.0,9.0,3.0,6.0,3.0,1.0,3.0,523.0,9.0,9.0,181556.0,900000,113907.0,900000,111.0,4.0,111.0,900,109.0,163440.0,900000,110033.0,900000,109.0,4.0,170.0,6.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,1.0,2.0,76.0,4.0,1.0,2.0,4.0,4.0,142.0,4.0,7.0,4.0,7.0,3628.0,900,3621.0,900,4.0,4.0,1.0,142.0,2.0,1.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,219.0,76.0,2.0,49.0,7.0,2.0,4.0,2.0,1.0,2.0,405.0,7.0,7.0,139075.0,900000,81705.0,900000,106.0,3.0,106.0,900,103.0,108535.0,900000,71355.0,900000,103.0,3.0,138.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,1.0,2.0,100.0,5.0,1.0,2.0,3.0,5.0,105.0,4.0,7.0,4.0,7.0,3516.0,900,3513.0,900,4.0,4.0,1.0,105.0,2.0,1.0,2.0,7.0,6.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,205.0,100.0,2.0,28.0,7.0,2.0,5.0,2.0,1.0,2.0,393.0,7.0,7.0,71998.0,900000,29432.0,900000,103.0,3.0,103.0,900,103.0,91034.0,900000,61243.0,900000,103.0,3.0,127.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,1.0,2.0,104.0,5.0,2.0,1.0,3.0,5.0,106.0,3.0,6.0,3.0,6.0,3013.0,900,3007.0,900,3.0,3.0,1.0,106.0,2.0,1.0,2.0,6.0,6.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,210.0,104.0,1.0,20.0,6.0,2.0,5.0,2.0,2.0,2.0,337.0,7.0,7.0,82460.0,900000,35832.0,900000,103.0,3.0,103.0,900,101.0,80319.0,900000,61330.0,900000,101.0,3.0,116.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,,3.0,104.0,5.0,2.0,1.0,2.0,5.0,180.0,4.0,7.0,4.0,7.0,3435.0,900,3425.0,900,4.0,2.0,,180.0,3.0,2.0,3.0,7.0,6.0,1.0,,4.0,,5.0,4.0,5.0,284.0,104.0,2.0,136.0,7.0,3.0,5.0,3.0,2.0,3.0,384.0,7.0,7.0,142601.0,900000,92839.0,900000,105.0,3.0,105.0,900,105.0,126754.0,900000,81296.0,900000,105.0,3.0,135.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,,2.0,46.0,5.0,1.0,1.0,3.0,5.0,117.0,3.0,8.0,3.0,8.0,2319.0,900,2314.0,900,3.0,2.0,,117.0,2.0,1.0,2.0,8.0,6.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,163.0,46.0,2.0,75.0,8.0,2.0,5.0,2.0,1.0,2.0,258.0,8.0,8.0,86276.0,900000,42019.0,900000,109.0,4.0,109.0,900,108.0,70732.0,900000,49787.0,900000,108.0,3.0,137.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,1.0,2.0,66.0,4.0,1.0,2.0,3.0,4.0,93.0,4.0,7.0,4.0,7.0,3237.0,900,3236.0,900,4.0,3.0,1.0,93.0,2.0,1.0,2.0,7.0,5.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,158.0,66.0,2.0,73.0,7.0,2.0,4.0,2.0,1.0,2.0,361.0,7.0,7.0,118712.0,900000,69112.0,900000,105.0,3.0,105.0,900,105.0,138066.0,900000,106697.0,900000,105.0,3.0,130.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,,1.0,,2.0,2.0,1.0,14.0,2.0,4.0,2.0,3.0,1903.0,900,1901.0,900,2.0,2.0,1.0,14.0,,,,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,14.0,,1.0,6.0,3.0,,1.0,,,,212.0,4.0,4.0,80923.0,900000,51966.0,900000,101.0,2.0,101.0,900,102.0,95134.0,900000,59698.0,900000,102.0,2.0,115.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,,2.0,,2.0,2.0,2.0,30.0,2.0,4.0,2.0,4.0,2057.0,900,2054.0,900,2.0,2.0,1.0,30.0,,,,4.0,3.0,1.0,1.0,2.0,,2.0,2.0,2.0,30.0,,1.0,25.0,4.0,,2.0,,,,229.0,4.0,4.0,77843.0,900000,50061.0,900000,102.0,2.0,102.0,900,101.0,106011.0,900000,74386.0,900000,101.0,2.0,110.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,1.0,,,2.0,,2.0,2.0,2.0,10.0,2.0,3.0,2.0,3.0,1756.0,900,1754.0,900,2.0,2.0,1.0,10.0,,,,3.0,2.0,1.0,1.0,2.0,,2.0,2.0,2.0,10.0,,1.0,9.0,3.0,,2.0,,,,199.0,4.0,4.0,164630.0,900000,140184.0,900000,113.0,2.0,113.0,900,108.0,163635.0,900000,79979.0,900000,108.0,2.0,130.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,,1.0,,1.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,1377.0,900,1377.0,900,2.0,1.0,1.0,5.0,,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,,1.0,5.0,3.0,,1.0,,,,154.0,3.0,3.0,41174.0,900000,23683.0,900000,101.0,2.0,101.0,900,101.0,36541.0,900000,20629.0,900000,101.0,2.0,107.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,33.0,2.0,1.0,2.0,2.0,2.0,17.0,2.0,4.0,2.0,4.0,2173.0,900,2171.0,900,2.0,2.0,1.0,17.0,,,,4.0,4.0,1.0,1.0,1.0,,2.0,1.0,2.0,49.0,33.0,1.0,4.0,4.0,,2.0,,1.0,,242.0,4.0,4.0,132237.0,900000,108239.0,900000,103.0,3.0,103.0,900,104.0,118614.0,900000,62186.0,900000,104.0,3.0,123.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,,1.0,76.0,4.0,1.0,1.0,4.0,4.0,72.0,3.0,8.0,3.0,8.0,2427.0,900,2421.0,900,3.0,3.0,,72.0,1.0,1.0,1.0,8.0,7.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,148.0,76.0,1.0,5.0,8.0,1.0,4.0,1.0,1.0,1.0,273.0,8.0,8.0,79122.0,900000,47258.0,900000,103.0,3.0,103.0,900,103.0,127115.0,900000,95170.0,900000,103.0,3.0,127.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,2.0,3.0,55.0,5.0,2.0,2.0,4.0,5.0,234.0,5.0,8.0,5.0,8.0,4645.0,900,4637.0,900,5.0,4.0,1.0,234.0,3.0,2.0,3.0,8.0,7.0,1.0,3.0,4.0,1.0,5.0,4.0,5.0,289.0,55.0,2.0,84.0,8.0,3.0,5.0,3.0,2.0,3.0,519.0,8.0,8.0,205500.0,900000,171412.0,900000,111.0,4.0,111.0,900,124.0,375955.0,900000,235729.0,900000,124.0,4.0,177.0,6.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,1.0,3.0,,4.0,,1.0,3.0,4.0,263.0,4.0,7.0,4.0,7.0,3596.0,900,3593.0,900,4.0,3.0,1.0,263.0,3.0,3.0,3.0,7.0,5.0,1.0,1.0,4.0,,4.0,4.0,4.0,263.0,,2.0,138.0,7.0,3.0,4.0,3.0,,3.0,400.0,7.0,7.0,124378.0,900000,95325.0,900000,106.0,3.0,106.0,900,116.0,250964.0,900000,173644.0,900000,116.0,3.0,155.0,6.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,,2.0,5.0,5.0,1.0,1.0,3.0,5.0,231.0,4.0,6.0,4.0,6.0,3207.0,900,3204.0,900,4.0,2.0,,231.0,2.0,2.0,2.0,6.0,4.0,1.0,1.0,4.0,,5.0,4.0,5.0,236.0,5.0,2.0,108.0,6.0,2.0,5.0,2.0,1.0,2.0,358.0,6.0,6.0,158601.0,900000,133502.0,900000,107.0,3.0,107.0,900,106.0,200949.0,900000,109167.0,900000,106.0,3.0,134.0,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,1.0,3.0,,5.0,,1.0,4.0,4.0,256.0,4.0,8.0,4.0,8.0,3837.0,900,3831.0,900,4.0,3.0,,256.0,3.0,3.0,3.0,8.0,6.0,1.0,2.0,4.0,,5.0,4.0,5.0,284.0,,2.0,137.0,8.0,3.0,5.0,3.0,,3.0,429.0,8.0,8.0,129052.0,900000,75817.0,900000,105.0,3.0,105.0,900,116.0,396456.0,900000,330669.0,900000,116.0,4.0,156.0,6.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,51.0,6.0,2.0,2.0,3.0,5.0,240.0,6.0,9.0,6.0,9.0,5711.0,900,5706.0,900,6.0,5.0,1.0,240.0,4.0,2.0,4.0,9.0,7.0,1.0,1.0,4.0,,6.0,4.0,6.0,389.0,51.0,2.0,151.0,9.0,3.0,6.0,4.0,2.0,3.0,636.0,10.0,10.0,322277.0,900000,259703.0,900000,118.0,5.0,118.0,900,121.0,483064.0,900000,274046.0,900000,121.0,5.0,227.0,7.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
