createAt,manageObject,M8004C6,M8004C4,M8004C5,M8004C0,M8004C1,M8004C2,M8004C3
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,,,,1218.0,136.0,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,,,,1063.0,1314.0,,180.0
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,,,,1736.0,1191.0,,97354.0
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,,,,118.0,3647.0,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,,,,1465.0,236.0,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,,,,5982.0,6109.0,,326.0
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,,,,708.0,99.0,12292.0,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,,,,1055.0,701.0,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,,,,118.0,1648.0,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,,,,55.0,65.0,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,,,,89.0,79.0,,
