createAt,manageObject,M8026C4,M8026C23,M8026C29,M8026C254,M8026C284,M8026C287,M8026C38,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C288,M8026C289,M8026C285,M8026C286,M8026C291,M8026C292,M8026C293,M8026C294,M8026C300
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,,180585.0,63357.0,,20718.0,20718.0,11.0,1993,176827.0,34.0,19078.0,342.0,609.0,257.0,515.0,87839,29278,1850.0,2.0,158.0,226.0,44434
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,,171705.0,38468.0,,15660.0,15660.0,10.0,1905,155473.0,26.0,9482.0,289.0,703.0,221.0,565.0,72887,22574,1406.0,2.0,178.0,98.0,36513
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,,216291.0,39908.0,,17784.0,17784.0,11.0,1951,201646.0,36.0,24449.0,281.0,65.0,216.0,54.0,78808,26267,1669.0,,182.0,6.0,41879
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,,350146.0,74984.0,,21342.0,21342.0,10.0,2098,302603.0,28.0,28664.0,357.0,1783.0,262.0,1353.0,92903,30957,4685.0,115.0,209.0,382.0,63596
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,,154970.0,38584.0,,13194.0,13194.0,11.0,2131,131219.0,36.0,12271.0,362.0,2253.0,251.0,1805.0,63039,20983,2751.0,36.0,227.0,408.0,36819
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,,178612.0,68814.0,,17188.0,17188.0,12.0,2345,175654.0,53.0,17875.0,424.0,2923.0,308.0,2248.0,81054,26779,9413.0,153.0,348.0,1446.0,68588
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,,112331.0,53081.0,,9884.0,9884.0,12.0,2305,110584.0,43.0,14088.0,390.0,349.0,316.0,130.0,48663,16080,9787.0,243.0,325.0,868.0,59358
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,3.0,214174.0,224989.0,3.0,24072.0,24072.0,11.0,2166,286699.0,36.0,34520.0,340.0,197.0,252.0,14.0,97176,32359,5894.0,64.0,227.0,166.0,123875
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,,328507.0,201348.0,,35139.0,35139.0,11.0,1828,373062.0,24.0,43398.0,286.0,2954.0,208.0,4.0,141007,46997,3004.0,22.0,150.0,11.0,120010
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,15.0,429892.0,187950.0,15.0,38515.0,38515.0,12.0,1871,475250.0,32.0,62283.0,296.0,3690.0,239.0,71.0,155815,51921,15282.0,617.0,156.0,61.0,155781
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,300.0,312774.0,197668.0,300.0,39652.0,39652.0,12.0,2915,426391.0,102.0,40617.0,643.0,6103.0,374.0,771.0,172312,57123,215306.0,3263.0,494.0,11855.0,692461
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,877.0,319514.0,186388.0,877.0,30663.0,30663.0,12.0,3298,353200.0,87.0,32641.0,664.0,11023.0,368.0,2638.0,140429,46733,124683.0,1920.0,589.0,3965.0,470429
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,71.0,217718.0,169312.0,71.0,29252.0,29252.0,11.0,3099,260189.0,34.0,19961.0,440.0,6079.0,282.0,987.0,136106,45320,151260.0,1194.0,662.0,747.0,560396
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,1646.0,592810.0,317523.0,1646.0,53872.0,53872.0,12.0,4743,732338.0,202.0,76179.0,731.0,12546.0,440.0,2936.0,239649,79153,161427.0,2159.0,1153.0,5256.0,605633
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,920.0,291279.0,247733.0,920.0,46050.0,46050.0,10.0,3461,307739.0,69.0,23792.0,582.0,3318.0,332.0,396.0,204017,67872,110062.0,815.0,856.0,2471.0,449593
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,353.0,265166.0,218112.0,353.0,42351.0,42351.0,10.0,3938,312608.0,69.0,21102.0,550.0,2302.0,275.0,310.0,193510,64321,187315.0,2271.0,1045.0,3193.0,689179
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,616.0,632872.0,422661.0,616.0,56712.0,56712.0,11.0,3641,731262.0,48.0,65942.0,539.0,3644.0,302.0,605.0,236602,78823,120742.0,705.0,1121.0,1075.0,533427
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,1648.0,586274.0,408256.0,1648.0,65333.0,65333.0,11.0,3799,677001.0,94.0,54793.0,678.0,10357.0,368.0,1037.0,286911,92521,122664.0,4338.0,850.0,5373.0,482896
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,476.0,556394.0,417985.0,476.0,69926.0,69926.0,11.0,5689,584018.0,176.0,49682.0,612.0,10115.0,383.0,1447.0,307552,101618,110927.0,2521.0,1034.0,5840.0,520098
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,261.0,826866.0,499800.0,261.0,83560.0,83560.0,11.0,5031,916799.0,125.0,85136.0,992.0,21184.0,514.0,4462.0,343789,114139,95113.0,2411.0,1314.0,5525.0,465650
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,907.0,707878.0,448240.0,907.0,76614.0,76614.0,12.0,5378,955993.0,136.0,104401.0,918.0,15282.0,444.0,2277.0,332170,109915,120506.0,2353.0,1563.0,2317.0,540963
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,437.0,276486.0,224603.0,437.0,56322.0,56322.0,11.0,5173,327276.0,127.0,25715.0,648.0,5548.0,357.0,1717.0,252215,83766,75513.0,1676.0,1443.0,3758.0,344383
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,126.0,702903.0,474681.0,126.0,81287.0,81287.0,11.0,4285,899779.0,114.0,96696.0,655.0,4862.0,349.0,568.0,322029,107001,84189.0,1419.0,919.0,1030.0,469325
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,54.0,622271.0,458461.0,54.0,89033.0,89033.0,11.0,4166,770504.0,95.0,77561.0,614.0,4278.0,366.0,2148.0,328441,109371,50593.0,361.0,679.0,753.0,355467
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,1602.0,594962.0,392740.0,1602.0,82370.0,82370.0,10.0,3950,665743.0,96.0,49496.0,618.0,4311.0,344.0,486.0,333307,110896,96056.0,2689.0,867.0,4467.0,449376
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,25.0,598693.0,375424.0,25.0,64257.0,64257.0,11.0,3838,647633.0,91.0,62465.0,582.0,5649.0,313.0,512.0,291239,95197,43505.0,735.0,1250.0,180.0,339280
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,,429610.0,226327.0,,41178.0,41178.0,10.0,3309,432435.0,48.0,37520.0,543.0,782.0,337.0,189.0,198021,65738,23232.0,140.0,1039.0,275.0,176307
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,181.0,584851.0,311378.0,181.0,51197.0,51197.0,10.0,3127,602262.0,72.0,53222.0,549.0,1737.0,347.0,130.0,226240,75197,128864.0,655.0,721.0,884.0,514002
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,332.0,430975.0,224302.0,332.0,43771.0,43771.0,10.0,3215,460034.0,78.0,35663.0,552.0,1623.0,345.0,152.0,207722,66470,79518.0,1843.0,818.0,4643.0,310643
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,130.0,675569.0,337790.0,130.0,58040.0,58040.0,11.0,3794,697253.0,80.0,60179.0,628.0,9783.0,399.0,2148.0,243164,80538,93498.0,1301.0,1221.0,4597.0,401209
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,291.0,474350.0,297239.0,291.0,63786.0,63786.0,11.0,5124,549297.0,163.0,56663.0,1120.0,7185.0,603.0,1797.0,277645,91925,89298.0,1951.0,1883.0,8610.0,389733
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,12.0,611837.0,498533.0,12.0,80324.0,80324.0,10.0,3890,603679.0,65.0,49209.0,511.0,3488.0,361.0,1443.0,336787,111980,53702.0,565.0,1541.0,1323.0,393258
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,367.0,538203.0,349974.0,367.0,71675.0,71675.0,10.0,4777,544222.0,171.0,36520.0,1005.0,7646.0,607.0,2167.0,305792,101639,88411.0,1850.0,1168.0,6641.0,410998
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,753.0,353597.0,219051.0,753.0,51888.0,51888.0,10.0,5184,424097.0,227.0,29239.0,784.0,4613.0,536.0,1493.0,235889,77827,65271.0,1696.0,1225.0,6198.0,278155
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,386.0,243480.0,171733.0,386.0,46124.0,46124.0,11.0,5662,342202.0,210.0,35903.0,1140.0,3750.0,746.0,1836.0,194591,64325,74402.0,1842.0,917.0,7717.0,290585
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,1032.0,421613.0,186424.0,1032.0,40815.0,40815.0,12.0,6035,600306.0,503.0,83386.0,774.0,5962.0,529.0,1090.0,197808,62281,52253.0,825.0,1264.0,2951.0,224826
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,303.0,293334.0,163362.0,303.0,35989.0,35989.0,11.0,5333,331665.0,226.0,37512.0,833.0,2951.0,516.0,785.0,167883,55399,52986.0,1275.0,850.0,5978.0,210839
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,94.0,194948.0,124154.0,94.0,25856.0,25856.0,11.0,4806,203756.0,142.0,22839.0,658.0,1759.0,452.0,840.0,120708,40113,27403.0,638.0,937.0,3334.0,129575
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,20.0,215706.0,145438.0,20.0,36427.0,36427.0,11.0,4194,270336.0,146.0,29468.0,810.0,2321.0,523.0,1032.0,153504,51015,28161.0,417.0,1265.0,2678.0,158777
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,14.0,294236.0,175471.0,14.0,30818.0,30818.0,11.0,3155,296194.0,119.0,26948.0,618.0,1801.0,361.0,381.0,120963,40260,33264.0,549.0,766.0,2231.0,139754
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,,11147.0,9089.0,,2777.0,2777.0,10.0,1282,9423.0,27.0,805.0,96.0,36.0,68.0,13.0,14315,4708,1091.0,2.0,64.0,16.0,11157
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,4.0,4237.0,4153.0,4.0,1950.0,1950.0,9.0,1411,4552.0,45.0,119.0,171.0,118.0,109.0,65.0,11449,3743,1003.0,17.0,119.0,50.0,7068
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,,5153.0,3906.0,,1743.0,1743.0,16.0,1717,11922.0,57.0,1321.0,87.0,878.0,50.0,260.0,12755,3773,693.0,3.0,123.0,128.0,7155
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,,590.0,701.0,,400.0,400.0,9.0,1830,846.0,53.0,28.0,80.0,4.0,57.0,,6780,2105,200.0,,78.0,15.0,3042
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,,1129.0,1222.0,,580.0,580.0,9.0,2194,1333.0,75.0,65.0,87.0,5.0,65.0,,8761,2682,247.0,2.0,53.0,9.0,3544
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,,103708.0,15658.0,,5152.0,5152.0,9.0,1539,41357.0,62.0,1369.0,218.0,592.0,140.0,409.0,24565,8033,1368.0,10.0,79.0,75.0,15837
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,,56221.0,16509.0,,5967.0,5967.0,11.0,3303,43013.0,113.0,4461.0,203.0,1163.0,104.0,797.0,34071,10903,1833.0,4.0,249.0,589.0,19020
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,,215762.0,46587.0,,12531.0,12531.0,11.0,4465,106360.0,127.0,11004.0,148.0,2271.0,71.0,1568.0,64590,20812,3833.0,15.0,154.0,660.0,39414
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,,69579.0,21603.0,,5868.0,5868.0,11.0,3053,37788.0,83.0,4405.0,163.0,943.0,106.0,643.0,32348,10538,2310.0,37.0,151.0,495.0,20531
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,,123224.0,19518.0,,8286.0,8286.0,10.0,3782,73450.0,139.0,5663.0,154.0,1585.0,76.0,1031.0,44776,14184,1765.0,43.0,110.0,193.0,24686
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,,649416.0,46317.0,,10734.0,10734.0,11.0,2467,211666.0,87.0,17651.0,192.0,6606.0,94.0,5116.0,42661,13866,3496.0,50.0,332.0,1621.0,34109
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,,559319.0,38051.0,,10928.0,10928.0,10.0,1413,178017.0,82.0,18332.0,193.0,2209.0,86.0,1522.0,39294,12921,1790.0,21.0,180.0,558.0,26090
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,,309633.0,37725.0,,16881.0,16881.0,10.0,1135,144199.0,27.0,9639.0,183.0,4508.0,109.0,3389.0,64952,21506,8553.0,87.0,289.0,2322.0,59547
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,,322550.0,37856.0,,15885.0,15885.0,10.0,1147,142784.0,17.0,13158.0,223.0,1843.0,150.0,1319.0,60754,20195,3836.0,27.0,194.0,687.0,42383
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,,107115.0,24193.0,,4065.0,4065.0,12.0,1161,43092.0,34.0,2662.0,178.0,2746.0,111.0,1896.0,18402,6092,2115.0,41.0,155.0,656.0,16709
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,,105929.0,18778.0,,2364.0,2364.0,10.0,951,39952.0,44.0,3848.0,167.0,736.0,85.0,455.0,11469,3813,993.0,8.0,103.0,386.0,10034
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,,107080.0,30565.0,,4953.0,4953.0,10.0,1423,48151.0,53.0,3026.0,264.0,1668.0,155.0,1158.0,22112,7337,1759.0,25.0,257.0,745.0,16789
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,,124377.0,32396.0,,5756.0,5756.0,11.0,1205,61331.0,46.0,4718.0,242.0,3286.0,161.0,1624.0,25692,8484,2656.0,22.0,88.0,1097.0,26166
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,,87533.0,26255.0,,5822.0,5822.0,13.0,1024,87062.0,34.0,10314.0,235.0,4983.0,176.0,2288.0,24234,7842,2904.0,41.0,149.0,1036.0,23759
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,,125168.0,64656.0,,13962.0,13962.0,15.0,1963,244735.0,145.0,32710.0,278.0,6332.0,201.0,3058.0,57276,15798,8546.0,75.0,147.0,1629.0,58635
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,,29092.0,16466.0,,3953.0,3953.0,11.0,1548,27920.0,107.0,2858.0,125.0,556.0,59.0,240.0,19561,6267,1617.0,33.0,92.0,119.0,17387
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,,2224.0,1941.0,,754.0,754.0,11.0,1543,2435.0,85.0,265.0,103.0,82.0,56.0,25.0,7025,2242,278.0,4.0,69.0,23.0,3573
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,,114906.0,41324.0,,8747.0,8747.0,14.0,1813,131937.0,103.0,16797.0,127.0,4947.0,79.0,2413.0,35768,11245,2533.0,19.0,141.0,788.0,33305
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,,87772.0,28087.0,,5454.0,5454.0,12.0,790,68699.0,27.0,8767.0,80.0,1289.0,65.0,501.0,20614,6836,669.0,8.0,28.0,238.0,17376
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,,16487.0,6657.0,,2786.0,2786.0,13.0,1240,23019.0,54.0,2628.0,160.0,672.0,115.0,427.0,14867,4588,2632.0,25.0,154.0,778.0,12296
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,,2155.0,2084.0,,898.0,898.0,10.0,1098,2282.0,45.0,127.0,59.0,78.0,32.0,37.0,6225,2025,273.0,,72.0,68.0,3155
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,,791.0,956.0,,296.0,296.0,10.0,752,747.0,25.0,53.0,76.0,29.0,54.0,13.0,2633,871,122.0,,22.0,12.0,1683
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,,1648.0,1667.0,,570.0,570.0,10.0,740,1422.0,17.0,123.0,113.0,25.0,86.0,3.0,3642,1214,129.0,,38.0,36.0,2073
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,8.0,2700.0,1806.0,8.0,432.0,432.0,10.0,578,1711.0,23.0,185.0,61.0,4.0,47.0,1.0,2685,895,51.0,,29.0,3.0,1476
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,,552.0,573.0,,332.0,332.0,10.0,751,677.0,28.0,51.0,85.0,12.0,65.0,,2762,919,74.0,,40.0,3.0,1300
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,,827.0,793.0,,394.0,394.0,10.0,949,902.0,51.0,67.0,85.0,36.0,58.0,6.0,3530,1170,119.0,,55.0,7.0,1650
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,,506.0,535.0,,279.0,279.0,11.0,833,596.0,31.0,46.0,113.0,38.0,61.0,8.0,2854,948,103.0,,40.0,10.0,1309
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,,1552.0,1031.0,,374.0,374.0,11.0,658,1231.0,18.0,128.0,61.0,61.0,46.0,20.0,2842,939,117.0,,49.0,13.0,1534
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,,616.0,595.0,,302.0,302.0,10.0,577,675.0,18.0,65.0,44.0,18.0,31.0,,2355,785,69.0,,40.0,,1205
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,,422.0,449.0,,246.0,246.0,10.0,662,512.0,26.0,48.0,75.0,12.0,60.0,,2307,769,63.0,,39.0,3.0,1111
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,,672.0,672.0,,317.0,317.0,11.0,837,717.0,19.0,64.0,145.0,24.0,107.0,6.0,2877,959,95.0,,41.0,4.0,1576
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,,1135.0,1145.0,,369.0,369.0,11.0,634,1045.0,12.0,72.0,49.0,93.0,35.0,54.0,2790,930,172.0,1.0,36.0,52.0,2136
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,,512.0,496.0,,257.0,257.0,9.0,723,570.0,9.0,33.0,85.0,11.0,62.0,1.0,2452,817,73.0,,35.0,10.0,1236
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,,1210.0,1276.0,,695.0,695.0,9.0,850,1537.0,21.0,59.0,64.0,50.0,48.0,19.0,5013,1671,159.0,1.0,69.0,10.0,2404
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,,4479.0,3575.0,,1051.0,1051.0,10.0,745,3413.0,23.0,344.0,54.0,14.0,40.0,,6210,2070,251.0,,65.0,1.0,3727
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,,2049.0,1749.0,,699.0,699.0,9.0,848,1712.0,30.0,77.0,96.0,11.0,75.0,4.0,4578,1526,130.0,,48.0,8.0,2424
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,,104591.0,38493.0,,4096.0,4096.0,9.0,664,37285.0,24.0,819.0,57.0,3.0,45.0,,19257,6414,287.0,,52.0,,10750
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,,69934.0,26889.0,,3003.0,3003.0,9.0,652,25769.0,23.0,705.0,37.0,8.0,31.0,1.0,16272,5414,220.0,,52.0,2.0,8562
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,,98664.0,39933.0,,4101.0,4101.0,8.0,750,36281.0,25.0,117.0,71.0,9.0,54.0,2.0,20188,6726,171.0,,37.0,1.0,11107
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,,30455.0,15185.0,,2843.0,2843.0,9.0,761,14901.0,23.0,651.0,86.0,5.0,71.0,,13539,4513,618.0,,54.0,3.0,7547
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,,52632.0,30786.0,,4144.0,4144.0,8.0,757,25182.0,23.0,72.0,65.0,24.0,47.0,9.0,18515,6164,1247.0,,54.0,2.0,12713
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,,4544.0,3540.0,,1331.0,1331.0,10.0,736,4052.0,20.0,296.0,72.0,98.0,52.0,71.0,7287,2429,279.0,,72.0,53.0,4247
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,,1079.0,1105.0,,632.0,632.0,10.0,663,1395.0,20.0,79.0,57.0,42.0,44.0,14.0,3972,1309,152.0,5.0,45.0,13.0,2470
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,,21260.0,3167.0,,1482.0,1482.0,10.0,710,11051.0,30.0,1344.0,57.0,88.0,31.0,40.0,7014,2338,180.0,3.0,49.0,31.0,4319
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,,2751.0,799.0,,401.0,401.0,10.0,674,1859.0,19.0,192.0,85.0,6.0,66.0,1.0,3042,984,90.0,,29.0,4.0,1608
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,,829.0,929.0,,388.0,388.0,10.0,567,903.0,12.0,61.0,73.0,28.0,59.0,27.0,2765,920,58.0,1.0,21.0,4.0,1326
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,,193.0,224.0,,137.0,137.0,9.0,580,274.0,17.0,18.0,50.0,,37.0,,1788,591,49.0,,23.0,2.0,806
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,,230.0,268.0,,157.0,157.0,11.0,606,330.0,16.0,49.0,63.0,,44.0,,1911,632,76.0,,33.0,,1034
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,,134.0,137.0,,115.0,115.0,9.0,818,228.0,22.0,11.0,97.0,1.0,66.0,,2327,759,79.0,,40.0,2.0,931
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,,404.0,509.0,,375.0,375.0,9.0,573,654.0,16.0,6.0,74.0,9.0,55.0,6.0,2676,887,41.0,,21.0,3.0,1102
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,,2999.0,1970.0,,814.0,814.0,9.0,693,2443.0,16.0,35.0,130.0,184.0,56.0,85.0,5148,1711,137.0,,37.0,12.0,2517
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,,24080.0,18502.0,,4077.0,4077.0,12.0,1172,16225.0,50.0,1157.0,172.0,1520.0,87.0,1113.0,20247,6582,930.0,5.0,117.0,276.0,12082
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,,90589.0,49920.0,,10314.0,10314.0,13.0,1525,50296.0,28.0,4135.0,200.0,3575.0,149.0,2792.0,43025,14246,2885.0,6.0,180.0,997.0,29207
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,,118494.0,59237.0,,8513.0,8513.0,11.0,2387,60908.0,69.0,5162.0,127.0,2826.0,65.0,2055.0,40272,13054,2763.0,18.0,222.0,865.0,28731
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,,46808.0,16228.0,,6096.0,6096.0,11.0,3472,26868.0,111.0,1692.0,204.0,1333.0,104.0,819.0,36983,11740,1623.0,13.0,231.0,367.0,17999
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,,58786.0,18986.0,,8005.0,8005.0,10.0,1819,36122.0,64.0,1632.0,144.0,1505.0,67.0,723.0,40186,13248,1546.0,21.0,132.0,193.0,20174
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,,57673.0,24183.0,,9574.0,9574.0,11.0,2591,44962.0,104.0,4157.0,154.0,1681.0,95.0,945.0,49682,16024,6194.0,92.0,175.0,749.0,38027
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,,102857.0,37053.0,,10606.0,10606.0,10.0,2593,53447.0,99.0,3416.0,236.0,1793.0,134.0,1160.0,51433,16765,3990.0,52.0,232.0,1258.0,34328
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,,24468.0,15929.0,,5079.0,5079.0,10.0,2698,17409.0,74.0,1079.0,161.0,551.0,99.0,302.0,29325,9520,2885.0,40.0,141.0,444.0,24346
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,,111265.0,34256.0,,7596.0,7596.0,12.0,2072,67199.0,93.0,7846.0,106.0,2038.0,84.0,1535.0,36189,11593,2565.0,4.0,83.0,575.0,26086
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,,54492.0,15958.0,,4855.0,4855.0,12.0,3068,34814.0,120.0,3933.0,137.0,1361.0,111.0,381.0,27046,8482,4878.0,109.0,101.0,834.0,26654
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,,78581.0,56200.0,,7460.0,7460.0,12.0,4310,52019.0,153.0,5570.0,266.0,2367.0,191.0,1452.0,45187,13136,8713.0,239.0,70.0,1316.0,36322
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,,58537.0,52209.0,,11033.0,11033.0,11.0,3876,48312.0,116.0,3956.0,141.0,2895.0,92.0,2039.0,58804,18150,8796.0,107.0,49.0,1828.0,53298
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,,23886.0,17768.0,,5595.0,5595.0,10.0,2823,20365.0,106.0,1749.0,207.0,899.0,117.0,415.0,31634,9845,3916.0,14.0,86.0,606.0,28721
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,,19197.0,14993.0,,6429.0,6429.0,12.0,1559,24590.0,89.0,1960.0,214.0,1520.0,130.0,639.0,30177,9825,2710.0,18.0,137.0,566.0,25701
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,2.0,83462.0,34140.0,2.0,9994.0,9994.0,14.0,1803,143705.0,87.0,19153.0,180.0,5338.0,148.0,641.0,37169,12143,4976.0,21.0,120.0,316.0,39231
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,,101401.0,29954.0,,6688.0,6688.0,11.0,2570,73131.0,120.0,6788.0,176.0,2927.0,98.0,1342.0,36153,11016,3305.0,33.0,198.0,1019.0,26818
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,,86898.0,36977.0,,7843.0,7843.0,11.0,3881,57685.0,89.0,6975.0,221.0,1275.0,156.0,901.0,42034,13265,3813.0,27.0,134.0,770.0,30177
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,,19713.0,8943.0,,2579.0,2579.0,11.0,2714,17577.0,85.0,1851.0,200.0,117.0,129.0,62.0,17194,5532,598.0,3.0,99.0,29.0,8787
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,,4238.0,3288.0,,1562.0,1562.0,10.0,1721,4210.0,49.0,295.0,140.0,80.0,108.0,55.0,10842,3549,309.0,,93.0,6.0,5317
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,,64458.0,10309.0,,3910.0,3910.0,11.0,1519,29911.0,73.0,3784.0,118.0,486.0,89.0,351.0,23964,6174,842.0,13.0,100.0,119.0,9624
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,,48912.0,12336.0,,3788.0,3788.0,11.0,1774,25516.0,62.0,2971.0,144.0,509.0,93.0,374.0,19342,6350,938.0,4.0,156.0,189.0,10584
