createAt,manageObject,M8026C4,M8026C23,M8026C29,M8026C254,M8026C284,M8026C287,M8026C38,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C288,M8026C289,M8026C285,M8026C286,M8026C291,M8026C292,M8026C293,M8026C294,M8026C300
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,104.0,51023.0,16144.0,104.0,6074.0,6074.0,16.0,1495,153275.0,62.0,20942.0,176.0,6947.0,71.0,2272.0,22246,6913,38378.0,907.0,258.0,5454.0,122932
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,42.0,73673.0,27236.0,42.0,10041.0,10041.0,10.0,850,67262.0,6.0,2623.0,161.0,1715.0,97.0,294.0,44283,14607,14220.0,690.0,285.0,4176.0,59529
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,829.0,204206.0,54406.0,829.0,17987.0,17987.0,9.0,1031,182869.0,8.0,3903.0,197.0,4656.0,47.0,594.0,63384,20920,32016.0,894.0,900.0,5664.0,112804
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,4455.0,77075.0,27799.0,4455.0,6227.0,6227.0,14.0,968,172929.0,14.0,23658.0,134.0,5195.0,65.0,984.0,20409,6724,100792.0,2231.0,582.0,10941.0,260410
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,11232.0,346828.0,179831.0,11232.0,19727.0,19727.0,11.0,707,442426.0,10.0,54302.0,143.0,9845.0,15.0,420.0,50511,16631,163513.0,2567.0,601.0,8676.0,482947
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,28.0,6176.0,6199.0,28.0,1626.0,1626.0,10.0,496,7916.0,8.0,231.0,61.0,451.0,33.0,129.0,7674,2493,8498.0,267.0,58.0,1305.0,18210
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,113.0,37863.0,18081.0,113.0,4215.0,4215.0,15.0,782,58337.0,22.0,6388.0,214.0,6553.0,103.0,2180.0,15381,5093,64093.0,2749.0,360.0,13117.0,125500
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,134.0,15436.0,12612.0,134.0,3541.0,3541.0,11.0,1315,22670.0,20.0,1581.0,431.0,1738.0,223.0,568.0,17454,5490,22861.0,746.0,495.0,5339.0,60923
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,790.0,77700.0,23754.0,790.0,7312.0,7312.0,10.0,1017,72081.0,20.0,2560.0,428.0,2908.0,204.0,1256.0,30950,9906,58919.0,2155.0,745.0,14209.0,135630
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,71.0,58759.0,18031.0,71.0,5803.0,5803.0,10.0,633,66091.0,13.0,3985.0,254.0,1963.0,134.0,771.0,22926,7559,32331.0,1140.0,602.0,7649.0,76936
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,162.0,345292.0,207004.0,162.0,17476.0,17476.0,11.0,811,268801.0,27.0,32240.0,215.0,5275.0,142.0,1334.0,37706,12298,61771.0,1138.0,203.0,4895.0,337371
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,22.0,153864.0,57418.0,22.0,17353.0,17353.0,15.0,726,276183.0,7.0,36318.0,59.0,11055.0,38.0,6533.0,58432,19425,23501.0,355.0,87.0,4858.0,109118
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,,32788.0,24338.0,,7537.0,7537.0,10.0,660,39835.0,6.0,2053.0,60.0,1686.0,24.0,631.0,29490,9813,28253.0,313.0,128.0,1747.0,68884
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,,25526.0,19093.0,,5363.0,5363.0,10.0,641,28320.0,9.0,1299.0,43.0,516.0,6.0,108.0,21938,7306,6301.0,208.0,108.0,1451.0,32623
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,,53175.0,58405.0,,3462.0,3462.0,9.0,580,51057.0,7.0,321.0,34.0,2068.0,17.0,788.0,13408,4469,31648.0,37.0,81.0,6328.0,195880
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,,115662.0,53954.0,,13705.0,13705.0,11.0,601,121170.0,8.0,10957.0,43.0,1692.0,28.0,335.0,47752,15906,6015.0,14.0,74.0,438.0,58821
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,,73006.0,39947.0,,5347.0,5347.0,9.0,399,63599.0,2.0,1046.0,62.0,77.0,47.0,46.0,15060,5019,4336.0,37.0,54.0,94.0,34908
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,,30357.0,16476.0,,2805.0,2805.0,9.0,423,26289.0,2.0,300.0,34.0,78.0,21.0,31.0,10386,3462,1705.0,,50.0,45.0,17830
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,,19935.0,24985.0,,2012.0,2012.0,10.0,481,20045.0,6.0,446.0,27.0,955.0,9.0,7.0,7920,2623,8358.0,23.0,41.0,519.0,56386
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,,29729.0,15790.0,,4565.0,4565.0,9.0,455,26967.0,2.0,607.0,44.0,110.0,10.0,30.0,17138,5701,3422.0,15.0,49.0,124.0,27749
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,,59907.0,30343.0,,8585.0,8585.0,11.0,425,59094.0,2.0,4327.0,65.0,775.0,50.0,174.0,30805,10268,4259.0,16.0,50.0,307.0,38905
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,,84536.0,30846.0,,8617.0,8617.0,11.0,384,78152.0,3.0,4943.0,48.0,2106.0,26.0,1339.0,31468,10488,6359.0,21.0,63.0,1452.0,46617
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,,108355.0,41965.0,,13108.0,13108.0,13.0,284,107206.0,1.0,11813.0,23.0,4175.0,9.0,2298.0,47099,15699,6965.0,15.0,51.0,1286.0,51110
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,,193694.0,58018.0,,18495.0,18495.0,11.0,253,192901.0,2.0,13833.0,8.0,1779.0,,121.0,63247,21070,9743.0,15.0,36.0,541.0,84731
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,,251021.0,67698.0,,20162.0,20162.0,10.0,141,251264.0,1.0,17283.0,3.0,2497.0,,206.0,66444,22133,17589.0,26.0,18.0,1242.0,139694
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-660701,,193555.0,60114.0,,15749.0,15749.0,12.0,133,205460.0,,16805.0,6.0,6885.0,4.0,3883.0,54816,18222,35837.0,662.0,23.0,8798.0,174775
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-660701,,178198.0,53175.0,,15364.0,15364.0,12.0,137,184930.0,1.0,13694.0,10.0,6992.0,8.0,4721.0,54106,17961,28779.0,405.0,32.0,8736.0,164255
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-660701,,174622.0,51520.0,,15811.0,15811.0,11.0,149,168636.0,,14156.0,6.0,4923.0,5.0,2786.0,57040,19001,18650.0,93.0,30.0,4950.0,127034
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-660701,,165521.0,53221.0,,15715.0,15715.0,12.0,140,172088.0,,16566.0,3.0,7142.0,,4495.0,57710,19181,23606.0,84.0,22.0,7455.0,149234
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-660701,5.0,55613.0,14425.0,5.0,4693.0,4693.0,9.0,309,44781.0,1.0,908.0,80.0,586.0,63.0,339.0,18424,6139,3714.0,23.0,47.0,823.0,27632
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-660701,,3728.0,2428.0,,495.0,495.0,14.0,253,3911.0,2.0,396.0,45.0,244.0,37.0,154.0,2238,746,1588.0,5.0,21.0,339.0,7883
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-660701,,1976.0,1914.0,,632.0,632.0,10.0,194,2249.0,2.0,169.0,24.0,221.0,19.0,175.0,2556,852,633.0,1.0,4.0,234.0,4597
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-660701,,659.0,768.0,,241.0,241.0,9.0,232,705.0,,12.0,39.0,31.0,31.0,1.0,1440,480,153.0,1.0,9.0,5.0,1424
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-660701,,1270.0,408.0,,163.0,163.0,11.0,183,1170.0,4.0,140.0,21.0,19.0,15.0,,1023,341,124.0,,3.0,5.0,1069
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-660701,,476.0,487.0,,218.0,218.0,11.0,233,642.0,1.0,22.0,59.0,78.0,46.0,52.0,1380,460,671.0,1.0,16.0,463.0,2508
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-660701,,59.0,81.0,,43.0,43.0,8.0,166,93.0,3.0,1.0,25.0,5.0,20.0,6.0,537,179,36.0,,7.0,,432
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-660701,,5.0,8.0,,7.0,7.0,8.0,120,11.0,,,10.0,,4.0,,327,109,8.0,,2.0,,196
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-660701,,26.0,31.0,,20.0,20.0,8.0,131,69.0,1.0,1.0,10.0,,8.0,,462,154,20.0,,4.0,,298
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-660701,,86.0,95.0,,47.0,47.0,9.0,74,101.0,,3.0,,,,,363,121,12.0,,2.0,,308
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-660701,,324.0,325.0,,148.0,148.0,11.0,130,433.0,,19.0,2.0,54.0,,44.0,939,313,292.0,,9.0,10.0,2240
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-660701,,143.0,122.0,,60.0,60.0,10.0,111,156.0,1.0,14.0,1.0,,,,477,159,34.0,,3.0,,516
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-660701,,59.0,67.0,,23.0,23.0,9.0,130,80.0,1.0,,28.0,11.0,21.0,9.0,393,131,212.0,,4.0,157.0,643
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-660701,,34.0,37.0,,16.0,16.0,8.0,112,40.0,,,6.0,,4.0,,360,120,8.0,,4.0,,250
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-660701,,24151.0,14814.0,,1720.0,1720.0,12.0,124,21836.0,,3308.0,4.0,7.0,,4.0,4440,1480,1151.0,,6.0,,9497
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-660701,,826.0,648.0,,226.0,226.0,10.0,106,865.0,,90.0,8.0,3.0,6.0,3.0,1023,341,167.0,,3.0,,1638
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-660701,,89.0,102.0,,51.0,51.0,9.0,185,187.0,,,23.0,2.0,17.0,2.0,600,200,109.0,,5.0,82.0,687
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-660701,,8.0,8.0,,7.0,7.0,8.0,83,12.0,,,,,,,252,84,4.0,,1.0,,130
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,,45.0,52.0,,22.0,22.0,8.0,79,51.0,,,10.0,,4.0,,267,89,6.0,,2.0,1.0,214
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,,373.0,453.0,,201.0,201.0,9.0,120,484.0,1.0,19.0,7.0,3.0,5.0,3.0,1095,365,223.0,,3.0,,2014
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,,786.0,913.0,,359.0,359.0,10.0,188,1062.0,,20.0,30.0,103.0,19.0,84.0,1725,575,932.0,3.0,13.0,496.0,4873
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,,229.0,285.0,,143.0,143.0,10.0,149,353.0,,6.0,14.0,44.0,9.0,32.0,900,300,215.0,,11.0,127.0,1172
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,,20.0,19.0,,16.0,16.0,13.0,138,50.0,1.0,,20.0,19.0,17.0,17.0,390,130,19.0,,8.0,4.0,245
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,,85.0,71.0,,33.0,33.0,12.0,162,93.0,,1.0,23.0,10.0,15.0,7.0,537,179,24.0,,10.0,1.0,335
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,,104.0,103.0,,39.0,39.0,9.0,166,134.0,,3.0,48.0,22.0,32.0,20.0,513,171,20.0,,4.0,,352
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,,13.0,13.0,,9.0,9.0,8.0,116,22.0,1.0,,19.0,5.0,14.0,5.0,300,100,7.0,,3.0,,174
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,,83.0,78.0,,36.0,36.0,12.0,149,108.0,,,23.0,12.0,18.0,6.0,537,179,26.0,1.0,8.0,2.0,410
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,,43.0,51.0,,26.0,26.0,9.0,118,62.0,,2.0,17.0,1.0,14.0,1.0,405,135,35.0,3.0,3.0,5.0,264
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,,95.0,93.0,,56.0,56.0,10.0,171,137.0,,3.0,33.0,13.0,27.0,10.0,631,207,38.0,,9.0,2.0,569
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,,728.0,733.0,,290.0,290.0,10.0,259,886.0,,18.0,69.0,110.0,57.0,95.0,1608,536,750.0,2.0,10.0,519.0,3163
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,,20.0,16.0,,12.0,12.0,8.0,108,22.0,1.0,,7.0,,7.0,,315,105,23.0,,3.0,1.0,216
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,,827.0,835.0,,292.0,292.0,9.0,222,1024.0,4.0,53.0,24.0,41.0,13.0,26.0,1536,512,618.0,,8.0,193.0,4165
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,,744.0,810.0,,267.0,267.0,10.0,205,828.0,1.0,35.0,20.0,55.0,12.0,28.0,1350,448,379.0,5.0,10.0,31.0,2708
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,,95246.0,26951.0,,9431.0,9431.0,11.0,461,92585.0,5.0,8233.0,36.0,1821.0,24.0,1049.0,36069,12020,11731.0,154.0,49.0,963.0,66328
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,,172714.0,77566.0,,25565.0,25565.0,11.0,804,167150.0,5.0,14296.0,55.0,4048.0,33.0,1036.0,95620,31801,22870.0,444.0,332.0,2330.0,120600
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,3.0,54347.0,34461.0,3.0,5887.0,5887.0,14.0,1147,76441.0,15.0,8055.0,260.0,5312.0,159.0,3133.0,19509,6453,38877.0,895.0,188.0,8071.0,128174
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,68.0,102750.0,60142.0,68.0,19792.0,19792.0,12.0,1087,127435.0,18.0,12125.0,184.0,6004.0,112.0,2335.0,77533,25786,58359.0,1603.0,119.0,9657.0,212951
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,15.0,29702.0,29478.0,15.0,17332.0,17332.0,10.0,1162,47782.0,12.0,2061.0,152.0,880.0,110.0,166.0,71815,23904,22109.0,498.0,198.0,1719.0,92539
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,3.0,23996.0,22720.0,3.0,7072.0,7072.0,10.0,1076,29518.0,14.0,1189.0,153.0,1204.0,117.0,320.0,26825,8938,13338.0,177.0,142.0,1497.0,59944
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,10.0,101069.0,51907.0,10.0,11593.0,11593.0,10.0,903,95849.0,11.0,4511.0,107.0,2390.0,88.0,410.0,41588,13805,20376.0,430.0,140.0,3385.0,98625
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,,76199.0,24601.0,,9112.0,9112.0,10.0,882,65840.0,11.0,4573.0,48.0,219.0,20.0,31.0,33107,11019,7950.0,88.0,133.0,115.0,54680
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,,233750.0,88820.0,,19134.0,19134.0,10.0,736,213498.0,5.0,8873.0,61.0,2011.0,39.0,158.0,61061,20335,14851.0,43.0,106.0,309.0,88790
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,6.0,241647.0,80805.0,6.0,23275.0,23275.0,11.0,610,231285.0,5.0,18089.0,24.0,3584.0,14.0,241.0,78556,26183,9467.0,75.0,187.0,674.0,89177
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,8.0,177204.0,65695.0,8.0,18672.0,18672.0,11.0,760,174318.0,9.0,15409.0,34.0,2762.0,24.0,320.0,66158,22051,10720.0,72.0,141.0,831.0,86518
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,2.0,215208.0,87740.0,2.0,25036.0,25036.0,11.0,840,219319.0,7.0,18458.0,47.0,2958.0,30.0,645.0,95246,31744,14443.0,56.0,95.0,1089.0,121214
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,,236701.0,108107.0,,30785.0,30785.0,11.0,789,226930.0,16.0,10178.0,33.0,4253.0,19.0,156.0,116641,38817,17926.0,184.0,154.0,1255.0,137363
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,1.0,92963.0,49857.0,1.0,12535.0,12535.0,11.0,1144,100184.0,12.0,5243.0,91.0,2178.0,66.0,221.0,46785,15584,15860.0,161.0,168.0,1043.0,86249
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,15.0,67811.0,46918.0,15.0,9505.0,9505.0,11.0,965,68381.0,12.0,1976.0,73.0,2200.0,46.0,1323.0,40875,13623,8900.0,33.0,134.0,1640.0,56306
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,4.0,20445.0,17586.0,4.0,5811.0,5811.0,10.0,908,25563.0,10.0,1236.0,51.0,710.0,18.0,21.0,22999,7662,8483.0,85.0,166.0,220.0,49192
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,1.0,26410.0,20316.0,1.0,4098.0,4098.0,11.0,888,30837.0,6.0,2818.0,63.0,323.0,28.0,33.0,16005,5334,7815.0,28.0,107.0,116.0,52388
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,,92845.0,29164.0,,7905.0,7905.0,10.0,1003,83309.0,9.0,5970.0,155.0,411.0,124.0,257.0,32800,9927,12162.0,218.0,110.0,1148.0,61937
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,3.0,37197.0,13117.0,3.0,4520.0,4520.0,11.0,666,35885.0,10.0,2709.0,86.0,778.0,57.0,201.0,18498,6163,8048.0,100.0,87.0,891.0,36475
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,48.0,49356.0,29362.0,48.0,6713.0,6713.0,13.0,632,53092.0,7.0,5479.0,68.0,2602.0,57.0,900.0,23784,7924,13362.0,96.0,110.0,1356.0,83733
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,,36990.0,18815.0,,5491.0,5491.0,13.0,335,38044.0,5.0,4010.0,50.0,1622.0,49.0,1384.0,18678,6165,6907.0,32.0,42.0,2663.0,43927
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,,34294.0,20650.0,,4960.0,4960.0,13.0,443,36913.0,13.0,4063.0,88.0,1519.0,84.0,1248.0,16554,5518,10286.0,109.0,76.0,4051.0,49995
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,,113347.0,45025.0,,10129.0,10129.0,12.0,462,112725.0,4.0,11312.0,128.0,2731.0,110.0,2214.0,30000,9989,9097.0,26.0,50.0,2945.0,61034
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,,14439.0,10287.0,,2895.0,2895.0,12.0,314,18728.0,4.0,1974.0,47.0,483.0,39.0,239.0,11266,3755,1769.0,25.0,46.0,624.0,16557
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,,92793.0,50223.0,,10055.0,10055.0,11.0,369,90781.0,3.0,8551.0,13.0,1772.0,3.0,413.0,32953,10961,8218.0,141.0,87.0,1133.0,46768
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,36.0,38633.0,20553.0,36.0,7516.0,7516.0,9.0,940,41009.0,8.0,1413.0,215.0,1004.0,162.0,275.0,31038,10335,16882.0,421.0,93.0,2802.0,61685
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,1.0,146240.0,73936.0,1.0,17629.0,17629.0,11.0,1123,147200.0,19.0,13870.0,136.0,2279.0,68.0,1001.0,63934,21253,27927.0,170.0,175.0,1847.0,197818
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,,83116.0,51579.0,,11511.0,11511.0,11.0,726,82961.0,3.0,6667.0,41.0,969.0,15.0,621.0,46691,15550,21098.0,128.0,84.0,1030.0,146463
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,,111935.0,55460.0,,10749.0,10749.0,11.0,733,113746.0,9.0,10377.0,45.0,1718.0,12.0,871.0,37988,12661,11615.0,37.0,93.0,1197.0,93023
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,1.0,52079.0,44113.0,1.0,8232.0,8232.0,11.0,1086,62053.0,19.0,5469.0,177.0,1670.0,97.0,751.0,36966,11895,55727.0,1021.0,199.0,5732.0,243963
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,8.0,243424.0,128109.0,8.0,31212.0,31212.0,10.0,863,238243.0,16.0,10898.0,34.0,2525.0,5.0,435.0,105747,35161,45641.0,754.0,390.0,2994.0,204995
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,81.0,166896.0,51254.0,81.0,17188.0,17188.0,10.0,1229,163233.0,12.0,10945.0,174.0,2373.0,76.0,639.0,64730,21160,36392.0,1262.0,540.0,7590.0,149491
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,258.0,136244.0,40916.0,258.0,14947.0,14947.0,9.0,1002,128321.0,8.0,4785.0,138.0,1211.0,67.0,271.0,57770,19143,27636.0,721.0,356.0,3360.0,121880
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,5098.0,181253.0,75304.0,5098.0,16435.0,16435.0,12.0,1722,388087.0,65.0,45533.0,193.0,6994.0,46.0,416.0,54129,17551,122214.0,1854.0,660.0,5984.0,396559
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,,128336.0,37265.0,,13584.0,13584.0,10.0,1199,117183.0,16.0,5883.0,120.0,1336.0,65.0,188.0,52633,17474,20169.0,670.0,377.0,3451.0,104310
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,32.0,216949.0,86791.0,32.0,16005.0,16005.0,11.0,1033,201302.0,15.0,11635.0,85.0,3651.0,35.0,710.0,52278,17412,20608.0,414.0,225.0,2524.0,102367
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,95.0,90481.0,39142.0,95.0,16142.0,16142.0,11.0,1066,96650.0,14.0,7239.0,100.0,2708.0,21.0,458.0,70944,23389,21372.0,1044.0,398.0,4854.0,84750
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,492.0,108334.0,56819.0,492.0,15895.0,15895.0,11.0,1287,116882.0,12.0,10417.0,132.0,2636.0,47.0,517.0,62663,20720,32580.0,908.0,722.0,6587.0,103364
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,17.0,30661.0,20288.0,17.0,5203.0,5203.0,10.0,1224,31712.0,22.0,1567.0,192.0,453.0,76.0,197.0,21890,7287,11085.0,372.0,181.0,1929.0,39795
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,775.0,101008.0,36426.0,775.0,9389.0,9389.0,10.0,1139,136484.0,10.0,11851.0,90.0,1783.0,57.0,224.0,35593,11285,50517.0,941.0,398.0,4020.0,169739
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,178.0,328165.0,79335.0,178.0,23896.0,23896.0,11.0,1143,366430.0,13.0,30618.0,120.0,6570.0,66.0,2917.0,87249,28162,29999.0,789.0,295.0,5429.0,128546
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,192.0,253960.0,75092.0,192.0,23957.0,23957.0,13.0,1226,347043.0,16.0,39531.0,178.0,11642.0,114.0,7006.0,80648,26420,37793.0,687.0,211.0,5971.0,164833
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,196.0,96747.0,21570.0,196.0,7747.0,7747.0,11.0,972,106096.0,21.0,11976.0,190.0,1313.0,101.0,165.0,28622,9302,39292.0,637.0,392.0,2724.0,111475
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,535.0,236974.0,96457.0,535.0,20033.0,20033.0,14.0,1151,357713.0,18.0,46761.0,113.0,10353.0,61.0,5212.0,62819,20845,55946.0,741.0,190.0,5768.0,217187
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,211.0,262702.0,79429.0,211.0,24671.0,24671.0,13.0,1124,365369.0,17.0,31867.0,106.0,16903.0,38.0,9199.0,85691,27507,48891.0,672.0,178.0,10964.0,243407
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,,177534.0,46307.0,,10382.0,10382.0,13.0,740,201021.0,4.0,21619.0,51.0,7235.0,30.0,5164.0,33100,11013,24901.0,213.0,260.0,7459.0,124676
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-660701,,148147.0,36625.0,,11498.0,11498.0,12.0,520,155216.0,3.0,17290.0,22.0,3284.0,10.0,841.0,39039,13005,8530.0,49.0,111.0,1015.0,74352
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-660701,,111121.0,25131.0,,6638.0,6638.0,12.0,553,125107.0,20.0,14227.0,63.0,5988.0,18.0,544.0,21017,6465,20952.0,495.0,55.0,1341.0,80681
2025-05-07T17:45:00.000-04:00:00,NE-MRBTS-660701,,97051.0,40431.0,,5889.0,5889.0,11.0,504,82271.0,2.0,4467.0,44.0,2549.0,19.0,872.0,19301,6433,4050.0,14.0,69.0,767.0,35863
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-660701,,160949.0,43002.0,,10243.0,10243.0,11.0,376,150834.0,1.0,11316.0,12.0,3450.0,2.0,1241.0,33857,11281,4744.0,9.0,73.0,787.0,49070
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,,236296.0,71751.0,,20469.0,20469.0,14.0,249,284494.0,4.0,33137.0,5.0,12080.0,1.0,5420.0,70633,23537,11254.0,101.0,64.0,3424.0,76594
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-660701,,184659.0,74702.0,,15249.0,15249.0,14.0,258,213912.0,1.0,27880.0,13.0,10784.0,10.0,6500.0,50080,16664,17726.0,146.0,35.0,6499.0,109158
2025-05-07T18:45:00.000-04:00:00,NE-MRBTS-660701,,140980.0,58741.0,,13592.0,13592.0,14.0,231,196288.0,4.0,25770.0,38.0,9973.0,32.0,6204.0,46046,15277,13159.0,67.0,58.0,4838.0,87102
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-660701,1.0,202555.0,73620.0,1.0,17063.0,17063.0,13.0,331,232471.0,6.0,25657.0,21.0,11975.0,10.0,4156.0,57519,19152,10720.0,51.0,57.0,3222.0,78366
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-660701,12.0,180885.0,64798.0,12.0,10948.0,10948.0,13.0,392,180826.0,4.0,18172.0,68.0,11631.0,48.0,2662.0,34835,11592,12720.0,71.0,145.0,3770.0,88289
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-660701,3.0,342652.0,119856.0,3.0,20409.0,20409.0,13.0,309,378991.0,4.0,36933.0,29.0,20326.0,18.0,4604.0,64912,21573,17936.0,138.0,89.0,3344.0,133950
2025-05-07T19:45:00.000-04:00:00,NE-MRBTS-660701,,199252.0,73382.0,,14634.0,14634.0,13.0,270,210432.0,4.0,19575.0,29.0,11105.0,14.0,4910.0,52016,17334,17075.0,116.0,42.0,5353.0,102866
