createAt,manageObject,M8038C0,M8038C1,M8038C2,M8038C3,M8038C4,M8038C5,M8038C26,M8038C27,M8038C44,M8038C45,M8038C53,M8038C6,M8038C7,M8038C50,M8038C79,M8038C80,M8038C8,M8038C9,M8038C49,M8038C56,M8038C76,M8038C77
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,2916.0,900,56824177.0,9000.0,3127226.0,4246.0,22131232.0,224949.0,436773024.0,224934.0,1.0,288218.0,900000,4151309.0,92.0,184.0,293036.0,900000,785845.0,101.0,95.0,45.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,3022.0,900,76256104.0,7506.0,5534919.0,726.0,31546872.0,82921.0,578436784.0,50188.0,56.0,138340.0,900000,1161696.0,92.0,52.0,159802.0,900000,511393.0,104.0,95.0,29.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,4187.0,900,240767642.0,9840.0,9752029.0,1052.0,53999992.0,140224.0,1858902256.0,166005.0,,294868.0,900000,3460374.0,92.0,154.0,295936.0,900000,834165.0,113.0,100.0,48.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,3077.0,900,82742634.0,9254.0,6628432.0,2552.0,48289016.0,377639.0,638316808.0,193941.0,,284411.0,900000,4088231.0,92.0,182.0,534748.0,900000,1680539.0,110.0,95.0,97.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,3538.0,900,274956515.0,6882.0,20558850.0,615.0,150921200.0,816109.0,2091946840.0,454325.0,1.0,576195.0,900000,8101045.0,92.0,359.0,985779.0,900000,2960573.0,139.0,100.0,170.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,1196.0,900,4561026.0,4895.0,797190.0,625.0,4723552.0,27463.0,29848288.0,4888.0,,37388.0,900000,104473.0,92.0,5.0,45005.0,900000,140888.0,101.0,95.0,8.0
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,2008.0,900,38144004.0,7152.0,2809449.0,711.0,19310544.0,210192.0,281469048.0,71460.0,64.0,137793.0,900000,1538468.0,92.0,68.0,325735.0,900000,1017058.0,104.0,100.0,59.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,2729.0,900,12162672.0,10569.0,1894508.0,2255.0,12826176.0,78526.0,77912784.0,15299.0,39.0,158844.0,900000,351485.0,92.0,16.0,189008.0,900000,498497.0,105.0,95.0,29.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,2480.0,900,79958205.0,6967.0,6944289.0,777.0,47223584.0,182622.0,616338688.0,63539.0,,163386.0,900000,1352306.0,92.0,60.0,386914.0,900000,1125322.0,113.0,100.0,65.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,1881.0,900,65026751.0,4808.0,4217063.0,485.0,26440544.0,129154.0,503409392.0,62222.0,4.0,134882.0,900000,1329188.0,92.0,59.0,235892.0,900000,667220.0,121.0,100.0,38.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,2754.0,900,224025675.0,5934.0,23932286.0,725.0,184222024.0,580785.0,1693033000.0,242329.0,53.0,368410.0,900000,5173163.0,92.0,230.0,679919.0,900000,3593502.0,124.0,100.0,206.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,3475.0,900,190781224.0,8016.0,5919928.0,2111.0,36670072.0,167915.0,1476809528.0,363038.0,1.0,422188.0,900000,7742195.0,92.0,344.0,238602.0,900000,966227.0,106.0,100.0,55.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,2938.0,900,26925625.0,6976.0,4663452.0,2118.0,28872560.0,111392.0,190118816.0,29709.0,,89179.0,900000,630226.0,92.0,28.0,154866.0,900000,555017.0,105.0,100.0,32.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,3020.0,900,22929444.0,6421.0,4402875.0,746.0,29277808.0,51856.0,160920392.0,18732.0,,75957.0,900000,427603.0,92.0,19.0,72037.0,900000,310476.0,103.0,95.0,18.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,2502.0,900,27238912.0,6107.0,63380719.0,619.0,502863976.0,263910.0,191286352.0,17078.0,,84894.0,900000,439265.0,92.0,19.0,265826.0,900000,3284968.0,102.0,95.0,187.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,2263.0,900,125967968.0,6877.0,8896859.0,2085.0,55489152.0,102244.0,949062464.0,109878.0,,158192.0,900000,2511357.0,92.0,112.0,146555.0,900000,614431.0,103.0,95.0,35.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,1603.0,900,92924758.0,4284.0,3200117.0,413.0,20713776.0,54924.0,684091888.0,51838.0,,81967.0,900000,1246632.0,92.0,55.0,70830.0,900000,381652.0,100.0,95.0,22.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,1419.0,900,35676474.0,4885.0,1789442.0,459.0,11751000.0,26936.0,272599416.0,21359.0,,42272.0,900000,479921.0,92.0,21.0,33015.0,900000,172255.0,101.0,95.0,10.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,1335.0,900,8483350.0,5525.0,24746307.0,1847.0,195939504.0,75606.0,57180216.0,8553.0,,49017.0,900000,168832.0,92.0,8.0,79644.0,900000,915741.0,100.0,95.0,52.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,1648.0,900,30810698.0,5059.0,3516339.0,3046.0,22611128.0,50502.0,225414488.0,17935.0,,48130.0,900000,423665.0,92.0,19.0,51924.0,900000,305694.0,102.0,95.0,17.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,2081.0,900,65596958.0,4688.0,4543228.0,424.0,27764296.0,59814.0,492526304.0,51236.0,,90403.0,900000,1063150.0,92.0,48.0,75317.0,900000,384725.0,104.0,95.0,22.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,1978.0,900,98953485.0,4455.0,4766951.0,440.0,30130584.0,68715.0,753510240.0,79058.0,,105443.0,900000,1672934.0,92.0,74.0,92905.0,900000,496140.0,103.0,95.0,28.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,1754.0,900,127317636.0,3299.0,5440602.0,1658.0,32291200.0,72102.0,970889040.0,116616.0,,142003.0,900000,2536615.0,92.0,113.0,113640.0,900000,496234.0,103.0,100.0,29.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,2097.0,900,230177730.0,3211.0,8723718.0,215.0,54639512.0,133003.0,1780031440.0,186955.0,,213578.0,900000,3640194.0,92.0,162.0,186108.0,900000,787151.0,107.0,100.0,45.0
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,2101.0,900,297890636.0,1968.0,11461211.0,157.0,75064536.0,212927.0,2323885944.0,250775.0,,279073.0,900000,5018381.0,92.0,223.0,276330.0,900000,1308898.0,106.0,100.0,76.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-660701,1907.0,900,224685618.0,1687.0,8901442.0,150.0,61256208.0,289422.0,1736239912.0,227309.0,,248282.0,900000,4615120.0,92.0,205.0,352036.0,900000,1597283.0,107.0,95.0,92.0
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-660701,1909.0,900,205318041.0,1933.0,9391365.0,1414.0,63756512.0,260295.0,1578954656.0,204172.0,,227670.0,900000,4131124.0,92.0,183.0,311397.0,900000,1502814.0,107.0,100.0,87.0
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-660701,1929.0,900,201875156.0,1992.0,8603113.0,162.0,57583336.0,199721.0,1562259288.0,176567.0,,198230.0,900000,3660258.0,92.0,163.0,247730.0,900000,1398014.0,105.0,95.0,81.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-660701,1968.0,900,187715430.0,1802.0,10252223.0,206.0,69006488.0,222547.0,1440054984.0,194605.0,,223282.0,900000,3893624.0,92.0,173.0,263608.0,900000,1659519.0,104.0,100.0,96.0
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-660701,1200.0,900,61442732.0,3376.0,3210892.0,280.0,20053200.0,44144.0,474943504.0,37687.0,,53884.0,900000,845681.0,92.0,37.0,55494.0,900000,300676.0,101.0,95.0,17.0
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-660701,520.0,900,2839435.0,3219.0,525076.0,1528.0,3805688.0,10504.0,20442960.0,4668.0,,23947.0,900000,86087.0,92.0,4.0,12302.0,900000,76180.0,100.0,85.0,4.0
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-660701,285.0,900,1167301.0,2439.0,371048.0,286.0,2494376.0,6867.0,6140960.0,1186.0,,3398.0,900000,32648.0,92.0,1.0,9630.0,900000,51753.0,100.0,80.0,3.0
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-660701,298.0,900,282535.0,2810.0,187881.0,256.0,1224768.0,1580.0,1530640.0,206.0,,2093.0,900000,5975.0,92.0,,2085.0,900000,13732.0,100.0,80.0,1.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-660701,177.0,900,1266563.0,2336.0,135260.0,186.0,877944.0,1164.0,9660808.0,1061.0,,2484.0,900000,23192.0,92.0,1.0,1663.0,900000,10391.0,100.0,80.0,1.0
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-660701,242.0,900,140874.0,2857.0,138606.0,1491.0,913160.0,4418.0,398512.0,112.0,,1547.0,900000,6373.0,92.0,,5085.0,900000,28275.0,100.0,80.0,2.0
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-660701,139.0,900,13425.0,2127.0,25542.0,168.0,171224.0,1111.0,64200.0,6.0,,264.0,900000,728.0,92.0,,378.0,900000,2399.0,100.0,80.0,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-660701,57.0,900,348.0,1750.0,496.0,190.0,224.0,2.0,,,,151.0,900000,136.0,8.0,,17.0,900000,261.0,100.0,25.0,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-660701,77.0,900,1993.0,1889.0,10494.0,1398.0,72512.0,75.0,,,,40.0,900000,226.0,16.0,,187.0,900000,1353.0,100.0,80.0,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-660701,34.0,900,40324.0,1333.0,26200.0,99.0,157840.0,339.0,241240.0,32.0,,69.0,900000,1021.0,92.0,,352.0,900000,1667.0,100.0,80.0,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-660701,103.0,900,115892.0,1917.0,91572.0,137.0,669376.0,2622.0,328936.0,71.0,,620.0,900000,5211.0,92.0,,2936.0,900000,22970.0,100.0,95.0,1.0
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-660701,71.0,900,59692.0,1677.0,26918.0,133.0,166032.0,372.0,270760.0,58.0,,230.0,900000,1426.0,92.0,,546.0,900000,4721.0,100.0,80.0,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-660701,82.0,900,21691.0,1671.0,29201.0,1397.0,210112.0,1208.0,83400.0,6.0,,249.0,900000,1313.0,92.0,,1303.0,900000,6741.0,100.0,80.0,
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-660701,57.0,900,7841.0,1698.0,11235.0,38.0,79960.0,107.0,29872.0,3.0,,207.0,900000,218.0,92.0,,140.0,900000,1215.0,100.0,80.0,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-660701,134.0,900,32225125.0,1924.0,937585.0,145.0,5954296.0,15942.0,239712560.0,19789.0,,24505.0,900000,515764.0,92.0,23.0,19637.0,900000,117443.0,100.0,80.0,7.0
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-660701,111.0,900,581172.0,1490.0,164421.0,56.0,1080968.0,1976.0,3461152.0,528.0,,1895.0,900000,11708.0,92.0,1.0,2559.0,900000,19513.0,100.0,80.0,1.0
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-660701,152.0,900,23810.0,2700.0,33504.0,1533.0,237824.0,889.0,94528.0,76.0,,326.0,900000,1135.0,92.0,,1045.0,900000,4625.0,100.0,80.0,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-660701,32.0,900,632.0,1345.0,628.0,18.0,880.0,2.0,,,,19.0,900000,62.0,16.0,,14.0,900000,134.0,100.0,64.0,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,32.0,900,16153.0,1122.0,9583.0,95.0,58784.0,111.0,58496.0,4.0,,35.0,900000,352.0,92.0,,206.0,900000,746.0,100.0,80.0,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,90.0,900,130028.0,1783.0,127192.0,124.0,919896.0,2125.0,424960.0,69.0,,590.0,900000,2892.0,92.0,,2998.0,900000,24064.0,100.0,80.0,1.0
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,269.0,900,276372.0,2358.0,210447.0,1466.0,1521384.0,7978.0,967920.0,159.0,,5798.0,900000,9057.0,92.0,,9126.0,900000,54698.0,100.0,80.0,3.0
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,235.0,900,68588.0,2045.0,30193.0,180.0,190720.0,1291.0,269088.0,53.0,,2709.0,900000,3238.0,92.0,,2520.0,900000,9904.0,100.0,80.0,1.0
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,87.0,900,1422.0,1909.0,1298.0,140.0,5776.0,71.0,,,,271.0,900000,572.0,16.0,,134.0,900000,678.0,100.0,71.0,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,152.0,900,22672.0,2147.0,6750.0,165.0,30536.0,131.0,91328.0,7.0,,1099.0,900000,819.0,92.0,,243.0,900000,1125.0,100.0,80.0,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,99.0,900,39562.0,1879.0,21244.0,1413.0,142600.0,251.0,223168.0,23.0,,240.0,900000,1533.0,92.0,,310.0,900000,1673.0,100.0,80.0,
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,43.0,900,846.0,1518.0,978.0,114.0,2456.0,8.0,,,,174.0,900000,318.0,16.0,,38.0,900000,278.0,100.0,64.0,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,146.0,900,23255.0,2056.0,17460.0,154.0,119152.0,235.0,76288.0,7.0,,1917.0,900000,821.0,92.0,,397.0,900000,2452.0,100.0,80.0,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,60.0,900,15876.0,1570.0,15167.0,1463.0,105720.0,96.0,81920.0,11.0,,131.0,900000,451.0,92.0,,134.0,900000,994.0,100.0,80.0,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,121.0,900,17193.0,2146.0,33655.0,164.0,236872.0,362.0,58496.0,10.0,,159.0,900000,921.0,92.0,,453.0,900000,4183.0,100.0,80.0,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,289.0,900,267689.0,2839.0,191273.0,247.0,1317120.0,5871.0,897488.0,194.0,,1891.0,900000,9795.0,92.0,,6824.0,900000,36450.0,100.0,80.0,2.0
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,61.0,900,1700.0,1497.0,1040.0,118.0,3496.0,11.0,,,,154.0,900000,132.0,64.0,,35.0,900000,342.0,100.0,57.0,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,275.0,900,316770.0,3041.0,182292.0,1606.0,1256472.0,5474.0,1289792.0,275.0,,3824.0,900000,8619.0,92.0,,6545.0,900000,37220.0,100.0,80.0,2.0
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,276.0,900,229311.0,2795.0,177811.0,236.0,1239656.0,3416.0,792472.0,152.0,,5328.0,900000,7617.0,92.0,,4122.0,900000,23437.0,100.0,80.0,1.0
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,2060.0,900,107472048.0,5211.0,5238829.0,515.0,32788584.0,103113.0,815564224.0,88887.0,,127234.0,900000,1981166.0,92.0,88.0,135965.0,900000,563729.0,105.0,100.0,32.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,4209.0,900,194463338.0,8233.0,10452359.0,850.0,57369200.0,176918.0,1478203520.0,152986.0,,224441.0,900000,3338592.0,92.0,148.0,271375.0,900000,949966.0,109.0,100.0,55.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,2719.0,900,62815741.0,10784.0,5434092.0,5212.0,38425520.0,192100.0,465541376.0,91269.0,,143820.0,900000,1974044.0,92.0,88.0,243692.0,900000,925076.0,126.0,100.0,53.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,4364.0,900,109072599.0,10762.0,7900257.0,1122.0,51581840.0,348714.0,798155392.0,112955.0,50.0,205214.0,900000,2561646.0,92.0,114.0,449597.0,900000,1582272.0,116.0,100.0,92.0
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,4967.0,900,19054860.0,11395.0,5228584.0,1215.0,27972672.0,121196.0,118304120.0,16567.0,,102671.0,900000,432619.0,92.0,19.0,225495.0,900000,614772.0,114.0,95.0,36.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,4096.0,900,19759221.0,10574.0,7425578.0,1141.0,44314688.0,95396.0,133869832.0,16875.0,,82795.0,900000,398824.0,92.0,18.0,116485.0,900000,427202.0,103.0,100.0,24.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,3936.0,900,115050203.0,9386.0,7531825.0,2220.0,47668368.0,147415.0,850980464.0,80642.0,,152628.0,900000,1809448.0,92.0,80.0,209255.0,900000,828385.0,113.0,100.0,48.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,3632.0,900,83132843.0,9616.0,6623251.0,1129.0,43676128.0,82226.0,633693736.0,54904.0,1.0,116820.0,900000,1203217.0,92.0,53.0,115611.0,900000,476398.0,104.0,100.0,27.0
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,3987.0,900,276911790.0,8482.0,12853286.0,852.0,81756984.0,183586.0,2092541064.0,189839.0,,258085.0,900000,4081858.0,92.0,181.0,236085.0,900000,628496.0,109.0,100.0,36.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,4255.0,900,281498416.0,6836.0,13002879.0,766.0,79210952.0,151334.0,2169831840.0,225642.0,1.0,293148.0,900000,4644035.0,92.0,206.0,226677.0,900000,767125.0,108.0,100.0,44.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,4014.0,900,204670125.0,8275.0,8916497.0,2147.0,54492704.0,141436.0,1520343728.0,163835.0,22.0,240066.0,900000,3475716.0,92.0,155.0,202638.0,900000,719113.0,109.0,100.0,41.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,4759.0,900,242380128.0,8945.0,16125929.0,2678.0,96809032.0,170619.0,1845433552.0,201890.0,4.0,286055.0,900000,3989479.0,92.0,177.0,219211.0,900000,1227912.0,111.0,100.0,70.0
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,5394.0,900,265794858.0,8512.0,19942069.0,1842.0,121563496.0,175811.0,1989509944.0,186873.0,,296463.0,900000,3933294.0,92.0,175.0,259565.0,900000,1368986.0,113.0,100.0,78.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,4685.0,900,105995686.0,12160.0,7605124.0,2632.0,46067168.0,123388.0,799764632.0,84275.0,1.0,181556.0,900000,1796924.0,92.0,80.0,163440.0,900000,746518.0,109.0,100.0,43.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,3628.0,900,75131461.0,10551.0,4892754.0,1158.0,29741208.0,79037.0,564762528.0,57718.0,,139075.0,900000,1296126.0,92.0,58.0,108535.0,900000,491739.0,103.0,100.0,28.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,3516.0,900,16687767.0,9774.0,3769976.0,1149.0,22373512.0,75092.0,112741176.0,14746.0,,71998.0,900000,325202.0,92.0,14.0,91034.0,900000,379734.0,103.0,95.0,22.0
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,3013.0,900,25227774.0,10034.0,3028765.0,3704.0,20748336.0,84938.0,178079656.0,22995.0,,82460.0,900000,508539.0,92.0,23.0,80319.0,900000,448650.0,101.0,95.0,26.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,3435.0,900,107694734.0,9224.0,6576968.0,2534.0,43593840.0,107506.0,827738664.0,73849.0,53.0,142601.0,900000,1674227.0,92.0,74.0,126754.0,900000,560279.0,105.0,100.0,32.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,2319.0,900,39515762.0,7033.0,2909981.0,741.0,18724232.0,49871.0,299114480.0,31336.0,,86276.0,900000,625508.0,92.0,28.0,70732.0,900000,346750.0,108.0,100.0,20.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,3237.0,900,53772121.0,6434.0,4637071.0,734.0,32269200.0,120440.0,401477480.0,51166.0,,118712.0,900000,1147714.0,92.0,51.0,138066.0,900000,753676.0,105.0,100.0,43.0
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,1903.0,900,40871593.0,3310.0,2322638.0,356.0,15585440.0,79928.0,304633296.0,38626.0,,80923.0,900000,879052.0,92.0,39.0,95134.0,900000,382857.0,102.0,95.0,22.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,2057.0,900,38215302.0,4277.0,2551714.0,1696.0,17703216.0,88547.0,280432616.0,35969.0,,77843.0,900000,828268.0,92.0,37.0,106011.0,900000,436308.0,101.0,95.0,25.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,1756.0,900,135710986.0,4084.0,6856941.0,360.0,45936152.0,130075.0,1044695600.0,125101.0,1.0,164630.0,900000,2417443.0,92.0,107.0,163635.0,900000,568614.0,108.0,95.0,33.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,1377.0,900,15470305.0,3463.0,1321932.0,263.0,8501080.0,25035.0,109968792.0,15168.0,,41174.0,900000,365477.0,92.0,17.0,36541.0,900000,143715.0,101.0,95.0,8.0
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,2173.0,900,113243054.0,3759.0,4904590.0,469.0,28959816.0,77286.0,852063744.0,88061.0,,132237.0,900000,2025983.0,92.0,89.0,118614.0,900000,384883.0,104.0,95.0,22.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,2427.0,900,33919517.0,9014.0,7838918.0,3592.0,48926504.0,85839.0,218027360.0,22854.0,,79122.0,900000,597953.0,92.0,27.0,127115.0,900000,593886.0,103.0,95.0,34.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,4645.0,900,149618719.0,10027.0,33628514.0,992.0,239043728.0,303064.0,998674264.0,120507.0,,205500.0,900000,2671980.0,92.0,119.0,375955.0,900000,1878359.0,124.0,100.0,107.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,3596.0,900,81055146.0,7823.0,27749741.0,1018.0,206981656.0,243502.0,584527480.0,65938.0,,124378.0,900000,1419155.0,92.0,63.0,250964.0,900000,1488542.0,116.0,100.0,85.0
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,3207.0,900,130191723.0,8539.0,7027822.0,1191.0,47406472.0,192140.0,940863640.0,104823.0,,158601.0,900000,2324566.0,92.0,103.0,200949.0,900000,983186.0,106.0,100.0,56.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,3837.0,900,45100908.0,9873.0,28664425.0,2800.0,223273816.0,346358.0,324681352.0,46825.0,,129052.0,900000,1040086.0,92.0,46.0,396456.0,900000,2426978.0,116.0,100.0,139.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,5711.0,900,265720396.0,8354.0,21644691.0,854.0,133484480.0,358453.0,1995873824.0,190957.0,,322277.0,900000,4053534.0,92.0,180.0,483064.0,900000,1565472.0,121.0,100.0,90.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,4913.0,900,186187333.0,11743.0,11709639.0,1513.0,73689160.0,240260.0,1427557632.0,151220.0,1.0,265343.0,900000,3108303.0,92.0,138.0,339986.0,900000,1205894.0,121.0,100.0,69.0
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,4564.0,900,152511986.0,8970.0,11179231.0,3637.0,76381200.0,196785.0,1176436504.0,107762.0,,185588.0,900000,2298773.0,92.0,102.0,288932.0,900000,999771.0,112.0,100.0,58.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,5185.0,900,202380705.0,12506.0,14332468.0,5464.0,101738112.0,601562.0,1562851552.0,413129.0,387.0,562216.0,900000,8252797.0,92.0,367.0,716561.0,900000,2534692.0,119.0,100.0,146.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,5089.0,900,140564843.0,11240.0,9255438.0,2455.0,60844848.0,177092.0,1087167480.0,98447.0,,215726.0,900000,2044941.0,92.0,91.0,244034.0,900000,901334.0,110.0,100.0,52.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,4930.0,900,271911235.0,11234.0,11262987.0,4835.0,70974336.0,181002.0,2107923344.0,203308.0,,307734.0,900000,4167258.0,92.0,186.0,252217.0,900000,829191.0,109.0,100.0,48.0
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,4118.0,900,98221142.0,11579.0,5964455.0,3427.0,34076192.0,101439.0,756681728.0,83384.0,110.0,156018.0,900000,1797783.0,92.0,79.0,210430.0,900000,651140.0,113.0,100.0,37.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,5725.0,900,121060379.0,13013.0,8447200.0,1282.0,51759904.0,123953.0,914756960.0,103943.0,,229123.0,900000,2250210.0,92.0,100.0,283302.0,900000,905360.0,114.0,100.0,52.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,3765.0,900,30876935.0,11315.0,2518841.0,1176.0,15553576.0,72428.0,225596032.0,23457.0,4.0,96454.0,900000,484337.0,92.0,22.0,94950.0,900000,334510.0,105.0,95.0,19.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,4564.0,900,113042292.0,11685.0,7293405.0,1199.0,50643104.0,259017.0,866362232.0,124511.0,1.0,201026.0,900000,2812705.0,92.0,125.0,335049.0,900000,1111526.0,106.0,100.0,64.0
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,5120.0,900,397320413.0,10705.0,12828245.0,2346.0,81858424.0,222806.0,3112958656.0,403989.0,,460268.0,900000,6770741.0,92.0,301.0,345950.0,900000,1128851.0,117.0,100.0,64.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,5372.0,900,324683330.0,12403.0,14052915.0,3019.0,90554184.0,258622.0,2521523448.0,428967.0,43.0,525572.0,900000,7834699.0,92.0,348.0,349249.0,900000,1355505.0,124.0,100.0,78.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,3074.0,900,109728708.0,8920.0,5215066.0,2399.0,35346288.0,174610.0,860320552.0,108492.0,83.0,164179.0,900000,2179270.0,92.0,97.0,268541.0,900000,833186.0,116.0,100.0,48.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,5094.0,900,291750493.0,11208.0,11555377.0,1292.0,75222496.0,335525.0,2276395384.0,434580.0,,516887.0,900000,7767329.0,92.0,345.0,443490.0,900000,1693814.0,118.0,100.0,97.0
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,5083.0,900,311841498.0,12400.0,12169374.0,2975.0,74942568.0,388321.0,2411821712.0,478273.0,383.0,571141.0,900000,7679049.0,92.0,342.0,477767.0,900000,1970855.0,127.0,100.0,114.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,2836.0,900,213433809.0,8691.0,6714227.0,3627.0,45623624.0,196198.0,1659964160.0,253963.0,,290636.0,900000,4955461.0,92.0,220.0,245412.0,900000,1185681.0,106.0,100.0,69.0
