createAt,manageObject,M8049C0,M8049C1,M8049C2,M8049C3
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690501,15,109.0,99.0,193.0
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690501,11,747.0,30778.0,31282.0
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690501,13,789.0,1089.0,1203.0
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690501,13,269.0,210.0,404.0
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690501,10,309.0,159.0,427.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690501,13,9179.0,1002.0,9475.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690501,18,25521.0,3475.0,25982.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690501,15,10946.0,1521.0,11208.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690501,19,34397.0,892.0,35165.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690501,18,20269.0,1096.0,20932.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690501,20,18629.0,21617.0,24198.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690501,29,24250.0,9654.0,25726.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690501,24,18929.0,26040.0,39295.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690501,33,20199.0,15314.0,21801.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690501,29,17786.0,22148.0,22583.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690501,34,15986.0,15910.0,16613.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690501,29,20834.0,14891.0,29057.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,34,20658.0,14735.0,26696.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,31,19594.0,2546.0,21639.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,32,18773.0,7275.0,19493.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,32,19878.0,2087.0,20394.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,34,20053.0,26461.0,36964.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,27,25670.0,20475.0,38622.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,33,21748.0,15381.0,33177.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,34,25516.0,2127.0,26533.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,26,21673.0,4533.0,22765.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,29,32218.0,14661.0,34110.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,27,22990.0,16572.0,30490.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690501,25,22580.0,13403.0,23273.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690501,24,27054.0,4989.0,27868.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690501,31,22698.0,7523.0,25628.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690501,28,23643.0,2312.0,24273.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690501,28,23755.0,4328.0,24743.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690501,33,28113.0,2523.0,29499.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690501,34,24784.0,2553.0,25935.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690501,24,13849.0,1679.0,15367.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,22,13071.0,2130.0,13328.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,18,13422.0,5481.0,13674.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,16,15947.0,5247.0,17003.0
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,19,18857.0,1724.0,19407.0
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,16,18039.0,1582.0,18463.0
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,17,20889.0,1468.0,21320.0
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,17,13551.0,1421.0,13844.0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,16,25751.0,909.0,26590.0
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,17,16612.0,1450.0,17225.0
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,20,16690.0,1530.0,17453.0
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,17,16577.0,1557.0,17036.0
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,18,10744.0,1104.0,11013.0
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,18,37117.0,1087.0,38204.0
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,15,20521.0,21855.0,22721.0
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,15,9574.0,1132.0,9817.0
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,12,5858.0,447.0,6003.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,11,6606.0,251.0,6857.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,12,2044.0,183.0,2140.0
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,12,1828.0,112.0,1888.0
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,12,152.0,176.0,249.0
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690501,12,1160.0,1164.0,1221.0
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,14,798.0,394.0,901.0
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,15,155.0,140.0,231.0
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690501,13,5461.0,1002.0,5623.0
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690501,13,95.0,152.0,195.0
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,12,5310.0,601.0,5449.0
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,14,1020.0,863.0,1145.0
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,13,5209.0,1010.0,5325.0
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,15,1279.0,664.0,1359.0
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,16,22933.0,2312.0,23440.0
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,15,34581.0,710.0,35147.0
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690501,16,19386.0,608.0,19499.0
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,14,24014.0,1971.0,24100.0
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690501,17,23233.0,932.0,23371.0
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,21,28346.0,1627.0,28652.0
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,18,22514.0,864.0,22861.0
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690501,18,20966.0,1264.0,21522.0
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,18,22724.0,7031.0,22889.0
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,18,26007.0,795.0,26532.0
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,17,20039.0,979.0,20327.0
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,17,26289.0,8535.0,26757.0
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,17,18432.0,730.0,19148.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,17,21789.0,18846.0,22092.0
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,16,14676.0,4509.0,15143.0
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,21,22411.0,21327.0,23738.0
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,18,18489.0,19586.0,23475.0
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,17,18894.0,17038.0,28684.0
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,22,17246.0,6350.0,17993.0
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,23,19625.0,4865.0,20902.0
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,27,18802.0,5107.0,19226.0
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,33,19571.0,19074.0,34878.0
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,28,20076.0,18417.0,29576.0
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,29,19988.0,16895.0,20414.0
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,31,21759.0,15873.0,22677.0
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,31,20660.0,5724.0,21988.0
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,32,21103.0,13202.0,24153.0
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,35,24333.0,4252.0,24928.0
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,33,20830.0,17171.0,23101.0
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,32,18771.0,5726.0,19531.0
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,31,19123.0,11201.0,21017.0
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,30,24130.0,10571.0,25321.0
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,29,19845.0,4031.0,21683.0
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,28,20235.0,14367.0,26768.0
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,28,19257.0,4253.0,19769.0
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,31,19414.0,8646.0,21779.0
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,31,18606.0,4477.0,19294.0
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,27,21163.0,3548.0,22143.0
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,30,21329.0,11596.0,22169.0
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,32,21857.0,19181.0,29040.0
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,33,20185.0,18426.0,28261.0
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,29,21548.0,1420.0,22133.0
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,28,17069.0,3288.0,17973.0
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,33,27503.0,7075.0,28105.0
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,33,26181.0,6761.0,26984.0
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,28,15747.0,1949.0,16305.0
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,28,23179.0,16542.0,24442.0
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,21,31521.0,1805.0,32090.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,6,6601.0,730.0,6909.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,7,1783.0,694.0,1854.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,8,3712.0,2070.0,3781.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,6,91.0,163.0,223.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,5,286.0,138.0,425.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,6,31125.0,836.0,31399.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,8,17652.0,712.0,17846.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,10,27862.0,1303.0,28407.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,8,20116.0,2519.0,20377.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,11,26095.0,888.0,26786.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,7,33383.0,665.0,33518.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,5,33403.0,910.0,33521.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,5,23999.0,772.0,24434.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,5,23263.0,547.0,23572.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,5,19138.0,624.0,19324.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,5,12986.0,116.0,13089.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,5,10062.0,321.0,10147.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,6,11379.0,976.0,11606.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,5,12890.0,1062.0,13082.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,5,13663.0,7318.0,14735.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,5,13491.0,6986.0,13643.0
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,5,5706.0,399.0,6011.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,5,10576.0,575.0,10770.0
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,6,20544.0,954.0,21034.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,4,8248.0,604.0,8394.0
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,4,1068.0,812.0,1111.0
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,4,284.0,4422.0,4572.0
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,3,1685.0,556.0,2034.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,3,7466.0,244.0,7606.0
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,3,111.0,129.0,240.0
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,4,1110.0,154.0,1136.0
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,5,189.0,299.0,359.0
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,4,9883.0,163.0,10047.0
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,3,1015.0,424.0,1166.0
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,3,295.0,198.0,398.0
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,4,475.0,237.0,519.0
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,5,428.0,335.0,430.0
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,5,256.0,309.0,411.0
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,4,288.0,524.0,633.0
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,4,3171.0,519.0,3373.0
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,4,3163.0,835.0,3374.0
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,4,10209.0,269.0,10405.0
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,4,11796.0,483.0,12011.0
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,4,13121.0,402.0,13523.0
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,4,15475.0,564.0,15553.0
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,5,14781.0,829.0,15222.0
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,4,9154.0,563.0,9310.0
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,5,251.0,150.0,299.0
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,4,11223.0,357.0,11473.0
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,4,9806.0,251.0,9878.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,4,1535.0,430.0,1617.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,3,143.0,49.0,193.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,4,155.0,84.0,216.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,3,12.0,22.0,32.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,4,129.0,110.0,239.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,3,2726.0,332.0,2769.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,5,9885.0,6613.0,10574.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,6,9484.0,1144.0,10023.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,9,32223.0,1380.0,32468.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,8,28326.0,1266.0,28861.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,8,15864.0,799.0,16134.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,8,27680.0,2061.0,27912.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,7,31173.0,3185.0,31366.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,7,20008.0,1706.0,20312.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,6,22888.0,1037.0,23074.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,6,23451.0,1175.0,23746.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,7,25563.0,969.0,26123.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,7,18662.0,672.0,19221.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,7,21791.0,668.0,22278.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,7,10670.0,709.0,10972.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,7,9295.0,971.0,9604.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,8,33146.0,2202.0,33246.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,8,17433.0,2396.0,17612.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,7,9627.0,702.0,9856.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,5,2660.0,351.0,2778.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,6,24435.0,558.0,24575.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,7,24404.0,731.0,24591.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,5,27861.0,555.0,28001.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,7,23709.0,1150.0,24337.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,6,8893.0,323.0,9026.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,5,11593.0,762.0,11777.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,9,24406.0,773.0,24694.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,7,20198.0,1541.0,20806.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,9,18044.0,634.0,18420.0
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,6,14215.0,510.0,14368.0
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,4,1533.0,327.0,1685.0
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,4,523.0,157.0,579.0
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,5,1601.0,387.0,1652.0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,3,892.0,137.0,935.0
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,5,120.0,185.0,243.0
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,3,1274.0,1076.0,1911.0
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,3,158.0,161.0,320.0
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,8,6656.0,313.0,6839.0
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,5,2019.0,432.0,2228.0
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,5,13035.0,1674.0,13626.0
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,4,2053.0,1716.0,2122.0
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,6,9351.0,376.0,9573.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,4,4122.0,293.0,4232.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,4,26369.0,555.0,26808.0
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,5,845.0,224.0,906.0
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,4,9017.0,403.0,9358.0
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,5,19537.0,1012.0,19997.0
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,5,23515.0,964.0,23882.0
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,6,16221.0,640.0,16722.0
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,7,1169.0,403.0,1225.0
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,4,594.0,184.0,716.0
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,3,128.0,136.0,230.0
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,4,1273.0,432.0,1545.0
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,4,977.0,326.0,1058.0
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,4,731.0,345.0,827.0
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,3,834.0,225.0,872.0
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,4,110.0,97.0,196.0
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,6,272.0,221.0,439.0
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,3,5053.0,160.0,5165.0
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,4,2509.0,303.0,2776.0
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,4,281.0,86.0,315.0
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,3,802.0,549.0,873.0
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,4,584.0,792.0,818.0
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,5,242.0,100.0,310.0
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,3,113.0,130.0,244.0
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,3,1775.0,147.0,1893.0
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,3,1287.0,176.0,1353.0
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,4,167.0,174.0,299.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,4,33524.0,153.0,33630.0
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,3,19958.0,812.0,20229.0
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,6,32917.0,1330.0,33028.0
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,7,4582.0,2796.0,4791.0
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,7,25269.0,1351.0,25729.0
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,8,23847.0,1221.0,24009.0
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,10,11571.0,2132.0,11963.0
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,12,21646.0,1733.0,22246.0
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,10,32441.0,14349.0,32670.0
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,10,26684.0,9935.0,27207.0
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,10,18354.0,11267.0,18647.0
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,7,1334.0,3805.0,3881.0
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,8,23077.0,1328.0,23168.0
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,8,18687.0,12638.0,19206.0
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,6,32165.0,1746.0,32411.0
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,6,10665.0,778.0,10827.0
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,6,19792.0,1115.0,20334.0
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,4,12458.0,534.0,12809.0
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,3,1634.0,161.0,1726.0
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,3,1676.0,194.0,1870.0
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,8,29737.0,1092.0,30805.0
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,9,16374.0,3238.0,18690.0
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,6,14928.0,914.0,15124.0
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,6,8542.0,463.0,8787.0
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,6,9509.0,2971.0,9802.0
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,7,25406.0,928.0,25724.0
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,6,18860.0,2080.0,19139.0
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,8,30710.0,720.0,31128.0
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,5,16379.0,899.0,16744.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,3,10.0,45.0,50.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,2,60.0,1660.0,1695.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,4,125.0,51.0,151.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,4,2556.0,2574.0,2696.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,3,29186.0,3248.0,29523.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,4,794.0,122.0,830.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,2,11.0,33.0,40.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,39.0,39.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,2,10.0,20.0,30.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,3,5634.0,1720.0,5748.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,12,25329.0,2234.0,26233.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,14,15305.0,6193.0,16972.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,3,505.0,92.0,598.0
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,2,456.0,478.0,930.0
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,6,737.0,595.0,1332.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,3,52.0,77.0,81.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,3,88.0,126.0,215.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,3,112.0,122.0,234.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,3,113.0,105.0,190.0
