createAt,manageObject,M8049C0,M8049C1,M8049C2,M8049C3
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,3,11.0,40.0,51.0
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,3,20.0,20.0,41.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,2,20.0,29.0,50.0
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,3,118.0,125.0,244.0
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,3,907.0,180.0,1087.0
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,4,238.0,52.0,261.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,3,11.0,29.0,40.0
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,3,117.0,184.0,301.0
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,3,164.0,91.0,210.0
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,3,233.0,365.0,599.0
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,31.0
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,2,10.0,31.0,41.0
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,2,20.0,20.0,41.0
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,3,20.0,20.0,41.0
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,3,2400.0,1784.0,2440.0
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,29.0
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,3,69.0,35.0,99.0
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,3,110.0,142.0,203.0
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,2,20.0,20.0,41.0
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,2,11.0,39.0,51.0
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,3,21.0,39.0,40.0
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,2,20.0,21.0,41.0
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,2,739.0,396.0,817.0
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,2,277.0,125.0,288.0
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,4,493.0,296.0,701.0
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,2,328.0,131.0,450.0
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,3,18541.0,854.0,18731.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,3,747.0,494.0,1055.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,5,17128.0,577.0,17327.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,2,7466.0,504.0,7970.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,4,19941.0,441.0,20382.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,2,10.0,20.0,31.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,19.0,29.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,4,2198.0,119.0,2285.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,4,10.0,20.0,30.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,3,153.0,133.0,271.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,4,690.0,293.0,983.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,4,11576.0,587.0,11824.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,6,9560.0,636.0,9928.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,3,11.0,20.0,31.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,5,4348.0,2318.0,6666.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,3,546.0,158.0,686.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,5,3597.0,687.0,3741.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,6,291.0,122.0,413.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,2,20.0,63.0,64.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,2,116.0,135.0,252.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,2,172.0,122.0,237.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,3,1115.0,202.0,1205.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,2,20.0,31.0,31.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,2,10.0,39.0,50.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,2,10.0,39.0,50.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,2,10.0,24.0,31.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,2,10.0,20.0,31.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,2,10.0,20.0,31.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,3,179.0,29.0,184.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,2,20.0,28.0,34.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,44.0,45.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,31.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,4,926.0,125.0,1003.0
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,16,21241.0,1884.0,21965.0
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,11,15719.0,1200.0,15948.0
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,4,127.0,113.0,240.0
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,21.0,32.0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,3,15230.0,628.0,15533.0
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,3,120.0,136.0,256.0
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,3,176.0,123.0,239.0
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,78.0,81.0
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,4,1662.0,432.0,1760.0
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,4,85.0,88.0,112.0
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,3,1000.0,710.0,1091.0
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,2,119.0,132.0,252.0
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,3,1441.0,125.0,1518.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,4,2217.0,666.0,2316.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,5,11801.0,291.0,11941.0
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,31.0,41.0
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,39.0,50.0
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,3,20.0,31.0,32.0
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,2,4397.0,211.0,4576.0
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,4,799.0,155.0,829.0
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,2,33389.0,850.0,34239.0
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,4,3166.0,112.0,3279.0
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,4,80.0,31.0,97.0
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,3,10.0,39.0,50.0
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,39.0,50.0
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,3,11.0,20.0,31.0
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,31.0
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,3,105.0,53.0,147.0
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,2,56.0,76.0,133.0
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,3,1591.0,1284.0,1648.0
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,3,68.0,39.0,100.0
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,3,704.0,66.0,770.0
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,3,825.0,595.0,1420.0
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,4,346.0,546.0,776.0
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,4,20.0,40.0,60.0
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,3,20.0,40.0,60.0
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,4,1435.0,543.0,1586.0
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,5,18419.0,874.0,19170.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,4,4421.0,522.0,4526.0
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,4,1080.0,245.0,1150.0
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,5,2241.0,220.0,2363.0
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,4,2831.0,473.0,3021.0
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,6,13759.0,1718.0,14082.0
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,6,8045.0,4428.0,8242.0
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,4,5536.0,4561.0,5646.0
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,4,12632.0,4976.0,13253.0
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,5,5520.0,10464.0,10718.0
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,4,5488.0,11469.0,11744.0
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,4,9945.0,16924.0,17191.0
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,5,15764.0,4118.0,15988.0
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,6,2301.0,241.0,2369.0
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,5,1267.0,199.0,1381.0
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,4,1421.0,222.0,1454.0
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,5,4556.0,239.0,4706.0
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,4,2703.0,685.0,2877.0
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,5,405.0,162.0,519.0
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,3,1646.0,924.0,1678.0
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,3,1235.0,362.0,1375.0
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,3,11361.0,246.0,11607.0
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,3,20.0,31.0,32.0
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,2,5459.0,812.0,5621.0
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,2,20.0,40.0,60.0
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,3,2749.0,119.0,2825.0
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,3,10.0,20.0,30.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,9,13966.0,2146.0,14008.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,8,13804.0,1421.0,14103.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,7,6592.0,7477.0,7570.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,8,14684.0,1355.0,14868.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,7,14515.0,1156.0,14923.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,8,13147.0,660.0,13222.0
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-771801,7,13970.0,322.0,14278.0
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-771801,6,2000.0,1058.0,2161.0
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,6,12022.0,458.0,12242.0
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,6,14299.0,678.0,14539.0
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,5,13421.0,849.0,13877.0
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,5,13864.0,1144.0,14289.0
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,5,14697.0,2964.0,15616.0
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,5,14417.0,1302.0,14825.0
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,5,14197.0,1385.0,14877.0
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,5,13880.0,953.0,14219.0
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,5,13967.0,1529.0,14143.0
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,4,13894.0,666.0,14344.0
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,5,13543.0,1290.0,14834.0
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,6,13678.0,1049.0,13933.0
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,5,13820.0,627.0,13947.0
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,6,13426.0,1404.0,13758.0
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,5,9378.0,637.0,9543.0
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,5,13797.0,501.0,13899.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,5,13607.0,1109.0,13978.0
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,5,513.0,322.0,553.0
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,4,4623.0,975.0,4741.0
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,5,11373.0,685.0,11417.0
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,4,10651.0,181.0,10696.0
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,5,519.0,193.0,712.0
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,5,1677.0,170.0,1733.0
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,5,4231.0,2151.0,4276.0
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,5,725.0,190.0,767.0
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,5,1481.0,140.0,1579.0
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,4,3515.0,199.0,3538.0
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,4,1931.0,593.0,2077.0
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,3,242.0,218.0,411.0
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,4,1337.0,1758.0,3096.0
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,4,412.0,239.0,529.0
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,4,13673.0,468.0,13738.0
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,4,6409.0,166.0,6545.0
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,4,1208.0,217.0,1336.0
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,3,1950.0,295.0,2061.0
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,3,317.0,223.0,468.0
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,5,11376.0,835.0,11908.0
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,5,2226.0,1818.0,2319.0
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,5,4794.0,988.0,5375.0
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,5,1407.0,1123.0,2530.0
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,6,13944.0,275.0,14030.0
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,6,13974.0,995.0,14110.0
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,6,11716.0,911.0,11808.0
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,7,6674.0,881.0,6799.0
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,7,13763.0,1028.0,14084.0
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,7,12349.0,3016.0,12433.0
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,8,4075.0,1763.0,4515.0
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,7,8431.0,2530.0,8488.0
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,7,13969.0,507.0,14151.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,6,13563.0,1152.0,14035.0
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,6,13811.0,2864.0,13977.0
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,7,13837.0,533.0,13981.0
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,9,8006.0,10988.0,11050.0
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,9,13809.0,782.0,14230.0
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,8,13961.0,529.0,14178.0
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,6,13961.0,297.0,14000.0
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,5,9184.0,2101.0,9536.0
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,6,13882.0,2896.0,14101.0
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,9,14491.0,668.0,14863.0
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,8,11937.0,2829.0,12070.0
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,10,13963.0,833.0,14055.0
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,7,10416.0,529.0,10749.0
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,6,13839.0,604.0,14242.0
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,5,3603.0,428.0,3621.0
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,7,5748.0,786.0,6075.0
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,7,8328.0,243.0,8486.0
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,6,13902.0,593.0,14277.0
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,6,13841.0,1833.0,13887.0
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,7,13667.0,4278.0,14082.0
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,7,13815.0,2329.0,14104.0
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,8,12080.0,2340.0,12420.0
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,7,13595.0,2802.0,13747.0
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,6,13964.0,570.0,14239.0
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,6,13846.0,1002.0,14069.0
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,5,11537.0,1721.0,11935.0
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,6,14387.0,1317.0,15080.0
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,6,12876.0,809.0,13685.0
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,6,14275.0,9290.0,14517.0
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,7,14306.0,1052.0,14706.0
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,6,12311.0,1741.0,13183.0
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,6,14422.0,1015.0,14800.0
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,7,12494.0,807.0,12777.0
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,6,14174.0,1132.0,14900.0
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,7,14323.0,1222.0,14496.0
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,7,14210.0,1104.0,14731.0
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,6,14030.0,1527.0,14755.0
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,5,13962.0,800.0,14083.0
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,5,13769.0,1832.0,13862.0
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,5,11305.0,615.0,11412.0
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,4,12455.0,515.0,12556.0
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,6,12206.0,4298.0,12382.0
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,5,12611.0,1773.0,12733.0
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,5,13933.0,341.0,14105.0
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,5,2427.0,610.0,3038.0
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,6,6137.0,372.0,6286.0
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,5,2713.0,357.0,2728.0
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,5,319.0,384.0,442.0
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,5,5877.0,135.0,6000.0
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,4,4897.0,545.0,5090.0
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,5,2554.0,411.0,2619.0
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,6,6822.0,508.0,6939.0
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,5,12438.0,728.0,12534.0
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,5,3635.0,437.0,3709.0
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,5,3765.0,6758.0,6893.0
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,4,212.0,147.0,359.0
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,5,4307.0,349.0,4327.0
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,5,456.0,227.0,623.0
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,4,533.0,147.0,560.0
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,6,3937.0,623.0,3971.0
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,5,10823.0,190.0,10995.0
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,6,13238.0,1042.0,13312.0
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,4,1227.0,341.0,1273.0
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,6,10888.0,506.0,11394.0
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,4,12185.0,569.0,12661.0
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,4,13810.0,974.0,13884.0
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,5,4844.0,2243.0,5032.0
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,5,13708.0,531.0,13871.0
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,5,12506.0,1371.0,12773.0
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,5,7799.0,2314.0,7975.0
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,3,1505.0,2303.0,2339.0
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,6,1205.0,305.0,1361.0
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,7,1841.0,1210.0,1892.0
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,7,13803.0,985.0,13949.0
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,5,11458.0,1169.0,11624.0
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,6,13980.0,912.0,14263.0
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,6,12443.0,300.0,12689.0
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,6,1744.0,1362.0,1824.0
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,6,13169.0,1223.0,13360.0
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,6,13837.0,1473.0,14064.0
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,6,14166.0,891.0,14521.0
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,7,5512.0,622.0,5764.0
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,7,13951.0,337.0,14105.0
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,7,14261.0,801.0,14449.0
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,6,13964.0,587.0,14073.0
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,7,13823.0,651.0,13942.0
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,8,5706.0,598.0,5829.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,6,10358.0,3056.0,10829.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,7,13937.0,1178.0,14087.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,7,4452.0,2286.0,4525.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,7,13807.0,10012.0,14064.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,7,13510.0,2476.0,13819.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,6,6629.0,3006.0,6854.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,36,18121.0,1565.0,18957.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,38,22638.0,5045.0,22934.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,35,20465.0,1759.0,21624.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,33,21813.0,1438.0,22306.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,34,21579.0,4181.0,22310.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,33,23148.0,6608.0,23307.0
