createAt,manageObject,M8018C0,M8018C1,M8018C8,M8018C9
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4210.0,900
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4694.0,900
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3565.0,900
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3423.0,900
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,3077.0,900
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,2665.0,900
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,2880.0,900
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3449.0,900
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3308.0,900
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,4039.0,900
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3893.0,900
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4121.0,900
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,4.0,8.0,3377.0,900
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,2776.0,900
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,3.0,5.0,2719.0,900
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,3120.0,900
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3257.0,900
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,3.0,5.0,2919.0,900
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3310.0,900
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,1.0,6.0,836.0,900
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,2.0,5.0,1518.0,900
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,3.0,9.0,2644.0,900
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,4.0,7.0,3563.0,900
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,4.0,9.0,3565.0,900
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,2.0,6.0,2222.0,900
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,724.0,900
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1072.0,900
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,1.0,5.0,977.0,900
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,915.0,900
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,1.0,5.0,515.0,900
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,600.0,900
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,684.0,900
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,1.0,8.0,1347.0,900
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,2.0,5.0,1636.0,900
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,2.0,5.0,1527.0,900
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1086.0,900
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,2.0,6.0,1642.0,900
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1065.0,900
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1257.0,900
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,1.0,5.0,1141.0,900
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1076.0,900
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,1.0,5.0,1349.0,900
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,2.0,5.0,2133.0,900
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,2.0,6.0,1679.0,900
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,2.0,7.0,1942.0,900
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1134.0,900
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,1017.0,900
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1214.0,900
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1089.0,900
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1100.0,900
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,1172.0,900
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,2.0,4.0,1461.0,900
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,2.0,6.0,1757.0,900
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,799.0,900
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,551.0,900
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,735.0,900
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,718.0,900
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,651.0,900
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,1.0,5.0,811.0,900
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,756.0,900
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,838.0,900
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,1118.0,900
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,761.0,900
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,1.0,4.0,1020.0,900
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,501.0,900
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,2510.0,900
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,3023.0,900
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,3016.0,900
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4252.0,900
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,5.0,10.0,4618.0,900
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,5.0,12.0,4252.0,900
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,6.0,10.0,4958.0,900
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,7.0,10.0,6178.0,900
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,5.0,10.0,4130.0,900
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,2785.0,900
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4442.0,900
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,5.0,8.0,4175.0,900
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,2335.0,900
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,4.0,6.0,3225.0,900
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,4.0,6.0,3223.0,900
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,2.0,4.0,1391.0,900
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,814.0,900
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,1.0,3.0,773.0,900
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,2.0,8.0,1639.0,900
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,5.0,9.0,4399.0,900
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,2502.0,900
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690503,2.0,6.0,2212.0,900
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690503,3.0,6.0,2719.0,900
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690503,3.0,7.0,2714.0,900
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690503,4.0,6.0,3294.0,900
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690503,4.0,8.0,3171.0,900
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690503,2.0,5.0,1390.0,900
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,130.0,900
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,351.0,900
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,599.0,900
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,1204.0,900
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690513,2.0,3.0,1375.0,900
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,450.0,900
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,88.0,900
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,324.0,900
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,52.0,900
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,533.0,900
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690513,5.0,12.0,4448.0,900
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690513,1.0,14.0,1169.0,900
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,169.0,900
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,538.0,900
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690513,1.0,6.0,967.0,900
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,169.0,900
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,71.0,900
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,79.0,900
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,106.0,900
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,79.0,900
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,56.0,900
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,56.0,900
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,99.0,900
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,254.0,900
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690513,,4.0,240.0,900
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,79.0,900
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,130.0,900
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,79.0,900
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,87.0,900
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,126.0,900
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,66.0,900
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,55.0,900
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,53.0,900
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,233.0,900
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,930.0,900
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,54.0,900
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,147.0,900
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,282.0,900
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,55.0,900
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,55.0,900
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,62.0,900
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,469.0,900
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,468.0,900
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,930.0,900
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,387.0,900
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,742.0,900
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,408.0,900
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690513,,5.0,424.0,900
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,144.0,900
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,588.0,900
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,54.0,900
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,55.0,900
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690513,,4.0,214.0,900
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690513,,4.0,85.0,900
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,55.0,900
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,326.0,900
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,516.0,900
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690513,2.0,4.0,1474.0,900
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690513,1.0,6.0,888.0,900
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,55.0,900
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,185.0,900
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,1077.0,900
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,770.0,900
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,2.0,5.0,1996.0,900
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,1.0,6.0,1260.0,900
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,667.0,900
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,361.0,900
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,275.0,900
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,1157.0,900
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,354.0,900
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,64.0,900
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,54.0,900
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,,2.0,348.0,900
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,52.0,900
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,94.0,900
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,93.0,900
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,115.0,900
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,162.0,900
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,120.0,900
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,,4.0,323.0,900
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,7.0,16.0,6220.0,900
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,1.0,11.0,1092.0,900
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,,4.0,122.0,900
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,59.0,900
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,736.0,900
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,93.0,900
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,153.0,900
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,138.0,900
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,963.0,900
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,,4.0,221.0,900
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,125.0,900
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,212.0,900
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,574.0,900
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,535.0,900
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,731.0,900
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,56.0,900
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,56.0,900
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,,2.0,293.0,900
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,912.0,900
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,569.0,900
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,862.0,900
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,,4.0,109.0,900
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,58.0,900
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,59.0,900
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,66.0,900
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,184.0,900
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,107.0,900
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,537.0,900
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,192.0,900
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,174.0,900
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,538.0,900
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,610.0,900
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,,4.0,58.0,900
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,68.0,900
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,,4.0,87.0,900
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,1076.0,900
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,,4.0,188.0,900
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,,4.0,212.0,900
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,82.0,900
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,1274.0,900
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,1201.0,900
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,5.0,6.0,4084.0,900
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,1.0,6.0,1098.0,900
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,729.0,900
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,2.0,4.0,1910.0,900
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,958.0,900
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,1077.0,900
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,2.0,4.0,1914.0,900
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,3.0,5.0,2604.0,900
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,2.0,6.0,1602.0,900
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,2.0,5.0,1390.0,900
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,1.0,4.0,1232.0,900
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,2.0,5.0,1414.0,900
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,2.0,4.0,1644.0,900
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,1.0,5.0,645.0,900
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,1.0,3.0,824.0,900
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,180.0,900
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,,3.0,237.0,900
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,57.0,900
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,1.0,2.0,579.0,900
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,,2.0,57.0,900
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,,3.0,431.0,900
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,,3.0,55.0,900
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,5.0,9.0,4458.0,900
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,4.0,8.0,3943.0,900
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,4.0,7.0,3707.0,900
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,5.0,8.0,4661.0,900
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,4.0,7.0,4033.0,900
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,5.0,8.0,4089.0,900
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-771801,3.0,7.0,2603.0,900
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-771801,3.0,6.0,2330.0,900
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,1.0,6.0,1194.0,900
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,3.0,6.0,3099.0,900
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2948.0,900
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,3133.0,900
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,3023.0,900
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2761.0,900
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3470.0,900
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3216.0,900
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,3078.0,900
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,3.0,4.0,2780.0,900
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3539.0,900
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,4.0,6.0,3699.0,900
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3376.0,900
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,4.0,6.0,3663.0,900
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3531.0,900
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,4.0,5.0,3454.0,900
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2746.0,900
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2589.0,900
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,3.0,4.0,2486.0,900
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2335.0,900
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,3.0,4.0,2412.0,900
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,2119.0,900
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2286.0,900
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,1851.0,900
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,3.0,5.0,2259.0,900
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,1719.0,900
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,2.0,4.0,1941.0,900
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,2.0,4.0,1866.0,900
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,1.0,3.0,1147.0,900
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,1.0,4.0,1135.0,900
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,2.0,4.0,2072.0,900
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,1.0,4.0,1233.0,900
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,1.0,4.0,1275.0,900
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,1.0,4.0,1036.0,900
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,1.0,3.0,1269.0,900
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,1.0,3.0,867.0,900
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,1465.0,900
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,2115.0,900
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,1849.0,900
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,2.0,5.0,1928.0,900
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,3.0,6.0,2603.0,900
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,3.0,6.0,2811.0,900
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,3.0,6.0,2790.0,900
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,3.0,7.0,2635.0,900
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,3.0,7.0,2592.0,900
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,4.0,7.0,3220.0,900
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,3.0,8.0,2534.0,900
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,4.0,7.0,3938.0,900
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,5.0,7.0,4296.0,900
