createAt,manageObject,M8006C0,M8006C1,M8006C53,M8006C54,M8006C196,M8006C214,M8006C232,M8006C254,M8006C255,M8006C256,M8006C180,M8006C185,M8006C243,M8006C6,M8006C247,M8006C7,M8006C313,M8006C339,M8006C340,M8006C262,M8006C263,M8006C264,M8006C346,M8006C205,M8006C223,M8006C347,M8006C259,M8006C246
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,133.0,133.0,5261.0,900,133.0,133.0,16.0,111.0,111.0,,,1494.0,,,,24.0,,,,11.0,6.0,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,136.0,136.0,4762.0,900,136.0,136.0,15.0,109.0,109.0,,,1109.0,,,,27.0,,,,2.0,2.0,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,125.0,125.0,4575.0,900,125.0,125.0,18.0,97.0,97.0,,,1433.0,,,,29.0,,,,42.0,25.0,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,148.0,148.0,5895.0,900,148.0,148.0,17.0,111.0,111.0,,,1728.0,,,,36.0,,,,3.0,2.0,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,139.0,139.0,4729.0,900,138.0,138.0,14.0,111.0,111.0,,,1484.0,,1.0,,25.0,,,,14.0,8.0,,,1.0,1.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,187.0,187.0,5279.0,900,187.0,187.0,16.0,148.0,147.0,1.0,1.0,787.0,1.0,,,41.0,,,,5.0,2.0,,,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,181.0,181.0,4764.0,900,181.0,181.0,18.0,139.0,139.0,,,450.0,,,,40.0,,,,3.0,3.0,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,194.0,194.0,4790.0,900,194.0,194.0,14.0,152.0,151.0,,,788.0,,,,41.0,,,,2.0,2.0,,1.0,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,143.0,143.0,2550.0,900,143.0,143.0,17.0,116.0,115.0,1.0,,313.0,,,,25.0,,,,3.0,3.0,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,126.0,126.0,2187.0,900,126.0,126.0,14.0,100.0,99.0,,,194.0,,,,27.0,,,,2.0,2.0,,1.0,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,131.0,131.0,1914.0,900,131.0,131.0,14.0,102.0,101.0,,,125.0,,,,27.0,,,,8.0,4.0,,1.0,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,126.0,126.0,2067.0,900,126.0,126.0,13.0,101.0,101.0,,,152.0,,,,24.0,,,,3.0,3.0,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,120.0,120.0,1590.0,900,120.0,120.0,12.0,96.0,96.0,,,66.0,,,,24.0,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,121.0,121.0,1699.0,900,121.0,121.0,12.0,97.0,97.0,,,72.0,,1.0,,25.0,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690501,130.0,130.0,1805.0,900,129.0,129.0,12.0,105.0,105.0,,,80.0,,1.0,,24.0,,,,,,,,1.0,1.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,119.0,119.0,1537.0,900,119.0,119.0,14.0,95.0,95.0,,,58.0,,,,24.0,,,,1.0,1.0,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,126.0,126.0,1705.0,900,126.0,126.0,13.0,101.0,101.0,,,62.0,,,,25.0,,,,1.0,1.0,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690501,130.0,130.0,1733.0,900,130.0,130.0,14.0,120.0,120.0,,,93.0,,,,10.0,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690501,119.0,119.0,1561.0,900,119.0,119.0,13.0,96.0,96.0,,,58.0,,,,24.0,,,,,,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,139.0,139.0,2246.0,900,139.0,139.0,10.0,111.0,111.0,,,150.0,,,,27.0,,,,1.0,1.0,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,141.0,140.0,2718.0,900,141.0,140.0,15.0,110.0,110.0,,,241.0,,,1.0,28.0,,,,1.0,1.0,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,145.0,145.0,2767.0,900,145.0,145.0,13.0,116.0,115.0,1.0,,241.0,,,,27.0,,,,7.0,7.0,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,150.0,150.0,2958.0,900,150.0,150.0,13.0,124.0,123.0,,,238.0,,,,26.0,,,,3.0,2.0,1.0,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,133.0,133.0,2616.0,900,131.0,131.0,13.0,107.0,107.0,,,724.0,,2.0,,25.0,,,,1.0,1.0,,,2.0,2.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,129.0,129.0,2450.0,900,129.0,129.0,12.0,104.0,104.0,,,627.0,,,,25.0,,,,3.0,3.0,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690501,124.0,124.0,2561.0,900,124.0,124.0,15.0,100.0,100.0,,,838.0,,,,26.0,,,,,,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,152.0,152.0,3832.0,900,152.0,152.0,12.0,121.0,120.0,,,844.0,,5.0,,25.0,,,,1.0,,1.0,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690501,170.0,170.0,4469.0,900,170.0,170.0,15.0,132.0,132.0,,,832.0,,10.0,,27.0,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,181.0,181.0,5143.0,900,181.0,181.0,17.0,152.0,151.0,1.0,1.0,1514.0,1.0,4.0,,25.0,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,187.0,187.0,5490.0,900,187.0,187.0,16.0,159.0,159.0,,,1609.0,,1.0,,26.0,,,,3.0,3.0,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690501,182.0,182.0,5492.0,900,182.0,182.0,15.0,154.0,154.0,,,1570.0,,3.0,,26.0,,,,,,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690501,189.0,188.0,5624.0,900,189.0,188.0,17.0,155.0,155.0,,,1470.0,,4.0,1.0,27.0,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690501,183.0,184.0,5511.0,900,182.0,183.0,18.0,150.0,150.0,,,1209.0,,6.0,,27.0,,,,,,,,1.0,1.0,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,188.0,188.0,5802.0,900,188.0,188.0,17.0,157.0,157.0,,,1402.0,,4.0,,27.0,,,,1.0,1.0,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,197.0,197.0,5979.0,900,197.0,197.0,18.0,160.0,160.0,,,1613.0,,11.0,,27.0,,,,3.0,3.0,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690501,183.0,183.0,5954.0,900,183.0,183.0,19.0,145.0,145.0,,,1298.0,,14.0,,26.0,,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,174.0,174.0,7238.0,900,174.0,174.0,16.0,128.0,124.0,2.0,1.0,1624.0,1.0,16.0,,26.0,,,,5.0,3.0,2.0,,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,168.0,168.0,7238.0,900,168.0,168.0,18.0,141.0,139.0,2.0,1.0,1106.0,1.0,,,26.0,,,,14.0,14.0,,,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,191.0,191.0,6702.0,900,191.0,191.0,21.0,165.0,163.0,2.0,,1743.0,,,,27.0,,,,7.0,6.0,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,171.0,171.0,6521.0,900,171.0,171.0,18.0,147.0,147.0,,,2253.0,,,,26.0,,,,3.0,3.0,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,163.0,163.0,6021.0,900,163.0,163.0,17.0,136.0,136.0,,,2621.0,,,,27.0,,,,8.0,8.0,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,204.0,203.0,10077.0,900,203.0,202.0,25.0,166.0,157.0,9.0,9.0,4211.0,9.0,3.0,1.0,30.0,,,,10.0,8.0,,,1.0,1.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690501,205.0,205.0,12070.0,900,204.0,204.0,25.0,177.0,172.0,3.0,1.0,3604.0,1.0,4.0,,26.0,,,,30.0,16.0,1.0,1.0,1.0,1.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690501,251.0,251.0,14044.0,900,251.0,251.0,27.0,223.0,219.0,2.0,1.0,3764.0,1.0,2.0,,26.0,,,,17.0,11.0,2.0,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690501,276.0,276.0,15890.0,900,275.0,275.0,34.0,243.0,233.0,10.0,7.0,5178.0,7.0,1.0,,31.0,,,,21.0,16.0,,,1.0,1.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690501,239.0,237.0,16433.0,900,239.0,237.0,29.0,213.0,205.0,8.0,3.0,4495.0,3.0,,2.0,27.0,,,,7.0,5.0,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690501,274.0,274.0,17905.0,900,274.0,274.0,30.0,248.0,243.0,5.0,2.0,4753.0,2.0,1.0,,27.0,,,,17.0,12.0,,,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-690501,269.0,269.0,17243.0,900,269.0,269.0,31.0,239.0,235.0,2.0,2.0,4904.0,2.0,4.0,,29.0,,,,15.0,8.0,2.0,,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690501,241.0,241.0,16988.0,900,241.0,241.0,29.0,207.0,203.0,1.0,1.0,5994.0,1.0,4.0,,29.0,,,,30.0,21.0,3.0,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690501,315.0,314.0,21040.0,900,314.0,313.0,32.0,280.0,274.0,4.0,3.0,6561.0,3.0,3.0,1.0,29.0,,,,16.0,8.0,2.0,,1.0,1.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690501,318.0,318.0,19376.0,900,318.0,318.0,37.0,271.0,261.0,7.0,4.0,6830.0,4.0,6.0,,42.0,,,,37.0,26.0,2.0,1.0,,,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-690501,341.0,340.0,18919.0,900,341.0,340.0,33.0,298.0,285.0,6.0,4.0,6597.0,4.0,6.0,1.0,39.0,,,,27.0,14.0,7.0,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690501,386.0,386.0,19176.0,900,386.0,386.0,32.0,338.0,331.0,7.0,5.0,5110.0,5.0,9.0,,39.0,,,,12.0,9.0,,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690501,347.0,347.0,17024.0,900,347.0,347.0,31.0,304.0,299.0,4.0,3.0,5691.0,3.0,8.0,,40.0,,,,16.0,14.0,1.0,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690501,353.0,352.0,15258.0,900,353.0,352.0,29.0,301.0,297.0,3.0,2.0,5592.0,2.0,11.0,1.0,40.0,,,,14.0,9.0,1.0,,,,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-690501,301.0,300.0,15457.0,900,301.0,300.0,30.0,250.0,249.0,1.0,1.0,5934.0,1.0,6.0,1.0,42.0,,,,20.0,17.0,,,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690501,257.0,257.0,14946.0,900,257.0,257.0,28.0,216.0,212.0,2.0,1.0,5264.0,1.0,2.0,,42.0,,,,12.0,6.0,2.0,,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690501,225.0,225.0,14809.0,900,225.0,225.0,28.0,186.0,181.0,3.0,3.0,3960.0,3.0,6.0,,35.0,,,,19.0,13.0,2.0,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690501,202.0,202.0,13249.0,900,202.0,202.0,28.0,175.0,171.0,3.0,3.0,4576.0,3.0,,,27.0,,,,27.0,22.0,1.0,,,,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-690501,204.0,204.0,13421.0,900,204.0,204.0,29.0,170.0,167.0,2.0,1.0,3861.0,1.0,1.0,,30.0,,,,32.0,23.0,1.0,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690501,250.0,250.0,14977.0,900,250.0,250.0,25.0,226.0,218.0,5.0,5.0,4311.0,5.0,1.0,,28.0,,,,23.0,20.0,2.0,1.0,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690501,305.0,305.0,18442.0,900,305.0,305.0,30.0,269.0,258.0,6.0,5.0,5317.0,5.0,3.0,,31.0,,,,62.0,44.0,5.0,,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690501,302.0,302.0,18936.0,900,302.0,302.0,32.0,270.0,266.0,1.0,1.0,6129.0,1.0,,,37.0,,,,7.0,7.0,2.0,1.0,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-690501,324.0,324.0,18959.0,900,324.0,324.0,33.0,295.0,282.0,6.0,3.0,5829.0,3.0,2.0,,27.0,,,,65.0,50.0,6.0,1.0,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,328.0,328.0,18730.0,900,328.0,328.0,29.0,292.0,281.0,10.0,6.0,4597.0,6.0,5.0,,31.0,,,,64.0,59.0,1.0,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,332.0,332.0,17365.0,900,332.0,332.0,29.0,310.0,300.0,5.0,2.0,3796.0,2.0,8.0,,27.0,,,,65.0,53.0,4.0,,,,,1.0,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,361.0,361.0,18627.0,900,361.0,361.0,33.0,321.0,315.0,3.0,2.0,3893.0,2.0,6.0,,26.0,,,,45.0,42.0,3.0,,,,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,324.0,324.0,16421.0,900,324.0,324.0,34.0,288.0,282.0,3.0,2.0,3588.0,2.0,4.0,,26.0,,,,70.0,60.0,3.0,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,323.0,323.0,15681.0,900,323.0,323.0,30.0,301.0,298.0,2.0,1.0,2594.0,1.0,1.0,,28.0,,,,52.0,45.0,1.0,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,262.0,262.0,13707.0,900,262.0,262.0,28.0,244.0,234.0,4.0,4.0,2924.0,4.0,2.0,,24.0,,,,62.0,54.0,,,,,6.0,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,214.0,214.0,8171.0,900,214.0,214.0,21.0,178.0,170.0,5.0,4.0,2039.0,4.0,4.0,,25.0,,,,31.0,26.0,1.0,,,,2.0,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,92.0,92.0,2189.0,900,92.0,92.0,6.0,83.0,83.0,,,237.0,,2.0,,7.0,,,,4.0,4.0,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,113.0,113.0,2456.0,900,113.0,113.0,7.0,105.0,105.0,,,198.0,,3.0,,7.0,,,,,,,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,108.0,108.0,2462.0,900,108.0,108.0,8.0,99.0,99.0,,,173.0,,4.0,,7.0,,,,1.0,1.0,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,100.0,100.0,1670.0,900,100.0,100.0,6.0,94.0,94.0,,,55.0,,,,5.0,,,,1.0,1.0,,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,93.0,93.0,1562.0,900,93.0,93.0,5.0,84.0,84.0,,,66.0,,1.0,,6.0,,,,2.0,2.0,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,95.0,95.0,2284.0,900,95.0,95.0,6.0,79.0,78.0,1.0,,342.0,,9.0,,8.0,,,,1.0,1.0,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,136.0,136.0,3884.0,900,136.0,136.0,8.0,121.0,121.0,,,468.0,,10.0,,8.0,,,,2.0,2.0,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,142.0,142.0,4403.0,900,142.0,142.0,10.0,122.0,122.0,,,864.0,,11.0,,5.0,,,,2.0,2.0,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,133.0,132.0,3891.0,900,133.0,132.0,8.0,125.0,125.0,,,442.0,,6.0,1.0,3.0,,,,3.0,1.0,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,129.0,129.0,3989.0,900,129.0,129.0,11.0,112.0,112.0,,,588.0,,13.0,,6.0,,,,,,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,97.0,97.0,2688.0,900,97.0,97.0,7.0,78.0,78.0,,,514.0,,15.0,,7.0,,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,70.0,69.0,1795.0,900,70.0,69.0,5.0,50.0,50.0,,,418.0,,13.0,1.0,5.0,,,,1.0,1.0,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,63.0,63.0,1975.0,900,63.0,63.0,5.0,39.0,39.0,,,955.0,,14.0,,7.0,,,,6.0,6.0,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,59.0,58.0,2149.0,900,59.0,58.0,5.0,39.0,39.0,,,818.0,,14.0,1.0,6.0,,,,5.0,5.0,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,63.0,63.0,1750.0,900,63.0,63.0,5.0,46.0,46.0,,,335.0,,13.0,,6.0,,,,1.0,1.0,,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,69.0,69.0,1919.0,900,69.0,69.0,7.0,52.0,52.0,,,250.0,,12.0,,5.0,,,,2.0,2.0,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,91.0,90.0,2553.0,900,91.0,90.0,6.0,68.0,68.0,,,401.0,,13.0,1.0,6.0,,,,2.0,2.0,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,70.0,70.0,2502.0,900,70.0,70.0,6.0,54.0,54.0,,,567.0,,13.0,,5.0,,,,1.0,1.0,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,43.0,43.0,1879.0,900,43.0,43.0,5.0,28.0,28.0,,,517.0,,10.0,,6.0,,,,,,,,,,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,57.0,57.0,2243.0,900,57.0,57.0,5.0,43.0,43.0,,,778.0,,8.0,,6.0,,,,,,,,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,72.0,72.0,2368.0,900,72.0,72.0,5.0,63.0,63.0,,,341.0,,5.0,,4.0,,,,,,,,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,87.0,87.0,1913.0,900,87.0,87.0,5.0,82.0,82.0,,,85.0,,,,4.0,,,,,,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,73.0,73.0,2459.0,900,73.0,73.0,5.0,62.0,62.0,,,571.0,,7.0,,6.0,,,,,,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,40.0,40.0,1412.0,900,40.0,40.0,6.0,31.0,31.0,,,360.0,,,,7.0,,,,,,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,43.0,43.0,1704.0,900,43.0,43.0,4.0,37.0,37.0,,,244.0,,4.0,,5.0,,,,1.0,,,,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,72.0,72.0,1686.0,900,72.0,72.0,4.0,66.0,66.0,,,94.0,,1.0,,4.0,,,,,,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,56.0,56.0,980.0,900,56.0,56.0,4.0,52.0,52.0,,,36.0,,,,5.0,,,,,,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,61.0,61.0,983.0,900,61.0,61.0,3.0,55.0,55.0,,,52.0,,,,6.0,,,,,,,,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,50.0,50.0,888.0,900,50.0,50.0,3.0,45.0,45.0,,,41.0,,,,4.0,,,,,,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,63.0,63.0,1073.0,900,63.0,63.0,3.0,57.0,57.0,,,37.0,,,,5.0,,,,,,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,85.0,85.0,1364.0,900,85.0,85.0,4.0,81.0,81.0,,,44.0,,,,5.0,,,,,,,,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,76.0,76.0,1218.0,900,76.0,76.0,5.0,72.0,72.0,,,36.0,,1.0,,4.0,,,,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,52.0,52.0,1156.0,900,52.0,52.0,4.0,51.0,51.0,,,45.0,,,,2.0,,,,,,,,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,51.0,51.0,900.0,900,51.0,51.0,3.0,49.0,49.0,,,31.0,,,,3.0,,,,,,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,55.0,54.0,887.0,900,55.0,54.0,3.0,48.0,48.0,,,28.0,,,,6.0,,,,,,,,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,64.0,64.0,992.0,900,64.0,64.0,4.0,54.0,54.0,,,38.0,,,,10.0,,,,,,,,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,58.0,58.0,969.0,900,58.0,58.0,5.0,53.0,53.0,,,40.0,,,,5.0,,,,,,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,67.0,67.0,885.0,900,67.0,67.0,5.0,62.0,62.0,,,29.0,,,,6.0,,,,,,,,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,64.0,64.0,1758.0,900,63.0,63.0,4.0,59.0,59.0,,,98.0,,1.0,,5.0,,,,1.0,1.0,,,1.0,1.0,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,56.0,56.0,1665.0,900,56.0,56.0,4.0,52.0,52.0,,,113.0,,,,5.0,,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,61.0,61.0,1587.0,900,61.0,61.0,4.0,55.0,55.0,,,79.0,,,,6.0,,,,2.0,2.0,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,51.0,51.0,1632.0,900,51.0,51.0,4.0,45.0,45.0,,,287.0,,,,5.0,,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,52.0,52.0,1734.0,900,52.0,52.0,4.0,50.0,50.0,,,271.0,,,,3.0,,,,,,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,57.0,57.0,1744.0,900,57.0,57.0,4.0,53.0,53.0,,,301.0,,,,4.0,,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,63.0,63.0,1592.0,900,63.0,63.0,4.0,60.0,60.0,,,231.0,,,,3.0,,,,1.0,1.0,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,66.0,66.0,1991.0,900,66.0,66.0,5.0,59.0,59.0,,,309.0,,,,4.0,,,,1.0,1.0,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,53.0,53.0,1840.0,900,53.0,53.0,4.0,46.0,46.0,,,138.0,,1.0,,5.0,,,,2.0,2.0,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,44.0,44.0,1369.0,900,44.0,44.0,4.0,39.0,39.0,,,73.0,,,,5.0,,,,1.0,1.0,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,61.0,61.0,1304.0,900,61.0,61.0,4.0,58.0,58.0,,,102.0,,,,3.0,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,50.0,50.0,925.0,900,50.0,50.0,4.0,47.0,47.0,,,38.0,,,,4.0,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,44.0,44.0,647.0,900,44.0,44.0,4.0,38.0,38.0,,,38.0,,,,5.0,,,,2.0,2.0,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,47.0,47.0,673.0,900,46.0,46.0,3.0,40.0,40.0,,,17.0,,1.0,,6.0,,,,,,,,1.0,1.0,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,49.0,49.0,682.0,900,48.0,48.0,3.0,40.0,40.0,,,19.0,,1.0,,6.0,,,,,,,,1.0,1.0,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,61.0,61.0,843.0,900,61.0,61.0,3.0,51.0,51.0,,,18.0,,1.0,,9.0,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,41.0,41.0,647.0,900,41.0,41.0,4.0,34.0,34.0,,,32.0,,,,6.0,,,,,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,42.0,41.0,922.0,900,42.0,41.0,3.0,27.0,27.0,,,86.0,,8.0,1.0,6.0,,,,1.0,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,65.0,65.0,2285.0,900,65.0,65.0,5.0,46.0,45.0,1.0,,352.0,,12.0,,5.0,,,,3.0,3.0,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,68.0,68.0,3600.0,900,68.0,68.0,6.0,56.0,56.0,,,668.0,,8.0,,3.0,,,,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,122.0,122.0,4498.0,900,122.0,122.0,9.0,106.0,105.0,1.0,,644.0,,11.0,,5.0,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,166.0,166.0,4234.0,900,166.0,166.0,8.0,146.0,146.0,,,566.0,,12.0,,6.0,,,,2.0,2.0,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,122.0,122.0,4205.0,900,122.0,122.0,8.0,104.0,104.0,,,775.0,,8.0,,7.0,,,,2.0,2.0,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,119.0,119.0,4677.0,900,119.0,119.0,8.0,105.0,105.0,,,968.0,,10.0,,4.0,,,,1.0,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,117.0,117.0,3555.0,900,117.0,117.0,7.0,90.0,90.0,,,863.0,,20.0,,7.0,,,,1.0,1.0,,,,,,,
