createAt,manageObject,M8006C0,M8006C1,M8006C53,M8006C54,M8006C196,M8006C214,M8006C232,M8006C254,M8006C255,M8006C256,M8006C180,M8006C185,M8006C243,M8006C6,M8006C247,M8006C7,M8006C313,M8006C339,M8006C340,M8006C262,M8006C263,M8006C264,M8006C346,M8006C205,M8006C223,M8006C347,M8006C259,M8006C246
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,49.0,49.0,1386.0,900,49.0,49.0,9.0,49.0,47.0,2.0,1.0,122.0,1.0,4.0,,,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,60.0,60.0,3097.0,900,60.0,60.0,6.0,55.0,55.0,,,409.0,,4.0,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,52.0,52.0,2954.0,900,52.0,52.0,5.0,44.0,44.0,,,911.0,,7.0,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,51.0,51.0,3122.0,900,51.0,51.0,6.0,38.0,38.0,,,977.0,,14.0,,1.0,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,42.0,42.0,3022.0,900,42.0,42.0,5.0,30.0,30.0,,,864.0,,13.0,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,20.0,20.0,2762.0,900,20.0,20.0,5.0,6.0,6.0,,,1414.0,,14.0,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,23.0,23.0,3473.0,900,23.0,23.0,5.0,6.0,6.0,,,2015.0,,13.0,,2.0,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,27.0,27.0,3217.0,900,27.0,27.0,5.0,17.0,17.0,,,1035.0,,10.0,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,38.0,38.0,3078.0,900,38.0,38.0,5.0,25.0,25.0,,,972.0,,14.0,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,25.0,25.0,2779.0,900,25.0,25.0,4.0,15.0,15.0,,,786.0,,9.0,,1.0,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,3540.0,900,32.0,32.0,5.0,23.0,23.0,,,702.0,,11.0,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,33.0,33.0,3699.0,900,33.0,33.0,6.0,18.0,18.0,,,1296.0,,14.0,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,27.0,27.0,3378.0,900,27.0,27.0,5.0,13.0,13.0,,,1203.0,,14.0,,1.0,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,36.0,36.0,3663.0,900,36.0,36.0,6.0,25.0,25.0,,,900.0,,11.0,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,30.0,30.0,3533.0,900,30.0,30.0,5.0,15.0,15.0,,,1356.0,,14.0,,1.0,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,41.0,41.0,3459.0,900,41.0,41.0,5.0,28.0,28.0,,,1219.0,,14.0,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,40.0,40.0,2745.0,900,40.0,40.0,5.0,35.0,35.0,,,546.0,,7.0,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,34.0,34.0,2586.0,900,34.0,34.0,5.0,34.0,34.0,,,241.0,,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,26.0,26.0,2490.0,900,26.0,26.0,4.0,26.0,26.0,,,258.0,,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,45.0,45.0,2334.0,900,45.0,45.0,5.0,42.0,42.0,,,348.0,,1.0,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,2420.0,900,32.0,32.0,4.0,32.0,32.0,,,406.0,,1.0,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,2121.0,900,50.0,50.0,5.0,51.0,51.0,,,184.0,,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,53.0,53.0,2290.0,900,53.0,53.0,5.0,53.0,52.0,1.0,,211.0,,1.0,,,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,36.0,36.0,1856.0,900,36.0,36.0,5.0,36.0,36.0,,,172.0,,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,37.0,37.0,2257.0,900,37.0,37.0,5.0,36.0,36.0,,,236.0,,,,,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,37.0,37.0,1729.0,900,37.0,37.0,5.0,38.0,38.0,,,199.0,,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,25.0,25.0,1949.0,900,25.0,25.0,4.0,23.0,23.0,,,188.0,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,28.0,28.0,1865.0,900,28.0,28.0,5.0,29.0,29.0,,,223.0,,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,27.0,27.0,1144.0,900,27.0,27.0,3.0,28.0,28.0,,,124.0,,,,,1.0,1.0,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,1135.0,900,32.0,32.0,4.0,31.0,31.0,,,165.0,,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,43.0,43.0,2066.0,900,43.0,43.0,4.0,41.0,41.0,,,209.0,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,58.0,58.0,1242.0,900,58.0,58.0,4.0,58.0,58.0,,,143.0,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,59.0,59.0,1280.0,900,59.0,59.0,4.0,59.0,59.0,,,80.0,,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,39.0,39.0,1038.0,900,39.0,39.0,4.0,39.0,39.0,,,95.0,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,61.0,61.0,1276.0,900,61.0,61.0,3.0,58.0,58.0,,,71.0,,1.0,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,869.0,900,50.0,50.0,3.0,52.0,52.0,,,87.0,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,63.0,63.0,1466.0,900,63.0,63.0,5.0,61.0,61.0,,,162.0,,2.0,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,65.0,65.0,2115.0,900,65.0,65.0,5.0,63.0,63.0,,,201.0,,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,59.0,59.0,1849.0,900,59.0,59.0,5.0,59.0,59.0,,,198.0,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,57.0,57.0,1927.0,900,57.0,57.0,5.0,56.0,56.0,,,172.0,,2.0,,,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,73.0,73.0,2604.0,900,73.0,73.0,6.0,69.0,68.0,1.0,,255.0,,4.0,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,79.0,79.0,2821.0,900,79.0,79.0,6.0,72.0,72.0,,,352.0,,9.0,,,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,82.0,82.0,2787.0,900,82.0,82.0,6.0,68.0,67.0,1.0,,314.0,,11.0,,,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,69.0,69.0,2632.0,900,69.0,69.0,7.0,63.0,63.0,,,318.0,,4.0,,1.0,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,68.0,68.0,2582.0,900,68.0,68.0,7.0,63.0,63.0,,,340.0,,4.0,,,,,,,,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,89.0,89.0,3215.0,900,89.0,89.0,7.0,87.0,87.0,,,488.0,,4.0,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,93.0,93.0,3040.0,900,90.0,90.0,9.0,83.0,83.0,,,361.0,,8.0,,,,,,,,,,3.0,3.0,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,89.0,86.0,4684.0,900,89.0,86.0,8.0,84.0,82.0,2.0,1.0,648.0,1.0,7.0,3.0,,,,,,,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,79.0,79.0,4968.0,900,79.0,79.0,8.0,76.0,75.0,1.0,,774.0,,4.0,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,71.0,71.0,3039.0,900,71.0,71.0,7.0,69.0,69.0,,,452.0,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,66.0,66.0,3437.0,900,66.0,66.0,7.0,68.0,68.0,,,614.0,,,,,,,,,,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,59.0,59.0,4084.0,900,59.0,59.0,8.0,56.0,55.0,1.0,,651.0,,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,79.0,77.0,4302.0,900,79.0,77.0,10.0,73.0,73.0,,,568.0,,,2.0,,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,77.0,77.0,5490.0,900,77.0,77.0,10.0,77.0,77.0,,,676.0,,2.0,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,83.0,83.0,5599.0,900,83.0,83.0,9.0,77.0,77.0,,,693.0,,2.0,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,56.0,56.0,3596.0,900,55.0,55.0,7.0,55.0,55.0,,,648.0,,3.0,,,,,,,,,,1.0,1.0,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,2954.0,900,32.0,32.0,6.0,33.0,33.0,,,478.0,,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,63.0,63.0,3758.0,900,63.0,63.0,7.0,49.0,49.0,,,909.0,,11.0,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,89.0,89.0,5180.0,900,88.0,88.0,10.0,81.0,81.0,,,831.0,,6.0,,1.0,,,,,,,,1.0,1.0,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,103.0,103.0,5537.0,900,103.0,103.0,9.0,92.0,92.0,,,1467.0,,9.0,,,,,,,,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,99.0,99.0,5656.0,900,99.0,99.0,11.0,93.0,93.0,,,859.0,,10.0,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,81.0,81.0,4029.0,900,81.0,81.0,8.0,77.0,76.0,1.0,1.0,540.0,1.0,2.0,,,,,,,,,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,73.0,71.0,3677.0,900,72.0,70.0,8.0,67.0,67.0,,,560.0,,7.0,2.0,,,,,,,,,1.0,1.0,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,62.0,60.0,2878.0,900,62.0,60.0,6.0,57.0,56.0,1.0,1.0,402.0,1.0,5.0,2.0,,,,,,,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,69.0,69.0,3845.0,900,69.0,69.0,8.0,68.0,66.0,2.0,,677.0,,2.0,,,,,,,,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,70.0,70.0,3299.0,900,70.0,70.0,7.0,71.0,71.0,,,426.0,,1.0,,,,,,,,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,76.0,76.0,3938.0,900,76.0,76.0,7.0,71.0,71.0,,,457.0,,,,,,,,,,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,51.0,51.0,3407.0,900,51.0,51.0,7.0,49.0,49.0,,,732.0,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,39.0,39.0,3886.0,900,39.0,39.0,8.0,43.0,43.0,,,900.0,,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,69.0,69.0,4068.0,900,69.0,69.0,9.0,62.0,62.0,,,513.0,,2.0,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,85.0,85.0,5289.0,900,85.0,85.0,9.0,87.0,87.0,,,741.0,,2.0,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,76.0,74.0,3332.0,900,76.0,74.0,7.0,66.0,66.0,,,412.0,,9.0,2.0,1.0,,,,,,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,69.0,69.0,2605.0,900,69.0,69.0,6.0,53.0,51.0,2.0,2.0,382.0,2.0,16.0,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,62.0,62.0,3270.0,900,62.0,62.0,7.0,53.0,53.0,,,516.0,,12.0,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,56.0,54.0,3351.0,900,56.0,54.0,8.0,44.0,44.0,,,850.0,,6.0,2.0,,,,,,,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,42.0,42.0,3489.0,900,42.0,42.0,7.0,40.0,40.0,,,749.0,,2.0,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,49.0,49.0,4561.0,900,49.0,49.0,7.0,46.0,46.0,,,740.0,,5.0,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,53.0,53.0,4574.0,900,53.0,53.0,7.0,48.0,48.0,,,952.0,,2.0,,,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,38.0,38.0,5416.0,900,38.0,38.0,8.0,32.0,32.0,,,1166.0,,8.0,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,23.0,23.0,5422.0,900,23.0,23.0,7.0,9.0,9.0,,,1793.0,,14.0,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,19.0,19.0,5310.0,900,19.0,19.0,7.0,9.0,9.0,,,935.0,,10.0,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,23.0,23.0,5577.0,900,23.0,23.0,8.0,9.0,9.0,,,1143.0,,14.0,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,29.0,29.0,4303.0,900,29.0,29.0,6.0,15.0,15.0,,,1411.0,,13.0,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,35.0,35.0,4225.0,900,35.0,35.0,7.0,22.0,22.0,,,1468.0,,14.0,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,4042.0,900,32.0,32.0,7.0,17.0,17.0,,,1784.0,,15.0,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,55.0,55.0,2472.0,900,55.0,55.0,6.0,44.0,44.0,,,835.0,,8.0,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,53.0,53.0,2764.0,900,53.0,53.0,5.0,44.0,44.0,,,529.0,,11.0,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,49.0,49.0,2415.0,900,49.0,49.0,5.0,36.0,36.0,,,416.0,,12.0,,1.0,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,31.0,31.0,2480.0,900,31.0,31.0,5.0,31.0,31.0,,,512.0,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,27.0,27.0,2325.0,900,27.0,27.0,4.0,26.0,26.0,,,454.0,,,,,,,,,,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,2940.0,900,50.0,50.0,6.0,50.0,50.0,,,610.0,,1.0,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,36.0,36.0,2721.0,900,36.0,36.0,5.0,35.0,35.0,,,616.0,,1.0,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,32.0,32.0,2478.0,900,32.0,32.0,5.0,33.0,33.0,,,430.0,,1.0,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,43.0,43.0,2527.0,900,43.0,43.0,5.0,42.0,42.0,,,328.0,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,37.0,37.0,2330.0,900,37.0,37.0,6.0,36.0,36.0,,,297.0,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,29.0,29.0,2321.0,900,29.0,29.0,5.0,27.0,27.0,,,283.0,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,33.0,33.0,2587.0,900,33.0,33.0,5.0,35.0,35.0,,,297.0,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,25.0,25.0,2180.0,900,25.0,25.0,5.0,28.0,28.0,,,221.0,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,49.0,49.0,2363.0,900,49.0,49.0,4.0,47.0,46.0,1.0,1.0,244.0,1.0,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,39.0,39.0,2329.0,900,39.0,39.0,5.0,41.0,41.0,,,243.0,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,53.0,53.0,2639.0,900,53.0,53.0,6.0,52.0,52.0,,,311.0,,1.0,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,43.0,43.0,2546.0,900,43.0,43.0,5.0,38.0,38.0,,,472.0,,5.0,,1.0,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,48.0,48.0,2694.0,900,48.0,48.0,5.0,44.0,44.0,,,313.0,,,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,29.0,29.0,2393.0,900,29.0,29.0,5.0,29.0,29.0,,,309.0,,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,23.0,23.0,2157.0,900,23.0,23.0,4.0,22.0,22.0,,,165.0,,,,1.0,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,33.0,33.0,2372.0,900,33.0,33.0,5.0,33.0,33.0,,,206.0,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,2429.0,900,50.0,50.0,5.0,51.0,51.0,,,197.0,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,59.0,59.0,2052.0,900,59.0,59.0,5.0,58.0,58.0,,,158.0,,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,73.0,73.0,2666.0,900,73.0,73.0,6.0,72.0,72.0,,,258.0,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,55.0,55.0,2088.0,900,55.0,55.0,5.0,53.0,53.0,,,210.0,,,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,1566.0,900,50.0,50.0,6.0,52.0,52.0,,,284.0,,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,49.0,49.0,2059.0,900,49.0,49.0,4.0,49.0,49.0,,,173.0,,,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,61.0,61.0,2609.0,900,61.0,61.0,7.0,59.0,59.0,,,298.0,,5.0,,,,,,,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,46.0,46.0,2006.0,900,46.0,46.0,5.0,46.0,46.0,,,276.0,,1.0,,,,,,,,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,48.0,48.0,1424.0,900,48.0,48.0,4.0,47.0,47.0,,,382.0,,,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,52.0,52.0,2612.0,900,52.0,52.0,6.0,48.0,48.0,,,789.0,,4.0,,,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,56.0,56.0,3436.0,900,56.0,56.0,6.0,45.0,45.0,,,702.0,,12.0,,,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,37.0,37.0,2595.0,900,37.0,37.0,5.0,34.0,34.0,,,439.0,,2.0,,1.0,,,,,,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,46.0,46.0,2946.0,900,46.0,46.0,6.0,49.0,49.0,,,486.0,,,,,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,30.0,30.0,1454.0,900,30.0,30.0,4.0,31.0,31.0,,,203.0,,,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,48.0,48.0,3095.0,900,48.0,48.0,7.0,48.0,48.0,,,297.0,,,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,60.0,60.0,3283.0,900,59.0,59.0,8.0,57.0,55.0,2.0,1.0,347.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,53.0,53.0,3620.0,900,53.0,53.0,8.0,54.0,54.0,,,649.0,,,,,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,40.0,40.0,3174.0,900,40.0,40.0,6.0,38.0,38.0,,,453.0,,,,,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,67.0,67.0,3546.0,900,66.0,66.0,7.0,60.0,60.0,,,681.0,,2.0,,,,,,,,,,1.0,1.0,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,61.0,61.0,3411.0,900,61.0,61.0,7.0,62.0,59.0,3.0,,300.0,,1.0,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,54.0,54.0,2570.0,900,54.0,54.0,6.0,54.0,54.0,,,201.0,,2.0,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,57.0,57.0,3153.0,900,56.0,56.0,6.0,54.0,54.0,,,663.0,,2.0,,,,,,,,,,1.0,1.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,54.0,54.0,4196.0,900,54.0,54.0,7.0,40.0,40.0,,,1259.0,,12.0,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,44.0,44.0,4042.0,900,44.0,44.0,7.0,32.0,32.0,,,1005.0,,13.0,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,105.0,105.0,4173.0,900,103.0,103.0,8.0,101.0,99.0,2.0,1.0,459.0,1.0,3.0,,,,,,,,,,2.0,2.0,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,91.0,91.0,3505.0,900,91.0,91.0,8.0,86.0,86.0,,,354.0,,5.0,,,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,87.0,87.0,4104.0,900,87.0,87.0,8.0,79.0,78.0,1.0,,784.0,,7.0,,,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,70.0,70.0,4400.0,900,70.0,70.0,7.0,58.0,58.0,,,1044.0,,13.0,,,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,63.0,63.0,3580.0,900,63.0,63.0,7.0,50.0,50.0,,,1192.0,,14.0,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,73.0,73.0,4646.0,900,73.0,73.0,9.0,62.0,61.0,1.0,1.0,1266.0,1.0,13.0,,,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,73.0,73.0,4509.0,900,73.0,73.0,7.0,70.0,70.0,,,558.0,,3.0,,,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,80.0,80.0,4730.0,900,80.0,80.0,8.0,69.0,69.0,,,621.0,,10.0,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,78.0,78.0,4164.0,900,78.0,78.0,8.0,76.0,74.0,2.0,,455.0,,1.0,,,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,50.0,50.0,4761.0,900,50.0,50.0,8.0,53.0,52.0,1.0,,595.0,,,,,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,87.0,87.0,4314.0,900,87.0,87.0,8.0,89.0,89.0,,,447.0,,,,,1.0,1.0,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,30.0,30.0,1620.0,900,29.0,29.0,6.0,27.0,27.0,,,399.0,,,,,,,,,,,,1.0,1.0,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,818.0,818.0,24157.0,900,818.0,818.0,36.0,769.0,764.0,5.0,4.0,2723.0,4.0,6.0,,50.0,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,824.0,823.0,25273.0,900,824.0,823.0,38.0,763.0,759.0,4.0,2.0,2983.0,2.0,11.0,1.0,52.0,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,823.0,823.0,23360.0,900,823.0,823.0,35.0,751.0,745.0,6.0,2.0,3411.0,2.0,19.0,,47.0,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,842.0,842.0,21788.0,900,842.0,842.0,33.0,776.0,768.0,8.0,7.0,3129.0,7.0,23.0,,43.0,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,755.0,755.0,22401.0,900,755.0,755.0,34.0,710.0,708.0,2.0,,3555.0,,8.0,,39.0,,,,,,,,,,,,
